MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,PCP15||Idioma Materno
1306,1,486,Mujer,
1307,1,396,Hombre,
1307,1,434,Mujer,
1308,1,787,Hombre,
1308,1,770,Mujer,
1309,1,726,Hombre,
1309,1,692,Mujer,
1310,1,514,Hombre,
1310,1,535,Mujer,
1311,1,497,Hombre,
1311,1,505,Mujer,
1312,1,696,Hombre,
1312,1,723,Mujer,
1313,1,466,Hombre,
1313,1,479,Mujer,
1314,1,234,Hombre,
1314,1,206,Mujer,
1315,1,437,Hombre,
1315,1,405,Mujer,
1316,1,265,Hombre,
1316,1,251,Mujer,
1317,1,672,Hombre,
1317,1,626,Mujer,
1318,1,697,Hombre,
1318,1,684,Mujer,
1319,1,535,Hombre,
1319,1,513,Mujer,
1320,1,499,Hombre,
1320,1,493,Mujer,
1321,1,143,Hombre,
1321,1,160,Mujer,
1322,1,290,Hombre,
1322,1,289,Mujer,
1323,1,409,Hombre,
1323,1,360,Mujer,
1324,1,205,Hombre,
1324,1,190,Mujer,
1325,1,326,Hombre,
1325,1,324,Mujer,
1326,1,1555,Hombre,
1326,1,1548,Mujer,
1327,1,595,Hombre,
1327,1,584,Mujer,
1328,1,153,Hombre,
1328,1,134,Mujer,
1329,1,125,Hombre,
1329,1,141,Mujer,
1330,1,111,Hombre,
1330,1,121,Mujer,
1331,1,104,Hombre,
1331,1,88,Mujer,
1332,1,203,Hombre,
1332,1,180,Mujer,
1333,1,106,Hombre,
1333,1,90,Mujer,
1801,1,822,Hombre,
1801,1,802,Mujer,
1802,1,916,Hombre,
1802,1,907,Mujer,
1803,1,1098,Hombre,
1803,1,1048,Mujer,
1804,1,1020,Hombre,
1804,1,983,Mujer,
1805,1,659,Hombre,
1805,1,645,Mujer,
1301,2,1232,Hombre,
1301,2,1196,Mujer,
1302,2,1231,Hombre,
1302,2,1161,Mujer,
1303,2,247,Hombre,
1303,2,232,Mujer,
1304,2,887,Hombre,
1304,2,893,Mujer,
1305,2,733,Hombre,
1305,2,721,Mujer,
1306,2,528,Hombre,
1306,2,501,Mujer,
1307,2,398,Hombre,
1307,2,458,Mujer,
1308,2,765,Hombre,
1308,2,765,Mujer,
1309,2,703,Hombre,
1309,2,697,Mujer,
1310,2,566,Hombre,
1310,2,515,Mujer,
1311,2,528,Hombre,
1311,2,563,Mujer,
1312,2,776,Hombre,
1312,2,721,Mujer,
1313,2,442,Hombre,
1313,2,480,Mujer,
1314,2,227,Hombre,
1314,2,219,Mujer,
1315,2,427,Hombre,
1315,2,433,Mujer,
1316,2,236,Hombre,
1316,2,222,Mujer,
1317,2,595,Hombre,
1317,2,641,Mujer,
1318,2,709,Hombre,
1318,2,708,Mujer,
1319,2,596,Hombre,
1319,2,537,Mujer,
1320,2,450,Hombre,
1320,2,459,Mujer,
1321,2,147,Hombre,
1321,2,165,Mujer,
1322,2,271,Hombre,
1322,2,268,Mujer,
1323,2,369,Hombre,
1323,2,357,Mujer,
1324,2,201,Hombre,
1324,2,208,Mujer,
1325,2,314,Hombre,
1325,2,327,Mujer,
1326,2,1700,Hombre,
1326,2,1573,Mujer,
1327,2,588,Hombre,
1327,2,639,Mujer,
1328,2,121,Hombre,
1328,2,166,Mujer,
1329,2,127,Hombre,
1329,2,133,Mujer,
1330,2,132,Hombre,
1330,2,125,Mujer,
1331,2,85,Hombre,
1331,2,130,Mujer,
1332,2,227,Hombre,
1332,2,225,Mujer,
1333,2,91,Hombre,
1333,2,101,Mujer,
1801,2,890,Hombre,
1801,2,856,Mujer,
1802,2,1019,Hombre,
1802,2,979,Mujer,
1803,2,1108,Hombre,
1803,2,1120,Mujer,
1804,2,1065,Hombre,
1804,2,1127,Mujer,
1805,2,744,Hombre,
1805,2,768,Mujer,
1301,3,1199,Hombre,
1301,3,1192,Mujer,
1302,3,1176,Hombre,
1302,3,1100,Mujer,
1303,3,220,Hombre,
1303,3,222,Mujer,
1304,3,877,Hombre,
1304,3,885,Mujer,
1305,3,630,Hombre,
1305,3,674,Mujer,
1306,3,521,Hombre,
1306,3,522,Mujer,
1307,3,375,Hombre,
1307,3,417,Mujer,
1308,3,736,Hombre,
1308,3,785,Mujer,
1309,3,675,Hombre,
1309,3,636,Mujer,
1310,3,509,Hombre,
1310,3,496,Mujer,
1311,3,498,Hombre,
1311,3,502,Mujer,
1312,3,727,Hombre,
1312,3,750,Mujer,
1313,3,437,Hombre,
1313,3,457,Mujer,
1314,3,214,Hombre,
1314,3,216,Mujer,
1315,3,386,Hombre,
1315,3,435,Mujer,
1316,3,259,Hombre,
1316,3,276,Mujer,
1317,3,601,Hombre,
1317,3,576,Mujer,
1318,3,736,Hombre,
1318,3,687,Mujer,
1319,3,608,Hombre,
1319,3,519,Mujer,
1320,3,427,Hombre,
1320,3,450,Mujer,
1321,3,165,Hombre,
1321,3,141,Mujer,
1322,3,283,Hombre,
1322,3,306,Mujer,
1323,3,367,Hombre,
1323,3,331,Mujer,
1324,3,184,Hombre,
1324,3,175,Mujer,
1325,3,312,Hombre,
1325,3,279,Mujer,
1326,3,1575,Hombre,
1326,3,1505,Mujer,
1327,3,596,Hombre,
1327,3,618,Mujer,
1328,3,124,Hombre,
1328,3,133,Mujer,
1329,3,140,Hombre,
1329,3,123,Mujer,
1330,3,133,Hombre,
1330,3,132,Mujer,
1331,3,100,Hombre,
1331,3,127,Mujer,
1332,3,200,Hombre,
1332,3,218,Mujer,
1333,3,102,Hombre,
1333,3,105,Mujer,
1801,3,941,Hombre,
1801,3,989,Mujer,
1802,3,1025,Hombre,
1802,3,1014,Mujer,
1803,3,1196,Hombre,
1803,3,1196,Mujer,
1804,3,1112,Hombre,
1804,3,1069,Mujer,
1805,3,691,Hombre,
1805,3,707,Mujer,
1301,4,2,Hombre,Akateko
1301,4,1,Hombre,Chalchiteko
1301,4,3,Hombre,Chuj
1301,4,1174,Hombre,Español
1301,4,1,Hombre,Inglés
1301,4,8,Hombre,K'iche'
1301,4,8,Hombre,Mam
1301,4,4,Hombre,No habla
1301,4,15,Hombre,Q'anjob'al
1301,4,3,Mujer,Achí
1301,4,2,Mujer,Akateko
1301,4,1,Mujer,Awakateko
1301,4,1134,Mujer,Español
1301,4,1,Mujer,Inglés
1301,4,4,Mujer,K'iche'
1301,4,8,Mujer,Mam
1301,4,3,Mujer,No habla
1301,4,12,Mujer,Q'anjob'al
1302,4,1,Hombre,Achí
1302,4,1,Hombre,Akateko
1302,4,1,Hombre,Awakateko
1302,4,2,Hombre,Chalchiteko
1302,4,1043,Hombre,Español
1302,4,1,Hombre,Garífuna
1302,4,4,Hombre,K'iche'
1302,4,57,Hombre,Mam
1302,4,2,Hombre,No habla
1302,4,1,Hombre,Otro idioma
1302,4,2,Hombre,Poqomam
1302,4,1,Hombre,Poqomchi'
1302,4,7,Hombre,Q'anjob'al
1302,4,1,Hombre,Señas
1302,4,1,Hombre,Uspanteko
1302,4,2,Mujer,Achí
1302,4,3,Mujer,Awakateko
1302,4,5,Mujer,Chalchiteko
1302,4,1,Mujer,Chuj
1302,4,1086,Mujer,Español
1302,4,3,Mujer,Garífuna
1302,4,2,Mujer,K'iche'
1302,4,63,Mujer,Mam
1302,4,1,Mujer,No habla
1302,4,5,Mujer,Q'anjob'al
1302,4,1,Mujer,Xinka
1303,4,1,Hombre,Achí
1303,4,224,Hombre,Español
1303,4,34,Hombre,K'iche'
1303,4,12,Hombre,Mam
1303,4,1,Hombre,No habla
1303,4,150,Mujer,Español
1303,4,35,Mujer,K'iche'
1303,4,13,Mujer,Mam
1303,4,1,Mujer,No habla
1304,4,1,Hombre,Achí
1304,4,812,Hombre,Español
1304,4,1,Hombre,Garífuna
1304,4,80,Hombre,Mam
1304,4,2,Hombre,No habla
1304,4,1,Hombre,Otro idioma
1304,4,1,Hombre,Uspanteko
1304,4,1,Hombre,Xinka
1304,4,2,Mujer,Achí
1304,4,781,Mujer,Español
1304,4,102,Mujer,Mam
1304,4,3,Mujer,No habla
1304,4,1,Mujer,Poqomam
1305,4,1,Hombre,Achí
1305,4,77,Hombre,Akateko
1305,4,1,Hombre,Ch'orti'
1305,4,353,Hombre,Chuj
1305,4,215,Hombre,Español
1305,4,12,Hombre,Jakalteko/Popti'
1305,4,1,Hombre,K'iche'
1305,4,8,Hombre,Mam
1305,4,1,Hombre,No habla
1305,4,13,Hombre,Otro idioma
1305,4,3,Hombre,Q'anjob'al
1305,4,1,Mujer,Achí
1305,4,68,Mujer,Akateko
1305,4,1,Mujer,Chalchiteko
1305,4,339,Mujer,Chuj
1305,4,217,Mujer,Español
1305,4,11,Mujer,Jakalteko/Popti'
1305,4,2,Mujer,K'iche'
1305,4,9,Mujer,Mam
1305,4,1,Mujer,No habla
1305,4,11,Mujer,Otro idioma
1305,4,2,Mujer,Q'anjob'al
1306,4,2,Hombre,Achí
1306,4,112,Hombre,Español
1306,4,399,Hombre,Mam
1306,4,2,Hombre,No habla
1306,4,92,Mujer,Español
1306,4,376,Mujer,Mam
1306,4,1,Mujer,No habla
1307,4,31,Hombre,Akateko
1307,4,272,Hombre,Español
1307,4,96,Hombre,Jakalteko/Popti'
1307,4,4,Hombre,Mam
1307,4,1,Hombre,Mopan
1307,4,5,Hombre,No habla
1307,4,1,Hombre,Uspanteko
1307,4,1,Mujer,Achí
1307,4,27,Mujer,Akateko
1307,4,251,Mujer,Español
1307,4,106,Mujer,Jakalteko/Popti'
1307,4,9,Mujer,Mam
1307,4,2,Mujer,No habla
1308,4,4,Hombre,Achí
1308,4,1,Hombre,Akateko
1308,4,279,Hombre,Español
1308,4,518,Hombre,Q'anjob'al
1308,4,1,Hombre,Sipakapense
1308,4,2,Mujer,Achí
1308,4,226,Mujer,Español
1308,4,2,Mujer,Inglés
1308,4,563,Mujer,Q'anjob'al
1308,4,1,Mujer,Q'eqchi'
1308,4,1,Mujer,Tz'utujil
1309,4,3,Hombre,Achí
1309,4,1,Hombre,Akateko
1309,4,45,Hombre,Español
1309,4,1,Hombre,Kaqchiquel
1309,4,619,Hombre,Mam
1309,4,2,Mujer,Achí
1309,4,35,Mujer,Español
1309,4,1,Mujer,Kaqchiquel
1309,4,594,Mujer,Mam
1310,4,2,Hombre,Achí
1310,4,2,Hombre,Akateko
1310,4,31,Hombre,Español
1310,4,465,Hombre,Mam
1310,4,1,Hombre,Uspanteko
1310,4,34,Mujer,Español
1310,4,474,Mujer,Mam
1311,4,1,Hombre,Akateko
1311,4,444,Hombre,Español
1311,4,81,Hombre,Mam
1311,4,1,Hombre,No habla
1311,4,1,Hombre,Señas
1311,4,1,Mujer,Achí
1311,4,1,Mujer,Chalchiteko
1311,4,420,Mujer,Español
1311,4,80,Mujer,Mam
1311,4,3,Mujer,No habla
1312,4,1,Hombre,Akateko
1312,4,445,Hombre,Español
1312,4,1,Hombre,Garífuna
1312,4,2,Hombre,K'iche'
1312,4,277,Hombre,Mam
1312,4,3,Hombre,No habla
1312,4,1,Hombre,Tz'utujil
1312,4,4,Mujer,Achí
1312,4,433,Mujer,Español
1312,4,306,Mujer,Mam
1312,4,1,Mujer,Uspanteko
1313,4,2,Hombre,Achí
1313,4,415,Hombre,Akateko
1313,4,10,Hombre,Español
1313,4,2,Hombre,Jakalteko/Popti'
1313,4,2,Mujer,Achí
1313,4,428,Mujer,Akateko
1313,4,7,Mujer,Español
1314,4,1,Hombre,Achí
1314,4,231,Hombre,Akateko
1314,4,1,Hombre,Awakateko
1314,4,1,Hombre,Ch'orti'
1314,4,4,Hombre,Español
1314,4,214,Mujer,Akateko
1314,4,1,Mujer,Ch'orti'
1314,4,5,Mujer,Español
1315,4,57,Hombre,Español
1315,4,364,Hombre,Mam
1315,4,1,Hombre,Q'anjob'al
1315,4,1,Mujer,Achí
1315,4,61,Mujer,Español
1315,4,1,Mujer,Kaqchiquel
1315,4,1,Mujer,K'iche'
1315,4,351,Mujer,Mam
1315,4,2,Mujer,No habla
1315,4,2,Mujer,Uspanteko
1316,4,1,Hombre,Español
1316,4,262,Hombre,Mam
1316,4,1,Hombre,Uspanteko
1316,4,1,Mujer,Akateko
1316,4,256,Mujer,Mam
1316,4,1,Mujer,Mopan
1316,4,1,Mujer,No habla
1317,4,1,Hombre,Achí
1317,4,1,Hombre,Chuj
1317,4,23,Hombre,Español
1317,4,1,Hombre,Kaqchiquel
1317,4,1,Hombre,No habla
1317,4,531,Hombre,Q'anjob'al
1317,4,6,Mujer,Achí
1317,4,18,Mujer,Español
1317,4,3,Mujer,K'iche'
1317,4,1,Mujer,Poqomchi'
1317,4,532,Mujer,Q'anjob'al
1317,4,1,Mujer,Q'eqchi'
1318,4,2,Hombre,Achí
1318,4,2,Hombre,Akateko
1318,4,1,Hombre,Ch'orti'
1318,4,583,Hombre,Chuj
1318,4,16,Hombre,Español
1318,4,95,Hombre,Q'anjob'al
1318,4,1,Hombre,Sakapulteko
1318,4,1,Hombre,Señas
1318,4,4,Mujer,Akateko
1318,4,591,Mujer,Chuj
1318,4,7,Mujer,Español
1318,4,85,Mujer,Q'anjob'al
1319,4,4,Hombre,Achí
1319,4,2,Hombre,Akateko
1319,4,8,Hombre,Español
1319,4,1,Hombre,Inglés
1319,4,525,Hombre,Mam
1319,4,1,Hombre,Mopan
1319,4,1,Hombre,No habla
1319,4,2,Mujer,Achí
1319,4,1,Mujer,Akateko
1319,4,11,Mujer,Español
1319,4,1,Mujer,Kaqchiquel
1319,4,501,Mujer,Mam
1319,4,1,Mujer,No habla
1320,4,1,Hombre,Achí
1320,4,32,Hombre,Español
1320,4,1,Hombre,K'iche'
1320,4,394,Hombre,Mam
1320,4,4,Mujer,Achí
1320,4,34,Mujer,Español
1320,4,414,Mujer,Mam
1320,4,1,Mujer,Poqomam
1321,4,160,Hombre,Español
1321,4,6,Hombre,Tektiteko
1321,4,1,Mujer,Achí
1321,4,144,Mujer,Español
1321,4,7,Mujer,Tektiteko
1322,4,49,Hombre,Akateko
1322,4,1,Hombre,Awakateko
1322,4,21,Hombre,Español
1322,4,168,Hombre,Jakalteko/Popti'
1322,4,31,Hombre,Mam
1322,4,6,Hombre,Q'anjob'al
1322,4,1,Mujer,Achí
1322,4,45,Mujer,Akateko
1322,4,23,Mujer,Español
1322,4,160,Mujer,Jakalteko/Popti'
1322,4,39,Mujer,Mam
1322,4,6,Mujer,Q'anjob'al
1323,4,1,Hombre,Achí
1323,4,7,Hombre,Akateko
1323,4,122,Hombre,Español
1323,4,1,Hombre,K'iche'
1323,4,9,Hombre,Mam
1323,4,2,Hombre,No habla
1323,4,193,Hombre,Q'anjob'al
1323,4,1,Mujer,Achí
1323,4,8,Mujer,Akateko
1323,4,131,Mujer,Español
1323,4,1,Mujer,K'iche'
1323,4,19,Mujer,Mam
1323,4,197,Mujer,Q'anjob'al
1324,4,1,Hombre,Ch'orti'
1324,4,158,Hombre,Español
1324,4,2,Hombre,Jakalteko/Popti'
1324,4,41,Hombre,Mam
1324,4,2,Mujer,Akateko
1324,4,166,Mujer,Español
1324,4,32,Mujer,Mam
1324,4,1,Mujer,Q'anjob'al
1325,4,2,Hombre,Achí
1325,4,1,Hombre,Akateko
1325,4,2,Hombre,Awakateko
1325,4,1,Hombre,Chuj
1325,4,4,Hombre,Español
1325,4,294,Hombre,Otro idioma
1325,4,1,Mujer,Achí
1325,4,1,Mujer,Akateko
1325,4,1,Mujer,Chuj
1325,4,6,Mujer,Español
1325,4,270,Mujer,Otro idioma
1325,4,1,Mujer,Q'anjob'al
1326,4,1,Hombre,Achí
1326,4,38,Hombre,Akateko
1326,4,1,Hombre,Awakateko
1326,4,84,Hombre,Chuj
1326,4,290,Hombre,Español
1326,4,1,Hombre,Inglés
1326,4,1,Hombre,Kaqchiquel
1326,4,23,Hombre,Mam
1326,4,2,Hombre,No habla
1326,4,1105,Hombre,Q'anjob'al
1326,4,1,Hombre,Q'eqchi'
1326,4,2,Mujer,Achí
1326,4,48,Mujer,Akateko
1326,4,1,Mujer,Awakateko
1326,4,96,Mujer,Chuj
1326,4,276,Mujer,Español
1326,4,1,Mujer,Inglés
1326,4,1,Mujer,K'iche'
1326,4,24,Mujer,Mam
1326,4,3,Mujer,No habla
1326,4,1095,Mujer,Q'anjob'al
1326,4,2,Mujer,Q'eqchi'
1327,4,1,Hombre,Achí
1327,4,1,Hombre,Akateko
1327,4,95,Hombre,Awakateko
1327,4,183,Hombre,Chalchiteko
1327,4,1,Hombre,Ch'orti'
1327,4,94,Hombre,Español
1327,4,1,Hombre,Kaqchiquel
1327,4,226,Hombre,K'iche'
1327,4,6,Hombre,Mam
1327,4,2,Mujer,Akateko
1327,4,69,Mujer,Awakateko
1327,4,188,Mujer,Chalchiteko
1327,4,81,Mujer,Español
1327,4,222,Mujer,K'iche'
1327,4,11,Mujer,Mam
1327,4,1,Mujer,No habla
1327,4,2,Mujer,Q'anjob'al
1327,4,1,Mujer,Tektiteko
1328,4,14,Hombre,Español
1328,4,147,Hombre,Mam
1328,4,1,Mujer,Achí
1328,4,9,Mujer,Español
1328,4,122,Mujer,Mam
1329,4,1,Hombre,Akateko
1329,4,3,Hombre,Español
1329,4,122,Hombre,Mam
1329,4,1,Hombre,No habla
1329,4,1,Mujer,Achí
1329,4,1,Mujer,Español
1329,4,138,Mujer,Mam
1330,4,1,Hombre,Español
1330,4,101,Hombre,Mam
1330,4,2,Mujer,Achí
1330,4,2,Mujer,Español
1330,4,127,Mujer,Mam
1331,4,108,Hombre,Español
1331,4,2,Hombre,Jakalteko/Popti'
1331,4,15,Hombre,Mam
1331,4,85,Mujer,Español
1331,4,1,Mujer,Jakalteko/Popti'
1331,4,10,Mujer,Mam
1331,4,2,Mujer,No habla
1332,4,216,Hombre,Español
1332,4,3,Hombre,Mam
1332,4,1,Hombre,Otro idioma
1332,4,1,Mujer,Chalchiteko
1332,4,195,Mujer,Español
1332,4,6,Mujer,Mam
1332,4,1,Mujer,Señas
1333,4,70,Hombre,Español
1333,4,16,Hombre,Jakalteko/Popti'
1333,4,7,Hombre,Mam
1333,4,2,Hombre,No habla
1333,4,82,Mujer,Español
1333,4,7,Mujer,Jakalteko/Popti'
1333,4,4,Mujer,Mam
1333,4,1,Mujer,No habla
1801,4,1,Hombre,Achí
1801,4,909,Hombre,Español
1801,4,2,Hombre,Garífuna
1801,4,1,Hombre,Inglés
1801,4,5,Hombre,No habla
1801,4,41,Hombre,Q'eqchi'
1801,4,1,Hombre,Tektiteko
1801,4,1,Hombre,Xinka
1801,4,1,Mujer,Achí
1801,4,1,Mujer,Chalchiteko
1801,4,909,Mujer,Español
1801,4,2,Mujer,Garífuna
1801,4,1,Mujer,Kaqchiquel
1801,4,2,Mujer,K'iche'
1801,4,7,Mujer,No habla
1801,4,33,Mujer,Q'eqchi'
1802,4,2,Hombre,Achí
1802,4,454,Hombre,Español
1802,4,3,Hombre,Garífuna
1802,4,1,Hombre,Kaqchiquel
1802,4,1,Hombre,K'iche'
1802,4,2,Hombre,Mam
1802,4,2,Hombre,No habla
1802,4,1,Hombre,Poqomchi'
1802,4,555,Hombre,Q'eqchi'
1802,4,1,Hombre,Tektiteko
1802,4,2,Mujer,Achí
1802,4,450,Mujer,Español
1802,4,5,Mujer,Garífuna
1802,4,1,Mujer,Inglés
1802,4,1,Mujer,Itza'
1802,4,1,Mujer,K'iche'
1802,4,3,Mujer,No habla
1802,4,1,Mujer,Poqomam
1802,4,1,Mujer,Poqomchi'
1802,4,535,Mujer,Q'eqchi'
1802,4,2,Mujer,Señas
1803,4,4,Hombre,Achí
1803,4,1,Hombre,Akateko
1803,4,196,Hombre,Español
1803,4,3,Hombre,No habla
1803,4,1,Hombre,Otro idioma
1803,4,1,Hombre,Poqomam
1803,4,1,Hombre,Poqomchi'
1803,4,901,Hombre,Q'eqchi'
1803,4,3,Mujer,Achí
1803,4,194,Mujer,Español
1803,4,2,Mujer,No habla
1803,4,1,Mujer,Otro idioma
1803,4,888,Mujer,Q'eqchi'
1804,4,1,Hombre,Achí
1804,4,1050,Hombre,Español
1804,4,1,Hombre,K'iche'
1804,4,6,Hombre,No habla
1804,4,1,Hombre,Poqomchi'
1804,4,11,Hombre,Q'eqchi'
1804,4,1,Hombre,Xinka
1804,4,1,Mujer,Chalchiteko
1804,4,1060,Mujer,Español
1804,4,1,Mujer,Mam
1804,4,4,Mujer,No habla
1804,4,5,Mujer,Q'eqchi'
1805,4,682,Hombre,Español
1805,4,6,Hombre,No habla
1805,4,1,Hombre,Otro idioma
1805,4,1,Hombre,Poqomchi'
1805,4,3,Hombre,Q'eqchi'
1805,4,1,Hombre,Uspanteko
1805,4,733,Mujer,Español
1805,4,1,Mujer,Kaqchiquel
1805,4,4,Mujer,No habla
1805,4,3,Mujer,Q'eqchi'
1301,5,2,Hombre,Achí
1301,5,3,Hombre,Awakateko
1301,5,1238,Hombre,Español
1301,5,7,Hombre,K'iche'
1301,5,6,Hombre,Mam
1301,5,2,Hombre,No habla
1301,5,15,Hombre,Q'anjob'al
1301,5,1,Hombre,Q'eqchi'
1301,5,1,Hombre,Tz'utujil
1301,5,1,Mujer,Achí
1301,5,3,Mujer,Akateko
1301,5,3,Mujer,Chalchiteko
1301,5,1,Mujer,Chuj
1301,5,1224,Mujer,Español
1301,5,1,Mujer,Garífuna
1301,5,11,Mujer,K'iche'
1301,5,7,Mujer,Mam
1301,5,2,Mujer,No habla
1301,5,1,Mujer,Otro idioma
1301,5,14,Mujer,Q'anjob'al
1302,5,3,Hombre,Achí
1302,5,2,Hombre,Awakateko
1302,5,5,Hombre,Chalchiteko
1302,5,1048,Hombre,Español
1302,5,1,Hombre,K'iche'
1302,5,50,Hombre,Mam
1302,5,5,Hombre,No habla
1302,5,1,Hombre,Otro idioma
1302,5,9,Hombre,Q'anjob'al
1302,5,1,Mujer,Akateko
1302,5,5,Mujer,Awakateko
1302,5,6,Mujer,Chalchiteko
1302,5,1096,Mujer,Español
1302,5,6,Mujer,K'iche'
1302,5,77,Mujer,Mam
1302,5,12,Mujer,Q'anjob'al
1302,5,1,Mujer,Tz'utujil
1303,5,1,Hombre,Achí
1303,5,193,Hombre,Español
1303,5,40,Hombre,K'iche'
1303,5,11,Hombre,Mam
1303,5,155,Mujer,Español
1303,5,50,Mujer,K'iche'
1303,5,9,Mujer,Mam
1303,5,1,Mujer,Q'anjob'al
1304,5,1,Hombre,Achí
1304,5,2,Hombre,Chalchiteko
1304,5,784,Hombre,Español
1304,5,1,Hombre,Garífuna
1304,5,90,Hombre,Mam
1304,5,1,Hombre,Poqomam
1304,5,1,Hombre,Señas
1304,5,1,Hombre,Tz'utujil
1304,5,1,Mujer,Awakateko
1304,5,767,Mujer,Español
1304,5,96,Mujer,Mam
1304,5,1,Mujer,Mopan
1304,5,1,Mujer,No habla
1304,5,1,Mujer,Poqomam
1304,5,1,Mujer,Xinka
1305,5,74,Hombre,Akateko
1305,5,1,Hombre,Awakateko
1305,5,1,Hombre,Chalchiteko
1305,5,327,Hombre,Chuj
1305,5,217,Hombre,Español
1305,5,11,Hombre,Jakalteko/Popti'
1305,5,8,Hombre,Mam
1305,5,13,Hombre,Otro idioma
1305,5,1,Hombre,Xinka
1305,5,87,Mujer,Akateko
1305,5,329,Mujer,Chuj
1305,5,195,Mujer,Español
1305,5,9,Mujer,Jakalteko/Popti'
1305,5,6,Mujer,Mam
1305,5,24,Mujer,Otro idioma
1305,5,3,Mujer,Q'anjob'al
1305,5,1,Mujer,Tektiteko
1306,5,2,Hombre,Achí
1306,5,91,Hombre,Español
1306,5,388,Hombre,Mam
1306,5,1,Hombre,No habla
1306,5,1,Mujer,Achí
1306,5,88,Mujer,Español
1306,5,401,Mujer,Mam
1306,5,1,Mujer,Mopan
1306,5,1,Mujer,No habla
1307,5,1,Hombre,Achí
1307,5,25,Hombre,Akateko
1307,5,1,Hombre,Chuj
1307,5,237,Hombre,Español
1307,5,101,Hombre,Jakalteko/Popti'
1307,5,7,Hombre,Mam
1307,5,1,Hombre,No habla
1307,5,24,Mujer,Akateko
1307,5,1,Mujer,Ch'orti'
1307,5,271,Mujer,Español
1307,5,109,Mujer,Jakalteko/Popti'
1307,5,6,Mujer,Mam
1307,5,2,Mujer,No habla
1308,5,3,Hombre,Achí
1308,5,3,Hombre,Akateko
1308,5,1,Hombre,Chalchiteko
1308,5,1,Hombre,Chuj
1308,5,226,Hombre,Español
1308,5,1,Hombre,K'iche'
1308,5,2,Hombre,No habla
1308,5,501,Hombre,Q'anjob'al
1308,5,3,Mujer,Achí
1308,5,1,Mujer,Akateko
1308,5,1,Mujer,Chuj
1308,5,199,Mujer,Español
1308,5,1,Mujer,Kaqchiquel
1308,5,1,Mujer,K'iche'
1308,5,1,Mujer,No habla
1308,5,1,Mujer,Poqomchi'
1308,5,499,Mujer,Q'anjob'al
1308,5,1,Mujer,Tz'utujil
1309,5,1,Hombre,Akateko
1309,5,54,Hombre,Español
1309,5,2,Hombre,K'iche'
1309,5,600,Hombre,Mam
1309,5,1,Hombre,No habla
1309,5,1,Hombre,Xinka
1309,5,2,Mujer,Achí
1309,5,1,Mujer,Akateko
1309,5,32,Mujer,Español
1309,5,580,Mujer,Mam
1309,5,2,Mujer,No habla
1309,5,1,Mujer,Q'eqchi'
1310,5,3,Hombre,Achí
1310,5,2,Hombre,Akateko
1310,5,30,Hombre,Español
1310,5,438,Hombre,Mam
1310,5,1,Mujer,Achí
1310,5,30,Mujer,Español
1310,5,1,Mujer,Kaqchiquel
