MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,PCP12||Autoidentificación
608,1,3,Mujer,Extranjera (o)
608,1,512,Mujer,Ladina (o)
608,1,10,Mujer,Maya
608,1,29,Mujer,Xinka
609,1,336,Hombre,Ladina (o)
609,1,2,Hombre,Maya
609,1,7,Hombre,Xinka
609,1,307,Mujer,Ladina (o)
609,1,1,Mujer,Maya
609,1,5,Mujer,Xinka
610,1,218,Hombre,Ladina (o)
610,1,3,Hombre,Maya
610,1,8,Hombre,Xinka
610,1,235,Mujer,Ladina (o)
610,1,8,Mujer,Maya
610,1,10,Mujer,Xinka
611,1,3,Hombre,Afrodescendiente/Creole/Afromestizo
611,1,158,Hombre,Ladina (o)
611,1,1,Hombre,Maya
611,1,47,Hombre,Xinka
611,1,1,Mujer,Afrodescendiente/Creole/Afromestizo
611,1,157,Mujer,Ladina (o)
611,1,4,Mujer,Maya
611,1,46,Mujer,Xinka
612,1,149,Hombre,Ladina (o)
612,1,3,Hombre,Maya
612,1,6,Hombre,Xinka
612,1,1,Mujer,Extranjera (o)
612,1,148,Mujer,Ladina (o)
612,1,4,Mujer,Maya
612,1,10,Mujer,Xinka
613,1,266,Hombre,Ladina (o)
613,1,6,Hombre,Maya
613,1,1,Hombre,Xinka
613,1,215,Mujer,Ladina (o)
613,1,2,Mujer,Maya
613,1,3,Mujer,Xinka
614,1,2,Hombre,Afrodescendiente/Creole/Afromestizo
614,1,191,Hombre,Ladina (o)
614,1,11,Hombre,Maya
614,1,159,Hombre,Xinka
614,1,2,Mujer,Afrodescendiente/Creole/Afromestizo
614,1,178,Mujer,Ladina (o)
614,1,8,Mujer,Maya
614,1,183,Mujer,Xinka
701,1,44,Hombre,Ladina (o)
701,1,938,Hombre,Maya
701,1,28,Mujer,Ladina (o)
701,1,883,Mujer,Maya
702,1,2,Hombre,Ladina (o)
702,1,51,Hombre,Maya
702,1,1,Mujer,Afrodescendiente/Creole/Afromestizo
702,1,51,Mujer,Maya
703,1,19,Hombre,Maya
703,1,17,Mujer,Maya
704,1,1,Hombre,Afrodescendiente/Creole/Afromestizo
704,1,7,Hombre,Ladina (o)
704,1,211,Hombre,Maya
704,1,2,Mujer,Ladina (o)
704,1,229,Mujer,Maya
705,1,1,Hombre,Garífuna
705,1,1,Hombre,Ladina (o)
705,1,870,Hombre,Maya
705,1,1,Mujer,Ladina (o)
705,1,834,Mujer,Maya
706,1,680,Hombre,Maya
706,1,1,Mujer,Ladina (o)
706,1,679,Mujer,Maya
707,1,84,Hombre,Maya
707,1,1,Mujer,Ladina (o)
707,1,93,Mujer,Maya
708,1,89,Hombre,Maya
708,1,81,Mujer,Maya
709,1,1,Hombre,Afrodescendiente/Creole/Afromestizo
709,1,4,Hombre,Ladina (o)
709,1,140,Hombre,Maya
709,1,2,Mujer,Afrodescendiente/Creole/Afromestizo
709,1,5,Mujer,Ladina (o)
709,1,136,Mujer,Maya
710,1,1,Hombre,Extranjera (o)
710,1,29,Hombre,Ladina (o)
710,1,105,Hombre,Maya
710,1,1,Hombre,Xinka
710,1,18,Mujer,Ladina (o)
710,1,111,Mujer,Maya
711,1,52,Hombre,Maya
711,1,1,Mujer,Ladina (o)
711,1,31,Mujer,Maya
712,1,7,Hombre,Ladina (o)
712,1,146,Hombre,Maya
712,1,6,Mujer,Ladina (o)
712,1,121,Mujer,Maya
713,1,16,Hombre,Ladina (o)
713,1,300,Hombre,Maya
713,1,1,Hombre,Xinka
713,1,1,Mujer,Afrodescendiente/Creole/Afromestizo
713,1,18,Mujer,Ladina (o)
713,1,280,Mujer,Maya
714,1,1,Hombre,Ladina (o)
714,1,69,Hombre,Maya
714,1,63,Mujer,Maya
715,1,72,Hombre,Maya
715,1,69,Mujer,Maya
716,1,1,Hombre,Ladina (o)
716,1,18,Hombre,Maya
716,1,24,Mujer,Maya
717,1,1,Hombre,Ladina (o)
717,1,157,Hombre,Maya
717,1,1,Mujer,Ladina (o)
717,1,144,Mujer,Maya
718,1,3,Hombre,Ladina (o)
718,1,97,Hombre,Maya
718,1,1,Mujer,Ladina (o)
718,1,86,Mujer,Maya
719,1,15,Hombre,Ladina (o)
719,1,363,Hombre,Maya
719,1,10,Mujer,Ladina (o)
719,1,326,Mujer,Maya
601,2,2,Hombre,Afrodescendiente/Creole/Afromestizo
601,2,1,Hombre,Extranjera (o)
601,2,1,Hombre,Garífuna
601,2,396,Hombre,Ladina (o)
601,2,9,Hombre,Maya
601,2,23,Hombre,Xinka
601,2,2,Mujer,Extranjera (o)
601,2,416,Mujer,Ladina (o)
601,2,7,Mujer,Maya
601,2,11,Mujer,Xinka
602,2,1,Hombre,Extranjera (o)
602,2,1,Hombre,Garífuna
602,2,622,Hombre,Ladina (o)
602,2,11,Hombre,Maya
602,2,2,Hombre,Xinka
602,2,1,Mujer,Afrodescendiente/Creole/Afromestizo
602,2,1,Mujer,Garífuna
602,2,643,Mujer,Ladina (o)
602,2,13,Mujer,Maya
602,2,3,Mujer,Xinka
603,2,2,Hombre,Afrodescendiente/Creole/Afromestizo
603,2,1,Hombre,Extranjera (o)
603,2,1,Hombre,Garífuna
603,2,175,Hombre,Ladina (o)
603,2,8,Hombre,Maya
603,2,53,Hombre,Xinka
603,2,1,Mujer,Afrodescendiente/Creole/Afromestizo
603,2,160,Mujer,Ladina (o)
603,2,4,Mujer,Maya
603,2,42,Mujer,Xinka
604,2,1,Hombre,Afrodescendiente/Creole/Afromestizo
604,2,1,Hombre,Garífuna
604,2,120,Hombre,Ladina (o)
604,2,3,Hombre,Maya
604,2,152,Hombre,Xinka
604,2,1,Mujer,Garífuna
604,2,122,Mujer,Ladina (o)
604,2,3,Mujer,Maya
604,2,160,Mujer,Xinka
605,2,134,Hombre,Ladina (o)
605,2,4,Hombre,Maya
605,2,41,Hombre,Xinka
605,2,124,Mujer,Ladina (o)
605,2,5,Mujer,Maya
605,2,34,Mujer,Xinka
606,2,5,Hombre,Extranjera (o)
606,2,271,Hombre,Ladina (o)
606,2,3,Hombre,Maya
606,2,6,Hombre,Xinka
606,2,4,Mujer,Extranjera (o)
606,2,260,Mujer,Ladina (o)
606,2,3,Mujer,Maya
606,2,3,Mujer,Xinka
607,2,85,Hombre,Ladina (o)
607,2,1,Hombre,Maya
607,2,44,Hombre,Xinka
607,2,80,Mujer,Ladina (o)
607,2,1,Mujer,Maya
607,2,36,Mujer,Xinka
608,2,1,Hombre,Afrodescendiente/Creole/Afromestizo
608,2,1,Hombre,Extranjera (o)
608,2,512,Hombre,Ladina (o)
608,2,7,Hombre,Maya
608,2,35,Hombre,Xinka
608,2,3,Mujer,Afrodescendiente/Creole/Afromestizo
608,2,2,Mujer,Extranjera (o)
608,2,2,Mujer,Garífuna
608,2,508,Mujer,Ladina (o)
608,2,9,Mujer,Maya
608,2,34,Mujer,Xinka
609,2,331,Hombre,Ladina (o)
609,2,4,Hombre,Maya
609,2,7,Hombre,Xinka
609,2,1,Mujer,Afrodescendiente/Creole/Afromestizo
609,2,1,Mujer,Garífuna
609,2,309,Mujer,Ladina (o)
609,2,5,Mujer,Maya
609,2,4,Mujer,Xinka
610,2,243,Hombre,Ladina (o)
610,2,5,Hombre,Maya
610,2,11,Hombre,Xinka
610,2,253,Mujer,Ladina (o)
610,2,2,Mujer,Maya
610,2,22,Mujer,Xinka
611,2,165,Hombre,Ladina (o)
611,2,2,Hombre,Maya
611,2,29,Hombre,Xinka
611,2,1,Mujer,Afrodescendiente/Creole/Afromestizo
611,2,2,Mujer,Extranjera (o)
611,2,160,Mujer,Ladina (o)
611,2,3,Mujer,Maya
611,2,34,Mujer,Xinka
612,2,1,Hombre,Extranjera (o)
612,2,152,Hombre,Ladina (o)
612,2,10,Hombre,Maya
612,2,3,Hombre,Xinka
612,2,1,Mujer,Afrodescendiente/Creole/Afromestizo
612,2,1,Mujer,Garífuna
612,2,162,Mujer,Ladina (o)
612,2,15,Mujer,Maya
612,2,4,Mujer,Xinka
613,2,305,Hombre,Ladina (o)
613,2,4,Hombre,Maya
613,2,2,Hombre,Xinka
613,2,1,Mujer,Extranjera (o)
613,2,251,Mujer,Ladina (o)
613,2,1,Mujer,Maya
614,2,1,Hombre,Afrodescendiente/Creole/Afromestizo
614,2,2,Hombre,Garífuna
614,2,209,Hombre,Ladina (o)
614,2,6,Hombre,Maya
614,2,179,Hombre,Xinka
614,2,3,Mujer,Afrodescendiente/Creole/Afromestizo
614,2,1,Mujer,Extranjera (o)
614,2,1,Mujer,Garífuna
614,2,213,Mujer,Ladina (o)
614,2,12,Mujer,Maya
614,2,189,Mujer,Xinka
701,2,1,Hombre,Garífuna
701,2,48,Hombre,Ladina (o)
701,2,899,Hombre,Maya
701,2,1,Mujer,Afrodescendiente/Creole/Afromestizo
701,2,1,Mujer,Garífuna
701,2,33,Mujer,Ladina (o)
701,2,910,Mujer,Maya
702,2,1,Hombre,Ladina (o)
702,2,52,Hombre,Maya
702,2,46,Mujer,Maya
703,2,1,Hombre,Ladina (o)
703,2,21,Hombre,Maya
703,2,24,Mujer,Maya
704,2,1,Hombre,Extranjera (o)
704,2,4,Hombre,Ladina (o)
704,2,214,Hombre,Maya
704,2,1,Mujer,Ladina (o)
704,2,229,Mujer,Maya
705,2,843,Hombre,Maya
705,2,1,Mujer,Afrodescendiente/Creole/Afromestizo
705,2,797,Mujer,Maya
706,2,1,Hombre,Ladina (o)
706,2,604,Hombre,Maya
706,2,1,Mujer,Ladina (o)
706,2,595,Mujer,Maya
707,2,1,Hombre,Ladina (o)
707,2,102,Hombre,Maya
707,2,100,Mujer,Maya
708,2,67,Hombre,Maya
708,2,1,Hombre,Xinka
708,2,1,Mujer,Ladina (o)
708,2,79,Mujer,Maya
709,2,8,Hombre,Ladina (o)
709,2,135,Hombre,Maya
709,2,1,Mujer,Afrodescendiente/Creole/Afromestizo
709,2,9,Mujer,Ladina (o)
709,2,142,Mujer,Maya
710,2,39,Hombre,Ladina (o)
710,2,125,Hombre,Maya
710,2,29,Mujer,Ladina (o)
710,2,113,Mujer,Maya
711,2,43,Hombre,Maya
711,2,37,Mujer,Maya
712,2,9,Hombre,Ladina (o)
712,2,151,Hombre,Maya
712,2,6,Mujer,Ladina (o)
712,2,178,Mujer,Maya
713,2,24,Hombre,Ladina (o)
713,2,286,Hombre,Maya
713,2,15,Mujer,Ladina (o)
713,2,291,Mujer,Maya
713,2,1,Mujer,Xinka
714,2,1,Hombre,Ladina (o)
714,2,65,Hombre,Maya
714,2,72,Mujer,Maya
715,2,1,Hombre,Extranjera (o)
715,2,71,Hombre,Maya
715,2,74,Mujer,Maya
716,2,1,Hombre,Ladina (o)
716,2,23,Hombre,Maya
716,2,1,Mujer,Ladina (o)
716,2,25,Mujer,Maya
717,2,1,Hombre,Ladina (o)
717,2,138,Hombre,Maya
717,2,1,Mujer,Afrodescendiente/Creole/Afromestizo
717,2,1,Mujer,Ladina (o)
717,2,111,Mujer,Maya
718,2,4,Hombre,Ladina (o)
718,2,91,Hombre,Maya
718,2,1,Mujer,Garífuna
718,2,2,Mujer,Ladina (o)
718,2,89,Mujer,Maya
719,2,4,Hombre,Afrodescendiente/Creole/Afromestizo
719,2,1,Hombre,Extranjera (o)
719,2,14,Hombre,Ladina (o)
719,2,376,Hombre,Maya
719,2,1,Mujer,Extranjera (o)
719,2,1,Mujer,Garífuna
719,2,19,Mujer,Ladina (o)
719,2,387,Mujer,Maya
601,3,1,Hombre,Afrodescendiente/Creole/Afromestizo
601,3,422,Hombre,Ladina (o)
601,3,7,Hombre,Maya
601,3,25,Hombre,Xinka
601,3,2,Mujer,Afrodescendiente/Creole/Afromestizo
601,3,428,Mujer,Ladina (o)
601,3,7,Mujer,Maya
601,3,14,Mujer,Xinka
602,3,548,Hombre,Ladina (o)
602,3,15,Hombre,Maya
602,3,3,Hombre,Xinka
602,3,1,Mujer,Afrodescendiente/Creole/Afromestizo
602,3,1,Mujer,Extranjera (o)
602,3,585,Mujer,Ladina (o)
602,3,7,Mujer,Maya
602,3,7,Mujer,Xinka
603,3,2,Hombre,Afrodescendiente/Creole/Afromestizo
603,3,1,Hombre,Garífuna
603,3,137,Hombre,Ladina (o)
603,3,2,Hombre,Maya
603,3,41,Hombre,Xinka
603,3,1,Mujer,Afrodescendiente/Creole/Afromestizo
603,3,1,Mujer,Extranjera (o)
603,3,144,Mujer,Ladina (o)
603,3,6,Mujer,Maya
603,3,51,Mujer,Xinka
604,3,1,Hombre,Afrodescendiente/Creole/Afromestizo
604,3,1,Hombre,Extranjera (o)
604,3,131,Hombre,Ladina (o)
604,3,2,Hombre,Maya
604,3,157,Hombre,Xinka
604,3,2,Mujer,Extranjera (o)
604,3,2,Mujer,Garífuna
604,3,97,Mujer,Ladina (o)
604,3,3,Mujer,Maya
604,3,143,Mujer,Xinka
605,3,114,Hombre,Ladina (o)
605,3,3,Hombre,Maya
605,3,31,Hombre,Xinka
605,3,2,Mujer,Garífuna
605,3,110,Mujer,Ladina (o)
605,3,3,Mujer,Maya
605,3,38,Mujer,Xinka
606,3,5,Hombre,Extranjera (o)
606,3,1,Hombre,Garífuna
606,3,250,Hombre,Ladina (o)
606,3,3,Hombre,Maya
606,3,5,Hombre,Xinka
606,3,272,Mujer,Ladina (o)
606,3,3,Mujer,Maya
606,3,6,Mujer,Xinka
607,3,1,Hombre,Afrodescendiente/Creole/Afromestizo
607,3,103,Hombre,Ladina (o)
607,3,1,Hombre,Maya
607,3,44,Hombre,Xinka
607,3,1,Mujer,Afrodescendiente/Creole/Afromestizo
607,3,86,Mujer,Ladina (o)
607,3,1,Mujer,Maya
607,3,45,Mujer,Xinka
608,3,1,Hombre,Afrodescendiente/Creole/Afromestizo
608,3,2,Hombre,Extranjera (o)
608,3,1,Hombre,Garífuna
608,3,536,Hombre,Ladina (o)
608,3,8,Hombre,Maya
608,3,29,Hombre,Xinka
608,3,1,Mujer,Afrodescendiente/Creole/Afromestizo
608,3,1,Mujer,Extranjera (o)
608,3,1,Mujer,Garífuna
608,3,533,Mujer,Ladina (o)
608,3,6,Mujer,Maya
608,3,26,Mujer,Xinka
609,3,321,Hombre,Ladina (o)
609,3,2,Hombre,Maya
609,3,11,Hombre,Xinka
609,3,1,Mujer,Afrodescendiente/Creole/Afromestizo
609,3,1,Mujer,Garífuna
609,3,322,Mujer,Ladina (o)
609,3,3,Mujer,Maya
609,3,7,Mujer,Xinka
610,3,1,Hombre,Garífuna
610,3,233,Hombre,Ladina (o)
610,3,4,Hombre,Maya
610,3,22,Hombre,Xinka
610,3,244,Mujer,Ladina (o)
610,3,8,Mujer,Maya
610,3,19,Mujer,Xinka
611,3,2,Hombre,Afrodescendiente/Creole/Afromestizo
611,3,171,Hombre,Ladina (o)
611,3,1,Hombre,Maya
611,3,36,Hombre,Xinka
611,3,1,Mujer,Afrodescendiente/Creole/Afromestizo
611,3,176,Mujer,Ladina (o)
611,3,5,Mujer,Maya
611,3,36,Mujer,Xinka
612,3,1,Hombre,Afrodescendiente/Creole/Afromestizo
612,3,165,Hombre,Ladina (o)
612,3,5,Hombre,Maya
612,3,6,Hombre,Xinka
612,3,148,Mujer,Ladina (o)
612,3,10,Mujer,Maya
612,3,8,Mujer,Xinka
613,3,1,Hombre,Garífuna
613,3,305,Hombre,Ladina (o)
613,3,3,Hombre,Maya
613,3,1,Hombre,Xinka
613,3,1,Mujer,Extranjera (o)
613,3,277,Mujer,Ladina (o)
613,3,4,Mujer,Maya
613,3,2,Mujer,Xinka
614,3,1,Hombre,Extranjera (o)
614,3,189,Hombre,Ladina (o)
614,3,10,Hombre,Maya
614,3,200,Hombre,Xinka
614,3,182,Mujer,Ladina (o)
614,3,11,Mujer,Maya
614,3,181,Mujer,Xinka
701,3,41,Hombre,Ladina (o)
701,3,913,Hombre,Maya
701,3,1,Mujer,Afrodescendiente/Creole/Afromestizo
701,3,32,Mujer,Ladina (o)
701,3,905,Mujer,Maya
702,3,38,Hombre,Maya
702,3,1,Mujer,Ladina (o)
702,3,44,Mujer,Maya
703,3,1,Hombre,Garífuna
703,3,1,Hombre,Ladina (o)
703,3,33,Hombre,Maya
703,3,22,Mujer,Maya
704,3,1,Hombre,Afrodescendiente/Creole/Afromestizo
704,3,3,Hombre,Ladina (o)
704,3,211,Hombre,Maya
704,3,7,Mujer,Ladina (o)
704,3,187,Mujer,Maya
705,3,881,Hombre,Maya
705,3,3,Mujer,Ladina (o)
705,3,829,Mujer,Maya
706,3,1,Hombre,Extranjera (o)
706,3,1,Hombre,Ladina (o)
706,3,709,Hombre,Maya
706,3,1,Mujer,Ladina (o)
706,3,716,Mujer,Maya
707,3,98,Hombre,Maya
707,3,108,Mujer,Maya
708,3,59,Hombre,Maya
708,3,87,Mujer,Maya
709,3,1,Hombre,Afrodescendiente/Creole/Afromestizo
709,3,5,Hombre,Ladina (o)
709,3,132,Hombre,Maya
709,3,1,Mujer,Afrodescendiente/Creole/Afromestizo
709,3,10,Mujer,Ladina (o)
709,3,131,Mujer,Maya
710,3,20,Hombre,Ladina (o)
710,3,123,Hombre,Maya
710,3,2,Mujer,Extranjera (o)
710,3,33,Mujer,Ladina (o)
710,3,119,Mujer,Maya
711,3,35,Hombre,Maya
711,3,1,Mujer,Ladina (o)
711,3,44,Mujer,Maya
712,3,7,Hombre,Ladina (o)
712,3,136,Hombre,Maya
712,3,11,Mujer,Ladina (o)
712,3,138,Mujer,Maya
713,3,17,Hombre,Ladina (o)
713,3,310,Hombre,Maya
713,3,2,Mujer,Afrodescendiente/Creole/Afromestizo
713,3,23,Mujer,Ladina (o)
713,3,291,Mujer,Maya
714,3,71,Hombre,Maya
714,3,1,Mujer,Extranjera (o)
714,3,70,Mujer,Maya
715,3,67,Hombre,Maya
715,3,82,Mujer,Maya
716,3,23,Hombre,Maya
716,3,1,Mujer,Ladina (o)
716,3,20,Mujer,Maya
717,3,1,Hombre,Afrodescendiente/Creole/Afromestizo
717,3,146,Hombre,Maya
717,3,1,Mujer,Ladina (o)
717,3,112,Mujer,Maya
718,3,1,Hombre,Extranjera (o)
718,3,2,Hombre,Ladina (o)
718,3,102,Hombre,Maya
718,3,2,Mujer,Ladina (o)
718,3,86,Mujer,Maya
719,3,10,Hombre,Ladina (o)
719,3,378,Hombre,Maya
719,3,1,Mujer,Garífuna
719,3,13,Mujer,Ladina (o)
719,3,389,Mujer,Maya
601,4,2,Hombre,Afrodescendiente/Creole/Afromestizo
601,4,1,Hombre,Extranjera (o)
601,4,439,Hombre,Ladina (o)
