MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,"PCP14||Utiliza ropa maya, garífuna, afrodescendiente o xinka"
1215,2,1211,Hombre,
1215,18,1173,Mujer,
1215,7,1167,Hombre,
1215,2,1154,Mujer,
1215,5,1152,Hombre,
1215,18,1149,Hombre,
1215,17,1145,Hombre,
1215,17,1137,Mujer,
1215,3,1133,Hombre,
1215,4,1118,Hombre,
1215,12,1115,Hombre,
1215,8,1112,Hombre,
1215,7,1107,Mujer,
1215,5,1099,Mujer,
1215,15,1099,Hombre,
1215,4,1091,Mujer,
1215,6,1090,Mujer,
1215,10,1090,Hombre,
1215,6,1084,Hombre,
1215,1,1081,Hombre,
1215,3,1076,Mujer,
1215,12,1074,Mujer,
1215,20,1072,Mujer,
1215,15,1063,Mujer,
1215,8,1047,Mujer,
1215,13,1033,Hombre,
1215,14,1033,Hombre,
1215,14,1029,Mujer,
1215,13,1019,Mujer,
1215,22,1018,Hombre,
1207,6,1016,Hombre,
1215,9,1009,Hombre,
1215,9,1007,Mujer,
1207,12,1007,Hombre,
1215,16,999,Mujer,
1207,8,998,Hombre,
1215,1,997,Mujer,
1206,6,990,Hombre,No
1215,22,986,Mujer,
1207,2,985,Mujer,
1215,10,985,Mujer,
1207,4,983,Hombre,
1207,12,983,Mujer,
1215,16,981,Hombre,
1207,7,975,Hombre,
1207,13,967,Mujer,
1207,4,964,Mujer,
1207,2,963,Hombre,
1207,5,962,Hombre,
1207,10,954,Mujer,
1215,20,950,Hombre,
1207,8,949,Mujer,
1206,2,946,Hombre,No
1207,17,944,Hombre,
1207,6,943,Mujer,
1215,11,941,Mujer,
1215,19,940,Mujer,
1207,7,935,Mujer,
1207,3,933,Hombre,
1207,13,926,Hombre,
1215,23,925,Mujer,
1207,3,921,Mujer,
1207,10,921,Hombre,
1206,1,917,Hombre,No
1215,11,916,Hombre,
1215,23,916,Hombre,
1207,1,911,Hombre,
1207,9,907,Mujer,
1207,9,905,Hombre,
1215,25,905,Mujer,
1206,3,904,Hombre,No
1207,14,891,Hombre,
1207,15,891,Mujer,
1215,19,884,Hombre,
1215,24,882,Mujer,
1207,15,881,Hombre,
1206,5,879,Hombre,No
1206,7,877,Hombre,No
1207,17,876,Mujer,
1207,5,871,Mujer,
1206,4,869,Hombre,No
1207,11,864,Hombre,
1207,14,864,Mujer,
1215,25,864,Hombre,
1207,18,862,Mujer,
1215,0,860,Hombre,
1215,0,858,Mujer,
1207,11,856,Mujer,
1206,0,847,Hombre,No
1206,12,837,Hombre,No
1207,1,834,Mujer,
1204,2,830,Hombre,No
1207,16,825,Hombre,
1215,28,823,Mujer,
1206,8,822,Hombre,No
1202,3,802,Hombre,
1207,18,799,Hombre,
1215,24,796,Hombre,
1215,21,795,Mujer,
1207,16,787,Mujer,
1202,18,785,Mujer,
1204,1,784,Hombre,No
1202,4,777,Hombre,
1206,10,776,Hombre,No
1204,4,769,Hombre,No
1202,22,768,Mujer,
1202,23,766,Mujer,
1215,26,766,Mujer,
1207,0,765,Hombre,
1202,2,765,Mujer,
1202,5,762,Hombre,
1204,12,762,Hombre,No
1202,2,760,Hombre,
1206,14,756,Hombre,No
1202,3,754,Mujer,
1206,13,754,Hombre,No
1204,15,753,Hombre,No
1204,5,751,Hombre,No
1204,10,748,Hombre,No
1202,18,748,Hombre,
1202,17,745,Mujer,
1206,17,744,Hombre,No
1204,6,741,Hombre,No
1202,8,739,Mujer,
1204,7,736,Hombre,No
1204,0,735,Hombre,No
1207,0,735,Mujer,
1202,4,735,Mujer,
1204,14,735,Hombre,No
1206,9,734,Hombre,No
1202,10,733,Mujer,
1202,15,733,Hombre,
1215,27,731,Mujer,
1215,30,731,Mujer,
1202,6,727,Mujer,
1204,13,725,Hombre,No
1202,7,724,Mujer,
1204,11,724,Hombre,No
1215,21,723,Hombre,
1206,11,722,Hombre,No
1202,17,721,Hombre,
1215,28,719,Hombre,
1202,10,718,Hombre,
1202,16,715,Mujer,
1202,1,713,Hombre,
1202,13,711,Mujer,
1202,20,710,Mujer,
1202,5,709,Mujer,
1206,18,705,Hombre,No
1202,8,704,Hombre,
1206,16,704,Hombre,No
1202,7,703,Hombre,
1206,18,702,Mujer,Sí
1202,13,699,Hombre,
1202,6,696,Hombre,
1207,20,696,Mujer,
1202,12,695,Hombre,
1206,15,694,Hombre,No
1202,19,693,Mujer,
1202,16,692,Hombre,
1206,13,690,Mujer,Sí
1202,15,690,Mujer,
1202,9,689,Hombre,
1206,12,689,Mujer,Sí
1215,30,685,Hombre,
1204,8,683,Hombre,No
1206,14,682,Mujer,Sí
1204,3,681,Hombre,No
1202,12,681,Mujer,
1202,14,681,Mujer,
1204,9,680,Hombre,No
1204,17,679,Hombre,No
1207,19,679,Mujer,
1206,8,678,Mujer,Sí
1207,22,673,Hombre,
1202,22,671,Hombre,
1206,7,670,Mujer,Sí
1202,1,668,Mujer,
