MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,PCP23_A||Lee-Escribe Idioma 1,PCP23_B||Lee-Escribe Idioma 2,PCP23_C||Lee-Escribe Idioma 3
901,7,1,Hombre,Achí,,
901,7,1,Hombre,Achí,Español,
901,7,1,Hombre,Achí,Mam,
901,7,1,Hombre,Español,Akateko,
901,7,1,Hombre,Español,K'iche',Inglés
901,7,1,Hombre,Español,Otro idioma,
901,7,1,Hombre,Otro idioma,,
901,7,1,Hombre,Tz'utujil,,
901,7,1,Hombre,Xinka,,
901,7,1,Mujer,Chalchiteko,,
901,7,1,Mujer,Español,Awakateko,
901,7,1,Mujer,Español,Inglés,Kaqchiquel
901,7,1,Mujer,Inglés,K'iche',Español
901,7,1,Mujer,Mam,,
901,7,1,Mujer,Otro idioma,,
902,7,1,Hombre,Español,K'iche',
902,7,1,Mujer,Achí,Español,
902,7,1,Mujer,Español,K'iche',
902,7,1,Mujer,Kaqchiquel,Español,
902,7,1,Mujer,K'iche',,
903,7,1,Hombre,Chalchiteko,,
903,7,1,Hombre,Inglés,Español,
903,7,1,Hombre,Otro idioma,,
903,7,1,Mujer,Español,K'iche',
904,7,1,Hombre,Akateko,,
904,7,1,Hombre,Uspanteka,,
904,7,1,Mujer,Español,Inglés,K'iche'
906,7,1,Mujer,Mam,,
907,7,1,Hombre,Akateko,,
907,7,1,Mujer,Akateko,,
907,7,1,Mujer,Akateko,Chalchiteko,
907,7,1,Mujer,Mam,,
908,7,1,Hombre,Mam,,
909,7,1,Hombre,Achí,Español,
909,7,1,Hombre,Akateko,,
909,7,1,Hombre,Español,Inglés,
909,7,1,Hombre,Mam,Español,
909,7,1,Hombre,Otro idioma,,
909,7,1,Mujer,Achí,Español,
909,7,1,Mujer,Español,Akateko,
909,7,1,Mujer,Mam,Español,
909,7,1,Mujer,Otro idioma,,
911,7,1,Hombre,Akateko,,
911,7,1,Hombre,Mam,,
911,7,1,Hombre,Tektiteka,,
911,7,1,Mujer,Chalchiteko,,
911,7,1,Mujer,Español,Mam,
911,7,1,Mujer,Mam,Español,
912,7,1,Mujer,Achí,Español,
912,7,1,Mujer,Mam,,
913,7,1,Hombre,Español,K'iche',
913,7,1,Mujer,Español,K'iche',
915,7,1,Hombre,Mam,Español,
916,7,1,Hombre,Español,Akateko,
917,7,1,Hombre,Español,Akateko,
917,7,1,Hombre,Inglés,,
918,7,1,Mujer,Español,K'iche',
919,7,1,Hombre,Español,Akateko,
920,7,1,Hombre,Akateko,,
920,7,1,Hombre,Xinka,,
920,7,1,Mujer,Achí,Español,
920,7,1,Mujer,Chalchiteko,,
920,7,1,Mujer,Español,Inglés,
921,7,1,Hombre,Akateko,,
921,7,1,Hombre,Inglés,,
921,7,1,Mujer,Señas,,
921,7,1,Mujer,Tektiteka,,
922,7,1,Hombre,Akateko,,
923,7,1,Hombre,Español,Chalchiteko,
923,7,1,Hombre,Español,Inglés,
924,7,1,Mujer,Akateko,,
901,8,1,Hombre,Chalchiteko,,
901,8,1,Hombre,Español,Inglés,Kaqchiquel
901,8,1,Hombre,Español,Mam,
901,8,1,Hombre,Español,Otro idioma,Inglés
901,8,1,Hombre,Español,Poqomchi',
901,8,1,Hombre,Español,Q'anjob'al,
901,8,1,Hombre,Inglés,,
901,8,1,Hombre,K'iche',Inglés,Español
901,8,1,Hombre,Mam,Español,
901,8,1,Hombre,Uspanteka,,
901,8,1,Mujer,Achí,,
901,8,1,Mujer,Achí,Español,
901,8,1,Mujer,Akateko,,
901,8,1,Mujer,Español,Inglés,Otro idioma
