MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,PCP23_A||Lee-Escribe Idioma 1,PCP23_B||Lee-Escribe Idioma 2,PCP23_C||Lee-Escribe Idioma 3
101,7,1,Mujer,Español,Achí,
101,7,1,Mujer,Español,Inglés,Achí
101,7,1,Mujer,Español,Kaqchiquel,Achí
101,7,1,Mujer,Español,Kaqchiquel,Tz'utujil
101,7,1,Mujer,Español,Otro idioma,Akateko
101,7,1,Mujer,Español,Q'anjob'al,
101,7,1,Mujer,Español,Q'eqchi',
101,7,1,Mujer,Español,Sakapulteka,
101,7,1,Mujer,Español,Uspanteka,
101,7,1,Mujer,Inglés,Español,Otro idioma
101,7,1,Mujer,Inglés,Otro idioma,
101,7,1,Mujer,Kaqchiquel,K'iche',Español
101,7,1,Mujer,Mam,,
101,7,1,Mujer,Otro idioma,Español,Inglés
101,7,1,Mujer,Poqomam,,
101,7,1,Mujer,Poqomchi',,
101,7,1,Mujer,Q'eqchi',Español,
101,7,1,Mujer,Señas,,
101,7,1,Mujer,Tz'utujil,,
102,7,1,Mujer,Akateko,,
102,7,1,Mujer,Español,Akateko,
102,7,1,Mujer,Español,Inglés,Akateko
102,7,1,Mujer,Español,Otro idioma,
102,7,1,Mujer,Garífuna,,
102,7,1,Mujer,Inglés,,
102,7,1,Mujer,Otro idioma,Español,
102,7,1,Mujer,Xinka,,
103,7,1,Mujer,Español,Inglés,Kaqchiquel
103,7,1,Mujer,Español,Inglés,Otro idioma
103,7,1,Mujer,Español,Otro idioma,
103,7,1,Mujer,Español,Tektiteka,
103,7,1,Mujer,Español,Tektiteka,Otro idioma
103,7,1,Mujer,Inglés,,
103,7,1,Mujer,Inglés,Español,
103,7,1,Mujer,Kaqchiquel,,
105,7,1,Mujer,Achí,,
105,7,1,Mujer,Akateko,,
105,7,1,Mujer,Español,Akateko,
105,7,1,Mujer,Q'anjob'al,Español,
106,7,1,Mujer,Español,Achí,Akateko
106,7,1,Mujer,Español,Inglés,Kaqchiquel
106,7,1,Mujer,Tektiteka,,
107,7,1,Mujer,Achí,Español,
107,7,1,Mujer,Otro idioma,,
107,7,1,Mujer,Poqomchi',,
107,7,1,Mujer,Tz'utujil,,
108,7,1,Mujer,Awakateko,,
108,7,1,Mujer,Chalchiteko,,
108,7,1,Mujer,Español,Inglés,Achí
108,7,1,Mujer,Español,Q'eqchi',
108,7,1,Mujer,Garífuna,,
108,7,1,Mujer,Inglés,Otro idioma,
108,7,1,Mujer,Kaqchiquel,,
108,7,1,Mujer,Otro idioma,,
108,7,1,Mujer,Otro idioma,Español,
108,7,1,Mujer,Otro idioma,Español,Inglés
108,7,1,Mujer,Q'eqchi',Español,
108,7,1,Mujer,Señas,,
108,7,1,Mujer,Tz'utujil,,
108,7,1,Mujer,Tz'utujil,Inglés,
108,7,1,Mujer,Uspanteka,,
109,7,1,Mujer,Achí,Español,
109,7,1,Mujer,Español,Awakateko,
109,7,1,Mujer,Español,Kaqchiquel,Inglés
110,7,1,Mujer,Achí,Kaqchiquel,
110,7,1,Mujer,Chalchiteko,,
110,7,1,Mujer,Inglés,,
110,7,1,Mujer,Inglés,Español,
110,7,1,Mujer,Kaqchiquel,Español,
112,7,1,Mujer,Akateko,,
113,7,1,Mujer,Achí,,
113,7,1,Mujer,Achí,Español,
113,7,1,Mujer,Inglés,Español,
113,7,1,Mujer,Otro idioma,Inglés,
114,7,1,Mujer,Achí,,
114,7,1,Mujer,Español,Inglés,Poqomam
114,7,1,Mujer,Español,Kaqchiquel,
114,7,1,Mujer,Kaqchiquel,Español,
114,7,1,Mujer,Otro idioma,,
114,7,1,Mujer,Tz'utujil,,
114,7,1,Mujer,Xinka,,
115,7,1,Mujer,Achí,,
115,7,1,Mujer,Achí,Akateko,
115,7,1,Mujer,Chalchiteko,,
115,7,1,Mujer,Español,Inglés,Kaqchiquel
115,7,1,Mujer,Español,Inglés,Otro idioma
115,7,1,Mujer,Español,Kaqchiquel,Inglés
115,7,1,Mujer,Español,K'iche',
115,7,1,Mujer,Inglés,Español,
115,7,1,Mujer,Kaqchiquel,,
115,7,1,Mujer,Otro idioma,,
115,7,1,Mujer,Señas,,
116,7,1,Mujer,Achí,Español,
116,7,1,Mujer,Garífuna,,
116,7,1,Mujer,Tz'utujil,,
117,7,1,Mujer,Achí,Español,
117,7,1,Mujer,Achí,Español,Inglés
117,7,1,Mujer,Chalchiteko,,
117,7,1,Mujer,Español,Q'anjob'al,
117,7,1,Mujer,Español,Uspanteka,Achí
117,7,1,Mujer,Kaqchiquel,,
117,7,1,Mujer,Tz'utujil,,
101,8,1,Mujer,Akateko,,
101,8,1,Mujer,Chalchiteko,,
101,8,1,Mujer,Chalchiteko,Inglés,
101,8,1,Mujer,Español,Awakateko,
101,8,1,Mujer,Español,Garífuna,
101,8,1,Mujer,Español,Otro idioma,Inglés
101,8,1,Mujer,Español,Tektiteka,Kaqchiquel
101,8,1,Mujer,Inglés,Otro idioma,
101,8,1,Mujer,Ixil,,
101,8,1,Mujer,Kaqchiquel,Inglés,Español
101,8,1,Mujer,Otro idioma,Inglés,Español
101,8,1,Mujer,Poqomam,,
101,8,1,Mujer,Q'eqchi',Español,
101,8,1,Mujer,Tz'utujil,Español,
101,8,1,Mujer,Uspanteka,,
102,8,1,Mujer,Chalchiteko,,
102,8,1,Mujer,Español,Achí,
102,8,1,Mujer,Español,Kaqchiquel,
102,8,1,Mujer,Español,Mam,
102,8,1,Mujer,Kaqchiquel,Akateko,
102,8,1,Mujer,Otro idioma,,
102,8,1,Mujer,Otro idioma,Español,
102,8,1,Mujer,Otro idioma,Inglés,Español
102,8,1,Mujer,Xinka,,
103,8,1,Mujer,Akateko,,
103,8,1,Mujer,Mam,Español,
103,8,1,Mujer,Otro idioma,,
103,8,1,Mujer,Q'eqchi',,
103,8,1,Mujer,Uspanteka,,
105,8,1,Mujer,Achí,,
105,8,1,Mujer,Chalchiteko,,
105,8,1,Mujer,Inglés,,
106,8,1,Mujer,Achí,,
106,8,1,Mujer,Akateko,,
106,8,1,Mujer,Español,Inglés,Kaqchiquel
106,8,1,Mujer,Otro idioma,,
106,8,1,Mujer,Poqomchi',,
107,8,1,Mujer,Achí,,
107,8,1,Mujer,Akateko,,
107,8,1,Mujer,Español,Achí,
108,8,1,Mujer,Español,Achí,
108,8,1,Mujer,Español,Inglés,Q'eqchi'
108,8,1,Mujer,Español,Kaqchiquel,Achí
108,8,1,Mujer,Español,K'iche',Q'anjob'al
108,8,1,Mujer,Español,Mam,
108,8,1,Mujer,Español,Poqomam,
108,8,1,Mujer,Español,Poqomam,Achí
108,8,1,Mujer,Inglés,Kaqchiquel,Español
108,8,1,Mujer,Mopan,Español,
108,8,1,Mujer,Otro idioma,Ixil,
108,8,1,Mujer,Tektiteka,,
108,8,1,Mujer,Uspanteka,,
108,8,1,Mujer,Xinka,Inglés,
109,8,1,Mujer,Achí,Español,
109,8,1,Mujer,Español,Kaqchiquel,
110,8,1,Mujer,Español,Kaqchiquel,Inglés
110,8,1,Mujer,Inglés,Español,
110,8,1,Mujer,K'iche',Español,
110,8,1,Mujer,Tz'utujil,,
111,8,1,Mujer,Achí,,
112,8,1,Mujer,Español,Achí,
113,8,1,Mujer,Achí,,
113,8,1,Mujer,Achí,Español,
113,8,1,Mujer,Español,Akateko,
113,8,1,Mujer,Español,Otro idioma,Inglés
113,8,1,Mujer,Inglés,Otro idioma,
114,8,1,Mujer,Achí,Español,
114,8,1,Mujer,Chalchiteko,,
114,8,1,Mujer,Español,Achí,
114,8,1,Mujer,Español,Poqomam,
115,8,1,Mujer,Achí,Español,
115,8,1,Mujer,Achí,Español,Kaqchiquel
115,8,1,Mujer,Akateko,,
115,8,1,Mujer,Akateko,Chalchiteko,
115,8,1,Mujer,Español,Inglés,Kaqchiquel
115,8,1,Mujer,Español,Mam,
115,8,1,Mujer,Español,Otro idioma,Achí
115,8,1,Mujer,Ixil,Español,
115,8,1,Mujer,Kaqchiquel,Inglés,Español
115,8,1,Mujer,K'iche',Español,
115,8,1,Mujer,K'iche',Español,Inglés
115,8,1,Mujer,Uspanteka,,
116,8,1,Mujer,Achí,,
116,8,1,Mujer,Achí,Español,
116,8,1,Mujer,Español,Inglés,Otro idioma
116,8,1,Mujer,Inglés,,
116,8,1,Mujer,Inglés,Otro idioma,
116,8,1,Mujer,Uspanteka,,
117,8,1,Mujer,Achí,Kaqchiquel,Inglés
117,8,1,Mujer,Español,Inglés,Kaqchiquel
117,8,1,Mujer,Español,Otro idioma,
117,8,1,Mujer,Inglés,Español,
117,8,1,Mujer,Tektiteka,,
117,8,1,Mujer,Tz'utujil,,
117,8,1,Mujer,Xinka,,
101,9,1,Mujer,Achí,Awakateko,
101,9,1,Mujer,Español,Awakateko,
101,9,1,Mujer,Español,Inglés,Akateko
101,9,1,Mujer,Español,K'iche',Achí
101,9,1,Mujer,Español,Q'anjob'al,
101,9,1,Mujer,Garífuna,,
101,9,1,Mujer,Inglés,Español,Achí
101,9,1,Mujer,Inglés,Español,Otro idioma
101,9,1,Mujer,Kaqchiquel,K'iche',Español
101,9,1,Mujer,Mam,,
101,9,1,Mujer,Otro idioma,Inglés,
101,9,1,Mujer,Poqomchi',,
101,9,1,Mujer,Señas,,
101,9,1,Mujer,Tz'utujil,Español,
102,9,1,Mujer,Achí,Español,Inglés
102,9,1,Mujer,Español,Otro idioma,
102,9,1,Mujer,Español,Otro idioma,Inglés
102,9,1,Mujer,Kaqchiquel,Español,
102,9,1,Mujer,K'iche',,
102,9,1,Mujer,Q'eqchi',Español,
103,9,1,Mujer,Achí,Español,
103,9,1,Mujer,Español,Garífuna,
103,9,1,Mujer,Español,Q'anjob'al,
103,9,1,Mujer,Garífuna,,
103,9,1,Mujer,Inglés,,
103,9,1,Mujer,Inglés,Achí,
103,9,1,Mujer,K'iche',,
103,9,1,Mujer,Q'eqchi',,
103,9,1,Mujer,Tektiteka,,
104,9,1,Mujer,,,
105,9,1,Mujer,Achí,,
105,9,1,Mujer,Chalchiteko,,
105,9,1,Mujer,Español,Akateko,
105,9,1,Mujer,Español,Poqomam,
106,9,1,Mujer,Achí,Español,
106,9,1,Mujer,Akateko,,
106,9,1,Mujer,Español,Kaqchiquel,
106,9,1,Mujer,Español,Kaqchiquel,Inglés
106,9,1,Mujer,Español,Otro idioma,
106,9,1,Mujer,Inglés,,
106,9,1,Mujer,Kaqchiquel,Español,
