MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,PCP12||Autoidentificación
117,0,869,Hombre,Ladina (o)
117,0,43,Hombre,Maya
117,0,4,Mujer,Afrodescendiente/Creole/Afromestizo
117,0,4,Mujer,Extranjera (o)
117,0,1,Mujer,Garífuna
117,0,868,Mujer,Ladina (o)
117,0,51,Mujer,Maya
117,0,1,Mujer,Xinka
101,1,14,Hombre,Afrodescendiente/Creole/Afromestizo
101,1,26,Hombre,Extranjera (o)
101,1,5,Hombre,Garífuna
101,1,6488,Hombre,Ladina (o)
101,1,462,Hombre,Maya
101,1,7,Hombre,Xinka
101,1,18,Mujer,Afrodescendiente/Creole/Afromestizo
101,1,24,Mujer,Extranjera (o)
101,1,9,Mujer,Garífuna
101,1,6387,Mujer,Ladina (o)
101,1,416,Mujer,Maya
101,1,7,Mujer,Xinka
102,1,3,Hombre,Extranjera (o)
102,1,1,Hombre,Garífuna
102,1,691,Hombre,Ladina (o)
102,1,11,Hombre,Maya
102,1,1,Hombre,Xinka
102,1,2,Mujer,Extranjera (o)
102,1,2,Mujer,Garífuna
102,1,616,Mujer,Ladina (o)
102,1,14,Mujer,Maya
103,1,1,Hombre,Garífuna
103,1,813,Hombre,Ladina (o)
103,1,25,Hombre,Maya
103,1,2,Hombre,Xinka
103,1,1,Mujer,Afrodescendiente/Creole/Afromestizo
103,1,1,Mujer,Garífuna
103,1,747,Mujer,Ladina (o)
103,1,24,Mujer,Maya
103,1,3,Mujer,Xinka
104,1,62,Hombre,Ladina (o)
104,1,1,Hombre,Maya
104,1,72,Mujer,Ladina (o)
104,1,3,Mujer,Maya
104,1,1,Mujer,Xinka
105,1,1,Hombre,Afrodescendiente/Creole/Afromestizo
105,1,792,Hombre,Ladina (o)
105,1,7,Hombre,Maya
105,1,759,Mujer,Ladina (o)
105,1,12,Mujer,Maya
106,1,2,Hombre,Afrodescendiente/Creole/Afromestizo
106,1,2,Hombre,Extranjera (o)
106,1,893,Hombre,Ladina (o)
106,1,212,Hombre,Maya
106,1,2,Hombre,Xinka
106,1,3,Mujer,Afrodescendiente/Creole/Afromestizo
106,1,2,Mujer,Extranjera (o)
106,1,1,Mujer,Garífuna
106,1,867,Mujer,Ladina (o)
106,1,218,Mujer,Maya
106,1,1,Mujer,Xinka
107,1,3,Hombre,Afrodescendiente/Creole/Afromestizo
107,1,1,Hombre,Extranjera (o)
107,1,460,Hombre,Ladina (o)
107,1,124,Hombre,Maya
107,1,1,Hombre,Xinka
107,1,4,Mujer,Afrodescendiente/Creole/Afromestizo
107,1,2,Mujer,Garífuna
107,1,434,Mujer,Ladina (o)
107,1,161,Mujer,Maya
107,1,1,Mujer,Xinka
108,1,9,Hombre,Afrodescendiente/Creole/Afromestizo
108,1,11,Hombre,Extranjera (o)
108,1,3,Hombre,Garífuna
108,1,3410,Hombre,Ladina (o)
108,1,346,Hombre,Maya
108,1,3,Hombre,Xinka
108,1,7,Mujer,Afrodescendiente/Creole/Afromestizo
108,1,7,Mujer,Extranjera (o)
108,1,6,Mujer,Garífuna
108,1,3227,Mujer,Ladina (o)
108,1,292,Mujer,Maya
108,1,3,Mujer,Xinka
109,1,2,Hombre,Afrodescendiente/Creole/Afromestizo
109,1,2,Hombre,Garífuna
109,1,143,Hombre,Ladina (o)
109,1,403,Hombre,Maya
109,1,150,Mujer,Ladina (o)
109,1,365,Mujer,Maya
110,1,5,Hombre,Afrodescendiente/Creole/Afromestizo
110,1,2,Hombre,Extranjera (o)
110,1,2,Hombre,Garífuna
110,1,797,Hombre,Ladina (o)
110,1,1638,Hombre,Maya
110,1,3,Mujer,Afrodescendiente/Creole/Afromestizo
110,1,1,Mujer,Extranjera (o)
110,1,1,Mujer,Garífuna
110,1,750,Mujer,Ladina (o)
110,1,1702,Mujer,Maya
110,1,1,Mujer,Xinka
111,1,1,Hombre,Afrodescendiente/Creole/Afromestizo
111,1,96,Hombre,Ladina (o)
111,1,261,Hombre,Maya
111,1,88,Mujer,Ladina (o)
111,1,276,Mujer,Maya
112,1,18,Hombre,Ladina (o)
112,1,112,Hombre,Maya
112,1,1,Mujer,Afrodescendiente/Creole/Afromestizo
112,1,14,Mujer,Ladina (o)
112,1,118,Mujer,Maya
113,1,2,Hombre,Afrodescendiente/Creole/Afromestizo
113,1,3,Hombre,Extranjera (o)
113,1,433,Hombre,Ladina (o)
113,1,31,Hombre,Maya
113,1,3,Mujer,Afrodescendiente/Creole/Afromestizo
113,1,1,Mujer,Extranjera (o)
113,1,420,Mujer,Ladina (o)
113,1,13,Mujer,Maya
114,1,1,Hombre,Afrodescendiente/Creole/Afromestizo
114,1,3,Hombre,Extranjera (o)
114,1,1076,Hombre,Ladina (o)
114,1,30,Hombre,Maya
114,1,2,Mujer,Afrodescendiente/Creole/Afromestizo
114,1,1,Mujer,Extranjera (o)
114,1,2,Mujer,Garífuna
114,1,1078,Mujer,Ladina (o)
114,1,31,Mujer,Maya
114,1,1,Mujer,Xinka
115,1,5,Hombre,Afrodescendiente/Creole/Afromestizo
115,1,5,Hombre,Extranjera (o)
115,1,4,Hombre,Garífuna
115,1,3713,Hombre,Ladina (o)
115,1,162,Hombre,Maya
115,1,9,Mujer,Afrodescendiente/Creole/Afromestizo
115,1,9,Mujer,Extranjera (o)
115,1,6,Mujer,Garífuna
115,1,3449,Mujer,Ladina (o)
115,1,145,Mujer,Maya
115,1,3,Mujer,Xinka
116,1,1,Hombre,Afrodescendiente/Creole/Afromestizo
116,1,5,Hombre,Extranjera (o)
116,1,1,Hombre,Garífuna
116,1,1512,Hombre,Ladina (o)
116,1,42,Hombre,Maya
116,1,1,Mujer,Afrodescendiente/Creole/Afromestizo
116,1,2,Mujer,Extranjera (o)
116,1,1,Mujer,Garífuna
116,1,1373,Mujer,Ladina (o)
116,1,36,Mujer,Maya
116,1,2,Mujer,Xinka
117,1,1,Hombre,Afrodescendiente/Creole/Afromestizo
117,1,1,Hombre,Extranjera (o)
117,1,2,Hombre,Garífuna
117,1,1009,Hombre,Ladina (o)
117,1,59,Hombre,Maya
117,1,1,Hombre,Xinka
117,1,4,Mujer,Afrodescendiente/Creole/Afromestizo
117,1,3,Mujer,Extranjera (o)
117,1,3,Mujer,Garífuna
117,1,1039,Mujer,Ladina (o)
117,1,44,Mujer,Maya
101,2,22,Hombre,Afrodescendiente/Creole/Afromestizo
101,2,33,Hombre,Extranjera (o)
101,2,11,Hombre,Garífuna
101,2,6764,Hombre,Ladina (o)
101,2,474,Hombre,Maya
101,2,4,Hombre,Xinka
101,2,18,Mujer,Afrodescendiente/Creole/Afromestizo
101,2,23,Mujer,Extranjera (o)
101,2,11,Mujer,Garífuna
101,2,6813,Mujer,Ladina (o)
101,2,462,Mujer,Maya
101,2,3,Mujer,Xinka
102,2,4,Hombre,Extranjera (o)
102,2,1,Hombre,Garífuna
102,2,679,Hombre,Ladina (o)
102,2,28,Hombre,Maya
102,2,5,Mujer,Extranjera (o)
102,2,675,Mujer,Ladina (o)
102,2,17,Mujer,Maya
103,2,2,Hombre,Extranjera (o)
103,2,822,Hombre,Ladina (o)
103,2,32,Hombre,Maya
103,2,2,Mujer,Afrodescendiente/Creole/Afromestizo
103,2,2,Mujer,Extranjera (o)
103,2,807,Mujer,Ladina (o)
103,2,25,Mujer,Maya
103,2,3,Mujer,Xinka
104,2,77,Hombre,Ladina (o)
104,2,1,Hombre,Maya
104,2,2,Hombre,Xinka
104,2,87,Mujer,Ladina (o)
105,2,1,Hombre,Afrodescendiente/Creole/Afromestizo
105,2,1,Hombre,Extranjera (o)
105,2,787,Hombre,Ladina (o)
105,2,12,Hombre,Maya
105,2,1,Mujer,Garífuna
105,2,795,Mujer,Ladina (o)
105,2,8,Mujer,Maya
106,2,1,Hombre,Afrodescendiente/Creole/Afromestizo
106,2,1,Hombre,Extranjera (o)
106,2,3,Hombre,Garífuna
106,2,960,Hombre,Ladina (o)
106,2,202,Hombre,Maya
106,2,1,Hombre,Xinka
106,2,1,Mujer,Extranjera (o)
106,2,1,Mujer,Garífuna
106,2,929,Mujer,Ladina (o)
106,2,197,Mujer,Maya
106,2,2,Mujer,Xinka
107,2,5,Hombre,Afrodescendiente/Creole/Afromestizo
107,2,1,Hombre,Garífuna
107,2,477,Hombre,Ladina (o)
107,2,147,Hombre,Maya
107,2,1,Hombre,Xinka
107,2,5,Mujer,Afrodescendiente/Creole/Afromestizo
107,2,483,Mujer,Ladina (o)
107,2,135,Mujer,Maya
107,2,1,Mujer,Xinka
108,2,4,Hombre,Afrodescendiente/Creole/Afromestizo
108,2,15,Hombre,Extranjera (o)
108,2,7,Hombre,Garífuna
108,2,3466,Hombre,Ladina (o)
108,2,296,Hombre,Maya
108,2,3,Hombre,Xinka
108,2,9,Mujer,Afrodescendiente/Creole/Afromestizo
108,2,14,Mujer,Extranjera (o)
108,2,6,Mujer,Garífuna
108,2,3422,Mujer,Ladina (o)
108,2,341,Mujer,Maya
108,2,5,Mujer,Xinka
109,2,1,Hombre,Afrodescendiente/Creole/Afromestizo
109,2,150,Hombre,Ladina (o)
109,2,426,Hombre,Maya
109,2,1,Mujer,Afrodescendiente/Creole/Afromestizo
109,2,111,Mujer,Ladina (o)
109,2,400,Mujer,Maya
110,2,5,Hombre,Afrodescendiente/Creole/Afromestizo
110,2,1,Hombre,Extranjera (o)
110,2,3,Hombre,Garífuna
110,2,726,Hombre,Ladina (o)
110,2,1612,Hombre,Maya
110,2,1,Hombre,Xinka
110,2,2,Mujer,Afrodescendiente/Creole/Afromestizo
110,2,2,Mujer,Garífuna
110,2,799,Mujer,Ladina (o)
110,2,1613,Mujer,Maya
110,2,1,Mujer,Xinka
111,2,1,Hombre,Extranjera (o)
111,2,103,Hombre,Ladina (o)
111,2,255,Hombre,Maya
111,2,105,Mujer,Ladina (o)
111,2,208,Mujer,Maya
112,2,1,Hombre,Afrodescendiente/Creole/Afromestizo
112,2,15,Hombre,Ladina (o)
112,2,151,Hombre,Maya
112,2,13,Mujer,Ladina (o)
112,2,114,Mujer,Maya
113,2,3,Hombre,Afrodescendiente/Creole/Afromestizo
113,2,4,Hombre,Extranjera (o)
113,2,493,Hombre,Ladina (o)
113,2,17,Hombre,Maya
113,2,1,Mujer,Afrodescendiente/Creole/Afromestizo
113,2,6,Mujer,Extranjera (o)
113,2,1,Mujer,Garífuna
113,2,479,Mujer,Ladina (o)
113,2,18,Mujer,Maya
114,2,1,Hombre,Extranjera (o)
114,2,1152,Hombre,Ladina (o)
114,2,32,Hombre,Maya
114,2,1,Hombre,Xinka
114,2,1,Mujer,Afrodescendiente/Creole/Afromestizo
114,2,3,Mujer,Extranjera (o)
114,2,1032,Mujer,Ladina (o)
114,2,33,Mujer,Maya
114,2,1,Mujer,Xinka
115,2,8,Hombre,Afrodescendiente/Creole/Afromestizo
115,2,10,Hombre,Extranjera (o)
115,2,2,Hombre,Garífuna
115,2,3840,Hombre,Ladina (o)
115,2,148,Hombre,Maya
115,2,2,Hombre,Xinka
115,2,10,Mujer,Afrodescendiente/Creole/Afromestizo
115,2,8,Mujer,Extranjera (o)
115,2,5,Mujer,Garífuna
115,2,3701,Mujer,Ladina (o)
115,2,159,Mujer,Maya
115,2,5,Mujer,Xinka
116,2,1,Hombre,Afrodescendiente/Creole/Afromestizo
116,2,2,Hombre,Extranjera (o)
116,2,1,Hombre,Garífuna
116,2,1488,Hombre,Ladina (o)
116,2,41,Hombre,Maya
116,2,3,Hombre,Xinka
116,2,2,Mujer,Afrodescendiente/Creole/Afromestizo
116,2,4,Mujer,Extranjera (o)
116,2,1,Mujer,Garífuna
116,2,1488,Mujer,Ladina (o)
116,2,31,Mujer,Maya
116,2,1,Mujer,Xinka
117,2,2,Hombre,Afrodescendiente/Creole/Afromestizo
117,2,3,Hombre,Extranjera (o)
117,2,1,Hombre,Garífuna
117,2,1081,Hombre,Ladina (o)
117,2,49,Hombre,Maya
117,2,1,Hombre,Xinka
117,2,7,Mujer,Afrodescendiente/Creole/Afromestizo
117,2,2,Mujer,Extranjera (o)
117,2,1,Mujer,Garífuna
117,2,1060,Mujer,Ladina (o)
117,2,45,Mujer,Maya
117,2,1,Mujer,Xinka
101,3,14,Hombre,Afrodescendiente/Creole/Afromestizo
101,3,31,Hombre,Extranjera (o)
101,3,10,Hombre,Garífuna
101,3,7143,Hombre,Ladina (o)
101,3,463,Hombre,Maya
101,3,7,Hombre,Xinka
101,3,16,Mujer,Afrodescendiente/Creole/Afromestizo
101,3,42,Mujer,Extranjera (o)
101,3,14,Mujer,Garífuna
101,3,6888,Mujer,Ladina (o)
101,3,469,Mujer,Maya
101,3,5,Mujer,Xinka
102,3,8,Hombre,Extranjera (o)
102,3,1,Hombre,Garífuna
102,3,633,Hombre,Ladina (o)
102,3,12,Hombre,Maya
102,3,1,Hombre,Xinka
102,3,8,Mujer,Extranjera (o)
102,3,702,Mujer,Ladina (o)
102,3,22,Mujer,Maya
103,3,3,Hombre,Extranjera (o)
103,3,1,Hombre,Garífuna
103,3,819,Hombre,Ladina (o)
103,3,30,Hombre,Maya
103,3,1,Hombre,Xinka
103,3,2,Mujer,Extranjera (o)
103,3,827,Mujer,Ladina (o)
103,3,33,Mujer,Maya
104,3,81,Hombre,Ladina (o)
104,3,1,Hombre,Maya
104,3,74,Mujer,Ladina (o)
104,3,1,Mujer,Maya
104,3,1,Mujer,Xinka
105,3,1,Hombre,Extranjera (o)
105,3,1,Hombre,Garífuna
105,3,864,Hombre,Ladina (o)
105,3,9,Hombre,Maya
105,3,780,Mujer,Ladina (o)
105,3,14,Mujer,Maya
106,3,6,Hombre,Afrodescendiente/Creole/Afromestizo
106,3,5,Hombre,Extranjera (o)
106,3,1,Hombre,Garífuna
106,3,1045,Hombre,Ladina (o)
106,3,192,Hombre,Maya
106,3,1,Hombre,Xinka
106,3,2,Mujer,Afrodescendiente/Creole/Afromestizo
106,3,951,Mujer,Ladina (o)
106,3,216,Mujer,Maya
106,3,2,Mujer,Xinka
107,3,1,Hombre,Afrodescendiente/Creole/Afromestizo
107,3,1,Hombre,Extranjera (o)
107,3,444,Hombre,Ladina (o)
107,3,137,Hombre,Maya
107,3,3,Hombre,Xinka
107,3,4,Mujer,Afrodescendiente/Creole/Afromestizo
107,3,2,Mujer,Extranjera (o)
107,3,1,Mujer,Garífuna
107,3,450,Mujer,Ladina (o)
107,3,156,Mujer,Maya
108,3,8,Hombre,Afrodescendiente/Creole/Afromestizo
108,3,10,Hombre,Extranjera (o)
108,3,4,Hombre,Garífuna
108,3,3641,Hombre,Ladina (o)
108,3,303,Hombre,Maya
108,3,3,Hombre,Xinka
108,3,9,Mujer,Afrodescendiente/Creole/Afromestizo
108,3,12,Mujer,Extranjera (o)
108,3,6,Mujer,Garífuna
108,3,3598,Mujer,Ladina (o)
108,3,310,Mujer,Maya
108,3,3,Mujer,Xinka
109,3,1,Hombre,Afrodescendiente/Creole/Afromestizo
109,3,1,Hombre,Garífuna
109,3,159,Hombre,Ladina (o)
109,3,440,Hombre,Maya
109,3,2,Mujer,Afrodescendiente/Creole/Afromestizo
109,3,2,Mujer,Garífuna
109,3,134,Mujer,Ladina (o)
109,3,413,Mujer,Maya
110,3,5,Hombre,Afrodescendiente/Creole/Afromestizo
110,3,1,Hombre,Garífuna
110,3,803,Hombre,Ladina (o)
110,3,1608,Hombre,Maya
110,3,5,Hombre,Xinka
110,3,4,Mujer,Afrodescendiente/Creole/Afromestizo
110,3,2,Mujer,Extranjera (o)
110,3,1,Mujer,Garífuna
110,3,788,Mujer,Ladina (o)
110,3,1576,Mujer,Maya
110,3,2,Mujer,Xinka
111,3,101,Hombre,Ladina (o)
111,3,246,Hombre,Maya
111,3,1,Mujer,Afrodescendiente/Creole/Afromestizo
111,3,96,Mujer,Ladina (o)
111,3,261,Mujer,Maya
112,3,13,Hombre,Ladina (o)
112,3,147,Hombre,Maya
112,3,19,Mujer,Ladina (o)
112,3,138,Mujer,Maya
113,3,2,Hombre,Afrodescendiente/Creole/Afromestizo
113,3,3,Hombre,Extranjera (o)
113,3,1,Hombre,Garífuna
113,3,468,Hombre,Ladina (o)
113,3,12,Hombre,Maya
113,3,3,Mujer,Afrodescendiente/Creole/Afromestizo
113,3,4,Mujer,Extranjera (o)
113,3,1,Mujer,Garífuna
113,3,469,Mujer,Ladina (o)
113,3,10,Mujer,Maya
114,3,3,Hombre,Afrodescendiente/Creole/Afromestizo
114,3,2,Hombre,Extranjera (o)
114,3,1124,Hombre,Ladina (o)
114,3,28,Hombre,Maya
114,3,3,Mujer,Extranjera (o)
114,3,1,Mujer,Garífuna
114,3,1131,Mujer,Ladina (o)
114,3,43,Mujer,Maya
115,3,7,Hombre,Afrodescendiente/Creole/Afromestizo
115,3,11,Hombre,Extranjera (o)
115,3,3,Hombre,Garífuna
115,3,3937,Hombre,Ladina (o)
115,3,152,Hombre,Maya
115,3,3,Hombre,Xinka
115,3,9,Mujer,Afrodescendiente/Creole/Afromestizo
115,3,4,Mujer,Extranjera (o)
115,3,6,Mujer,Garífuna
115,3,3793,Mujer,Ladina (o)
115,3,144,Mujer,Maya
115,3,6,Mujer,Xinka
116,3,2,Hombre,Extranjera (o)
116,3,1,Hombre,Garífuna
116,3,1612,Hombre,Ladina (o)
116,3,30,Hombre,Maya
116,3,1,Mujer,Afrodescendiente/Creole/Afromestizo
116,3,3,Mujer,Extranjera (o)
116,3,1558,Mujer,Ladina (o)
116,3,38,Mujer,Maya
116,3,2,Mujer,Xinka
117,3,4,Hombre,Afrodescendiente/Creole/Afromestizo
117,3,2,Hombre,Extranjera (o)
117,3,1149,Hombre,Ladina (o)
117,3,52,Hombre,Maya
117,3,6,Mujer,Afrodescendiente/Creole/Afromestizo
117,3,2,Mujer,Extranjera (o)
117,3,1,Mujer,Garífuna
117,3,1099,Mujer,Ladina (o)
117,3,57,Mujer,Maya
117,3,2,Mujer,Xinka
101,4,22,Hombre,Afrodescendiente/Creole/Afromestizo
101,4,34,Hombre,Extranjera (o)
101,4,8,Hombre,Garífuna
101,4,6989,Hombre,Ladina (o)
101,4,464,Hombre,Maya
101,4,6,Hombre,Xinka
101,4,18,Mujer,Afrodescendiente/Creole/Afromestizo
101,4,36,Mujer,Extranjera (o)
101,4,9,Mujer,Garífuna
101,4,6730,Mujer,Ladina (o)
101,4,472,Mujer,Maya
101,4,6,Mujer,Xinka
102,4,3,Hombre,Afrodescendiente/Creole/Afromestizo
102,4,7,Hombre,Extranjera (o)
102,4,693,Hombre,Ladina (o)
102,4,26,Hombre,Maya
102,4,1,Hombre,Xinka
102,4,1,Mujer,Afrodescendiente/Creole/Afromestizo
102,4,10,Mujer,Extranjera (o)
102,4,736,Mujer,Ladina (o)
102,4,16,Mujer,Maya
102,4,1,Mujer,Xinka
103,4,1,Hombre,Extranjera (o)
103,4,821,Hombre,Ladina (o)
103,4,42,Hombre,Maya
103,4,3,Mujer,Extranjera (o)
103,4,2,Mujer,Garífuna
103,4,804,Mujer,Ladina (o)
103,4,35,Mujer,Maya
103,4,1,Mujer,Xinka
104,4,1,Hombre,Extranjera (o)
104,4,69,Hombre,Ladina (o)
104,4,1,Mujer,Garífuna
104,4,79,Mujer,Ladina (o)
104,4,1,Mujer,Xinka
105,4,1,Hombre,Afrodescendiente/Creole/Afromestizo
105,4,3,Hombre,Garífuna
105,4,841,Hombre,Ladina (o)
105,4,10,Hombre,Maya
105,4,1,Hombre,Xinka
105,4,830,Mujer,Ladina (o)
105,4,18,Mujer,Maya
106,4,2,Hombre,Afrodescendiente/Creole/Afromestizo
106,4,1,Hombre,Extranjera (o)
106,4,6,Hombre,Garífuna
106,4,982,Hombre,Ladina (o)
106,4,219,Hombre,Maya
106,4,3,Hombre,Xinka
106,4,2,Mujer,Afrodescendiente/Creole/Afromestizo
106,4,1,Mujer,Extranjera (o)
106,4,5,Mujer,Garífuna
106,4,973,Mujer,Ladina (o)
106,4,225,Mujer,Maya
106,4,2,Mujer,Xinka
107,4,4,Hombre,Afrodescendiente/Creole/Afromestizo
107,4,510,Hombre,Ladina (o)
107,4,174,Hombre,Maya
107,4,1,Hombre,Xinka
107,4,2,Mujer,Afrodescendiente/Creole/Afromestizo
107,4,445,Mujer,Ladina (o)
107,4,170,Mujer,Maya
107,4,1,Mujer,Xinka
108,4,6,Hombre,Afrodescendiente/Creole/Afromestizo
108,4,18,Hombre,Extranjera (o)
108,4,10,Hombre,Garífuna
108,4,3579,Hombre,Ladina (o)
108,4,359,Hombre,Maya
108,4,3,Hombre,Xinka
108,4,5,Mujer,Afrodescendiente/Creole/Afromestizo
108,4,10,Mujer,Extranjera (o)
108,4,7,Mujer,Garífuna
108,4,3568,Mujer,Ladina (o)
108,4,323,Mujer,Maya
108,4,5,Mujer,Xinka
109,4,2,Hombre,Afrodescendiente/Creole/Afromestizo
109,4,1,Hombre,Garífuna
109,4,127,Hombre,Ladina (o)
109,4,451,Hombre,Maya
109,4,4,Mujer,Afrodescendiente/Creole/Afromestizo
109,4,2,Mujer,Garífuna
109,4,131,Mujer,Ladina (o)
109,4,371,Mujer,Maya
110,4,3,Hombre,Afrodescendiente/Creole/Afromestizo
110,4,1,Hombre,Extranjera (o)
110,4,3,Hombre,Garífuna
110,4,866,Hombre,Ladina (o)
110,4,1690,Hombre,Maya
110,4,2,Hombre,Xinka
110,4,2,Mujer,Extranjera (o)
110,4,3,Mujer,Garífuna
110,4,791,Mujer,Ladina (o)
110,4,1639,Mujer,Maya
110,4,2,Mujer,Xinka
111,4,1,Hombre,Garífuna
111,4,110,Hombre,Ladina (o)
111,4,283,Hombre,Maya
111,4,2,Mujer,Garífuna
111,4,118,Mujer,Ladina (o)
111,4,274,Mujer,Maya
112,4,1,Hombre,Afrodescendiente/Creole/Afromestizo
112,4,20,Hombre,Ladina (o)
112,4,126,Hombre,Maya
112,4,17,Mujer,Ladina (o)
112,4,138,Mujer,Maya
113,4,1,Hombre,Afrodescendiente/Creole/Afromestizo
113,4,5,Hombre,Extranjera (o)
113,4,497,Hombre,Ladina (o)
113,4,22,Hombre,Maya
113,4,1,Hombre,Xinka
113,4,3,Mujer,Afrodescendiente/Creole/Afromestizo
113,4,1,Mujer,Extranjera (o)
113,4,464,Mujer,Ladina (o)
