Id_Dep,Id_Mun,Departamento,Municipio,Grupo Edad,Pobl. Grupo Edad
2,208,El Progreso,San Antonio La Paz,5 - 9,2319
2,208,El Progreso,San Antonio La Paz,50 - 54,797
2,208,El Progreso,San Antonio La Paz,55 - 59,691
2,208,El Progreso,San Antonio La Paz,60 - 64,563
2,208,El Progreso,San Antonio La Paz,65 - 69,408
2,208,El Progreso,San Antonio La Paz,70  - 74,296
2,208,El Progreso,San Antonio La Paz,75 - 79,220
2,208,El Progreso,San Antonio La Paz,80 - 84,134
2,208,El Progreso,San Antonio La Paz,85 - 89,80
2,208,El Progreso,San Antonio La Paz,90  - 94,41
2,208,El Progreso,San Antonio La Paz,95 - 99,12
3,301,Sacatepéquez,Antigua Guatemala,0 - 4,3598
3,301,Sacatepéquez,Antigua Guatemala,10 - 14,4023
3,301,Sacatepéquez,Antigua Guatemala,100 o más,4
3,301,Sacatepéquez,Antigua Guatemala,15 - 19,4705
3,301,Sacatepéquez,Antigua Guatemala,20 - 24,4732
3,301,Sacatepéquez,Antigua Guatemala,25 - 29,4062
3,301,Sacatepéquez,Antigua Guatemala,30 - 34,3346
3,301,Sacatepéquez,Antigua Guatemala,35 - 39,3294
3,301,Sacatepéquez,Antigua Guatemala,40 - 44,2783
3,301,Sacatepéquez,Antigua Guatemala,45 - 49,2262
3,301,Sacatepéquez,Antigua Guatemala,5 - 9,3736
3,301,Sacatepéquez,Antigua Guatemala,50 - 54,2151
3,301,Sacatepéquez,Antigua Guatemala,55 - 59,1834
3,301,Sacatepéquez,Antigua Guatemala,60 - 64,1507
3,301,Sacatepéquez,Antigua Guatemala,65 - 69,1315
3,301,Sacatepéquez,Antigua Guatemala,70  - 74,947
3,301,Sacatepéquez,Antigua Guatemala,75 - 79,686
3,301,Sacatepéquez,Antigua Guatemala,80 - 84,518
3,301,Sacatepéquez,Antigua Guatemala,85 - 89,339
3,301,Sacatepéquez,Antigua Guatemala,90  - 94,167
3,301,Sacatepéquez,Antigua Guatemala,95 - 99,45
3,302,Sacatepéquez,Jocotenango,0 - 4,1680
3,302,Sacatepéquez,Jocotenango,10 - 14,1924
3,302,Sacatepéquez,Jocotenango,100 o más,0
3,302,Sacatepéquez,Jocotenango,15 - 19,2163
3,302,Sacatepéquez,Jocotenango,20 - 24,2149
3,302,Sacatepéquez,Jocotenango,25 - 29,1841
3,302,Sacatepéquez,Jocotenango,30 - 34,1690
3,302,Sacatepéquez,Jocotenango,35 - 39,1707
3,302,Sacatepéquez,Jocotenango,40 - 44,1403
3,302,Sacatepéquez,Jocotenango,45 - 49,1076
3,302,Sacatepéquez,Jocotenango,5 - 9,1773
3,302,Sacatepéquez,Jocotenango,50 - 54,922
3,302,Sacatepéquez,Jocotenango,55 - 59,855
3,302,Sacatepéquez,Jocotenango,60 - 64,793
3,302,Sacatepéquez,Jocotenango,65 - 69,676
3,302,Sacatepéquez,Jocotenango,70  - 74,431
3,302,Sacatepéquez,Jocotenango,75 - 79,257
3,302,Sacatepéquez,Jocotenango,80 - 84,179
3,302,Sacatepéquez,Jocotenango,85 - 89,103
3,302,Sacatepéquez,Jocotenango,90  - 94,28
3,302,Sacatepéquez,Jocotenango,95 - 99,7
3,303,Sacatepéquez,Pastores,0 - 4,1699
3,303,Sacatepéquez,Pastores,10 - 14,1874
3,303,Sacatepéquez,Pastores,100 o más,0
3,303,Sacatepéquez,Pastores,15 - 19,1977
3,303,Sacatepéquez,Pastores,20 - 24,1737
3,303,Sacatepéquez,Pastores,25 - 29,1563
3,303,Sacatepéquez,Pastores,30 - 34,1289
3,303,Sacatepéquez,Pastores,35 - 39,1335
3,303,Sacatepéquez,Pastores,40 - 44,1007
3,303,Sacatepéquez,Pastores,45 - 49,804
3,303,Sacatepéquez,Pastores,5 - 9,1790
3,303,Sacatepéquez,Pastores,50 - 54,715
3,303,Sacatepéquez,Pastores,55 - 59,557
3,303,Sacatepéquez,Pastores,60 - 64,482
3,303,Sacatepéquez,Pastores,65 - 69,383
3,303,Sacatepéquez,Pastores,70  - 74,209
3,303,Sacatepéquez,Pastores,75 - 79,181
