Id_Dep,Id_Mun,Departamento,Municipio,Grupo Edad,Pobl. Grupo Edad
4,415,Chimaltenango,Zaragoza,0 - 4,2716
4,415,Chimaltenango,Zaragoza,10 - 14,2525
4,415,Chimaltenango,Zaragoza,100 o más,1
4,415,Chimaltenango,Zaragoza,15 - 19,2723
4,415,Chimaltenango,Zaragoza,20 - 24,2524
4,415,Chimaltenango,Zaragoza,25 - 29,2028
4,415,Chimaltenango,Zaragoza,30 - 34,1623
4,415,Chimaltenango,Zaragoza,35 - 39,1549
4,415,Chimaltenango,Zaragoza,40 - 44,1241
4,415,Chimaltenango,Zaragoza,45 - 49,970
4,415,Chimaltenango,Zaragoza,5 - 9,2691
4,415,Chimaltenango,Zaragoza,50 - 54,877
4,415,Chimaltenango,Zaragoza,55 - 59,718
4,415,Chimaltenango,Zaragoza,60 - 64,556
4,415,Chimaltenango,Zaragoza,65 - 69,448
4,415,Chimaltenango,Zaragoza,70  - 74,342
4,415,Chimaltenango,Zaragoza,75 - 79,212
4,415,Chimaltenango,Zaragoza,80 - 84,138
4,415,Chimaltenango,Zaragoza,85 - 89,92
4,415,Chimaltenango,Zaragoza,90  - 94,36
4,415,Chimaltenango,Zaragoza,95 - 99,12
4,416,Chimaltenango,El Tejar,0 - 4,1895
4,416,Chimaltenango,El Tejar,10 - 14,1943
4,416,Chimaltenango,El Tejar,100 o más,1
4,416,Chimaltenango,El Tejar,15 - 19,2216
4,416,Chimaltenango,El Tejar,20 - 24,2079
4,416,Chimaltenango,El Tejar,25 - 29,1778
4,416,Chimaltenango,El Tejar,30 - 34,1435
4,416,Chimaltenango,El Tejar,35 - 39,1448
4,416,Chimaltenango,El Tejar,40 - 44,1115
4,416,Chimaltenango,El Tejar,45 - 49,853
4,416,Chimaltenango,El Tejar,5 - 9,1953
4,416,Chimaltenango,El Tejar,50 - 54,738
4,416,Chimaltenango,El Tejar,55 - 59,637
4,416,Chimaltenango,El Tejar,60 - 64,436
4,416,Chimaltenango,El Tejar,65 - 69,358
4,416,Chimaltenango,El Tejar,70  - 74,228
4,416,Chimaltenango,El Tejar,75 - 79,179
4,416,Chimaltenango,El Tejar,80 - 84,107
4,416,Chimaltenango,El Tejar,85 - 89,71
4,416,Chimaltenango,El Tejar,90  - 94,17
4,416,Chimaltenango,El Tejar,95 - 99,5
5,501,Escuintla,Escuintla,0 - 4,14698
5,501,Escuintla,Escuintla,10 - 14,15044
5,501,Escuintla,Escuintla,100 o más,8
5,501,Escuintla,Escuintla,15 - 19,16500
5,501,Escuintla,Escuintla,20 - 24,15860
5,501,Escuintla,Escuintla,25 - 29,14243
5,501,Escuintla,Escuintla,30 - 34,11890
5,501,Escuintla,Escuintla,35 - 39,11076
5,501,Escuintla,Escuintla,40 - 44,9036
5,501,Escuintla,Escuintla,45 - 49,7489
5,501,Escuintla,Escuintla,5 - 9,14949
5,501,Escuintla,Escuintla,50 - 54,6343
5,501,Escuintla,Escuintla,55 - 59,5316
5,501,Escuintla,Escuintla,60 - 64,4390
5,501,Escuintla,Escuintla,65 - 69,3527
5,501,Escuintla,Escuintla,70  - 74,2412
5,501,Escuintla,Escuintla,75 - 79,1563
5,501,Escuintla,Escuintla,80 - 84,1088
5,501,Escuintla,Escuintla,85 - 89,628
5,501,Escuintla,Escuintla,90  - 94,197
5,501,Escuintla,Escuintla,95 - 99,56
5,502,Escuintla,Santa Lucía Cotzumalguapa,0 - 4,12044
5,502,Escuintla,Santa Lucía Cotzumalguapa,10 - 14,11603
5,502,Escuintla,Santa Lucía Cotzumalguapa,100 o más,8
5,502,Escuintla,Santa Lucía Cotzumalguapa,15 - 19,12068
5,502,Escuintla,Santa Lucía Cotzumalguapa,20 - 24,11703
5,502,Escuintla,Santa Lucía Cotzumalguapa,25 - 29,10236
5,502,Escuintla,Santa Lucía Cotzumalguapa,30 - 34,8369
5,502,Escuintla,Santa Lucía Cotzumalguapa,35 - 39,7183
5,502,Escuintla,Santa Lucía Cotzumalguapa,40 - 44,6131
5,502,Escuintla,Santa Lucía Cotzumalguapa,45 - 49,4768
5,502,Escuintla,Santa Lucía Cotzumalguapa,5 - 9,12066
5,502,Escuintla,Santa Lucía Cotzumalguapa,50 - 54,4147
5,502,Escuintla,Santa Lucía Cotzumalguapa,55 - 59,3573
5,502,Escuintla,Santa Lucía Cotzumalguapa,60 - 64,2798
5,502,Escuintla,Santa Lucía Cotzumalguapa,65 - 69,2180
5,502,Escuintla,Santa Lucía Cotzumalguapa,70  - 74,1604
5,502,Escuintla,Santa Lucía Cotzumalguapa,75 - 79,1098
5,502,Escuintla,Santa Lucía Cotzumalguapa,80 - 84,659
5,502,Escuintla,Santa Lucía Cotzumalguapa,85 - 89,377
5,502,Escuintla,Santa Lucía Cotzumalguapa,90  - 94,129
5,502,Escuintla,Santa Lucía Cotzumalguapa,95 - 99,36
5,503,Escuintla,La Democracia,0 - 4,2611
5,503,Escuintla,La Democracia,10 - 14,2453
5,503,Escuintla,La Democracia,100 o más,2
5,503,Escuintla,La Democracia,15 - 19,2396
5,503,Escuintla,La Democracia,20 - 24,2305
5,503,Escuintla,La Democracia,25 - 29,2034
5,503,Escuintla,La Democracia,30 - 34,1628
5,503,Escuintla,La Democracia,35 - 39,1511
5,503,Escuintla,La Democracia,40 - 44,1266
5,503,Escuintla,La Democracia,45 - 49,924
5,503,Escuintla,La Democracia,5 - 9,2490
5,503,Escuintla,La Democracia,50 - 54,795
5,503,Escuintla,La Democracia,55 - 59,699
5,503,Escuintla,La Democracia,60 - 64,571
5,503,Escuintla,La Democracia,65 - 69,478
5,503,Escuintla,La Democracia,70  - 74,328
5,503,Escuintla,La Democracia,75 - 79,249
5,503,Escuintla,La Democracia,80 - 84,147
5,503,Escuintla,La Democracia,85 - 89,87
5,503,Escuintla,La Democracia,90  - 94,34
5,503,Escuintla,La Democracia,95 - 99,9
5,504,Escuintla,Siquinalá,0 - 4,2604
5,504,Escuintla,Siquinalá,10 - 14,2447
5,504,Escuintla,Siquinalá,100 o más,3
5,504,Escuintla,Siquinalá,15 - 19,2497
5,504,Escuintla,Siquinalá,20 - 24,2403
5,504,Escuintla,Siquinalá,25 - 29,2040
5,504,Escuintla,Siquinalá,30 - 34,1621
5,504,Escuintla,Siquinalá,35 - 39,1406
5,504,Escuintla,Siquinalá,40 - 44,1195
5,504,Escuintla,Siquinalá,45 - 49,998
5,504,Escuintla,Siquinalá,5 - 9,2493
5,504,Escuintla,Siquinalá,50 - 54,895
5,504,Escuintla,Siquinalá,55 - 59,669
5,504,Escuintla,Siquinalá,60 - 64,520
5,504,Escuintla,Siquinalá,65 - 69,449
5,504,Escuintla,Siquinalá,70  - 74,300
5,504,Escuintla,Siquinalá,75 - 79,202
5,504,Escuintla,Siquinalá,80 - 84,118
5,504,Escuintla,Siquinalá,85 - 89,86
5,504,Escuintla,Siquinalá,90  - 94,18
5,504,Escuintla,Siquinalá,95 - 99,4
5,505,Escuintla,Masagua,0 - 4,5220
5,505,Escuintla,Masagua,10 - 14,4833
5,505,Escuintla,Masagua,100 o más,3
5,505,Escuintla,Masagua,15 - 19,4957
5,505,Escuintla,Masagua,20 - 24,4802
5,505,Escuintla,Masagua,25 - 29,4038
5,505,Escuintla,Masagua,30 - 34,3214
5,505,Escuintla,Masagua,35 - 39,2768
5,505,Escuintla,Masagua,40 - 44,2320
5,505,Escuintla,Masagua,45 - 49,1897
5,505,Escuintla,Masagua,5 - 9,4905
5,505,Escuintla,Masagua,50 - 54,1593
5,505,Escuintla,Masagua,55 - 59,1351
5,505,Escuintla,Masagua,60 - 64,1042
5,505,Escuintla,Masagua,65 - 69,857
5,505,Escuintla,Masagua,70  - 74,620
5,505,Escuintla,Masagua,75 - 79,433
5,505,Escuintla,Masagua,80 - 84,253
5,505,Escuintla,Masagua,85 - 89,146
5,505,Escuintla,Masagua,90  - 94,56
5,505,Escuintla,Masagua,95 - 99,15
5,506,Escuintla,Tiquisate,0 - 4,6531
5,506,Escuintla,Tiquisate,10 - 14,5776
5,506,Escuintla,Tiquisate,100 o más,6
5,506,Escuintla,Tiquisate,15 - 19,5940
5,506,Escuintla,Tiquisate,20 - 24,5673
5,506,Escuintla,Tiquisate,25 - 29,5127
5,506,Escuintla,Tiquisate,30 - 34,4276
5,506,Escuintla,Tiquisate,35 - 39,3715
5,506,Escuintla,Tiquisate,40 - 44,3011
5,506,Escuintla,Tiquisate,45 - 49,2379
5,506,Escuintla,Tiquisate,5 - 9,6344
5,506,Escuintla,Tiquisate,50 - 54,1916
5,506,Escuintla,Tiquisate,55 - 59,1727
5,506,Escuintla,Tiquisate,60 - 64,1615
5,506,Escuintla,Tiquisate,65 - 69,1172
5,506,Escuintla,Tiquisate,70  - 74,886
5,506,Escuintla,Tiquisate,75 - 79,503
5,506,Escuintla,Tiquisate,80 - 84,374
5,506,Escuintla,Tiquisate,85 - 89,204
5,506,Escuintla,Tiquisate,90  - 94,83
5,506,Escuintla,Tiquisate,95 - 99,34
5,507,Escuintla,La Gomera,0 - 4,5336
5,507,Escuintla,La Gomera,10 - 14,4659
5,507,Escuintla,La Gomera,100 o más,2
5,507,Escuintla,La Gomera,15 - 19,5093
5,507,Escuintla,La Gomera,20 - 24,4982
5,507,Escuintla,La Gomera,25 - 29,4345
5,507,Escuintla,La Gomera,30 - 34,3386
5,507,Escuintla,La Gomera,35 - 39,3000
5,507,Escuintla,La Gomera,40 - 44,2425
5,507,Escuintla,La Gomera,45 - 49,1883
5,507,Escuintla,La Gomera,5 - 9,5073
5,507,Escuintla,La Gomera,50 - 54,1633
5,507,Escuintla,La Gomera,55 - 59,1366
5,507,Escuintla,La Gomera,60 - 64,1109
5,507,Escuintla,La Gomera,65 - 69,846
5,507,Escuintla,La Gomera,70  - 74,590
5,507,Escuintla,La Gomera,75 - 79,446
5,507,Escuintla,La Gomera,80 - 84,259
5,507,Escuintla,La Gomera,85 - 89,167
5,507,Escuintla,La Gomera,90  - 94,49
5,507,Escuintla,La Gomera,95 - 99,17
5,508,Escuintla,Guanagazapa,0 - 4,1854
5,508,Escuintla,Guanagazapa,10 - 14,1907
5,508,Escuintla,Guanagazapa,100 o más,1
5,508,Escuintla,Guanagazapa,15 - 19,1896
5,508,Escuintla,Guanagazapa,20 - 24,1534
5,508,Escuintla,Guanagazapa,25 - 29,1291
5,508,Escuintla,Guanagazapa,30 - 34,1049
5,508,Escuintla,Guanagazapa,35 - 39,889
5,508,Escuintla,Guanagazapa,40 - 44,720
5,508,Escuintla,Guanagazapa,45 - 49,616
5,508,Escuintla,Guanagazapa,5 - 9,1974
5,508,Escuintla,Guanagazapa,50 - 54,540
5,508,Escuintla,Guanagazapa,55 - 59,476
5,508,Escuintla,Guanagazapa,60 - 64,391
5,508,Escuintla,Guanagazapa,65 - 69,294
5,508,Escuintla,Guanagazapa,70  - 74,230
5,508,Escuintla,Guanagazapa,75 - 79,139
5,508,Escuintla,Guanagazapa,80 - 84,90
5,508,Escuintla,Guanagazapa,85 - 89,41
5,508,Escuintla,Guanagazapa,90  - 94,18
5,508,Escuintla,Guanagazapa,95 - 99,8
5,509,Escuintla,San José,0 - 4,6647
5,509,Escuintla,San José,10 - 14,6229
5,509,Escuintla,San José,100 o más,5
5,509,Escuintla,San José,15 - 19,6784
5,509,Escuintla,San José,20 - 24,6419
5,509,Escuintla,San José,25 - 29,5685
5,509,Escuintla,San José,30 - 34,4580
5,509,Escuintla,San José,35 - 39,4191
5,509,Escuintla,San José,40 - 44,3602
5,509,Escuintla,San José,45 - 49,2841
5,509,Escuintla,San José,5 - 9,6653
5,509,Escuintla,San José,50 - 54,2403
5,509,Escuintla,San José,55 - 59,2061
5,509,Escuintla,San José,60 - 64,1521
5,509,Escuintla,San José,65 - 69,1223
5,509,Escuintla,San José,70  - 74,765
5,509,Escuintla,San José,75 - 79,549
5,509,Escuintla,San José,80 - 84,333
5,509,Escuintla,San José,85 - 89,220
5,509,Escuintla,San José,90  - 94,67
5,509,Escuintla,San José,95 - 99,23
5,510,Escuintla,Iztapa,0 - 4,1981
5,510,Escuintla,Iztapa,10 - 14,1672
5,510,Escuintla,Iztapa,100 o más,0
5,510,Escuintla,Iztapa,15 - 19,1990
5,510,Escuintla,Iztapa,20 - 24,1979
5,510,Escuintla,Iztapa,25 - 29,1656
5,510,Escuintla,Iztapa,30 - 34,1363
5,510,Escuintla,Iztapa,35 - 39,1271
5,510,Escuintla,Iztapa,40 - 44,987
5,510,Escuintla,Iztapa,45 - 49,847
5,510,Escuintla,Iztapa,5 - 9,1926
5,510,Escuintla,Iztapa,50 - 54,710
5,510,Escuintla,Iztapa,55 - 59,607
5,510,Escuintla,Iztapa,60 - 64,456
5,510,Escuintla,Iztapa,65 - 69,299
5,510,Escuintla,Iztapa,70  - 74,219
5,510,Escuintla,Iztapa,75 - 79,177
5,510,Escuintla,Iztapa,80 - 84,114
5,510,Escuintla,Iztapa,85 - 89,57
5,510,Escuintla,Iztapa,90  - 94,23
5,510,Escuintla,Iztapa,95 - 99,8
5,511,Escuintla,Palín,0 - 4,6715
5,511,Escuintla,Palín,10 - 14,6926
5,511,Escuintla,Palín,100 o más,1
5,511,Escuintla,Palín,15 - 19,7250
5,511,Escuintla,Palín,20 - 24,6984
5,511,Escuintla,Palín,25 - 29,5913
5,511,Escuintla,Palín,30 - 34,5045
5,511,Escuintla,Palín,35 - 39,4788
5,511,Escuintla,Palín,40 - 44,3840
5,511,Escuintla,Palín,45 - 49,2936
5,511,Escuintla,Palín,5 - 9,6892
5,511,Escuintla,Palín,50 - 54,2421
5,511,Escuintla,Palín,55 - 59,1970
5,511,Escuintla,Palín,60 - 64,1420
5,511,Escuintla,Palín,65 - 69,1101
5,511,Escuintla,Palín,70  - 74,674
5,511,Escuintla,Palín,75 - 79,450
5,511,Escuintla,Palín,80 - 84,298
5,511,Escuintla,Palín,85 - 89,174
5,511,Escuintla,Palín,90  - 94,60
5,511,Escuintla,Palín,95 - 99,15
5,512,Escuintla,San Vicente Pacaya,0 - 4,1774
5,512,Escuintla,San Vicente Pacaya,10 - 14,1720
5,512,Escuintla,San Vicente Pacaya,100 o más,1
5,512,Escuintla,San Vicente Pacaya,15 - 19,1848
5,512,Escuintla,San Vicente Pacaya,20 - 24,1824
5,512,Escuintla,San Vicente Pacaya,25 - 29,1423
5,512,Escuintla,San Vicente Pacaya,30 - 34,1156
5,512,Escuintla,San Vicente Pacaya,35 - 39,1069
5,512,Escuintla,San Vicente Pacaya,40 - 44,895
5,512,Escuintla,San Vicente Pacaya,45 - 49,756
5,512,Escuintla,San Vicente Pacaya,5 - 9,1681
5,512,Escuintla,San Vicente Pacaya,50 - 54,621
5,512,Escuintla,San Vicente Pacaya,55 - 59,520
5,512,Escuintla,San Vicente Pacaya,60 - 64,410
5,512,Escuintla,San Vicente Pacaya,65 - 69,348
5,512,Escuintla,San Vicente Pacaya,70  - 74,261
5,512,Escuintla,San Vicente Pacaya,75 - 79,171
5,512,Escuintla,San Vicente Pacaya,80 - 84,115
5,512,Escuintla,San Vicente Pacaya,85 - 89,71
5,512,Escuintla,San Vicente Pacaya,90  - 94,31
5,512,Escuintla,San Vicente Pacaya,95 - 99,10
5,513,Escuintla,Nueva Concepción,0 - 4,8408
5,513,Escuintla,Nueva Concepción,10 - 14,7222
5,513,Escuintla,Nueva Concepción,100 o más,6
5,513,Escuintla,Nueva Concepción,15 - 19,8435
5,513,Escuintla,Nueva Concepción,20 - 24,7420
5,513,Escuintla,Nueva Concepción,25 - 29,6405
5,513,Escuintla,Nueva Concepción,30 - 34,5006
5,513,Escuintla,Nueva Concepción,35 - 39,4417
5,513,Escuintla,Nueva Concepción,40 - 44,3705
5,513,Escuintla,Nueva Concepción,45 - 49,3038
5,513,Escuintla,Nueva Concepción,5 - 9,7819
5,513,Escuintla,Nueva Concepción,50 - 54,2710
5,513,Escuintla,Nueva Concepción,55 - 59,2207
5,513,Escuintla,Nueva Concepción,60 - 64,1825
5,513,Escuintla,Nueva Concepción,65 - 69,1529
5,513,Escuintla,Nueva Concepción,70  - 74,1115
5,513,Escuintla,Nueva Concepción,75 - 79,736
5,513,Escuintla,Nueva Concepción,80 - 84,476
5,513,Escuintla,Nueva Concepción,85 - 89,275
5,513,Escuintla,Nueva Concepción,90  - 94,114
5,513,Escuintla,Nueva Concepción,95 - 99,41
5,514,Escuintla,Sipacate,0 - 4,1778
5,514,Escuintla,Sipacate,10 - 14,1617
5,514,Escuintla,Sipacate,100 o más,1
5,514,Escuintla,Sipacate,15 - 19,1861
5,514,Escuintla,Sipacate,20 - 24,1825
5,514,Escuintla,Sipacate,25 - 29,1426
5,514,Escuintla,Sipacate,30 - 34,1164
5,514,Escuintla,Sipacate,35 - 39,1003
5,514,Escuintla,Sipacate,40 - 44,846
5,514,Escuintla,Sipacate,45 - 49,683
5,514,Escuintla,Sipacate,5 - 9,1704
5,514,Escuintla,Sipacate,50 - 54,579
5,514,Escuintla,Sipacate,55 - 59,463
5,514,Escuintla,Sipacate,60 - 64,395
5,514,Escuintla,Sipacate,65 - 69,308
5,514,Escuintla,Sipacate,70  - 74,215
5,514,Escuintla,Sipacate,75 - 79,159
5,514,Escuintla,Sipacate,80 - 84,109
5,514,Escuintla,Sipacate,85 - 89,65
5,514,Escuintla,Sipacate,90  - 94,27
5,514,Escuintla,Sipacate,95 - 99,6
6,601,Santa Rosa,Cuilapa,0 - 4,4241
6,601,Santa Rosa,Cuilapa,10 - 14,4241
6,601,Santa Rosa,Cuilapa,100 o más,5
6,601,Santa Rosa,Cuilapa,15 - 19,4481
6,601,Santa Rosa,Cuilapa,20 - 24,4236
6,601,Santa Rosa,Cuilapa,25 - 29,3687
6,601,Santa Rosa,Cuilapa,30 - 34,2907
6,601,Santa Rosa,Cuilapa,35 - 39,2711
6,601,Santa Rosa,Cuilapa,40 - 44,2080
6,601,Santa Rosa,Cuilapa,45 - 49,1759
6,601,Santa Rosa,Cuilapa,5 - 9,4481
6,601,Santa Rosa,Cuilapa,50 - 54,1638
6,601,Santa Rosa,Cuilapa,55 - 59,1411
6,601,Santa Rosa,Cuilapa,60 - 64,1056
6,601,Santa Rosa,Cuilapa,65 - 69,941
6,601,Santa Rosa,Cuilapa,70  - 74,603
6,601,Santa Rosa,Cuilapa,75 - 79,399
6,601,Santa Rosa,Cuilapa,80 - 84,248
6,601,Santa Rosa,Cuilapa,85 - 89,159
6,601,Santa Rosa,Cuilapa,90  - 94,62
6,601,Santa Rosa,Cuilapa,95 - 99,13
6,602,Santa Rosa,Barberena,0 - 4,6153
6,602,Santa Rosa,Barberena,10 - 14,6403
6,602,Santa Rosa,Barberena,100 o más,3
6,602,Santa Rosa,Barberena,15 - 19,6418
6,602,Santa Rosa,Barberena,20 - 24,5932
6,602,Santa Rosa,Barberena,25 - 29,5078
6,602,Santa Rosa,Barberena,30 - 34,4170
6,602,Santa Rosa,Barberena,35 - 39,3762
6,602,Santa Rosa,Barberena,40 - 44,3054
6,602,Santa Rosa,Barberena,45 - 49,2437
6,602,Santa Rosa,Barberena,5 - 9,6535
6,602,Santa Rosa,Barberena,50 - 54,2019
6,602,Santa Rosa,Barberena,55 - 59,1785
6,602,Santa Rosa,Barberena,60 - 64,1460
6,602,Santa Rosa,Barberena,65 - 69,1140
6,602,Santa Rosa,Barberena,70  - 74,805
6,602,Santa Rosa,Barberena,75 - 79,488
6,602,Santa Rosa,Barberena,80 - 84,335
6,602,Santa Rosa,Barberena,85 - 89,191
6,602,Santa Rosa,Barberena,90  - 94,83
6,602,Santa Rosa,Barberena,95 - 99,25
6,603,Santa Rosa,Santa Rosa de Lima,0 - 4,2062
6,603,Santa Rosa,Santa Rosa de Lima,10 - 14,2121
6,603,Santa Rosa,Santa Rosa de Lima,100 o más,1
6,603,Santa Rosa,Santa Rosa de Lima,15 - 19,2243
6,603,Santa Rosa,Santa Rosa de Lima,20 - 24,1992
6,603,Santa Rosa,Santa Rosa de Lima,25 - 29,1572
6,603,Santa Rosa,Santa Rosa de Lima,30 - 34,1174
6,603,Santa Rosa,Santa Rosa de Lima,35 - 39,1225
6,603,Santa Rosa,Santa Rosa de Lima,40 - 44,998
6,603,Santa Rosa,Santa Rosa de Lima,45 - 49,838
6,603,Santa Rosa,Santa Rosa de Lima,5 - 9,2127
6,603,Santa Rosa,Santa Rosa de Lima,50 - 54,767
6,603,Santa Rosa,Santa Rosa de Lima,55 - 59,610
6,603,Santa Rosa,Santa Rosa de Lima,60 - 64,527
6,603,Santa Rosa,Santa Rosa de Lima,65 - 69,456
6,603,Santa Rosa,Santa Rosa de Lima,70  - 74,393
6,603,Santa Rosa,Santa Rosa de Lima,75 - 79,276
6,603,Santa Rosa,Santa Rosa de Lima,80 - 84,176
6,603,Santa Rosa,Santa Rosa de Lima,85 - 89,99
6,603,Santa Rosa,Santa Rosa de Lima,90  - 94,36
6,603,Santa Rosa,Santa Rosa de Lima,95 - 99,9
6,604,Santa Rosa,Casillas,0 - 4,2634
6,604,Santa Rosa,Casillas,10 - 14,2720
6,604,Santa Rosa,Casillas,100 o más,6
6,604,Santa Rosa,Casillas,15 - 19,3014
6,604,Santa Rosa,Casillas,20 - 24,2567
6,604,Santa Rosa,Casillas,25 - 29,1951
6,604,Santa Rosa,Casillas,30 - 34,1541
6,604,Santa Rosa,Casillas,35 - 39,1460
6,604,Santa Rosa,Casillas,40 - 44,1267
6,604,Santa Rosa,Casillas,45 - 49,1066
6,604,Santa Rosa,Casillas,5 - 9,2706
6,604,Santa Rosa,Casillas,50 - 54,915
6,604,Santa Rosa,Casillas,55 - 59,817
6,604,Santa Rosa,Casillas,60 - 64,730
6,604,Santa Rosa,Casillas,65 - 69,520
6,604,Santa Rosa,Casillas,70  - 74,384
6,604,Santa Rosa,Casillas,75 - 79,289
6,604,Santa Rosa,Casillas,80 - 84,180
6,604,Santa Rosa,Casillas,85 - 89,117
6,604,Santa Rosa,Casillas,90  - 94,58
6,604,Santa Rosa,Casillas,95 - 99,14
6,605,Santa Rosa,San Rafael Las Flores,0 - 4,1516
6,605,Santa Rosa,San Rafael Las Flores,10 - 14,1393
6,605,Santa Rosa,San Rafael Las Flores,100 o más,0
6,605,Santa Rosa,San Rafael Las Flores,15 - 19,1537
6,605,Santa Rosa,San Rafael Las Flores,20 - 24,1322
6,605,Santa Rosa,San Rafael Las Flores,25 - 29,1012
6,605,Santa Rosa,San Rafael Las Flores,30 - 34,813
6,605,Santa Rosa,San Rafael Las Flores,35 - 39,724
6,605,Santa Rosa,San Rafael Las Flores,40 - 44,625
6,605,Santa Rosa,San Rafael Las Flores,45 - 49,500
6,605,Santa Rosa,San Rafael Las Flores,5 - 9,1377
6,605,Santa Rosa,San Rafael Las Flores,50 - 54,409
6,605,Santa Rosa,San Rafael Las Flores,55 - 59,344
6,605,Santa Rosa,San Rafael Las Flores,60 - 64,301
6,605,Santa Rosa,San Rafael Las Flores,65 - 69,250
6,605,Santa Rosa,San Rafael Las Flores,70  - 74,187
6,605,Santa Rosa,San Rafael Las Flores,75 - 79,141
6,605,Santa Rosa,San Rafael Las Flores,80 - 84,101
6,605,Santa Rosa,San Rafael Las Flores,85 - 89,59
6,605,Santa Rosa,San Rafael Las Flores,90  - 94,23
6,605,Santa Rosa,San Rafael Las Flores,95 - 99,7
6,606,Santa Rosa,Oratorio,0 - 4,2732
6,606,Santa Rosa,Oratorio,10 - 14,2677
6,606,Santa Rosa,Oratorio,100 o más,5
6,606,Santa Rosa,Oratorio,15 - 19,2752
6,606,Santa Rosa,Oratorio,20 - 24,2333
6,606,Santa Rosa,Oratorio,25 - 29,1915
6,606,Santa Rosa,Oratorio,30 - 34,1615
6,606,Santa Rosa,Oratorio,35 - 39,1491
6,606,Santa Rosa,Oratorio,40 - 44,1337
6,606,Santa Rosa,Oratorio,45 - 49,1134
6,606,Santa Rosa,Oratorio,5 - 9,2752
6,606,Santa Rosa,Oratorio,50 - 54,972
6,606,Santa Rosa,Oratorio,55 - 59,851
6,606,Santa Rosa,Oratorio,60 - 64,685
6,606,Santa Rosa,Oratorio,65 - 69,600
6,606,Santa Rosa,Oratorio,70  - 74,437
6,606,Santa Rosa,Oratorio,75 - 79,314
6,606,Santa Rosa,Oratorio,80 - 84,185
6,606,Santa Rosa,Oratorio,85 - 89,112
6,606,Santa Rosa,Oratorio,90  - 94,42
6,606,Santa Rosa,Oratorio,95 - 99,13
6,607,Santa Rosa,San Juan Tecuaco,0 - 4,1185
6,607,Santa Rosa,San Juan Tecuaco,10 - 14,1218
6,607,Santa Rosa,San Juan Tecuaco,100 o más,0
6,607,Santa Rosa,San Juan Tecuaco,15 - 19,1285
6,607,Santa Rosa,San Juan Tecuaco,20 - 24,967
6,607,Santa Rosa,San Juan Tecuaco,25 - 29,781
6,607,Santa Rosa,San Juan Tecuaco,30 - 34,586
6,607,Santa Rosa,San Juan Tecuaco,35 - 39,577
6,607,Santa Rosa,San Juan Tecuaco,40 - 44,519
6,607,Santa Rosa,San Juan Tecuaco,45 - 49,406
6,607,Santa Rosa,San Juan Tecuaco,5 - 9,1122
6,607,Santa Rosa,San Juan Tecuaco,50 - 54,342
6,607,Santa Rosa,San Juan Tecuaco,55 - 59,271
6,607,Santa Rosa,San Juan Tecuaco,60 - 64,255
6,607,Santa Rosa,San Juan Tecuaco,65 - 69,225
6,607,Santa Rosa,San Juan Tecuaco,70  - 74,141
6,607,Santa Rosa,San Juan Tecuaco,75 - 79,125
6,607,Santa Rosa,San Juan Tecuaco,80 - 84,66
6,607,Santa Rosa,San Juan Tecuaco,85 - 89,37
6,607,Santa Rosa,San Juan Tecuaco,90  - 94,12
6,607,Santa Rosa,San Juan Tecuaco,95 - 99,2
6,608,Santa Rosa,Chiquimulilla,0 - 4,5487
6,608,Santa Rosa,Chiquimulilla,10 - 14,5206
6,608,Santa Rosa,Chiquimulilla,100 o más,5
6,608,Santa Rosa,Chiquimulilla,15 - 19,6080
6,608,Santa Rosa,Chiquimulilla,20 - 24,5079
6,608,Santa Rosa,Chiquimulilla,25 - 29,4351
6,608,Santa Rosa,Chiquimulilla,30 - 34,3543
6,608,Santa Rosa,Chiquimulilla,35 - 39,3312
6,608,Santa Rosa,Chiquimulilla,40 - 44,2950
6,608,Santa Rosa,Chiquimulilla,45 - 49,2504
6,608,Santa Rosa,Chiquimulilla,5 - 9,5501
6,608,Santa Rosa,Chiquimulilla,50 - 54,2221
6,608,Santa Rosa,Chiquimulilla,55 - 59,1970
6,608,Santa Rosa,Chiquimulilla,60 - 64,1653
6,608,Santa Rosa,Chiquimulilla,65 - 69,1362
6,608,Santa Rosa,Chiquimulilla,70  - 74,920
6,608,Santa Rosa,Chiquimulilla,75 - 79,690
6,608,Santa Rosa,Chiquimulilla,80 - 84,458
6,608,Santa Rosa,Chiquimulilla,85 - 89,290
6,608,Santa Rosa,Chiquimulilla,90  - 94,106
6,608,Santa Rosa,Chiquimulilla,95 - 99,39
6,609,Santa Rosa,Taxisco,0 - 4,3197
6,609,Santa Rosa,Taxisco,10 - 14,3106
6,609,Santa Rosa,Taxisco,100 o más,5
6,609,Santa Rosa,Taxisco,15 - 19,3173
6,609,Santa Rosa,Taxisco,20 - 24,2797
6,609,Santa Rosa,Taxisco,25 - 29,2346
6,609,Santa Rosa,Taxisco,30 - 34,1998
6,609,Santa Rosa,Taxisco,35 - 39,1867
6,609,Santa Rosa,Taxisco,40 - 44,1569
6,609,Santa Rosa,Taxisco,45 - 49,1325
6,609,Santa Rosa,Taxisco,5 - 9,3038
6,609,Santa Rosa,Taxisco,50 - 54,1215
6,609,Santa Rosa,Taxisco,55 - 59,1109
6,609,Santa Rosa,Taxisco,60 - 64,889
6,609,Santa Rosa,Taxisco,65 - 69,730
6,609,Santa Rosa,Taxisco,70  - 74,550
