MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,PCP13||Comunidad Lingüística
901,0,697,Hombre,
901,0,4,Hombre,Akateka
901,0,2,Hombre,Jakalteko/Popti'
901,0,8,Hombre,Kaqchiquel
901,0,620,Hombre,K'iche'
901,0,30,Hombre,Mam
901,0,5,Hombre,Q'anjob'al
901,0,2,Hombre,Q'eqchi'
901,0,1,Hombre,Tektiteka
901,0,666,Mujer,
901,0,2,Mujer,Achi
901,0,2,Mujer,Chalchiteka
901,0,1,Mujer,Chuj
901,0,1,Mujer,Ixil
901,0,5,Mujer,Kaqchiquel
901,0,611,Mujer,K'iche'
901,0,27,Mujer,Mam
901,0,8,Mujer,Q'anjob'al
901,0,2,Mujer,Q'eqchi'
901,0,1,Mujer,Sipakapense
901,0,1,Mujer,Tektiteka
901,0,1,Mujer,Uspanteka
901,1,790,Hombre,
901,1,1,Hombre,Achi
901,1,2,Hombre,Akateka
901,1,1,Hombre,Chuj
901,1,14,Hombre,Kaqchiquel
901,1,657,Hombre,K'iche'
901,1,54,Hombre,Mam
901,1,6,Hombre,Q'anjob'al
901,1,2,Hombre,Q'eqchi'
901,1,1,Hombre,Tz'utujil
901,1,777,Mujer,
901,1,4,Mujer,Achi
901,1,1,Mujer,Akateka
901,1,2,Mujer,Chalchiteka
901,1,1,Mujer,Ixil
901,1,1,Mujer,Jakalteko/Popti'
901,1,2,Mujer,Kaqchiquel
901,1,638,Mujer,K'iche'
901,1,29,Mujer,Mam
901,1,11,Mujer,Q'anjob'al
901,1,1,Mujer,Q'eqchi'
901,1,1,Mujer,Tz'utujil
901,2,858,Hombre,
901,2,1,Hombre,Achi
901,2,1,Hombre,Akateka
901,2,6,Hombre,Kaqchiquel
901,2,712,Hombre,K'iche'
901,2,35,Hombre,Mam
901,2,5,Hombre,Q'anjob'al
901,2,1,Hombre,Q'eqchi'
901,2,2,Hombre,Sipakapense
901,2,2,Hombre,Tz'utujil
901,2,838,Mujer,
901,2,1,Mujer,Akateka
901,2,3,Mujer,Chalchiteka
901,2,1,Mujer,Jakalteko/Popti'
901,2,3,Mujer,Kaqchiquel
901,2,751,Mujer,K'iche'
901,2,45,Mujer,Mam
901,2,9,Mujer,Q'anjob'al
901,2,1,Mujer,Tz'utujil
901,2,1,Mujer,Uspanteka
901,3,869,Hombre,
901,3,2,Hombre,Achi
901,3,6,Hombre,Akateka
901,3,1,Hombre,Ixil
901,3,9,Hombre,Kaqchiquel
901,3,717,Hombre,K'iche'
901,3,40,Hombre,Mam
901,3,1,Hombre,Poqomchi'
901,3,8,Hombre,Q'anjob'al
901,3,1,Hombre,Q'eqchi'
901,3,1,Hombre,Tektiteka
901,3,846,Mujer,
901,3,2,Mujer,Achi
901,3,1,Mujer,Akateka
901,3,3,Mujer,Chalchiteka
901,3,2,Mujer,Ixil
901,3,1,Mujer,Jakalteko/Popti'
901,3,6,Mujer,Kaqchiquel
901,3,710,Mujer,K'iche'
901,3,29,Mujer,Mam
901,3,7,Mujer,Q'anjob'al
901,3,1,Mujer,Sipakapense
901,3,1,Mujer,Uspanteka
901,4,863,Hombre,
901,4,2,Hombre,Achi
901,4,2,Hombre,Akateka
901,4,1,Hombre,Jakalteko/Popti'
901,4,5,Hombre,Kaqchiquel
901,4,698,Hombre,K'iche'
901,4,35,Hombre,Mam
901,4,5,Hombre,Q'anjob'al
901,4,3,Hombre,Q'eqchi'
901,4,843,Mujer,
901,4,1,Mujer,Achi
901,4,5,Mujer,Akateka
901,4,1,Mujer,Chalchiteka
901,4,1,Mujer,Ixil
901,4,5,Mujer,Kaqchiquel
901,4,704,Mujer,K'iche'
901,4,33,Mujer,Mam
901,4,1,Mujer,Mopan
901,4,12,Mujer,Q'anjob'al
901,5,848,Hombre,
901,5,5,Hombre,Achi
901,5,1,Hombre,Akateka
901,5,3,Hombre,Chalchiteka
901,5,1,Hombre,Chuj
901,5,7,Hombre,Kaqchiquel
901,5,715,Hombre,K'iche'
901,5,36,Hombre,Mam
901,5,1,Hombre,Poqomam
901,5,1,Hombre,Poqomchi'
901,5,4,Hombre,Q'anjob'al
901,5,2,Hombre,Q'eqchi'
901,5,1,Hombre,Sakapulteka
901,5,2,Hombre,Tz'utujil
901,5,864,Mujer,
901,5,3,Mujer,Achi
901,5,4,Mujer,Akateka
901,5,1,Mujer,Chalchiteka
901,5,1,Mujer,Ixil
901,5,9,Mujer,Kaqchiquel
901,5,695,Mujer,K'iche'
901,5,23,Mujer,Mam
901,5,1,Mujer,Poqomam
901,5,1,Mujer,Poqomchi'
901,5,7,Mujer,Q'anjob'al
901,5,1,Mujer,Q'eqchi'
901,5,1,Mujer,Tektiteka
901,5,1,Mujer,Tz'utujil
901,6,867,Hombre,
901,6,5,Hombre,Achi
901,6,1,Hombre,Chalchiteka
901,6,1,Hombre,Jakalteko/Popti'
901,6,6,Hombre,Kaqchiquel
901,6,651,Hombre,K'iche'
901,6,34,Hombre,Mam
901,6,1,Hombre,Poqomchi'
901,6,10,Hombre,Q'anjob'al
901,6,1,Hombre,Q'eqchi'
901,6,1,Hombre,Sipakapense
901,6,1,Hombre,Tektiteka
901,6,839,Mujer,
901,6,3,Mujer,Achi
901,6,5,Mujer,Akateka
901,6,1,Mujer,Chalchiteka
901,6,1,Mujer,Ixil
901,6,4,Mujer,Kaqchiquel
901,6,707,Mujer,K'iche'
901,6,27,Mujer,Mam
901,6,12,Mujer,Q'anjob'al
901,6,1,Mujer,Q'eqchi'
901,6,1,Mujer,Sipakapense
901,7,779,Hombre,
901,7,1,Hombre,Achi
901,7,4,Hombre,Akateka
901,7,1,Hombre,Chalchiteka
901,7,1,Hombre,Jakalteko/Popti'
901,7,1,Hombre,Kaqchiquel
901,7,680,Hombre,K'iche'
901,7,26,Hombre,Mam
901,7,3,Hombre,Q'anjob'al
901,7,4,Hombre,Q'eqchi'
901,7,2,Hombre,Tz'utujil
901,7,786,Mujer,
901,7,3,Mujer,Achi
901,7,1,Mujer,Ixil
901,7,5,Mujer,Kaqchiquel
901,7,657,Mujer,K'iche'
901,7,29,Mujer,Mam
901,7,14,Mujer,Q'anjob'al
901,7,2,Mujer,Q'eqchi'
901,8,812,Hombre,
901,8,3,Hombre,Achi
901,8,4,Hombre,Akateka
901,8,2,Hombre,Chalchiteka
901,8,2,Hombre,Ixil
901,8,6,Hombre,Kaqchiquel
901,8,691,Hombre,K'iche'
901,8,31,Hombre,Mam
901,8,8,Hombre,Q'anjob'al
901,8,2,Hombre,Q'eqchi'
901,8,1,Hombre,Sakapulteka
901,8,793,Mujer,
901,8,1,Mujer,Achi
901,8,3,Mujer,Akateka
901,8,3,Mujer,Chalchiteka
901,8,1,Mujer,Chuj
901,8,5,Mujer,Kaqchiquel
901,8,673,Mujer,K'iche'
901,8,31,Mujer,Mam
901,8,14,Mujer,Q'anjob'al
901,8,2,Mujer,Q'eqchi'
901,8,1,Mujer,Sipakapense
901,8,1,Mujer,Tz'utujil
901,9,762,Hombre,
901,9,1,Hombre,Achi
901,9,1,Hombre,Akateka
901,9,1,Hombre,Chalchiteka
901,9,5,Hombre,Kaqchiquel
901,9,640,Hombre,K'iche'
901,9,30,Hombre,Mam
901,9,6,Hombre,Q'anjob'al
901,9,1,Hombre,Q'eqchi'
901,9,1,Hombre,Sipakapense
901,9,1,Hombre,Tz'utujil
901,9,843,Mujer,
901,9,3,Mujer,Achi
901,9,2,Mujer,Akateka
901,9,1,Mujer,Chalchiteka
901,9,4,Mujer,Kaqchiquel
901,9,638,Mujer,K'iche'
901,9,36,Mujer,Mam
901,9,8,Mujer,Q'anjob'al
901,9,1,Mujer,Q'eqchi'
901,10,886,Hombre,
901,10,6,Hombre,Akateka
901,10,2,Hombre,Chalchiteka
901,10,3,Hombre,Ixil
901,10,7,Hombre,Kaqchiquel
901,10,697,Hombre,K'iche'
901,10,30,Hombre,Mam
901,10,5,Hombre,Q'anjob'al
901,10,1,Hombre,Q'eqchi'
901,10,1,Hombre,Tz'utujil
901,10,782,Mujer,
901,10,2,Mujer,Achi
901,10,1,Mujer,Akateka
901,10,1,Mujer,Chuj
901,10,7,Mujer,Kaqchiquel
901,10,672,Mujer,K'iche'
901,10,30,Mujer,Mam
901,10,5,Mujer,Q'anjob'al
901,10,1,Mujer,Q'eqchi'
901,11,805,Hombre,
901,11,3,Hombre,Akateka
901,11,1,Hombre,Jakalteko/Popti'
901,11,7,Hombre,Kaqchiquel
901,11,607,Hombre,K'iche'
901,11,27,Hombre,Mam
901,11,6,Hombre,Q'anjob'al
901,11,2,Hombre,Q'eqchi'
901,11,1,Hombre,Sakapulteka
901,11,1,Hombre,Sipakapense
901,11,782,Mujer,
901,11,1,Mujer,Achi
901,11,1,Mujer,Akateka
901,11,1,Mujer,Chalchiteka
901,11,1,Mujer,Chuj
901,11,4,Mujer,Kaqchiquel
901,11,646,Mujer,K'iche'
901,11,28,Mujer,Mam
901,11,1,Mujer,Poqomam
901,11,2,Mujer,Q'anjob'al
901,11,1,Mujer,Q'eqchi'
901,12,842,Hombre,
901,12,4,Hombre,Achi
901,12,1,Hombre,Akateka
901,12,1,Hombre,Awakateka
901,12,1,Hombre,Chalchiteka
901,12,1,Hombre,Ixil
901,12,4,Hombre,Kaqchiquel
901,12,714,Hombre,K'iche'
901,12,35,Hombre,Mam
901,12,1,Hombre,Poqomchi'
901,12,12,Hombre,Q'anjob'al
901,12,1,Hombre,Tektiteka
901,12,1,Hombre,Tz'utujil
901,12,803,Mujer,
901,12,1,Mujer,Chalchiteka
901,12,5,Mujer,Kaqchiquel
901,12,654,Mujer,K'iche'
901,12,33,Mujer,Mam
901,12,8,Mujer,Q'anjob'al
901,12,1,Mujer,Tz'utujil
901,13,875,Hombre,
901,13,2,Hombre,Achi
901,13,4,Hombre,Akateka
901,13,1,Hombre,Chuj
901,13,1,Hombre,Jakalteko/Popti'
901,13,10,Hombre,Kaqchiquel
901,13,693,Hombre,K'iche'
901,13,29,Hombre,Mam
901,13,8,Hombre,Q'anjob'al
901,13,1,Hombre,Sakapulteka
901,13,1,Hombre,Tektiteka
901,13,2,Hombre,Tz'utujil
901,13,839,Mujer,
901,13,3,Mujer,Achi
901,13,1,Mujer,Akateka
901,13,5,Mujer,Kaqchiquel
901,13,730,Mujer,K'iche'
901,13,25,Mujer,Mam
901,13,1,Mujer,Poqomam
901,13,1,Mujer,Poqomchi'
901,13,6,Mujer,Q'anjob'al
901,13,2,Mujer,Q'eqchi'
901,14,859,Hombre,
901,14,2,Hombre,Achi
901,14,5,Hombre,Akateka
901,14,1,Hombre,Chalchiteka
901,14,1,Hombre,Ixil
901,14,4,Hombre,Kaqchiquel
901,14,764,Hombre,K'iche'
901,14,34,Hombre,Mam
901,14,6,Hombre,Q'anjob'al
901,14,1,Hombre,Q'eqchi'
901,14,1,Hombre,Sakapulteka
901,14,892,Mujer,
901,14,1,Mujer,Achi
901,14,5,Mujer,Akateka
901,14,1,Mujer,Ixil
