MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,PCP15||Idioma Materno
601,5,2,Mujer,Mam
601,5,3,Mujer,No habla
601,5,1,Mujer,Poqomchi'
601,5,1,Mujer,Tz'utujil
602,5,1,Hombre,Achí
602,5,1,Hombre,Akateko
602,5,655,Hombre,Español
602,5,2,Hombre,Kaqchiquel
602,5,3,Hombre,K'iche'
602,5,2,Hombre,Mam
602,5,1,Mujer,Chalchiteko
602,5,645,Mujer,Español
602,5,4,Mujer,Kaqchiquel
602,5,3,Mujer,K'iche'
602,5,3,Mujer,No habla
603,5,1,Hombre,Achí
603,5,1,Hombre,Chalchiteko
603,5,244,Hombre,Español
603,5,1,Hombre,Kaqchiquel
603,5,2,Hombre,K'iche'
603,5,2,Mujer,Achí
603,5,188,Mujer,Español
603,5,1,Mujer,Kaqchiquel
603,5,2,Mujer,Xinka
604,5,3,Hombre,Achí
604,5,292,Hombre,Español
604,5,1,Hombre,Kaqchiquel
604,5,1,Mujer,Akateko
604,5,285,Mujer,Español
604,5,1,Mujer,Kaqchiquel
604,5,1,Mujer,Xinka
605,5,144,Hombre,Español
605,5,1,Mujer,Achí
605,5,153,Mujer,Español
605,5,1,Mujer,K'iche'
606,5,3,Hombre,Achí
606,5,275,Hombre,Español
606,5,2,Hombre,Inglés
606,5,3,Hombre,K'iche'
606,5,4,Hombre,Otro idioma
606,5,317,Mujer,Español
606,5,1,Mujer,Inglés
606,5,2,Mujer,Otro idioma
607,5,1,Hombre,Achí
607,5,108,Hombre,Español
607,5,1,Mujer,Achí
607,5,130,Mujer,Español
607,5,1,Mujer,K'iche'
608,5,2,Hombre,Achí
608,5,568,Hombre,Español
608,5,1,Hombre,No habla
608,5,1,Hombre,Xinka
608,5,592,Mujer,Español
608,5,1,Mujer,Inglés
608,5,1,Mujer,Kaqchiquel
608,5,1,Mujer,K'iche'
608,5,1,Mujer,No habla
609,5,1,Hombre,Achí
609,5,318,Hombre,Español
609,5,1,Hombre,K'iche'
609,5,1,Hombre,Otro idioma
609,5,306,Mujer,Español
609,5,1,Mujer,K'iche'
609,5,1,Mujer,Xinka
610,5,1,Hombre,Achí
610,5,262,Hombre,Español
610,5,2,Hombre,K'iche'
610,5,289,Mujer,Español
610,5,1,Mujer,K'iche'
610,5,1,Mujer,No habla
611,5,1,Hombre,Achí
611,5,1,Hombre,Akateko
611,5,230,Hombre,Español
611,5,1,Hombre,K'iche'
611,5,1,Mujer,Akateko
611,5,208,Mujer,Español
611,5,1,Mujer,K'iche'
611,5,1,Mujer,Xinka
612,5,1,Hombre,Achí
612,5,2,Hombre,Akateko
612,5,156,Hombre,Español
612,5,4,Hombre,K'iche'
612,5,3,Mujer,Achí
612,5,1,Mujer,Akateko
612,5,179,Mujer,Español
612,5,1,Mujer,K'iche'
613,5,302,Hombre,Español
613,5,1,Hombre,K'iche'
613,5,2,Hombre,No habla
613,5,1,Mujer,Achí
613,5,294,Mujer,Español
613,5,1,Mujer,Kaqchiquel
613,5,1,Mujer,K'iche'
613,5,2,Mujer,No habla
613,5,1,Mujer,Tz'utujil
614,5,1,Hombre,Achí
614,5,417,Hombre,Español
614,5,2,Hombre,Kaqchiquel
614,5,2,Hombre,K'iche'
614,5,1,Hombre,No habla
614,5,421,Mujer,Español
614,5,5,Mujer,K'iche'
614,5,1,Mujer,Otro idioma
614,5,1,Mujer,Q'anjob'al
701,5,4,Hombre,Achí
701,5,278,Hombre,Español
701,5,759,Hombre,Kaqchiquel
701,5,6,Hombre,K'iche'
701,5,2,Hombre,Mam
701,5,1,Hombre,No habla
701,5,1,Hombre,Tz'utujil
701,5,2,Mujer,Achí
701,5,242,Mujer,Español
701,5,706,Mujer,Kaqchiquel
701,5,10,Mujer,K'iche'
701,5,2,Mujer,Mam
701,5,2,Mujer,No habla
701,5,1,Mujer,Poqomam
702,5,25,Hombre,Español
702,5,19,Hombre,Kaqchiquel
702,5,1,Hombre,K'iche'
702,5,1,Hombre,Xinka
702,5,1,Mujer,Achí
702,5,1,Mujer,Chalchiteko
702,5,26,Mujer,Español
702,5,19,Mujer,Kaqchiquel
702,5,1,Mujer,K'iche'
703,5,14,Hombre,Español
703,5,3,Hombre,K'iche'
703,5,1,Hombre,No habla
703,5,1,Hombre,Tz'utujil
703,5,18,Mujer,Español
703,5,5,Mujer,K'iche'
703,5,1,Mujer,Tz'utujil
704,5,1,Hombre,Achí
704,5,183,Hombre,Español
704,5,2,Hombre,Kaqchiquel
704,5,31,Hombre,K'iche'
704,5,2,Mujer,Achí
704,5,156,Mujer,Español
704,5,32,Mujer,K'iche'
704,5,2,Mujer,No habla
705,5,3,Hombre,Achí
705,5,90,Hombre,Español
705,5,833,Hombre,K'iche'
705,5,1,Hombre,No habla
705,5,5,Mujer,Achí
705,5,72,Mujer,Español
705,5,789,Mujer,K'iche'
705,5,1,Mujer,No habla
706,5,2,Hombre,Achí
706,5,41,Hombre,Español
706,5,568,Hombre,K'iche'
706,5,1,Hombre,No habla
706,5,6,Mujer,Achí
706,5,42,Mujer,Español
706,5,606,Mujer,K'iche'
707,5,72,Hombre,Español
707,5,22,Hombre,K'iche'
707,5,1,Mujer,Achí
707,5,68,Mujer,Español
707,5,19,Mujer,K'iche'
708,5,1,Hombre,Español
708,5,85,Hombre,Kaqchiquel
708,5,1,Mujer,Achí
708,5,2,Mujer,Español
708,5,92,Mujer,Kaqchiquel
708,5,1,Mujer,K'iche'
709,5,1,Hombre,Achí
709,5,94,Hombre,Español
709,5,23,Hombre,Kaqchiquel
709,5,61,Hombre,K'iche'
709,5,2,Hombre,No habla
709,5,2,Mujer,Achí
709,5,88,Mujer,Español
709,5,16,Mujer,Kaqchiquel
709,5,45,Mujer,K'iche'
709,5,1,Mujer,No habla
709,5,1,Mujer,Q'anjob'al
710,5,130,Hombre,Español
710,5,9,Hombre,Kaqchiquel
710,5,2,Hombre,K'iche'
710,5,1,Hombre,Poqomchi'
710,5,131,Mujer,Español
710,5,1,Mujer,Inglés
710,5,6,Mujer,Kaqchiquel
710,5,3,Mujer,K'iche'
711,5,12,Hombre,Español
711,5,36,Hombre,Kaqchiquel
711,5,18,Mujer,Español
711,5,29,Mujer,Kaqchiquel
712,5,75,Hombre,Español
712,5,67,Hombre,Kaqchiquel
712,5,1,Hombre,K'iche'
712,5,83,Mujer,Español
712,5,85,Mujer,Kaqchiquel
712,5,1,Mujer,No habla
713,5,2,Hombre,Achí
713,5,258,Hombre,Español
713,5,65,Hombre,Kaqchiquel
713,5,1,Hombre,K'iche'
713,5,1,Hombre,No habla
713,5,1,Mujer,Achí
713,5,242,Mujer,Español
713,5,48,Mujer,Kaqchiquel
713,5,1,Mujer,K'iche'
714,5,4,Hombre,Español
714,5,67,Hombre,Kaqchiquel
714,5,1,Mujer,Achí
714,5,4,Mujer,Español
714,5,61,Mujer,Kaqchiquel
715,5,10,Hombre,Español
715,5,71,Hombre,Tz'utujil
715,5,6,Mujer,Español
715,5,1,Mujer,K'iche'
715,5,51,Mujer,Tz'utujil
716,5,1,Hombre,Español
716,5,19,Hombre,Kaqchiquel
716,5,3,Mujer,Español
716,5,24,Mujer,Kaqchiquel
717,5,1,Hombre,Achí
717,5,84,Hombre,Español
717,5,36,Hombre,K'iche'
717,5,14,Hombre,Tz'utujil
717,5,79,Mujer,Español
717,5,31,Mujer,K'iche'
717,5,10,Mujer,Tz'utujil
718,5,40,Hombre,Español
718,5,1,Hombre,K'iche'
718,5,39,Hombre,Tz'utujil
718,5,43,Mujer,Español
718,5,51,Mujer,Tz'utujil
719,5,58,Hombre,Español
719,5,2,Hombre,Kaqchiquel
719,5,1,Hombre,K'iche'
719,5,294,Hombre,Tz'utujil
719,5,1,Hombre,Uspanteko
719,5,3,Mujer,Achí
719,5,75,Mujer,Español
719,5,1,Mujer,Kaqchiquel
719,5,1,Mujer,K'iche'
719,5,323,Mujer,Tz'utujil
601,6,1,Hombre,Achí
601,6,1,Hombre,Akateko
601,6,513,Hombre,Español
601,6,1,Hombre,Inglés
601,6,3,Hombre,K'iche'
601,6,3,Hombre,Mam
601,6,1,Hombre,Poqomchi'
601,6,1,Hombre,Q'eqchi'
601,6,1,Mujer,Achí
601,6,1,Mujer,Akateko
601,6,440,Mujer,Español
601,6,2,Mujer,Inglés
601,6,2,Mujer,K'iche'
602,6,2,Hombre,Chuj
602,6,698,Hombre,Español
602,6,1,Hombre,Inglés
602,6,3,Hombre,K'iche'
602,6,3,Hombre,No habla
602,6,2,Mujer,Achí
602,6,1,Mujer,Chalchiteko
602,6,699,Mujer,Español
602,6,1,Mujer,Kaqchiquel
602,6,4,Mujer,K'iche'
602,6,1,Mujer,No habla
603,6,1,Hombre,Achí
603,6,2,Hombre,Akateko
603,6,225,Hombre,Español
603,6,1,Hombre,Mam
603,6,1,Hombre,No habla
603,6,2,Mujer,Achí
603,6,228,Mujer,Español
603,6,1,Mujer,Kaqchiquel
603,6,1,Mujer,Mam
603,6,1,Mujer,Q'anjob'al
603,6,1,Mujer,Tz'utujil
604,6,277,Hombre,Español
604,6,1,Hombre,Kaqchiquel
604,6,1,Hombre,K'iche'
604,6,1,Mujer,Akateko
604,6,279,Mujer,Español
604,6,1,Mujer,K'iche'
604,6,1,Mujer,No habla
604,6,1,Mujer,Tz'utujil
605,6,2,Hombre,Achí
605,6,1,Hombre,Chuj
605,6,141,Hombre,Español
605,6,1,Hombre,Ixil
605,6,1,Hombre,Kaqchiquel
605,6,144,Mujer,Español
605,6,1,Mujer,Inglés
606,6,1,Hombre,Achí
606,6,271,Hombre,Español
606,6,2,Hombre,Inglés
606,6,1,Hombre,Kaqchiquel
606,6,1,Hombre,K'iche'
606,6,5,Hombre,Otro idioma
606,6,270,Mujer,Español
606,6,3,Mujer,Inglés
606,6,1,Mujer,Kaqchiquel
606,6,1,Mujer,K'iche'
606,6,1,Mujer,Otro idioma
607,6,112,Hombre,Español
607,6,1,Hombre,Kaqchiquel
607,6,107,Mujer,Español
608,6,2,Hombre,Achí
608,6,621,Hombre,Español
608,6,2,Hombre,K'iche'
608,6,1,Hombre,No habla
608,6,1,Mujer,Akateko
608,6,546,Mujer,Español
608,6,1,Mujer,K'iche'
609,6,1,Hombre,Achí
609,6,328,Hombre,Español
609,6,296,Mujer,Español
609,6,1,Mujer,Kaqchiquel
610,6,275,Hombre,Español
610,6,2,Hombre,Kaqchiquel
610,6,2,Hombre,K'iche'
610,6,1,Mujer,Achí
610,6,272,Mujer,Español
610,6,1,Mujer,K'iche'
610,6,1,Mujer,Mam
611,6,222,Hombre,Español
611,6,1,Hombre,Kaqchiquel
611,6,3,Hombre,K'iche'
611,6,1,Mujer,Achí
611,6,191,Mujer,Español
612,6,2,Hombre,Achí
612,6,2,Hombre,Akateko
612,6,196,Hombre,Español
612,6,1,Hombre,Kaqchiquel
612,6,2,Hombre,K'iche'
612,6,1,Hombre,Xinka
612,6,3,Mujer,Achí
612,6,2,Mujer,Akateko
612,6,172,Mujer,Español
612,6,1,Mujer,K'iche'
612,6,1,Mujer,Uspanteko
613,6,316,Hombre,Español
613,6,1,Hombre,No habla
613,6,1,Hombre,Tz'utujil
613,6,331,Mujer,Español
613,6,1,Mujer,Kaqchiquel
613,6,3,Mujer,K'iche'
614,6,1,Hombre,Akateko
614,6,1,Hombre,Chalchiteko
614,6,388,Hombre,Español
614,6,8,Hombre,K'iche'
614,6,371,Mujer,Español
614,6,2,Mujer,K'iche'
701,6,5,Hombre,Achí
701,6,227,Hombre,Español
701,6,804,Hombre,Kaqchiquel
701,6,7,Hombre,K'iche'
701,6,2,Hombre,No habla
701,6,1,Hombre,Poqomam
701,6,3,Mujer,Achí
701,6,195,Mujer,Español
701,6,823,Mujer,Kaqchiquel
701,6,14,Mujer,K'iche'
701,6,1,Mujer,Mam
701,6,1,Mujer,No habla
701,6,1,Mujer,Poqomchi'
701,6,1,Mujer,Señas
702,6,36,Hombre,Español
702,6,18,Hombre,Kaqchiquel
702,6,2,Hombre,K'iche'
702,6,1,Mujer,Achí
702,6,25,Mujer,Español
702,6,16,Mujer,Kaqchiquel
702,6,3,Mujer,K'iche'
702,6,1,Mujer,No habla
703,6,15,Hombre,Español
703,6,3,Hombre,K'iche'
703,6,4,Hombre,Tz'utujil
703,6,17,Mujer,Español
703,6,1,Mujer,K'iche'
703,6,2,Mujer,Tz'utujil
704,6,156,Hombre,Español
704,6,2,Hombre,Kaqchiquel
704,6,30,Hombre,K'iche'
704,6,2,Hombre,No habla
704,6,168,Mujer,Español
704,6,2,Mujer,Kaqchiquel
