MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,PCP23_A||Lee-Escribe Idioma 1,PCP23_B||Lee-Escribe Idioma 2,PCP23_C||Lee-Escribe Idioma 3
805,8,1,Hombre,Achí,Español,
805,8,1,Hombre,Akateko,,
805,8,1,Hombre,Akateko,Español,
805,8,1,Hombre,Español,Awakateko,
805,8,1,Hombre,Español,Inglés,
805,8,1,Mujer,Achí,,
805,8,1,Mujer,Achí,Español,
805,8,1,Mujer,Español,Inglés,
806,8,1,Hombre,Achí,Español,
806,8,1,Hombre,Chalchiteko,,
806,8,1,Hombre,Español,Akateko,
806,8,1,Hombre,Tz'utujil,,
806,8,1,Mujer,Achí,,
806,8,1,Mujer,Akateko,,
806,8,1,Mujer,Español,Q'anjob'al,
807,8,1,Hombre,Achí,Español,
807,8,1,Hombre,Akateko,,
808,8,1,Hombre,Achí,Español,
808,8,1,Hombre,Chalchiteko,,
808,8,1,Mujer,Achí,Español,
808,8,1,Mujer,K'iche',Español,
1901,8,1,Hombre,Achí,Español,
1901,8,1,Hombre,Español,Inglés,
1901,8,1,Mujer,Akateko,,
1902,8,1,Hombre,Español,Akateko,Achí
1902,8,1,Mujer,Español,Akateko,
1903,8,1,Hombre,Achí,Español,
1903,8,1,Hombre,Español,Akateko,
1903,8,1,Mujer,Español,Akateko,Awakateko
1904,8,1,Hombre,Xinka,,
1904,8,1,Mujer,K'iche',Español,
1905,8,1,Hombre,Akateko,,
1905,8,1,Mujer,Español,K'iche',
1906,8,1,Mujer,Akateko,,
1907,8,1,Mujer,Español,Achí,
1907,8,1,Mujer,Español,Akateko,
1908,8,1,Hombre,K'iche',Español,
1909,8,1,Hombre,Akateko,,
1909,8,1,Mujer,Akateko,,
1910,8,1,Mujer,Akateko,,
1911,8,1,Mujer,Español,Akateko,
801,9,1,Hombre,Español,Akateko,
801,9,1,Hombre,Español,Inglés,
801,9,1,Hombre,Español,K'iche',Achí
801,9,1,Hombre,K'iche',Español,Inglés
801,9,1,Hombre,Poqomchi',,
801,9,1,Hombre,Tz'utujil,,
801,9,1,Hombre,Uspanteka,,
801,9,1,Mujer,Español,Inglés,K'iche'
801,9,1,Mujer,Mam,,
802,9,1,Hombre,Garífuna,,
802,9,1,Hombre,K'iche',Akateko,
802,9,1,Mujer,K'iche',,
802,9,1,Mujer,K'iche',Español,
803,9,1,Mujer,Achí,Español,
803,9,1,Mujer,Chalchiteko,,
803,9,1,Mujer,Español,Achí,
803,9,1,Mujer,K'iche',Español,
803,9,1,Mujer,Tz'utujil,,
804,9,1,Hombre,Achí,,
804,9,1,Hombre,Español,Achí,
804,9,1,Hombre,Español,Awakateko,
804,9,1,Mujer,K'iche',,
805,9,1,Hombre,Inglés,Español,
805,9,1,Hombre,K'iche',Akateko,
805,9,1,Hombre,K'iche',Español,Awakateko
805,9,1,Mujer,Achí,,
805,9,1,Mujer,Akateko,,
805,9,1,Mujer,Español,Inglés,
805,9,1,Mujer,Uspanteka,,
805,9,1,Mujer,Xinka,,
806,9,1,Hombre,Akateko,,
806,9,1,Hombre,Akateko,Español,
806,9,1,Hombre,Tz'utujil,,
806,9,1,Mujer,Achí,Español,
806,9,1,Mujer,Chalchiteko,,
806,9,1,Mujer,Español,Akateko,
806,9,1,Mujer,K'iche',Español,
806,9,1,Mujer,Tektiteka,,
807,9,1,Mujer,Español,Achí,
807,9,1,Mujer,K'iche',,
808,9,1,Hombre,K'iche',Español,
808,9,1,Mujer,Español,K'iche',Inglés
1901,9,1,Mujer,Achí,Español,
1901,9,1,Mujer,Tektiteka,,
1902,9,1,Hombre,Achí,Español,
1902,9,1,Mujer,Español,Akateko,
1903,9,1,Hombre,Otro idioma,,
1903,9,1,Mujer,Español,Inglés,
1903,9,1,Mujer,Inglés,,
1904,9,1,Hombre,Garífuna,,
1904,9,1,Mujer,Akateko,,
1904,9,1,Mujer,Garífuna,,
1904,9,1,Mujer,Inglés,,
1905,9,1,Hombre,Español,Akateko,
1906,9,1,Mujer,Akateko,,
1906,9,1,Mujer,Español,Akateko,
1906,9,1,Mujer,Español,K'iche',
1908,9,1,Mujer,Achí,Español,
1910,9,1,Mujer,Español,Akateko,
801,10,1,Hombre,Achí,Español,
801,10,1,Hombre,Chalchiteko,K'iche',
801,10,1,Hombre,Español,Achí,
801,10,1,Hombre,Inglés,Español,
801,10,1,Hombre,Poqomchi',K'iche',
801,10,1,Hombre,Tektiteka,,
801,10,1,Mujer,Achí,,
801,10,1,Mujer,Español,Achí,
801,10,1,Mujer,Español,Akateko,
801,10,1,Mujer,Inglés,Español,
801,10,1,Mujer,K'iche',Español,Inglés
801,10,1,Mujer,Tektiteka,Español,
801,10,1,Mujer,Tz'utujil,,
802,10,1,Hombre,Español,K'iche',Inglés
802,10,1,Hombre,K'iche',Español,
802,10,1,Mujer,Achí,Español,
802,10,1,Mujer,Español,Akateko,
802,10,1,Mujer,Español,K'iche',
802,10,1,Mujer,K'iche',Español,
802,10,1,Mujer,Tektiteka,,
803,10,1,Hombre,K'iche',Español,
803,10,1,Hombre,K'iche',Español,Inglés
803,10,1,Mujer,Achí,Español,
803,10,1,Mujer,Achí,K'iche',
803,10,1,Mujer,Akateko,,
803,10,1,Mujer,Español,Inglés,
803,10,1,Mujer,K'iche',Español,
803,10,1,Mujer,Poqomchi',,
804,10,1,Hombre,Español,Awakateko,
804,10,1,Hombre,Español,K'iche',Akateko
804,10,1,Mujer,Español,Akateko,
804,10,1,Mujer,K'iche',,
805,10,1,Hombre,Achí,Español,
805,10,1,Hombre,Chalchiteko,,
805,10,1,Hombre,Español,Achí,
805,10,1,Hombre,Español,Inglés,
805,10,1,Hombre,Español,K'iche',Achí
805,10,1,Hombre,K'iche',Achí,Español
805,10,1,Hombre,Otro idioma,,
805,10,1,Mujer,Achí,,
805,10,1,Mujer,Achí,Xinka,
805,10,1,Mujer,Akateko,,
805,10,1,Mujer,Chalchiteko,,
805,10,1,Mujer,Español,Achí,
805,10,1,Mujer,Español,Awakateko,
805,10,1,Mujer,Español,K'iche',Inglés
805,10,1,Mujer,K'iche',Español,Awakateko
805,10,1,Mujer,Mam,Español,
805,10,1,Mujer,Q'anjob'al,Español,
806,10,1,Hombre,Achí,Español,
806,10,1,Hombre,K'iche',Achí,Español
806,10,1,Hombre,K'iche',Akateko,
806,10,1,Hombre,Tz'utujil,,
806,10,1,Mujer,Akateko,,
806,10,1,Mujer,Chalchiteko,,
806,10,1,Mujer,Español,Achí,
806,10,1,Mujer,K'iche',Español,
806,10,1,Mujer,Mam,,
807,10,1,Hombre,Chalchiteko,,
807,10,1,Hombre,Español,Achí,
807,10,1,Hombre,Español,K'iche',
807,10,1,Mujer,Español,K'iche',
807,10,1,Mujer,K'iche',,
808,10,1,Hombre,Xinka,,
808,10,1,Mujer,Español,Inglés,K'iche'
1901,10,1,Hombre,Achí,Español,
1901,10,1,Hombre,Akateko,K'iche',
1901,10,1,Hombre,Chalchiteko,,
1901,10,1,Hombre,Español,Achí,
1901,10,1,Hombre,Otro idioma,,
1901,10,1,Hombre,Xinka,,
1901,10,1,Mujer,Akateko,,
1902,10,1,Mujer,Achí,Español,
1903,10,1,Hombre,Achí,Español,
1903,10,1,Hombre,Akateko,,
1903,10,1,Mujer,Achí,Español,
1903,10,1,Mujer,Español,Akateko,
1904,10,1,Hombre,Español,Inglés,
1904,10,1,Hombre,Q'eqchi',Español,
1905,10,1,Hombre,Xinka,,
1905,10,1,Mujer,Achí,Español,
1905,10,1,Mujer,Español,Awakateko,
1905,10,1,Mujer,Español,Inglés,
1905,10,1,Mujer,Xinka,,
1906,10,1,Hombre,Akateko,,
1906,10,1,Mujer,Español,Akateko,
1906,10,1,Mujer,Inglés,Español,
1907,10,1,Hombre,Español,Akateko,
1907,10,1,Mujer,Akateko,,
1907,10,1,Mujer,Español,Awakateko,
1907,10,1,Mujer,Uspanteka,,
1908,10,1,Hombre,Achí,Español,
1908,10,1,Hombre,Español,Akateko,
1909,10,1,Hombre,Español,Achí,Akateko
1909,10,1,Hombre,Uspanteka,,
1909,10,1,Mujer,Achí,Español,
1909,10,1,Mujer,Español,Awakateko,
1909,10,1,Mujer,Mam,,
1910,10,1,Hombre,Español,Akateko,
1910,10,1,Hombre,Español,Inglés,
1911,10,1,Hombre,Español,Akateko,
1911,10,1,Mujer,Achí,Español,
801,11,1,Hombre,Achí,,
801,11,1,Hombre,Español,Inglés,K'iche'
801,11,1,Hombre,Kaqchiquel,Español,
801,11,1,Hombre,K'iche',Español,Inglés
801,11,1,Hombre,Tektiteka,,
801,11,1,Mujer,Achí,Español,
801,11,1,Mujer,Achí,Español,Akateko
801,11,1,Mujer,Español,Inglés,
801,11,1,Mujer,Español,Inglés,K'iche'
801,11,1,Mujer,Español,K'iche',Inglés
801,11,1,Mujer,K'iche',Akateko,
801,11,1,Mujer,K'iche',Tektiteka,
802,11,1,Hombre,Español,Akateko,
802,11,1,Hombre,Español,Inglés,
802,11,1,Hombre,K'iche',,
802,11,1,Hombre,K'iche',Español,
802,11,1,Mujer,Español,Achí,
802,11,1,Mujer,Español,Awakateko,
802,11,1,Mujer,K'iche',Español,
803,11,1,Hombre,Chalchiteko,,
803,11,1,Hombre,Español,Akateko,
803,11,1,Hombre,K'iche',Español,
803,11,1,Mujer,Español,Achí,
803,11,1,Mujer,Español,Inglés,
803,11,1,Mujer,Español,Inglés,K'iche'
803,11,1,Mujer,Español,K'iche',Achí
803,11,1,Mujer,Inglés,,
805,11,1,Hombre,Achí,K'iche',Español
805,11,1,Hombre,Español,Akateko,
805,11,1,Hombre,K'iche',Español,Achí
805,11,1,Hombre,Tz'utujil,,
805,11,1,Mujer,K'iche',Español,Achí
805,11,1,Mujer,Otro idioma,,
805,11,1,Mujer,Xinka,,
806,11,1,Hombre,Achí,Español,
806,11,1,Hombre,Español,Achí,
806,11,1,Hombre,Tektiteka,,
806,11,1,Mujer,Akateko,,
806,11,1,Mujer,Chalchiteko,,
806,11,1,Mujer,Tz'utujil,,
807,11,1,Hombre,Achí,Español,
807,11,1,Hombre,Akateko,,
807,11,1,Hombre,K'iche',,
807,11,1,Mujer,Akateko,,
807,11,1,Mujer,K'iche',,
808,11,1,Hombre,Español,K'iche',
808,11,1,Mujer,Español,Inglés,K'iche'
808,11,1,Mujer,Español,K'iche',Inglés
808,11,1,Mujer,Tz'utujil,,
1901,11,1,Hombre,Achí,Español,
1901,11,1,Hombre,Akateko,,
1901,11,1,Hombre,Inglés,Español,
1901,11,1,Hombre,Inglés,Garífuna,Español
1901,11,1,Hombre,Xinka,,
1901,11,1,Mujer,Español,Achí,Inglés
1901,11,1,Mujer,Español,Inglés,
1902,11,1,Hombre,Akateko,,
1902,11,1,Hombre,Español,Akateko,
1902,11,1,Mujer,Español,Akateko,
1903,11,1,Hombre,Español,Akateko,
1903,11,1,Hombre,Inglés,Español,
1903,11,1,Mujer,Inglés,,
1903,11,1,Mujer,Inglés,Español,
1904,11,1,Hombre,Akateko,,
1904,11,1,Hombre,Español,Achí,
1904,11,1,Hombre,Garífuna,,
1904,11,1,Hombre,Inglés,,
1904,11,1,Mujer,Achí,Español,
1904,11,1,Mujer,Español,K'iche',
1905,11,1,Hombre,Xinka,,
1905,11,1,Mujer,Xinka,,
1906,11,1,Hombre,Español,Achí,
1906,11,1,Hombre,Español,Inglés,
1906,11,1,Mujer,Akateko,Español,
1907,11,1,Hombre,Español,Akateko,
1907,11,1,Hombre,Tektiteka,,
1907,11,1,Mujer,Achí,Español,Akateko
1908,11,1,Hombre,Español,Akateko,
1908,11,1,Mujer,,,
1909,11,1,Hombre,Señas,,
1909,11,1,Mujer,Inglés,Español,
1910,11,1,Hombre,Akateko,,
1910,11,1,Mujer,Achí,Español,
1911,11,1,Hombre,Achí,Español,
1911,11,1,Mujer,Español,Akateko,
801,12,1,Hombre,Español,Awakateko,
801,12,1,Hombre,Español,Inglés,K'iche'
801,12,1,Hombre,Inglés,,
801,12,1,Hombre,K'iche',Akateko,
801,12,1,Hombre,Poqomchi',,
801,12,1,Mujer,Chalchiteko,,
801,12,1,Mujer,Español,K'iche',Achí
801,12,1,Mujer,K'iche',Español,Inglés
801,12,1,Mujer,K'iche',Inglés,Español
802,12,1,Hombre,Español,Mam,
802,12,1,Mujer,Español,Akateko,
802,12,1,Mujer,Español,Inglés,
802,12,1,Mujer,K'iche',,
802,12,1,Mujer,K'iche',Español,Inglés
803,12,1,Hombre,Español,Inglés,
803,12,1,Hombre,Español,K'iche',Achí
803,12,1,Mujer,Achí,Español,
803,12,1,Mujer,Español,Achí,
803,12,1,Mujer,Inglés,Español,
804,12,1,Hombre,Español,Poqomchi',
804,12,1,Hombre,Garífuna,,
804,12,1,Hombre,K'iche',,
804,12,1,Hombre,Xinka,,
804,12,1,Mujer,Español,Achí,
804,12,1,Mujer,Español,Akateko,
804,12,1,Mujer,Español,K'iche',Akateko
804,12,1,Mujer,Inglés,K'iche',
804,12,1,Mujer,Tz'utujil,,
805,12,1,Hombre,Achí,Español,
805,12,1,Hombre,Español,Awakateko,
805,12,1,Hombre,Español,K'iche',Inglés
805,12,1,Hombre,Español,Tektiteka,
805,12,1,Hombre,Garífuna,,
805,12,1,Hombre,Poqomchi',K'iche',
805,12,1,Hombre,Tektiteka,Español,
805,12,1,Hombre,Uspanteka,,
805,12,1,Mujer,Español,Akateko,
805,12,1,Mujer,Español,Inglés,
805,12,1,Mujer,Español,K'iche',Inglés
805,12,1,Mujer,Kaqchiquel,Español,
805,12,1,Mujer,K'iche',Achí,Español
805,12,1,Mujer,Mam,,
806,12,1,Hombre,Achí,Español,K'iche'
806,12,1,Hombre,Español,Achí,
806,12,1,Mujer,Achí,Español,
806,12,1,Mujer,Akateko,,
806,12,1,Mujer,Español,Achí,
806,12,1,Mujer,Xinka,,
807,12,1,Hombre,Español,Achí,
807,12,1,Hombre,Español,K'iche',
807,12,1,Mujer,Akateko,,
807,12,1,Mujer,Chalchiteko,,
807,12,1,Mujer,K'iche',,
808,12,1,Hombre,K'iche',Español,Inglés
808,12,1,Mujer,Achí,Español,
808,12,1,Mujer,Español,Inglés,K'iche'
808,12,1,Mujer,Español,K'iche',Achí
808,12,1,Mujer,Español,K'iche',Inglés
808,12,1,Mujer,K'iche',Español,
1901,12,1,Hombre,Achí,Español,
1901,12,1,Hombre,Xinka,,
1901,12,1,Mujer,Achí,Español,
1901,12,1,Mujer,Español,Q'eqchi',
1901,12,1,Mujer,Otro idioma,,
1902,12,1,Hombre,,,
1903,12,1,Hombre,Español,Inglés,
1903,12,1,Mujer,Akateko,,
1903,12,1,Mujer,Español,Inglés,
1904,12,1,Hombre,Akateko,,
1904,12,1,Mujer,Akateko,,
1905,12,1,Hombre,Akateko,,
1906,12,1,Hombre,Español,Akateko,
1907,12,1,Hombre,Español,Inglés,
1907,12,1,Mujer,Español,Akateko,
1908,12,1,Hombre,,,
1908,12,1,Hombre,Español,Inglés,
1909,12,1,Hombre,Akateko,,
1909,12,1,Mujer,Achí,Español,
1909,12,1,Mujer,Akateko,,
1910,12,1,Hombre,Español,Achí,
1910,12,1,Hombre,Español,Akateko,
1910,12,1,Mujer,Español,Akateko,
1910,12,1,Mujer,K'iche',,
801,13,1,Hombre,Achí,Español,
801,13,1,Hombre,Español,Achí,
801,13,1,Hombre,Español,Inglés,K'iche'
801,13,1,Hombre,Español,K'iche',Achí
801,13,1,Hombre,Inglés,Español,K'iche'
801,13,1,Hombre,K'iche',Español,Inglés
801,13,1,Hombre,Tz'utujil,,
801,13,1,Mujer,Achí,Español,
801,13,1,Mujer,Akateko,,
801,13,1,Mujer,K'iche',Español,Inglés
802,13,1,Hombre,Español,Achí,
802,13,1,Hombre,Español,Awakateko,
802,13,1,Hombre,Español,Inglés,
802,13,1,Hombre,Español,Kaqchiquel,
802,13,1,Mujer,Español,Inglés,
802,13,1,Mujer,K'iche',Español,
803,13,1,Hombre,Español,Achí,
803,13,1,Hombre,Inglés,K'iche',Español
803,13,1,Hombre,Tz'utujil,,
803,13,1,Mujer,Achí,,
803,13,1,Mujer,Español,Achí,
803,13,1,Mujer,Español,Inglés,
803,13,1,Mujer,Poqomchi',,
804,13,1,Hombre,Awakateko,Español,
804,13,1,Hombre,Español,Achí,
804,13,1,Hombre,Español,Inglés,
804,13,1,Hombre,Español,K'iche',Akateko
804,13,1,Hombre,K'iche',,
804,13,1,Hombre,K'iche',Tektiteka,
804,13,1,Hombre,Tektiteka,,
804,13,1,Mujer,Español,Achí,
804,13,1,Mujer,Español,K'iche',Achí
804,13,1,Mujer,Español,Tektiteka,
805,13,1,Hombre,Achí,,
805,13,1,Hombre,Achí,Español,
805,13,1,Hombre,Chalchiteko,,
805,13,1,Hombre,Español,Chalchiteko,
805,13,1,Hombre,Inglés,,
805,13,1,Hombre,Xinka,,
805,13,1,Mujer,Achí,,
805,13,1,Mujer,Achí,K'iche',Español
805,13,1,Mujer,Español,Achí,
805,13,1,Mujer,Español,Inglés,K'iche'
805,13,1,Mujer,Español,Tektiteka,
805,13,1,Mujer,K'iche',Achí,
805,13,1,Mujer,K'iche',Akateko,
805,13,1,Mujer,K'iche',Tektiteka,
805,13,1,Mujer,Otro idioma,,
805,13,1,Mujer,Sakapulteka,Español,
805,13,1,Mujer,Tektiteka,,
806,13,1,Hombre,Achí,Español,
806,13,1,Hombre,K'iche',Inglés,
806,13,1,Mujer,Akateko,,
806,13,1,Mujer,Chalchiteko,,
806,13,1,Mujer,Español,Achí,
806,13,1,Mujer,Español,Xinka,
806,13,1,Mujer,Inglés,,
806,13,1,Mujer,Señas,,
807,13,1,Hombre,Achí,Español,
807,13,1,Hombre,Español,Achí,
807,13,1,Mujer,Español,K'iche',
807,13,1,Mujer,K'iche',Español,
807,13,1,Mujer,Uspanteka,,
808,13,1,Hombre,K'iche',Español,Inglés
808,13,1,Mujer,Español,Inglés,
808,13,1,Mujer,Español,Inglés,K'iche'
1901,13,1,Hombre,Español,Achí,
1901,13,1,Hombre,K'iche',Español,
1901,13,1,Mujer,Achí,,
1901,13,1,Mujer,Achí,Español,
1901,13,1,Mujer,Akateko,,
1901,13,1,Mujer,Español,Inglés,Achí
1901,13,1,Mujer,Español,Inglés,K'iche'
1901,13,1,Mujer,Español,K'iche',Achí
1901,13,1,Mujer,Español,Otro idioma,
1901,13,1,Mujer,Inglés,Español,
1902,13,1,Hombre,Akateko,,
1902,13,1,Hombre,Español,Akateko,
1902,13,1,Hombre,Español,Awakateko,
1903,13,1,Hombre,Español,Inglés,
1903,13,1,Mujer,Achí,Español,
1904,13,1,Hombre,Achí,,
1904,13,1,Hombre,Itza',,
1904,13,1,Mujer,Achí,Español,
1904,13,1,Mujer,Akateko,,
1904,13,1,Mujer,Español,Ch'orti',
1904,13,1,Mujer,Español,K'iche',
1904,13,1,Mujer,Garífuna,,
1905,13,1,Hombre,Inglés,Español,
1905,13,1,Mujer,Español,Akateko,
1905,13,1,Mujer,Otro idioma,,
1905,13,1,Mujer,Xinka,,
1906,13,1,Mujer,Achí,Español,
1906,13,1,Mujer,Español,Inglés,
1907,13,1,Hombre,Español,Inglés,Otro idioma
1907,13,1,Mujer,Español,Akateko,
1907,13,1,Mujer,Mam,Español,
1908,13,1,Mujer,,,
1909,13,1,Mujer,Inglés,Español,
1910,13,1,Mujer,,,
1910,13,1,Mujer,Akateko,,
1910,13,1,Mujer,Español,Achí,Inglés
1910,13,1,Mujer,Tz'utujil,,
1911,13,1,Hombre,Español,Akateko,
1911,13,1,Hombre,Tektiteka,,
801,14,1,Hombre,Achí,,
801,14,1,Hombre,Achí,Español,
801,14,1,Hombre,Chalchiteko,,
801,14,1,Hombre,Español,Achí,
801,14,1,Hombre,Español,Akateko,
801,14,1,Hombre,Español,Inglés,K'iche'
801,14,1,Hombre,Kaqchiquel,Español,
801,14,1,Hombre,K'iche',Español,Inglés
801,14,1,Hombre,Mam,,
801,14,1,Mujer,Akateko,,
801,14,1,Mujer,Español,Inglés,K'iche'
801,14,1,Mujer,Español,K'iche',Achí
801,14,1,Mujer,K'iche',,
802,14,1,Hombre,Español,Achí,
802,14,1,Hombre,Español,Inglés,
802,14,1,Hombre,K'iche',,
802,14,1,Hombre,K'iche',Español,
802,14,1,Mujer,Español,K'iche',Achí
802,14,1,Mujer,K'iche',Español,
802,14,1,Mujer,Tektiteka,,
803,14,1,Hombre,Español,Achí,
803,14,1,Hombre,Español,Inglés,
803,14,1,Hombre,Xinka,,
803,14,1,Mujer,Achí,Español,
803,14,1,Mujer,Chalchiteko,,
803,14,1,Mujer,Español,Achí,
803,14,1,Mujer,Español,K'iche',Achí
804,14,1,Hombre,Achí,,
804,14,1,Hombre,Español,Achí,
804,14,1,Hombre,Español,Inglés,
804,14,1,Hombre,Español,Tektiteka,
804,14,1,Hombre,K'iche',,
804,14,1,Hombre,K'iche',Akateko,
804,14,1,Mujer,Achí,,
804,14,1,Mujer,Chalchiteko,,
804,14,1,Mujer,K'iche',,
805,14,1,Hombre,Inglés,Español,
805,14,1,Hombre,K'iche',Español,Inglés
805,14,1,Hombre,K'iche',Inglés,
805,14,1,Hombre,Q'anjob'al,Español,
805,14,1,Mujer,Achí,K'iche',Español
805,14,1,Mujer,Akateko,K'iche',
805,14,1,Mujer,Español,Akateko,
805,14,1,Mujer,Español,K'iche',Inglés
805,14,1,Mujer,Inglés,Español,
806,14,1,Hombre,Akateko,,
806,14,1,Mujer,Achí,Español,
806,14,1,Mujer,Chalchiteko,,
806,14,1,Mujer,Español,Mam,
806,14,1,Mujer,K'iche',Español,
806,14,1,Mujer,Poqomchi',,
807,14,1,Hombre,Español,Achí,
807,14,1,Hombre,Español,Awakateko,
807,14,1,Hombre,Español,K'iche',Achí
807,14,1,Hombre,Poqomchi',,
807,14,1,Mujer,Español,Akateko,
807,14,1,Mujer,Español,Tektiteka,
808,14,1,Hombre,,,
808,14,1,Hombre,Español,Inglés,
808,14,1,Hombre,Español,Inglés,K'iche'
808,14,1,Hombre,K'iche',Español,
808,14,1,Hombre,K'iche',Español,Inglés
808,14,1,Mujer,,,
808,14,1,Mujer,K'iche',Español,
808,14,1,Mujer,K'iche',Español,Inglés
1901,14,1,Hombre,Achí,Español,
1901,14,1,Hombre,Ch'orti',,
1901,14,1,Hombre,Español,Achí,
1901,14,1,Hombre,Español,Awakateko,
1901,14,1,Hombre,Español,K'iche',
1901,14,1,Hombre,Español,Otro idioma,
1901,14,1,Hombre,Inglés,,
1901,14,1,Hombre,Kaqchiquel,,
1901,14,1,Hombre,Q'eqchi',Español,
1901,14,1,Mujer,Akateko,,
1901,14,1,Mujer,Español,Inglés,Achí
1901,14,1,Mujer,Español,K'iche',
1901,14,1,Mujer,Inglés,Garífuna,Español
1902,14,1,Hombre,Español,Akateko,
1902,14,1,Mujer,,,
1902,14,1,Mujer,Achí,Español,
1903,14,1,Hombre,Akateko,,
1903,14,1,Hombre,Español,Inglés,
1903,14,1,Hombre,Inglés,Español,
1903,14,1,Mujer,Inglés,Español,
1904,14,1,Hombre,Akateko,,
1904,14,1,Hombre,Garífuna,,
1904,14,1,Hombre,Q'eqchi',,
1904,14,1,Mujer,Garífuna,,
1905,14,1,Hombre,Español,Akateko,
1906,14,1,Hombre,Español,Otro idioma,
1906,14,1,Mujer,Español,Achí,
1906,14,1,Mujer,Español,Akateko,
1906,14,1,Mujer,Poqomchi',,
1907,14,1,Hombre,Achí,Español,
1907,14,1,Mujer,Español,Achí,
1907,14,1,Mujer,Español,Inglés,
1908,14,1,Mujer,,,
1908,14,1,Mujer,Español,Inglés,
1909,14,1,Hombre,Achí,Español,
1910,14,1,Hombre,Akateko,,
1910,14,1,Mujer,Akateko,,
1910,14,1,Mujer,Español,Akateko,
1911,14,1,Hombre,Akateko,,
1911,14,1,Mujer,,,
801,15,1,Hombre,Chalchiteko,,
801,15,1,Hombre,Español,K'iche',Achí
801,15,1,Hombre,Español,K'iche',Inglés
801,15,1,Hombre,Español,Poqomchi',
801,15,1,Mujer,Achí,,
801,15,1,Mujer,Akateko,,
801,15,1,Mujer,Chalchiteko,,
801,15,1,Mujer,Español,K'iche',Inglés
801,15,1,Mujer,Español,Tektiteka,Inglés
801,15,1,Mujer,K'iche',Español,Inglés
801,15,1,Mujer,K'iche',Poqomchi',
802,15,1,Hombre,Akateko,,
802,15,1,Hombre,Tz'utujil,,
802,15,1,Hombre,Xinka,K'iche',
802,15,1,Mujer,Chalchiteko,,
802,15,1,Mujer,Español,Achí,
802,15,1,Mujer,K'iche',Español,Inglés
