MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,PCP12||Autoidentificación
1701,0,1,Hombre,Garífuna
1701,0,372,Hombre,Ladina (o)
1701,0,14,Hombre,Maya
1701,0,1,Mujer,Garífuna
1701,0,308,Mujer,Ladina (o)
1701,0,11,Mujer,Maya
1702,0,46,Hombre,Ladina (o)
1702,0,16,Hombre,Maya
1702,0,48,Mujer,Ladina (o)
1702,0,20,Mujer,Maya
1703,0,3,Hombre,Afrodescendiente/Creole/Afromestizo
1703,0,1,Hombre,Extranjera (o)
1703,0,350,Hombre,Ladina (o)
1703,0,18,Hombre,Maya
1703,0,6,Mujer,Afrodescendiente/Creole/Afromestizo
1703,0,372,Mujer,Ladina (o)
1703,0,19,Mujer,Maya
1704,0,1,Hombre,Afrodescendiente/Creole/Afromestizo
1704,0,401,Hombre,Ladina (o)
1704,0,69,Hombre,Maya
1704,0,1,Hombre,Xinka
1704,0,333,Mujer,Ladina (o)
1704,0,60,Mujer,Maya
1705,0,660,Hombre,Ladina (o)
1705,0,144,Hombre,Maya
1705,0,1,Hombre,Xinka
1705,0,2,Mujer,Afrodescendiente/Creole/Afromestizo
1705,0,602,Mujer,Ladina (o)
1705,0,168,Mujer,Maya
1706,0,1,Hombre,Extranjera (o)
1706,0,105,Hombre,Ladina (o)
1706,0,38,Hombre,Maya
1706,0,2,Mujer,Afrodescendiente/Creole/Afromestizo
1706,0,130,Mujer,Ladina (o)
1706,0,32,Mujer,Maya
1707,0,200,Hombre,Ladina (o)
1707,0,7,Hombre,Maya
1707,0,1,Mujer,Extranjera (o)
1707,0,1,Mujer,Garífuna
1707,0,238,Mujer,Ladina (o)
1707,0,13,Mujer,Maya
1708,0,1,Hombre,Afrodescendiente/Creole/Afromestizo
1708,0,266,Hombre,Ladina (o)
1708,0,34,Hombre,Maya
1708,0,298,Mujer,Ladina (o)
1708,0,23,Mujer,Maya
1709,0,7,Hombre,Afrodescendiente/Creole/Afromestizo
1709,0,272,Hombre,Ladina (o)
1709,0,526,Hombre,Maya
1709,0,1,Mujer,Afrodescendiente/Creole/Afromestizo
1709,0,279,Mujer,Ladina (o)
1709,0,425,Mujer,Maya
1710,0,10,Hombre,Afrodescendiente/Creole/Afromestizo
1710,0,1,Hombre,Extranjera (o)
1710,0,442,Hombre,Ladina (o)
1710,0,763,Hombre,Maya
1710,0,2,Mujer,Afrodescendiente/Creole/Afromestizo
1710,0,467,Mujer,Ladina (o)
1710,0,763,Mujer,Maya
1711,0,1,Hombre,Extranjera (o)
1711,0,323,Hombre,Ladina (o)
1711,0,6,Hombre,Maya
1711,0,1,Mujer,Extranjera (o)
1711,0,292,Mujer,Ladina (o)
1711,0,4,Mujer,Maya
1712,0,2,Hombre,Afrodescendiente/Creole/Afromestizo
1712,0,275,Hombre,Ladina (o)
1712,0,224,Hombre,Maya
1712,0,299,Mujer,Ladina (o)
1712,0,193,Mujer,Maya
1713,0,4,Hombre,Afrodescendiente/Creole/Afromestizo
1713,0,1,Hombre,Garífuna
1713,0,308,Hombre,Ladina (o)
1713,0,79,Hombre,Maya
1713,0,2,Mujer,Afrodescendiente/Creole/Afromestizo
1713,0,1,Mujer,Garífuna
1713,0,319,Mujer,Ladina (o)
1713,0,78,Mujer,Maya
1713,0,1,Mujer,Xinka
1714,0,1,Hombre,Afrodescendiente/Creole/Afromestizo
1714,0,118,Hombre,Ladina (o)
1714,0,36,Hombre,Maya
1714,0,3,Mujer,Afrodescendiente/Creole/Afromestizo
1714,0,119,Mujer,Ladina (o)
1714,0,47,Mujer,Maya
2101,0,3,Hombre,Afrodescendiente/Creole/Afromestizo
2101,0,1,Hombre,Extranjera (o)
2101,0,8,Hombre,Garífuna
2101,0,878,Hombre,Ladina (o)
2101,0,11,Hombre,Maya
2101,0,1050,Hombre,Xinka
2101,0,2,Mujer,Extranjera (o)
2101,0,11,Mujer,Garífuna
2101,0,823,Mujer,Ladina (o)
2101,0,12,Mujer,Maya
2101,0,1120,Mujer,Xinka
2102,0,3,Hombre,Afrodescendiente/Creole/Afromestizo
2102,0,797,Hombre,Ladina (o)
2102,0,72,Hombre,Maya
2102,0,4,Mujer,Afrodescendiente/Creole/Afromestizo
2102,0,1,Mujer,Garífuna
2102,0,763,Mujer,Ladina (o)
2102,0,71,Mujer,Maya
2102,0,2,Mujer,Xinka
2103,0,1,Hombre,Extranjera (o)
2103,0,86,Hombre,Ladina (o)
2103,0,127,Hombre,Maya
2103,0,1,Mujer,Garífuna
2103,0,70,Mujer,Ladina (o)
2103,0,155,Mujer,Maya
2104,0,61,Hombre,Ladina (o)
2104,0,1,Hombre,Maya
2104,0,1,Mujer,Garífuna
2104,0,71,Mujer,Ladina (o)
2104,0,2,Mujer,Xinka
2105,0,1,Hombre,Afrodescendiente/Creole/Afromestizo
2105,0,22,Hombre,Ladina (o)
2105,0,3,Hombre,Maya
2105,0,219,Hombre,Xinka
2105,0,1,Mujer,Garífuna
2105,0,21,Mujer,Ladina (o)
2105,0,1,Mujer,Maya
2105,0,204,Mujer,Xinka
2106,0,1,Hombre,Garífuna
2106,0,266,Hombre,Ladina (o)
2106,0,1,Hombre,Maya
