MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,PCP13||Comunidad Lingüística
1501,7,12,Hombre,Poqomchi'
1501,7,13,Hombre,Q'eqchi'
1501,7,534,Mujer,
1501,7,120,Mujer,Achi
1501,7,1,Mujer,Chalchiteka
1501,7,7,Mujer,K'iche'
1501,7,2,Mujer,Poqomam
1501,7,20,Mujer,Poqomchi'
1501,7,8,Mujer,Q'eqchi'
1501,8,609,Hombre,
1501,8,126,Hombre,Achi
1501,8,1,Hombre,Chalchiteka
1501,8,1,Hombre,K'iche'
1501,8,2,Hombre,Poqomam
1501,8,17,Hombre,Poqomchi'
1501,8,11,Hombre,Q'eqchi'
1501,8,523,Mujer,
1501,8,116,Mujer,Achi
1501,8,1,Mujer,Chalchiteka
1501,8,1,Mujer,Kaqchiquel
1501,8,1,Mujer,K'iche'
1501,8,17,Mujer,Poqomchi'
1501,8,8,Mujer,Q'eqchi'
1501,9,491,Hombre,
1501,9,108,Hombre,Achi
1501,9,1,Hombre,Akateka
1501,9,1,Hombre,Kaqchiquel
1501,9,2,Hombre,K'iche'
1501,9,20,Hombre,Poqomchi'
1501,9,11,Hombre,Q'eqchi'
1501,9,539,Mujer,
1501,9,78,Mujer,Achi
1501,9,3,Mujer,K'iche'
1501,9,1,Mujer,Poqomam
1501,9,18,Mujer,Poqomchi'
1501,9,13,Mujer,Q'eqchi'
1501,10,563,Hombre,
1501,10,125,Hombre,Achi
1501,10,1,Hombre,Akateka
1501,10,1,Hombre,K'iche'
1501,10,1,Hombre,Poqomam
1501,10,15,Hombre,Poqomchi'
1501,10,11,Hombre,Q'eqchi'
1501,10,570,Mujer,
1501,10,119,Mujer,Achi
1501,10,1,Mujer,Kaqchiquel
1501,10,1,Mujer,K'iche'
1501,10,2,Mujer,Poqomam
1501,10,13,Mujer,Poqomchi'
1501,10,14,Mujer,Q'eqchi'
1501,11,545,Hombre,
1501,11,129,Hombre,Achi
1501,11,2,Hombre,K'iche'
1501,11,1,Hombre,Poqomam
1501,11,24,Hombre,Poqomchi'
1501,11,12,Hombre,Q'eqchi'
1501,11,502,Mujer,
1501,11,115,Mujer,Achi
1501,11,1,Mujer,Chalchiteka
1501,11,2,Mujer,K'iche'
1501,11,1,Mujer,Poqomam
1501,11,14,Mujer,Poqomchi'
1501,11,16,Mujer,Q'eqchi'
1501,12,550,Hombre,
1501,12,133,Hombre,Achi
1501,12,2,Hombre,K'iche'
1501,12,1,Hombre,Poqomam
1501,12,11,Hombre,Poqomchi'
1501,12,10,Hombre,Q'eqchi'
1501,12,525,Mujer,
1501,12,135,Mujer,Achi
1501,12,1,Mujer,Chuj
1501,12,1,Mujer,Kaqchiquel
1501,12,1,Mujer,K'iche'
1501,12,2,Mujer,Poqomam
1501,12,14,Mujer,Poqomchi'
1501,12,10,Mujer,Q'eqchi'
1501,13,534,Hombre,
1501,13,131,Hombre,Achi
1501,13,1,Hombre,Kaqchiquel
1501,13,3,Hombre,K'iche'
1501,13,21,Hombre,Poqomchi'
1501,13,11,Hombre,Q'eqchi'
1501,13,542,Mujer,
1501,13,124,Mujer,Achi
1501,13,1,Mujer,Chalchiteka
1501,13,1,Mujer,K'iche'
1501,13,1,Mujer,Poqomam
1501,13,13,Mujer,Poqomchi'
1501,13,13,Mujer,Q'eqchi'
1501,14,544,Hombre,
1501,14,130,Hombre,Achi
1501,14,3,Hombre,K'iche'
1501,14,3,Hombre,Poqomam
1501,14,12,Hombre,Poqomchi'
1501,14,12,Hombre,Q'eqchi'
1501,14,537,Mujer,
1501,14,150,Mujer,Achi
1501,14,1,Mujer,Chalchiteka
1501,14,2,Mujer,K'iche'
1501,14,20,Mujer,Poqomchi'
1501,14,12,Mujer,Q'eqchi'
1501,14,1,Mujer,Tektiteka
1501,15,539,Hombre,
1501,15,127,Hombre,Achi
1501,15,1,Hombre,Kaqchiquel
1501,15,1,Hombre,K'iche'
1501,15,1,Hombre,Poqomam
1501,15,17,Hombre,Poqomchi'
1501,15,8,Hombre,Q'eqchi'
1501,15,555,Mujer,
1501,15,126,Mujer,Achi
1501,15,1,Mujer,Chalchiteka
1501,15,11,Mujer,Poqomchi'
1501,15,13,Mujer,Q'eqchi'
1501,16,500,Hombre,
1501,16,140,Hombre,Achi
1501,16,3,Hombre,K'iche'
1501,16,2,Hombre,Poqomam
1501,16,19,Hombre,Poqomchi'
1501,16,16,Hombre,Q'eqchi'
1501,16,552,Mujer,
1501,16,139,Mujer,Achi
1501,16,1,Mujer,Akateka
1501,16,1,Mujer,Chalchiteka
1501,16,2,Mujer,K'iche'
1501,16,1,Mujer,Poqomam
1501,16,17,Mujer,Poqomchi'
1501,16,8,Mujer,Q'eqchi'
1501,17,572,Hombre,
1501,17,135,Hombre,Achi
1501,17,1,Hombre,Chalchiteka
1501,17,1,Hombre,K'iche'
1501,17,3,Hombre,Poqomam
1501,17,19,Hombre,Poqomchi'
1501,17,13,Hombre,Q'eqchi'
1501,17,621,Mujer,
1501,17,151,Mujer,Achi
1501,17,1,Mujer,Chalchiteka
1501,17,1,Mujer,K'iche'
1501,17,2,Mujer,Poqomam
1501,17,20,Mujer,Poqomchi'
1501,17,12,Mujer,Q'eqchi'
1501,18,553,Hombre,
1501,18,143,Hombre,Achi
1501,18,1,Hombre,Ch'orti'
1501,18,1,Hombre,K'iche'
1501,18,2,Hombre,Poqomam
1501,18,15,Hombre,Poqomchi'
1501,18,18,Hombre,Q'eqchi'
1501,18,1,Hombre,Sakapulteka
1501,18,645,Mujer,
1501,18,158,Mujer,Achi
1501,18,1,Mujer,Akateka
1501,18,1,Mujer,Kaqchiquel
1501,18,1,Mujer,K'iche'
1501,18,1,Mujer,Mam
1501,18,12,Mujer,Poqomchi'
1501,18,12,Mujer,Q'eqchi'
1501,19,539,Hombre,
1501,19,119,Hombre,Achi
1501,19,1,Hombre,Chalchiteka
1501,19,1,Hombre,Jakalteko/Popti'
1501,19,5,Hombre,K'iche'
1501,19,2,Hombre,Poqomam
1501,19,14,Hombre,Poqomchi'
1501,19,20,Hombre,Q'eqchi'
1501,19,1,Hombre,Sakapulteka
1501,19,558,Mujer,
1501,19,151,Mujer,Achi
1501,19,1,Mujer,Akateka
1501,19,2,Mujer,Chalchiteka
1501,19,2,Mujer,K'iche'
1501,19,1,Mujer,Mam
1501,19,19,Mujer,Poqomchi'
1501,19,15,Mujer,Q'eqchi'
1501,19,1,Mujer,Sakapulteka
1501,20,510,Hombre,
1501,20,129,Hombre,Achi
1501,20,1,Hombre,Akateka
1501,20,1,Hombre,K'iche'
1501,20,18,Hombre,Poqomchi'
1501,20,10,Hombre,Q'eqchi'
1501,20,556,Mujer,
1501,20,150,Mujer,Achi
1501,20,1,Mujer,Chalchiteka
1501,20,2,Mujer,K'iche'
1501,20,1,Mujer,Mam
1501,20,10,Mujer,Poqomchi'
1501,20,9,Mujer,Q'eqchi'
1501,21,527,Hombre,
1501,21,106,Hombre,Achi
1501,21,1,Hombre,Akateka
1501,21,1,Hombre,Kaqchiquel
1501,21,2,Hombre,K'iche'
1501,21,2,Hombre,Poqomam
1501,21,13,Hombre,Poqomchi'
1501,21,8,Hombre,Q'eqchi'
1501,21,561,Mujer,
1501,21,137,Mujer,Achi
1501,21,6,Mujer,Kaqchiquel
1501,21,4,Mujer,Poqomam
1501,21,15,Mujer,Poqomchi'
1501,21,11,Mujer,Q'eqchi'
1501,22,495,Hombre,
1501,22,113,Hombre,Achi
1501,22,1,Hombre,Kaqchiquel
1501,22,3,Hombre,K'iche'
1501,22,14,Hombre,Poqomchi'
1501,22,17,Hombre,Q'eqchi'
1501,22,511,Mujer,
1501,22,147,Mujer,Achi
1501,22,1,Mujer,Akateka
1501,22,2,Mujer,Kaqchiquel
1501,22,1,Mujer,Poqomam
1501,22,16,Mujer,Poqomchi'
1501,22,10,Mujer,Q'eqchi'
1501,23,483,Hombre,
1501,23,107,Hombre,Achi
1501,23,1,Hombre,Chalchiteka
1501,23,2,Hombre,Kaqchiquel
1501,23,2,Hombre,K'iche'
1501,23,1,Hombre,Poqomam
1501,23,13,Hombre,Poqomchi'
1501,23,16,Hombre,Q'eqchi'
1501,23,518,Mujer,
1501,23,138,Mujer,Achi
1501,23,1,Mujer,K'iche'
1501,23,20,Mujer,Poqomchi'
1501,23,16,Mujer,Q'eqchi'
1501,24,492,Hombre,
1501,24,116,Hombre,Achi
1501,24,1,Hombre,Chalchiteka
1501,24,1,Hombre,Kaqchiquel
1501,24,2,Hombre,K'iche'
1501,24,1,Hombre,Poqomam
1501,24,10,Hombre,Poqomchi'
1501,24,15,Hombre,Q'eqchi'
1501,24,469,Mujer,
1501,24,112,Mujer,Achi
1501,24,3,Mujer,K'iche'
1501,24,19,Mujer,Poqomchi'
1501,24,13,Mujer,Q'eqchi'
1501,25,442,Hombre,
1501,25,99,Hombre,Achi
1501,25,2,Hombre,Kaqchiquel
1501,25,1,Hombre,K'iche'
1501,25,2,Hombre,Poqomam
1501,25,14,Hombre,Poqomchi'
1501,25,11,Hombre,Q'eqchi'
1501,25,489,Mujer,
1501,25,109,Mujer,Achi
1501,25,1,Mujer,Akateka
1501,25,1,Mujer,Chalchiteka
1501,25,2,Mujer,Kaqchiquel
1501,25,1,Mujer,K'iche'
1501,25,1,Mujer,Poqomam
1501,25,18,Mujer,Poqomchi'
1501,25,14,Mujer,Q'eqchi'
1501,26,387,Hombre,
1501,26,79,Hombre,Achi
1501,26,1,Hombre,Ch'orti'
1501,26,2,Hombre,K'iche'
1501,26,11,Hombre,Poqomchi'
1501,26,7,Hombre,Q'eqchi'
1501,26,424,Mujer,
1501,26,108,Mujer,Achi
1501,26,1,Mujer,Chalchiteka
1501,26,1,Mujer,Mam
1501,26,1,Mujer,Poqomam
1501,26,13,Mujer,Poqomchi'
1501,26,11,Mujer,Q'eqchi'
1501,27,391,Hombre,
1501,27,79,Hombre,Achi
1501,27,2,Hombre,Chalchiteka
1501,27,1,Hombre,Ch'orti'
1501,27,3,Hombre,K'iche'
1501,27,9,Hombre,Poqomchi'
1501,27,1,Hombre,Q'anjob'al
1501,27,10,Hombre,Q'eqchi'
1501,27,466,Mujer,
1501,27,95,Mujer,Achi
1501,27,2,Mujer,Akateka
1501,27,2,Mujer,Kaqchiquel
1501,27,1,Mujer,K'iche'
1501,27,2,Mujer,Poqomam
1501,27,9,Mujer,Poqomchi'
1501,27,12,Mujer,Q'eqchi'
1501,28,378,Hombre,
1501,28,62,Hombre,Achi
1501,28,1,Hombre,Chalchiteka
1501,28,3,Hombre,K'iche'
1501,28,1,Hombre,Poqomam
1501,28,6,Hombre,Poqomchi'
1501,28,13,Hombre,Q'eqchi'
1501,28,449,Mujer,
1501,28,88,Mujer,Achi
1501,28,1,Mujer,Kaqchiquel
1501,28,5,Mujer,K'iche'
1501,28,10,Mujer,Poqomchi'
1501,28,10,Mujer,Q'eqchi'
1501,29,324,Hombre,
1501,29,64,Hombre,Achi
1501,29,1,Hombre,Chalchiteka
1501,29,1,Hombre,Kaqchiquel
1501,29,3,Hombre,K'iche'
1501,29,1,Hombre,Mopan
1501,29,1,Hombre,Poqomam
1501,29,10,Hombre,Poqomchi'
1501,29,1,Hombre,Q'anjob'al
1501,29,10,Hombre,Q'eqchi'
1501,29,403,Mujer,
1501,29,87,Mujer,Achi
1501,29,2,Mujer,Chalchiteka
1501,29,3,Mujer,Kaqchiquel
1501,29,1,Mujer,K'iche'
1501,29,1,Mujer,Mam
1501,29,2,Mujer,Poqomam
1501,29,10,Mujer,Poqomchi'
1501,29,9,Mujer,Q'eqchi'
1501,30,345,Hombre,
1501,30,76,Hombre,Achi
1501,30,4,Hombre,K'iche'
1501,30,12,Hombre,Poqomchi'
1501,30,10,Hombre,Q'eqchi'
1501,30,443,Mujer,
1501,30,101,Mujer,Achi
1501,30,2,Mujer,Chalchiteka
1501,30,1,Mujer,Kaqchiquel
1501,30,5,Mujer,K'iche'
1501,30,1,Mujer,Poqomam
1501,30,6,Mujer,Poqomchi'
1501,30,12,Mujer,Q'eqchi'
1501,31,284,Hombre,
1501,31,52,Hombre,Achi
1501,31,1,Hombre,Kaqchiquel
1501,31,5,Hombre,K'iche'
1501,31,1,Hombre,Poqomam
1501,31,4,Hombre,Poqomchi'
1501,31,6,Hombre,Q'eqchi'
1501,31,360,Mujer,
1501,31,69,Mujer,Achi
1501,31,1,Mujer,Chalchiteka
1501,31,2,Mujer,Ch'orti'
1501,31,2,Mujer,K'iche'
1501,31,1,Mujer,Mam
1501,31,5,Mujer,Poqomchi'
1501,31,9,Mujer,Q'eqchi'
1501,32,324,Hombre,
1501,32,56,Hombre,Achi
1501,32,2,Hombre,Chalchiteka
1501,32,2,Hombre,Kaqchiquel
1501,32,2,Hombre,K'iche'
1501,32,1,Hombre,Mam
1501,32,11,Hombre,Poqomchi'
1501,32,15,Hombre,Q'eqchi'
1501,32,426,Mujer,
1501,32,96,Mujer,Achi
1501,32,2,Mujer,K'iche'
1501,32,14,Mujer,Poqomchi'
1501,32,8,Mujer,Q'eqchi'
1501,33,289,Hombre,
1501,33,59,Hombre,Achi
1501,33,1,Hombre,Chalchiteka
1501,33,1,Hombre,Kaqchiquel
1501,33,2,Hombre,K'iche'
1501,33,1,Hombre,Poqomam
1501,33,16,Hombre,Poqomchi'
1501,33,8,Hombre,Q'eqchi'
1501,33,352,Mujer,
1501,33,89,Mujer,Achi
1501,33,1,Mujer,Akateka
1501,33,3,Mujer,Chalchiteka
1501,33,1,Mujer,Kaqchiquel
1501,33,3,Mujer,K'iche'
1501,33,14,Mujer,Poqomchi'
1501,33,11,Mujer,Q'eqchi'
1501,34,309,Hombre,
1501,34,58,Hombre,Achi
1501,34,1,Hombre,Ch'orti'
1501,34,1,Hombre,Kaqchiquel
1501,34,3,Hombre,K'iche'
1501,34,1,Hombre,Mam
1501,34,12,Hombre,Poqomchi'
1501,34,1,Hombre,Q'anjob'al
1501,34,11,Hombre,Q'eqchi'
1501,34,353,Mujer,
1501,34,76,Mujer,Achi
1501,34,1,Mujer,K'iche'
1501,34,1,Mujer,Poqomam
1501,34,11,Mujer,Poqomchi'
1501,34,3,Mujer,Q'eqchi'
1501,35,277,Hombre,
1501,35,67,Hombre,Achi
1501,35,1,Hombre,Chalchiteka
1501,35,1,Hombre,Kaqchiquel
1501,35,3,Hombre,K'iche'
1501,35,1,Hombre,Poqomam
1501,35,13,Hombre,Poqomchi'
1501,35,6,Hombre,Q'eqchi'
1501,35,400,Mujer,
1501,35,74,Mujer,Achi
1501,35,1,Mujer,Chalchiteka
1501,35,1,Mujer,Ch'orti'
1501,35,1,Mujer,K'iche'
1501,35,1,Mujer,Mopan
1501,35,1,Mujer,Poqomam
1501,35,15,Mujer,Poqomchi'
1501,35,7,Mujer,Q'eqchi'
1501,36,259,Hombre,
1501,36,55,Hombre,Achi
1501,36,3,Hombre,K'iche'
1501,36,8,Hombre,Poqomchi'
1501,36,9,Hombre,Q'eqchi'
1501,36,378,Mujer,
1501,36,96,Mujer,Achi
1501,36,1,Mujer,K'iche'
1501,36,1,Mujer,Poqomam
1501,36,10,Mujer,Poqomchi'
1501,36,4,Mujer,Q'eqchi'
1501,37,251,Hombre,
1501,37,47,Hombre,Achi
1501,37,1,Hombre,Chalchiteka
1501,37,1,Hombre,Kaqchiquel
1501,37,3,Hombre,K'iche'
1501,37,9,Hombre,Poqomchi'
1501,37,5,Hombre,Q'eqchi'
1501,37,350,Mujer,
1501,37,60,Mujer,Achi
1501,37,2,Mujer,K'iche'
1501,37,1,Mujer,Poqomam
1501,37,10,Mujer,Poqomchi'
1501,37,9,Mujer,Q'eqchi'
1501,38,289,Hombre,
1501,38,53,Hombre,Achi
1501,38,1,Hombre,Akateka
1501,38,5,Hombre,K'iche'
1501,38,7,Hombre,Poqomchi'
1501,38,11,Hombre,Q'eqchi'
1501,38,390,Mujer,
1501,38,84,Mujer,Achi
1501,38,1,Mujer,Kaqchiquel
1501,38,4,Mujer,K'iche'
1501,38,8,Mujer,Poqomchi'
1501,38,10,Mujer,Q'eqchi'
1501,39,254,Hombre,
1501,39,53,Hombre,Achi
1501,39,1,Hombre,Chalchiteka
1501,39,1,Hombre,K'iche'
1501,39,1,Hombre,Poqomam
1501,39,8,Hombre,Poqomchi'
1501,39,4,Hombre,Q'eqchi'
1501,39,267,Mujer,
1501,39,92,Mujer,Achi
1501,39,1,Mujer,K'iche'
1501,39,1,Mujer,Mam
1501,39,5,Mujer,Poqomchi'
1501,39,6,Mujer,Q'eqchi'
1501,39,1,Mujer,Tektiteka
1501,40,275,Hombre,
1501,40,56,Hombre,Achi
1501,40,1,Hombre,Kaqchiquel
1501,40,4,Hombre,K'iche'
1501,40,6,Hombre,Poqomchi'
1501,40,10,Hombre,Q'eqchi'
1501,40,317,Mujer,
1501,40,66,Mujer,Achi
1501,40,1,Mujer,Kaqchiquel
1501,40,1,Mujer,Mam
1501,40,6,Mujer,Poqomchi'
1501,40,7,Mujer,Q'eqchi'
1501,41,189,Hombre,
1501,41,44,Hombre,Achi
1501,41,1,Hombre,Kaqchiquel
1501,41,1,Hombre,K'iche'
1501,41,1,Hombre,Poqomam
1501,41,2,Hombre,Poqomchi'
1501,41,11,Hombre,Q'eqchi'
1501,41,252,Mujer,
1501,41,66,Mujer,Achi
1501,41,1,Mujer,Kaqchiquel
1501,41,1,Mujer,Poqomam
1501,41,8,Mujer,Poqomchi'
1501,41,9,Mujer,Q'eqchi'
1501,42,274,Hombre,
1501,42,58,Hombre,Achi
1501,42,5,Hombre,Poqomchi'
1501,42,5,Hombre,Q'eqchi'
1501,42,280,Mujer,
1501,42,75,Mujer,Achi
1501,42,1,Mujer,Itza'
1501,42,1,Mujer,Ixil
1501,42,5,Mujer,Poqomchi'
1501,42,7,Mujer,Q'eqchi'
1501,43,221,Hombre,
1501,43,45,Hombre,Achi
1501,43,3,Hombre,K'iche'
1501,43,3,Hombre,Poqomchi'
1501,43,7,Hombre,Q'eqchi'
1501,43,281,Mujer,
1501,43,53,Mujer,Achi
1501,43,1,Mujer,Kaqchiquel
1501,43,3,Mujer,Poqomchi'
1501,43,4,Mujer,Q'eqchi'
1501,44,206,Hombre,
1501,44,38,Hombre,Achi
1501,44,1,Hombre,K'iche'
1501,44,9,Hombre,Poqomchi'
1501,44,2,Hombre,Q'eqchi'
1501,44,242,Mujer,
1501,44,57,Mujer,Achi
1501,44,1,Mujer,Akateka
1501,44,1,Mujer,Mam
1501,44,1,Mujer,Poqomam
1501,44,6,Mujer,Poqomchi'
1501,44,6,Mujer,Q'eqchi'
1501,45,217,Hombre,
1501,45,43,Hombre,Achi
1501,45,1,Hombre,Chalchiteka
1501,45,2,Hombre,K'iche'
1501,45,2,Hombre,Poqomchi'
1501,45,1,Hombre,Q'anjob'al
1501,45,9,Hombre,Q'eqchi'
1501,45,278,Mujer,
1501,45,65,Mujer,Achi
1501,45,1,Mujer,Ch'orti'
1501,45,1,Mujer,Kaqchiquel
1501,45,2,Mujer,Poqomam
1501,45,5,Mujer,Poqomchi'
1501,45,5,Mujer,Q'eqchi'
1501,46,177,Hombre,
1501,46,30,Hombre,Achi
1501,46,1,Hombre,K'iche'
1501,46,2,Hombre,Poqomchi'
1501,46,5,Hombre,Q'eqchi'
1501,46,208,Mujer,
1501,46,54,Mujer,Achi
1501,46,1,Mujer,K'iche'
1501,46,2,Mujer,Poqomam
1501,46,8,Mujer,Poqomchi'
1501,46,4,Mujer,Q'eqchi'
1501,47,180,Hombre,
1501,47,26,Hombre,Achi
1501,47,2,Hombre,K'iche'
1501,47,3,Hombre,Poqomchi'
1501,47,4,Hombre,Q'eqchi'
1501,47,250,Mujer,
1501,47,58,Mujer,Achi
1501,47,1,Mujer,Kaqchiquel
1501,47,2,Mujer,K'iche'
1501,47,1,Mujer,Poqomam
1501,47,6,Mujer,Poqomchi'
1501,47,3,Mujer,Q'eqchi'
1501,48,192,Hombre,
1501,48,44,Hombre,Achi
1501,48,2,Hombre,K'iche'
1501,48,2,Hombre,Poqomchi'
1501,48,6,Hombre,Q'eqchi'
1501,48,206,Mujer,
1501,48,57,Mujer,Achi
1501,48,1,Mujer,Kaqchiquel
1501,48,7,Mujer,Poqomchi'
1501,48,3,Mujer,Q'eqchi'
1501,49,171,Hombre,
1501,49,39,Hombre,Achi
1501,49,1,Hombre,Chalchiteka
1501,49,1,Hombre,K'iche'
1501,49,1,Hombre,Poqomam
1501,49,1,Hombre,Poqomchi'
1501,49,7,Hombre,Q'eqchi'
1501,49,222,Mujer,
1501,49,46,Mujer,Achi
1501,49,4,Mujer,Poqomchi'
1501,49,5,Mujer,Q'eqchi'
1501,50,185,Hombre,
1501,50,40,Hombre,Achi
1501,50,2,Hombre,K'iche'
1501,50,6,Hombre,Poqomchi'
1501,50,6,Hombre,Q'eqchi'
1501,50,227,Mujer,
1501,50,46,Mujer,Achi
1501,50,1,Mujer,Chalchiteka
1501,50,1,Mujer,K'iche'
1501,50,1,Mujer,Poqomam
1501,50,2,Mujer,Poqomchi'
1501,50,2,Mujer,Q'eqchi'
1501,51,132,Hombre,
1501,51,29,Hombre,Achi
1501,51,3,Hombre,K'iche'
1501,51,1,Hombre,Poqomchi'
1501,51,5,Hombre,Q'eqchi'
1501,51,191,Mujer,
1501,51,40,Mujer,Achi
1501,51,1,Mujer,K'iche'
1501,51,3,Mujer,Poqomchi'
1501,51,6,Mujer,Q'eqchi'
1501,52,180,Hombre,
1501,52,41,Hombre,Achi
1501,52,1,Hombre,Akateka
1501,52,3,Hombre,K'iche'
1501,52,5,Hombre,Poqomchi'
1501,52,3,Hombre,Q'eqchi'
1501,52,229,Mujer,
1501,52,41,Mujer,Achi
1501,52,1,Mujer,Chalchiteka
1501,52,1,Mujer,K'iche'
1501,52,9,Mujer,Poqomchi'
1501,52,3,Mujer,Q'eqchi'
1501,53,154,Hombre,
1501,53,39,Hombre,Achi
1501,53,1,Hombre,Akateka
1501,53,1,Hombre,K'iche'
1501,53,1,Hombre,Poqomchi'
1501,53,2,Hombre,Q'eqchi'
1501,53,195,Mujer,
1501,53,42,Mujer,Achi
1501,53,1,Mujer,K'iche'
1501,53,4,Mujer,Poqomchi'
1501,53,7,Mujer,Q'eqchi'
1501,54,182,Hombre,
1501,54,41,Hombre,Achi
1501,54,2,Hombre,K'iche'
1501,54,4,Hombre,Poqomchi'
1501,54,3,Hombre,Q'eqchi'
1501,54,190,Mujer,
1501,54,39,Mujer,Achi
1501,54,2,Mujer,K'iche'
1501,54,4,Mujer,Poqomchi'
1501,54,5,Mujer,Q'eqchi'
1501,55,172,Hombre,
1501,55,32,Hombre,Achi
1501,55,1,Hombre,Kaqchiquel
1501,55,3,Hombre,K'iche'
1501,55,1,Hombre,Poqomam
1501,55,6,Hombre,Poqomchi'
1501,55,1,Hombre,Q'anjob'al
1501,55,3,Hombre,Q'eqchi'
1501,55,195,Mujer,
1501,55,43,Mujer,Achi
1501,55,1,Mujer,K'iche'
1501,55,1,Mujer,Poqomam
1501,55,4,Mujer,Poqomchi'
1501,55,5,Mujer,Q'eqchi'
1501,56,149,Hombre,
1501,56,32,Hombre,Achi
1501,56,2,Hombre,Kaqchiquel
1501,56,6,Hombre,Poqomchi'
1501,56,3,Hombre,Q'eqchi'
1501,56,205,Mujer,
1501,56,42,Mujer,Achi
1501,56,1,Mujer,Akateka
1501,56,1,Mujer,Chalchiteka
1501,56,2,Mujer,K'iche'
1501,56,4,Mujer,Poqomchi'
1501,56,2,Mujer,Q'eqchi'
1501,57,171,Hombre,
1501,57,27,Hombre,Achi
1501,57,2,Hombre,Akateka
1501,57,1,Hombre,Chalchiteka
1501,57,1,Hombre,Kaqchiquel
1501,57,2,Hombre,K'iche'
1501,57,6,Hombre,Poqomchi'
1501,57,2,Hombre,Q'eqchi'
1501,57,160,Mujer,
1501,57,29,Mujer,Achi
1501,57,2,Mujer,Q'eqchi'
1501,58,176,Hombre,
1501,58,33,Hombre,Achi
1501,58,1,Hombre,K'iche'
