MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,"PCP14||Utiliza ropa maya, garífuna, afrodescendiente o xinka"
2101,16,878,Hombre,
2101,11,874,Mujer,
2101,23,874,Mujer,
2101,9,873,Hombre,
2101,13,873,Hombre,
2101,20,873,Mujer,No
2101,7,870,Hombre,
2101,19,865,Mujer,
2101,8,864,Mujer,
2101,0,862,Mujer,
2201,27,860,Mujer,
2101,8,859,Hombre,
2101,20,857,Mujer,
2201,30,855,Mujer,
2101,10,844,Mujer,
2101,22,844,Hombre,
2101,22,840,Mujer,No
2101,1,837,Mujer,
2101,22,831,Hombre,No
2101,20,829,Hombre,No
2101,19,826,Hombre,No
2102,2,825,Mujer,
2101,12,824,Mujer,
2101,13,823,Mujer,
2101,9,821,Mujer,
2102,3,820,Hombre,
2201,27,818,Hombre,
2101,19,816,Hombre,
2101,11,811,Hombre,
2102,0,806,Hombre,
2101,20,805,Hombre,
2102,4,798,Hombre,
2101,25,795,Mujer,
2101,24,793,Mujer,
2201,30,792,Hombre,
2102,15,789,Hombre,
2102,2,785,Hombre,
2201,26,779,Hombre,
2102,0,778,Mujer,
2201,28,777,Hombre,
2101,21,773,Mujer,
2102,4,771,Mujer,
2101,21,768,Mujer,No
2101,23,767,Mujer,No
2102,13,764,Hombre,
2101,23,761,Hombre,
2102,3,754,Mujer,
2102,17,750,Hombre,
2102,18,750,Hombre,
2102,15,747,Mujer,
2101,21,744,Hombre,No
2102,10,743,Hombre,
2102,7,739,Hombre,
2101,25,737,Hombre,
2102,5,736,Hombre,
2102,9,736,Hombre,
2102,5,735,Mujer,
2201,29,730,Mujer,
2102,6,729,Hombre,
2101,24,729,Mujer,No
2201,35,729,Mujer,
2101,24,728,Hombre,
2102,8,725,Hombre,
2102,7,723,Mujer,
2101,27,723,Mujer,
2102,1,722,Hombre,
2102,6,722,Mujer,
2101,30,720,Mujer,
2102,17,717,Mujer,
2101,26,717,Mujer,
2102,18,716,Mujer,
2201,32,716,Mujer,
2102,1,713,Mujer,
2102,10,712,Mujer,
2102,14,711,Mujer,
2102,12,708,Mujer,
2102,11,707,Hombre,
2102,14,706,Hombre,
2102,12,704,Hombre,
2101,28,702,Mujer,
2201,33,699,Mujer,
2102,16,696,Hombre,
2201,17,691,Hombre,No
2101,21,686,Hombre,
2101,24,686,Hombre,No
2102,11,680,Mujer,
2101,23,679,Hombre,No
2201,37,678,Mujer,
2101,29,673,Mujer,
2201,38,671,Mujer,
2201,29,664,Hombre,
2101,32,664,Mujer,
2102,13,660,Mujer,
2102,8,659,Mujer,
2102,16,649,Mujer,
2201,36,648,Mujer,
2101,26,645,Hombre,
2101,25,644,Mujer,No
2102,9,643,Mujer,
2201,17,643,Mujer,No
2102,19,642,Hombre,
2101,28,639,Hombre,
2102,20,635,Hombre,
2102,20,635,Mujer,
2201,38,635,Hombre,
2101,26,631,Mujer,No
2201,34,630,Mujer,
2201,5,629,Hombre,No
2101,33,629,Mujer,
2102,19,628,Mujer,
2201,40,624,Mujer,
2101,25,621,Hombre,No
2201,42,620,Mujer,
2101,38,618,Mujer,
2201,40,618,Hombre,
2201,35,612,Hombre,
2101,35,608,Mujer,
2101,26,607,Hombre,No
2201,4,603,Mujer,No
2101,27,603,Mujer,No
2201,3,602,Hombre,No
2101,30,602,Hombre,
2101,27,597,Hombre,
2201,31,597,Mujer,
2102,22,593,Hombre,
2201,5,592,Mujer,No
2102,22,591,Mujer,
2101,29,591,Hombre,
2201,32,587,Hombre,
2201,7,585,Mujer,No
2201,7,584,Hombre,No
2201,33,583,Hombre,
2101,37,583,Mujer,
2201,18,582,Mujer,No
2201,13,581,Mujer,No
2201,15,581,Hombre,No
2201,6,579,Mujer,No
2201,39,579,Mujer,
2201,13,577,Hombre,No
2201,18,577,Hombre,No
2201,2,576,Mujer,No
2101,28,575,Hombre,No
2101,28,575,Mujer,No
2201,37,574,Hombre,
2101,36,573,Mujer,
2101,40,571,Mujer,
2201,3,566,Mujer,No
2201,6,566,Hombre,No
2201,12,561,Hombre,No
2201,16,561,Mujer,No
2201,19,559,Mujer,No
2201,15,557,Mujer,No
2201,14,551,Mujer,No
2201,1,547,Hombre,No
2201,12,546,Mujer,No
2102,23,545,Hombre,
2201,8,543,Mujer,No
2201,16,542,Hombre,No
2205,18,541,Hombre,
2201,34,540,Hombre,
2201,8,539,Hombre,No
2201,4,538,Hombre,No
2101,34,538,Mujer,
2201,10,536,Hombre,No
2201,2,534,Hombre,No
2101,32,531,Hombre,
2201,42,531,Hombre,
2201,14,530,Hombre,No
2102,23,529,Mujer,
2101,31,529,Mujer,
2201,0,528,Mujer,No
2102,24,528,Mujer,
2101,30,528,Mujer,No
2201,36,526,Hombre,
2201,43,526,Mujer,
2201,9,525,Hombre,No
2205,18,524,Mujer,
2201,22,524,Mujer,No
2201,10,521,Mujer,No
2102,21,519,Hombre,
2205,17,518,Hombre,
2101,33,516,Hombre,
2201,11,515,Hombre,No
2102,21,511,Mujer,
2101,27,510,Hombre,No
2101,29,509,Mujer,No
2201,45,508,Mujer,
2201,0,507,Hombre,No
2201,20,505,Mujer,No
2201,9,503,Mujer,No
2201,31,503,Hombre,
2201,39,503,Hombre,
2201,44,503,Mujer,
2201,11,502,Mujer,No
2201,1,501,Mujer,No
2201,48,500,Mujer,
2201,20,497,Hombre,No
2102,25,496,Mujer,
2205,22,495,Mujer,
2205,25,494,Mujer,
2201,22,491,Hombre,No
2205,23,491,Mujer,
2201,50,489,Mujer,
2205,20,487,Mujer,
2102,24,487,Hombre,
2205,19,486,Mujer,
2101,32,486,Mujer,No
2101,35,486,Hombre,
2201,19,484,Hombre,No
2101,42,484,Mujer,
2101,30,477,Hombre,No
2101,38,477,Hombre,
2205,7,476,Hombre,
2201,41,476,Mujer,
2205,21,474,Mujer,
2205,23,474,Hombre,
2101,35,474,Mujer,No
2101,33,472,Mujer,No
2102,27,469,Mujer,
2205,17,467,Mujer,
2201,50,467,Hombre,
2201,23,466,Hombre,No
2205,4,461,Hombre,
2205,5,460,Mujer,
2205,24,460,Mujer,
2205,5,459,Hombre,
2201,23,459,Mujer,No
2101,34,459,Hombre,
2102,25,458,Hombre,
2205,3,457,Mujer,
2102,26,457,Mujer,
2101,39,455,Mujer,
2214,1,454,Hombre,
2205,22,452,Hombre,
2101,32,452,Hombre,No
2201,45,452,Hombre,
2205,3,451,Hombre,
2101,29,450,Hombre,No
2101,43,450,Mujer,
2214,3,449,Hombre,
2201,47,448,Mujer,
2205,1,447,Mujer,
2205,15,445,Mujer,
2201,24,443,Mujer,No
2201,43,443,Hombre,
2205,6,441,Hombre,
2101,40,441,Hombre,
2214,18,440,Mujer,
2205,20,440,Hombre,
2205,7,438,Mujer,
2205,16,438,Mujer,
2101,37,438,Mujer,No
2201,46,438,Mujer,
2205,2,437,Mujer,
2205,25,437,Hombre,
2205,26,437,Mujer,
2205,27,437,Mujer,
2101,34,437,Mujer,No
2205,2,436,Hombre,
2205,16,436,Hombre,
2101,36,436,Hombre,
2101,36,435,Mujer,No
2101,38,433,Mujer,No
2201,21,431,Hombre,No
2205,9,430,Mujer,
2205,19,430,Hombre,
2205,8,429,Hombre,
2205,13,429,Hombre,
2205,0,428,Mujer,
2205,14,428,Hombre,
2101,31,426,Mujer,No
2107,17,425,Mujer,
2205,9,424,Hombre,
2102,26,424,Hombre,
2205,30,424,Mujer,
2101,35,422,Hombre,No
2205,1,421,Hombre,
2201,25,421,Hombre,No
2205,14,420,Mujer,
2205,4,418,Mujer,
2205,24,418,Hombre,
2205,28,417,Mujer,
2201,52,417,Mujer,
2101,37,416,Hombre,
2205,15,415,Hombre,
2201,44,415,Hombre,
2201,21,413,Mujer,No
2102,30,412,Mujer,
2205,13,411,Mujer,
2214,18,411,Hombre,
2214,2,409,Hombre,
2101,45,409,Mujer,
2214,7,407,Hombre,
2205,10,407,Mujer,
2201,48,407,Hombre,
2205,0,406,Hombre,
2205,6,406,Mujer,
2211,2,404,Hombre,
2101,31,404,Hombre,No
2214,1,402,Mujer,
2205,21,402,Hombre,
2214,17,401,Hombre,
2201,55,401,Mujer,
2214,4,399,Hombre,
2102,28,399,Mujer,
2101,31,399,Hombre,
2205,12,398,Hombre,
2205,10,397,Hombre,
2101,36,396,Hombre,No
2201,25,395,Mujer,No
2101,42,394,Hombre,
2205,8,393,Mujer,
2214,3,392,Mujer,
2214,17,391,Mujer,
2101,38,391,Hombre,No
2214,5,390,Hombre,
2214,10,389,Mujer,
2107,5,388,Mujer,
2101,39,388,Hombre,
2101,41,388,Mujer,
2201,52,387,Hombre,
2201,24,386,Hombre,No
2214,2,385,Mujer,
2214,6,383,Hombre,
2107,15,383,Hombre,
2102,29,382,Mujer,
2101,34,381,Hombre,No
2101,44,381,Mujer,
2201,26,380,Mujer,No
2205,29,380,Mujer,
2101,33,379,Hombre,No
2101,48,379,Mujer,
2201,54,378,Mujer,
2107,17,377,Hombre,
2102,27,377,Hombre,
2214,8,376,Hombre,
2211,15,376,Mujer,
2214,16,376,Mujer,
2214,4,375,Mujer,
2214,16,375,Hombre,
2211,17,374,Mujer,
2107,18,374,Mujer,
2101,40,374,Mujer,No
2107,6,373,Hombre,
2214,8,373,Mujer,
2205,11,373,Hombre,
2201,47,373,Hombre,
2214,5,372,Mujer,
2205,27,372,Hombre,
2205,28,372,Hombre,
2211,7,371,Hombre,
2101,37,371,Hombre,No
2205,26,370,Hombre,
2211,2,369,Mujer,
2214,11,368,Hombre,
2205,12,368,Mujer,
2107,2,367,Hombre,
2102,28,367,Hombre,
2107,3,366,Mujer,
2211,5,366,Mujer,
2214,7,366,Mujer,
2107,19,366,Mujer,
2101,47,366,Mujer,
2214,13,365,Mujer,
2101,50,365,Mujer,
2214,6,364,Mujer,
2211,8,364,Hombre,
2211,10,364,Hombre,
2201,46,364,Hombre,
2107,1,363,Hombre,
2101,39,362,Hombre,No
2211,5,361,Hombre,
2107,15,361,Mujer,
2101,46,361,Mujer,
2205,11,360,Mujer,
2102,33,360,Mujer,
2107,4,359,Mujer,
2211,7,359,Mujer,
2211,9,359,Hombre,
2201,49,359,Mujer,
2214,14,358,Hombre,
2211,16,358,Mujer,
2107,18,358,Hombre,
2205,38,358,Mujer,
2214,22,357,Mujer,
2107,2,356,Mujer,
2201,58,356,Mujer,
2107,4,355,Hombre,
2211,4,355,Mujer,
2211,17,355,Hombre,
2211,14,354,Hombre,
2107,13,353,Hombre,
2205,32,353,Mujer,
2205,33,353,Mujer,
2211,10,352,Mujer,
2101,39,352,Mujer,No
2211,6,350,Mujer,
2211,12,350,Mujer,
2211,18,350,Mujer,
2214,19,350,Hombre,
2205,37,350,Mujer,
2107,3,349,Hombre,
2201,28,349,Mujer,No
2107,14,348,Mujer,
2201,28,348,Hombre,No
2102,30,348,Hombre,
2101,52,348,Mujer,
2211,3,347,Hombre,
2201,41,347,Hombre,
2201,53,347,Mujer,
2212,17,346,Hombre,
2214,15,345,Hombre,
2214,10,344,Hombre,
2201,27,344,Hombre,No
2211,12,343,Hombre,
2107,19,343,Hombre,
2211,1,342,Hombre,
2101,43,342,Hombre,
2107,5,341,Hombre,
2214,15,341,Mujer,
2205,30,341,Hombre,
2101,42,341,Mujer,No
2107,14,340,Hombre,
2211,14,340,Mujer,
2201,26,340,Hombre,No
2101,40,340,Hombre,No
2201,57,340,Mujer,
2211,3,339,Mujer,
2107,16,339,Mujer,
2101,45,339,Mujer,No
2107,8,338,Hombre,
2214,9,338,Mujer,
2211,18,338,Hombre,
2107,9,337,Hombre,
2205,40,337,Mujer,
2201,27,336,Mujer,No
2102,35,336,Mujer,
2107,6,334,Mujer,
2107,10,334,Mujer,
2214,12,334,Hombre,
2214,23,334,Mujer,
2205,34,334,Mujer,
2101,49,334,Mujer,
2211,19,333,Mujer,
2107,20,333,Mujer,
2214,20,333,Mujer,
2211,4,332,Hombre,
2211,20,332,Mujer,
2201,55,332,Hombre,
2214,0,331,Hombre,
2107,10,331,Hombre,
2201,30,331,Hombre,No
2101,56,331,Mujer,
2102,29,330,Hombre,
2211,1,329,Mujer,
2211,8,329,Mujer,
2214,12,329,Mujer,
2211,11,328,Mujer,
2101,50,328,Hombre,
2201,51,328,Mujer,
2211,15,327,Hombre,
2205,35,327,Mujer,
2106,4,326,Hombre,
2214,22,326,Hombre,
2102,32,326,Hombre,
2102,36,326,Mujer,
2201,53,326,Hombre,
2211,9,325,Mujer,
2205,42,325,Mujer,
2212,5,324,Hombre,
2214,14,324,Mujer,
2214,25,324,Mujer,
2102,34,324,Mujer,
2212,17,323,Mujer,
2214,20,323,Hombre,
2211,6,322,Hombre,
2107,7,322,Hombre,
2205,31,321,Mujer,
2102,32,321,Mujer,
2201,60,321,Hombre,
2214,13,320,Hombre,
2214,9,319,Hombre,
2214,19,319,Mujer,
2101,53,319,Mujer,
2203,6,318,Hombre,
2211,16,318,Hombre,
2205,32,318,Hombre,
2201,56,318,Mujer,
2107,0,317,Mujer,
2214,11,317,Mujer,
2107,12,317,Hombre,
2106,18,317,Hombre,
2101,45,317,Hombre,
2107,0,316,Hombre,
2203,18,316,Mujer,
2106,25,316,Mujer,
2205,35,315,Hombre,
2212,18,314,Mujer,
2107,11,313,Hombre,
2102,38,313,Mujer,
2101,41,313,Hombre,
2205,43,313,Mujer,
2106,7,312,Mujer,
2201,60,312,Mujer,
2107,1,311,Mujer,
2107,11,311,Mujer,
2107,22,311,Mujer,
2214,24,311,Mujer,
2205,29,311,Hombre,
2205,38,311,Hombre,
2205,36,310,Mujer,
2101,44,310,Hombre,
2211,11,309,Hombre,
2211,13,309,Mujer,
2106,23,309,Mujer,
2203,25,309,Mujer,
2201,29,309,Mujer,No
2201,30,309,Mujer,No
2212,18,308,Hombre,
2106,22,308,Hombre,
2201,32,308,Mujer,No
2106,17,307,Mujer,
2102,37,307,Mujer,
2101,48,307,Hombre,
2212,5,306,Mujer,
2203,6,306,Mujer,
2107,8,306,Mujer,
2107,13,305,Mujer,
2211,13,305,Hombre,
2106,20,305,Mujer,
2201,32,305,Hombre,No
2203,5,304,Mujer,
2107,9,304,Mujer,
2211,19,304,Hombre,
2214,23,304,Hombre,
2106,7,303,Hombre,
2203,7,303,Hombre,
2212,12,303,Hombre,
2214,21,303,Mujer,
2107,22,303,Hombre,
2201,38,303,Mujer,No
2101,43,303,Mujer,No
2203,4,302,Hombre,
2203,10,302,Hombre,
2106,16,302,Mujer,
2107,21,302,Mujer,
2203,23,302,Mujer,
2201,59,302,Mujer,
2214,0,301,Mujer,
2106,6,301,Hombre,
2107,12,301,Mujer,
2107,20,301,Hombre,
2211,22,301,Mujer,
2106,18,300,Mujer,
2106,22,300,Mujer,
2214,24,300,Hombre,
2102,38,300,Hombre,
2106,1,299,Hombre,
2203,3,299,Hombre,
2212,3,299,Mujer,
2211,0,298,Hombre,
2212,2,298,Mujer,
2107,24,298,Hombre,
2106,20,297,Hombre,
2201,54,297,Hombre,
2106,6,296,Mujer,
2203,8,296,Mujer,
2107,16,296,Hombre,
2107,21,296,Hombre,
2101,54,296,Mujer,
2212,19,294,Hombre,
2102,33,293,Hombre,
2212,16,292,Mujer,
2101,42,292,Hombre,No
2212,15,291,Mujer,
2212,6,290,Hombre,
2106,8,290,Mujer,
2203,17,290,Mujer,
2102,31,290,Mujer,
2212,9,289,Hombre,
2201,33,289,Mujer,No
2212,7,288,Hombre,
2106,14,288,Mujer,
2211,22,288,Hombre,
2212,4,287,Hombre,
2106,15,287,Mujer,
2205,33,287,Hombre,
2101,41,287,Mujer,No
2205,45,287,Mujer,
2106,3,286,Hombre,
2212,12,286,Mujer,
2101,55,286,Mujer,
2201,58,286,Hombre,
2211,0,285,Mujer,
2203,9,285,Mujer,
2106,24,285,Hombre,
2107,7,284,Mujer,
2212,8,284,Hombre,
2212,14,284,Hombre,
2106,19,284,Mujer,
2107,23,284,Hombre,
2212,13,283,Hombre,
2205,37,283,Hombre,
2101,58,283,Mujer,
2212,1,282,Mujer,
2212,3,282,Hombre,
2203,8,282,Hombre,
2203,17,282,Hombre,
2203,22,282,Mujer,
2211,23,282,Mujer,
2203,28,282,Mujer,
2102,31,282,Hombre,
2205,42,282,Hombre,
2106,3,281,Mujer,
2212,20,281,Mujer,
2101,43,281,Hombre,No
2212,2,280,Hombre,
2106,5,280,Hombre,
2212,8,280,Mujer,
2106,10,280,Hombre,
2106,15,280,Hombre,
2203,20,280,Mujer,
2201,35,280,Mujer,No
2201,38,280,Hombre,No
2212,16,279,Hombre,
2107,24,279,Mujer,
2102,40,279,Mujer,
2101,60,279,Mujer,
2203,4,278,Mujer,
2106,19,278,Hombre,
2203,19,278,Mujer,
2101,44,278,Mujer,No
2101,47,277,Hombre,
2203,2,276,Mujer,
2105,3,275,Mujer,No
2203,5,275,Hombre,
2212,21,275,Mujer,
2211,24,275,Mujer,
2214,25,275,Hombre,
2102,34,275,Hombre,
2205,39,275,Mujer,
2201,49,275,Hombre,
2101,51,275,Mujer,
2203,3,274,Mujer,
2106,4,274,Mujer,
2107,23,274,Mujer,
2107,26,274,Mujer,
2106,2,273,Hombre,
2212,15,273,Hombre,
2203,16,273,Mujer,
2106,17,273,Hombre,
2106,24,273,Mujer,
2107,25,273,Hombre,
2205,40,273,Hombre,
2101,52,273,Hombre,
2203,7,272,Mujer,
2212,10,272,Hombre,
2203,12,272,Hombre,
2211,20,272,Hombre,
2214,21,272,Hombre,
2212,22,272,Mujer,
2106,23,272,Hombre,
2107,25,272,Mujer,
2214,27,272,Mujer,
2203,9,271,Hombre,
2105,15,271,Mujer,No
2106,0,270,Hombre,
2214,26,270,Mujer,
2205,50,270,Mujer,
2201,63,270,Mujer,
2203,2,269,Hombre,
2212,19,269,Mujer,
2102,36,269,Hombre,
2101,41,269,Hombre,No
2101,48,269,Mujer,No
2106,2,268,Mujer,
2212,14,268,Mujer,
2214,30,268,Mujer,
2201,57,268,Hombre,
2101,58,268,Hombre,
2105,4,267,Mujer,No
2106,16,267,Hombre,
2212,23,267,Mujer,
2107,26,267,Hombre,
2106,28,267,Mujer,
2106,9,266,Hombre,
2212,22,266,Hombre,
2106,25,266,Hombre,
2107,28,266,Mujer,
2102,35,266,Hombre,
2212,7,265,Mujer,
2212,13,265,Mujer,
2101,54,265,Hombre,
2106,21,264,Mujer,
2102,39,264,Mujer,
2106,5,263,Mujer,
2202,25,263,Mujer,
2205,39,263,Hombre,
2212,4,262,Mujer,
2212,10,262,Mujer,
2202,22,262,Mujer,
2101,46,262,Mujer,No
2203,10,261,Mujer,
2201,35,261,Hombre,No
2212,1,260,Hombre,
2212,20,260,Hombre,
2203,30,260,Mujer,
2205,34,260,Hombre,
2205,41,260,Mujer,
2106,10,259,Mujer,
2106,26,259,Mujer,
2214,29,259,Mujer,
2105,3,258,Hombre,No
2211,21,258,Hombre,
2214,27,258,Hombre,
2106,8,257,Hombre,
2203,15,257,Mujer,
2106,30,257,Mujer,
2102,41,257,Mujer,
2201,51,257,Hombre,
2106,13,256,Hombre,
2212,23,256,Hombre,
2212,6,255,Mujer,
2203,18,255,Hombre,
2211,21,255,Mujer,
2203,23,255,Hombre,
2214,28,255,Mujer,
2205,36,255,Hombre,
2105,6,254,Mujer,No
2106,14,254,Hombre,
2203,21,254,Mujer,
2107,27,254,Mujer,
2203,1,253,Hombre,
2102,45,253,Mujer,
2203,1,252,Mujer,
2106,9,252,Mujer,
2203,12,252,Mujer,
2105,18,252,Hombre,No
2201,65,252,Mujer,
2203,0,251,Hombre,
2212,25,251,Hombre,
2106,27,251,Mujer,
2212,0,250,Mujer,
2106,1,250,Mujer,
2203,24,250,Mujer,
2201,29,250,Hombre,No
2101,57,250,Mujer,
2102,42,249,Mujer,
2201,42,249,Mujer,No
2101,49,249,Hombre,
2205,50,249,Hombre,
2212,11,248,Mujer,
2203,16,248,Hombre,
2105,2,247,Mujer,No
2106,12,247,Hombre,
2211,24,247,Hombre,
2205,31,247,Hombre,
2101,46,247,Hombre,
2101,47,247,Mujer,No
2205,48,247,Mujer,
2203,11,246,Hombre,
2203,11,246,Mujer,
2202,17,246,Mujer,
2212,28,246,Mujer,
2102,40,246,Hombre,
2201,40,245,Hombre,No
2101,44,245,Hombre,No
2205,44,245,Mujer,
2101,50,245,Mujer,No
2201,56,245,Hombre,
2201,65,245,Hombre,
2105,4,244,Hombre,No
2105,7,244,Mujer,No
2105,10,244,Mujer,No
2105,17,244,Hombre,No
2201,34,244,Mujer,No
2201,62,244,Mujer,
2202,5,243,Mujer,
2203,14,243,Mujer,
2214,28,243,Hombre,
2201,37,243,Mujer,No
2105,5,242,Hombre,No
2212,11,242,Hombre,
2106,12,242,Mujer,
2201,40,242,Mujer,No
2205,46,242,Mujer,
2101,60,242,Hombre,
2212,0,241,Hombre,
2102,39,241,Hombre,
2101,48,241,Hombre,No
2106,0,240,Mujer,
2105,6,240,Hombre,No
2203,24,240,Hombre,
2203,26,240,Mujer,
2201,36,240,Hombre,No
2101,45,240,Hombre,No
2203,13,239,Mujer,
2212,24,239,Mujer,
2203,29,239,Mujer,
2102,43,239,Mujer,
2101,53,239,Hombre,
2201,59,239,Hombre,
2202,20,238,Mujer,
2211,23,238,Hombre,
2203,25,238,Hombre,
2214,30,238,Hombre,
2102,37,238,Hombre,
2105,2,237,Hombre,No
2106,11,237,Hombre,
2212,25,237,Mujer,
2203,27,237,Mujer,
2201,33,237,Hombre,No
2201,64,237,Mujer,
2202,18,236,Mujer,
2201,31,236,Hombre,No
2211,26,235,Mujer,
2107,30,235,Mujer,
2201,37,235,Hombre,No
2203,0,234,Mujer,
2106,11,234,Mujer,
2106,13,234,Mujer,
2205,47,234,Mujer,
2101,52,234,Mujer,No
2205,52,234,Mujer,
2101,55,234,Hombre,
2202,7,233,Hombre,
2105,13,233,Hombre,No
2202,23,233,Mujer,
2211,25,233,Mujer,
2214,26,233,Hombre,
2107,29,233,Mujer,
2203,13,232,Hombre,
2107,28,232,Hombre,
2203,22,231,Hombre,
2205,43,231,Hombre,
2205,55,231,Mujer,
2101,62,231,Mujer,
2107,27,230,Hombre,
2201,63,230,Hombre,
2103,18,229,Mujer,No
2203,14,228,Hombre,
2202,16,228,Mujer,
2106,21,228,Hombre,
2214,32,228,Mujer,
2105,1,227,Hombre,No
2211,28,227,Mujer,
2201,31,227,Mujer,No
2214,29,226,Hombre,
2201,36,226,Mujer,No
2101,56,226,Hombre,
2105,10,225,Hombre,No
2105,13,225,Mujer,No
2203,15,225,Hombre,
2201,39,225,Mujer,No
2101,57,225,Hombre,
2202,30,224,Mujer,
2201,42,224,Hombre,No
2205,44,224,Hombre,
2105,5,223,Mujer,No
2105,15,223,Hombre,No
2202,19,223,Mujer,
2214,38,223,Mujer,
2201,62,223,Hombre,
2105,8,222,Hombre,No
2105,12,222,Hombre,No
2202,18,222,Hombre,
2203,21,222,Hombre,
2201,34,222,Hombre,No
2201,39,222,Hombre,No
2101,46,222,Hombre,No
2102,48,222,Mujer,
2202,6,221,Hombre,
2105,14,221,Mujer,No
2203,32,221,Mujer,
2101,59,221,Mujer,
2212,9,220,Mujer,
2212,21,220,Hombre,
2212,27,220,Mujer,
2214,35,220,Mujer,
2203,36,220,Mujer,
2202,28,219,Mujer,
2107,32,219,Mujer,
2102,42,219,Hombre,
2101,51,219,Hombre,
2205,54,219,Mujer,
2203,34,218,Mujer,
2203,35,218,Mujer,
2102,46,218,Mujer,
2202,5,217,Hombre,
2202,9,217,Hombre,
2202,27,217,Mujer,
2105,12,216,Mujer,No
2202,15,216,Mujer,
2105,17,216,Mujer,No
2106,26,216,Hombre,
2211,27,216,Mujer,
2214,34,216,Mujer,
2107,37,216,Mujer,
2102,44,216,Mujer,
2105,0,215,Hombre,No
2105,7,215,Hombre,No
2203,20,215,Hombre,
2105,22,215,Mujer,No
2107,30,215,Hombre,
2203,33,215,Mujer,
2205,60,215,Hombre,
2105,1,214,Mujer,No
2202,14,214,Mujer,
2202,22,214,Hombre,
2212,26,214,Mujer,
2101,63,214,Mujer,
2105,11,213,Hombre,No
2105,19,213,Hombre,No
2212,30,213,Mujer,
2205,47,213,Hombre,
2205,58,213,Mujer,
2201,68,213,Mujer,
2202,10,212,Hombre,
2214,33,212,Mujer,
2203,38,212,Mujer,
2201,45,212,Mujer,No
2203,19,211,Hombre,
2211,28,211,Hombre,
2214,40,211,Mujer,
2202,4,210,Mujer,
2103,18,210,Hombre,No
