MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,"PCP14||Utiliza ropa maya, garífuna, afrodescendiente o xinka"
502,31,710,Hombre,
502,40,709,Mujer,
502,36,708,Mujer,
501,44,708,Hombre,
502,38,707,Hombre,
513,8,705,Mujer,
502,35,705,Hombre,
511,17,700,Hombre,
502,34,699,Hombre,
513,9,698,Mujer,
513,24,698,Hombre,
509,17,694,Hombre,
509,22,694,Hombre,
513,10,693,Hombre,
513,25,692,Hombre,
509,17,690,Mujer,
513,11,688,Mujer,
506,5,685,Hombre,
506,4,684,Mujer,
513,13,684,Mujer,
502,36,682,Hombre,
506,5,681,Mujer,
509,16,679,Hombre,
506,4,677,Hombre,
509,6,677,Hombre,
513,8,677,Hombre,
513,12,675,Mujer,
509,19,675,Mujer,
506,2,672,Hombre,
509,2,672,Mujer,
513,27,672,Mujer,
513,25,671,Mujer,
513,10,670,Mujer,
509,22,670,Mujer,
509,4,669,Mujer,
506,1,668,Hombre,
509,25,668,Mujer,
509,14,667,Hombre,
501,58,665,Mujer,
509,7,664,Hombre,
509,6,663,Mujer,
509,8,663,Hombre,
511,10,663,Hombre,
513,11,663,Hombre,
506,18,661,Hombre,
501,49,660,Mujer,
506,17,659,Hombre,
509,3,658,Hombre,
501,54,658,Mujer,
509,0,656,Hombre,
506,2,656,Mujer,
506,3,655,Mujer,
506,7,655,Hombre,
509,23,655,Hombre,
509,5,652,Mujer,
509,10,652,Hombre,
513,26,652,Mujer,
511,18,650,Mujer,
506,3,648,Hombre,
511,17,647,Mujer,
502,37,647,Hombre,
502,39,647,Mujer,
506,6,644,Mujer,
509,3,643,Mujer,
509,7,642,Mujer,
511,22,642,Mujer,
502,42,642,Mujer,
513,27,641,Hombre,
513,28,640,Mujer,
511,2,638,Hombre,
511,7,638,Mujer,
511,12,638,Hombre,
513,21,638,Hombre,
506,17,637,Mujer,
509,15,636,Hombre,
509,20,635,Hombre,
501,55,635,Mujer,
509,9,632,Mujer,
509,1,630,Hombre,
511,22,630,Hombre,
509,13,628,Hombre,
509,23,628,Mujer,
511,3,627,Mujer,
511,20,627,Mujer,
509,25,626,Hombre,
502,43,626,Hombre,
511,4,625,Mujer,
506,6,623,Hombre,
506,8,622,Hombre,
509,14,622,Mujer,
506,22,621,Hombre,
509,24,621,Hombre,
502,42,621,Hombre,
509,19,619,Hombre,
506,7,618,Mujer,
501,46,618,Hombre,
511,5,616,Hombre,
509,12,616,Hombre,
501,52,616,Hombre,
511,6,615,Mujer,
509,10,614,Mujer,
511,6,613,Hombre,
509,21,613,Mujer,
509,24,613,Mujer,
513,28,613,Hombre,
506,14,612,Hombre,
511,19,612,Mujer,
506,1,611,Mujer,
509,1,611,Mujer,
509,28,611,Mujer,
509,9,610,Hombre,
506,10,610,Hombre,
509,8,609,Mujer,
509,16,609,Mujer,
509,20,609,Mujer,
511,2,606,Mujer,
511,19,605,Hombre,
511,20,605,Hombre,
511,16,604,Hombre,
513,26,603,Hombre,
511,13,602,Hombre,
511,23,601,Mujer,
511,13,600,Mujer,
511,10,599,Mujer,
511,1,598,Mujer,
509,11,598,Mujer,
511,23,598,Hombre,
511,3,596,Hombre,
511,14,596,Mujer,
511,12,595,Mujer,
506,18,595,Mujer,
509,12,594,Mujer,
506,0,591,Hombre,
511,4,591,Hombre,
506,23,591,Mujer,
505,4,590,Hombre,
509,15,590,Mujer,
511,25,589,Mujer,
509,30,588,Mujer,
511,1,585,Hombre,
505,17,585,Hombre,
511,5,584,Mujer,
511,8,584,Hombre,
501,49,583,Hombre,
506,12,582,Mujer,
509,13,582,Mujer,
507,3,581,Mujer,
511,7,580,Hombre,
511,11,579,Hombre,
511,15,579,Hombre,
507,2,578,Mujer,
511,14,576,Hombre,
513,30,574,Mujer,
511,9,573,Mujer,
507,18,573,Hombre,
506,25,573,Mujer,
513,29,573,Mujer,
506,8,572,Mujer,
506,12,572,Hombre,
507,18,571,Mujer,
506,0,570,Mujer,
507,2,570,Hombre,
506,19,570,Hombre,
501,53,570,Hombre,
506,9,569,Hombre,
511,9,569,Hombre,
509,0,565,Mujer,
506,23,565,Hombre,
502,39,565,Hombre,
506,9,564,Mujer,
513,29,564,Hombre,
506,16,563,Hombre,
509,27,563,Mujer,
507,22,562,Hombre,
506,28,562,Mujer,
502,43,562,Mujer,
506,22,561,Mujer,
511,16,560,Mujer,
506,13,559,Mujer,
506,20,559,Mujer,
506,10,558,Mujer,
506,11,558,Mujer,
506,15,558,Hombre,
501,53,558,Mujer,
506,16,557,Mujer,
509,11,554,Hombre,
507,17,553,Hombre,
511,21,553,Mujer,
506,24,553,Mujer,
507,4,552,Hombre,
511,24,552,Hombre,
506,11,551,Hombre,
501,58,550,Hombre,
511,0,549,Mujer,
507,5,547,Mujer,
509,21,547,Hombre,
501,56,547,Mujer,
511,11,546,Mujer,
505,22,546,Hombre,
507,5,545,Hombre,
511,15,545,Mujer,
509,27,544,Hombre,
506,13,543,Hombre,
502,41,541,Mujer,
505,5,537,Hombre,
507,6,537,Mujer,
507,23,537,Hombre,
509,28,536,Hombre,
505,3,535,Hombre,
506,14,535,Mujer,
506,21,535,Hombre,
511,25,535,Hombre,
511,8,531,Mujer,
507,17,531,Mujer,
511,21,531,Hombre,
502,45,531,Mujer,
507,4,529,Mujer,
506,25,529,Hombre,
513,30,529,Hombre,
502,44,529,Mujer,
505,3,527,Mujer,
507,0,526,Mujer,
505,18,526,Hombre,
511,0,525,Hombre,
513,32,525,Mujer,
505,2,524,Mujer,
505,4,524,Mujer,
509,30,524,Hombre,
513,33,523,Mujer,
501,55,522,Hombre,
507,7,521,Hombre,
511,24,520,Mujer,
502,41,520,Hombre,
501,60,520,Mujer,
505,2,519,Hombre,
506,26,519,Hombre,
505,5,518,Mujer,
506,21,518,Mujer,
502,48,518,Mujer,
505,6,517,Hombre,
507,12,517,Hombre,
507,1,516,Mujer,
506,20,516,Hombre,
505,14,515,Hombre,
501,51,515,Mujer,
507,13,514,Hombre,
506,19,514,Mujer,
505,22,513,Mujer,
509,26,513,Mujer,
511,28,512,Mujer,
505,17,511,Mujer,
507,7,510,Mujer,
506,15,510,Mujer,
505,1,509,Mujer,
507,3,508,Hombre,
507,6,508,Hombre,
506,28,508,Hombre,
506,30,508,Hombre,
513,32,508,Hombre,
507,8,507,Hombre,
513,35,507,Mujer,
505,0,506,Hombre,
505,6,506,Mujer,
506,24,506,Hombre,
507,19,503,Hombre,
511,26,503,Mujer,
501,57,503,Mujer,
505,14,502,Mujer,
507,22,502,Mujer,
509,26,502,Hombre,
511,30,502,Mujer,
505,13,501,Hombre,
501,60,500,Hombre,
509,29,499,Mujer,
505,20,497,Mujer,
507,20,496,Hombre,
505,23,496,Hombre,
501,54,496,Hombre,
513,34,495,Mujer,
502,44,494,Hombre,
506,30,493,Mujer,
505,7,492,Mujer,
502,50,492,Mujer,
505,10,490,Mujer,
505,0,489,Mujer,
511,27,489,Mujer,
509,29,489,Hombre,
505,12,488,Hombre,
507,16,488,Hombre,
506,26,488,Mujer,
505,19,487,Mujer,
511,26,487,Hombre,
509,38,487,Mujer,
511,38,486,Mujer,
501,63,486,Mujer,
505,10,483,Hombre,
505,18,483,Mujer,
509,32,482,Mujer,
507,0,481,Hombre,
507,24,480,Mujer,
502,48,480,Hombre,
513,36,479,Mujer,
507,10,478,Hombre,
507,23,478,Mujer,
513,38,478,Mujer,
507,1,477,Hombre,
507,9,476,Hombre,
505,16,476,Mujer,
507,20,476,Mujer,
505,25,476,Hombre,
505,7,475,Hombre,
509,35,475,Mujer,
505,13,474,Mujer,
513,31,474,Mujer,
513,37,474,Mujer,
506,27,473,Hombre,
506,27,473,Mujer,
502,47,473,Mujer,
505,1,472,Hombre,
511,27,472,Hombre,
502,45,472,Hombre,
501,51,472,Hombre,
507,14,470,Hombre,
505,15,470,Mujer,
507,21,470,Hombre,
507,25,469,Hombre,
501,59,467,Mujer,
501,62,467,Mujer,
511,30,466,Hombre,
507,12,465,Mujer,
505,20,465,Hombre,
502,46,465,Mujer,
505,8,464,Hombre,
507,15,464,Hombre,
511,28,464,Hombre,
507,26,463,Mujer,
509,33,463,Hombre,
507,11,462,Hombre,
505,16,462,Hombre,
507,25,460,Mujer,
505,24,456,Mujer,
513,31,456,Hombre,
505,9,455,Mujer,
511,37,455,Mujer,
505,11,454,Mujer,
507,21,454,Mujer,
501,57,454,Hombre,
505,15,453,Hombre,
505,19,452,Hombre,
507,19,452,Mujer,
505,23,452,Mujer,
511,33,452,Mujer,
502,47,451,Hombre,
505,9,450,Hombre,
505,21,449,Mujer,
507,8,448,Mujer,
505,11,448,Hombre,
505,8,447,Mujer,
513,34,447,Hombre,
513,40,447,Mujer,
505,21,445,Hombre,
507,16,444,Mujer,
509,33,444,Mujer,
507,28,443,Hombre,
502,52,442,Mujer,
501,62,442,Hombre,
507,14,441,Mujer,
511,32,441,Mujer,
506,32,440,Hombre,
502,50,439,Hombre,
505,26,438,Hombre,
511,35,438,Mujer,
507,24,437,Hombre,
506,29,437,Mujer,
509,35,437,Hombre,
509,32,436,Hombre,
506,33,436,Mujer,
502,46,436,Hombre,
505,24,434,Hombre,
509,40,434,Mujer,
513,38,432,Hombre,
507,9,431,Mujer,
511,38,431,Hombre,
501,56,431,Hombre,
513,35,430,Hombre,
507,13,429,Mujer,
505,28,428,Mujer,
507,27,427,Hombre,
502,55,427,Mujer,
501,65,427,Hombre,
506,38,426,Mujer,
507,27,425,Mujer,
505,12,424,Mujer,
506,32,423,Mujer,
509,37,423,Mujer,
509,38,423,Hombre,
502,53,423,Mujer,
513,33,422,Hombre,
505,30,421,Hombre,
506,34,421,Mujer,
507,28,420,Mujer,
501,63,418,Hombre,
505,28,417,Hombre,
513,39,417,Mujer,
513,43,416,Mujer,
507,10,415,Mujer,
511,29,415,Hombre,
509,34,415,Hombre,
502,49,415,Mujer,
506,29,414,Hombre,
502,58,414,Mujer,
507,15,413,Mujer,
509,40,412,Hombre,
502,52,412,Hombre,
509,42,411,Mujer,
505,25,410,Mujer,
505,27,410,Mujer,
507,30,410,Hombre,
501,64,410,Mujer,
511,34,408,Mujer,
511,32,407,Hombre,
513,36,407,Hombre,
507,26,406,Hombre,
513,42,405,Mujer,
501,59,403,Hombre,
501,68,403,Mujer,
511,33,402,Hombre,
509,36,402,Mujer,
511,36,401,Mujer,
509,34,399,Mujer,
502,54,399,Mujer,
507,11,395,Mujer,
501,65,395,Mujer,
506,35,393,Mujer,
502,54,393,Hombre,
506,37,389,Mujer,
513,40,389,Hombre,
506,34,388,Hombre,
502,49,388,Hombre,
511,35,387,Hombre,
506,40,384,Mujer,
509,31,380,Mujer,
502,55,380,Hombre,
513,37,379,Hombre,
511,29,378,Mujer,
511,40,375,Hombre,
511,40,375,Mujer,
506,40,374,Hombre,
502,57,373,Mujer,
501,64,373,Hombre,
505,27,372,Hombre,
506,35,372,Hombre,
511,39,372,Mujer,
507,29,370,Mujer,
502,53,370,Hombre,
507,30,369,Mujer,
509,36,369,Hombre,
509,39,369,Hombre,
513,42,369,Hombre,
513,45,368,Mujer,
507,29,367,Hombre,
511,31,367,Mujer,
509,42,367,Hombre,
513,50,367,Mujer,
505,30,366,Mujer,
501,66,366,Mujer,
506,36,365,Mujer,
505,29,364,Mujer,
506,33,364,Hombre,
506,31,363,Mujer,
511,34,362,Hombre,
513,43,362,Hombre,
506,38,359,Hombre,
505,26,357,Mujer,
513,39,357,Hombre,
509,39,356,Mujer,
511,42,354,Hombre,
511,37,353,Hombre,
502,57,352,Hombre,
507,34,350,Mujer,
511,42,349,Mujer,
501,67,349,Mujer,
511,36,348,Hombre,
509,37,348,Hombre,
509,31,347,Hombre,
506,39,342,Mujer,
511,43,342,Mujer,
513,44,342,Mujer,
513,41,341,Mujer,
501,68,341,Hombre,
509,43,340,Mujer,
505,32,339,Mujer,
507,33,339,Mujer,
507,38,338,Hombre,
502,60,337,Mujer,
507,32,336,Mujer,
501,67,336,Hombre,
505,34,335,Mujer,
506,42,335,Mujer,
507,38,334,Mujer,
507,33,333,Hombre,
506,37,333,Hombre,
505,33,332,Mujer,
501,61,331,Mujer,
509,44,330,Mujer,
506,36,329,Hombre,
506,42,329,Hombre,
502,60,329,Hombre,
505,38,326,Mujer,
502,58,326,Hombre,
505,29,323,Hombre,
506,31,323,Hombre,
507,32,323,Hombre,
502,56,322,Mujer,
511,31,321,Hombre,
501,61,321,Hombre,
513,50,320,Hombre,
509,44,319,Hombre,
513,47,319,Mujer,
513,48,319,Mujer,
509,43,318,Hombre,
513,45,317,Hombre,
502,51,317,Mujer,
501,70,316,Mujer,
507,35,313,Mujer,
509,46,313,Mujer,
513,46,312,Mujer,
502,51,308,Hombre,
511,39,307,Hombre,
505,32,305,Hombre,
511,43,305,Hombre,
513,44,302,Hombre,
507,31,301,Mujer,
506,39,301,Hombre,
511,41,301,Mujer,
507,37,300,Mujer,
506,43,300,Mujer,
509,45,300,Mujer,
509,50,300,Hombre,
502,59,300,Mujer,
509,41,299,Hombre,
501,70,298,Hombre,
505,34,297,Hombre,
505,38,297,Hombre,
509,48,297,Mujer,
507,35,296,Hombre,
502,56,296,Hombre,
502,63,296,Hombre,
501,69,296,Mujer,
509,47,295,Hombre,
509,41,294,Mujer,
509,45,293,Hombre,
505,40,292,Hombre,
507,40,292,Mujer,
513,48,291,Hombre,
505,36,290,Mujer,
511,45,290,Mujer,
513,47,289,Hombre,
505,37,288,Mujer,
513,52,288,Mujer,
502,62,288,Mujer,
507,34,287,Hombre,
507,36,287,Mujer,
503,6,284,Hombre,
501,66,284,Hombre,
511,48,281,Mujer,
503,3,280,Hombre,
509,50,280,Mujer,
503,5,279,Hombre,
509,49,278,Mujer,
509,52,278,Mujer,
503,6,277,Mujer,
504,17,277,Hombre,
505,35,277,Mujer,
504,3,276,Hombre,
505,35,276,Hombre,
507,36,275,Hombre,
507,37,275,Hombre,
509,48,275,Hombre,
505,40,274,Mujer,
513,41,274,Hombre,
509,47,274,Mujer,
509,55,274,Mujer,
505,33,273,Hombre,
513,46,273,Hombre,
502,64,273,Hombre,
513,52,272,Hombre,
502,65,272,Mujer,
503,12,271,Hombre,
507,31,271,Hombre,
511,41,271,Hombre,
502,62,270,Hombre,
503,2,268,Hombre,
509,52,268,Hombre,
507,42,267,Mujer,
504,1,266,Hombre,
503,4,266,Mujer,
504,4,266,Hombre,
503,4,265,Hombre,
505,37,265,Hombre,
506,48,265,Mujer,
502,64,264,Mujer,
504,10,263,Hombre,
504,18,263,Hombre,
505,31,263,Mujer,
503,2,262,Mujer,
511,45,262,Hombre,
513,49,261,Mujer,
503,3,260,Mujer,
507,39,260,Hombre,
506,44,260,Mujer,
504,2,259,Hombre,
503,5,259,Mujer,
503,18,259,Mujer,
504,22,258,Hombre,
506,41,258,Mujer,
507,43,258,Mujer,
504,6,257,Hombre,
503,11,257,Mujer,
513,55,257,Mujer,
501,72,256,Hombre,
501,72,256,Mujer,
507,40,255,Hombre,
504,0,254,Mujer,
503,22,254,Mujer,
505,43,254,Mujer,
511,44,254,Mujer,
503,0,253,Hombre,
504,10,253,Mujer,
502,59,253,Hombre,
504,4,252,Mujer,
505,36,252,Hombre,
502,63,252,Mujer,
502,65,252,Hombre,
501,69,252,Hombre,
503,1,251,Hombre,
504,8,251,Hombre,
503,18,251,Hombre,
506,43,251,Hombre,
509,46,251,Hombre,
511,50,251,Hombre,
503,9,250,Hombre,
503,10,250,Mujer,
506,45,250,Hombre,
513,53,250,Hombre,
504,2,249,Mujer,
504,5,249,Hombre,
503,14,249,Hombre,
504,17,249,Mujer,
506,45,249,Mujer,
506,48,249,Hombre,
504,24,248,Hombre,
513,53,248,Mujer,
504,25,247,Mujer,
507,42,247,Hombre,
504,5,246,Mujer,
510,22,246,Hombre,
501,73,246,Mujer,
503,13,245,Hombre,
503,15,245,Hombre,
506,46,245,Mujer,
511,47,245,Mujer,
504,3,244,Mujer,
503,17,244,Mujer,
503,1,242,Mujer,
503,10,242,Hombre,
504,16,242,Mujer,
513,49,242,Hombre,
511,50,242,Mujer,
507,39,241,Mujer,
504,13,240,Mujer,
511,44,240,Hombre,
513,51,240,Mujer,
513,54,240,Mujer,
503,0,239,Mujer,
504,6,239,Mujer,
506,47,239,Mujer,
511,47,239,Hombre,
503,7,238,Hombre,
504,7,238,Hombre,
503,12,238,Mujer,
503,13,238,Mujer,
504,20,238,Mujer,
504,22,238,Mujer,
505,39,238,Hombre,
503,16,237,Mujer,
503,17,237,Hombre,
504,13,236,Hombre,
503,14,236,Mujer,
503,22,236,Hombre,
509,53,236,Mujer,
503,16,235,Hombre,
513,55,235,Hombre,
503,20,234,Hombre,
504,23,234,Hombre,
505,42,234,Mujer,
513,54,234,Hombre,
504,0,233,Hombre,
507,48,233,Hombre,
505,31,232,Hombre,
509,58,232,Mujer,
503,15,230,Mujer,
510,17,230,Mujer,
504,18,230,Mujer,
504,20,230,Hombre,
505,42,230,Hombre,
506,44,230,Hombre,
507,44,230,Mujer,
511,48,230,Hombre,
503,7,229,Mujer,
503,23,228,Hombre,
503,24,228,Mujer,
507,43,228,Hombre,
513,56,228,Mujer,
502,67,228,Mujer,
502,68,228,Mujer,
504,1,227,Mujer,
504,9,227,Mujer,
504,12,227,Mujer,
509,53,227,Hombre,
504,12,226,Hombre,
504,23,226,Mujer,
514,23,226,Hombre,
509,54,226,Mujer,
513,57,226,Hombre,
513,58,226,Mujer,
504,11,225,Hombre,
504,15,225,Hombre,
510,17,225,Hombre,
503,8,224,Mujer,
504,11,224,Mujer,
503,21,224,Hombre,
505,39,224,Mujer,
506,50,224,Hombre,
510,3,223,Hombre,
504,16,223,Hombre,
503,23,223,Mujer,
504,15,222,Mujer,
504,21,222,Mujer,
509,56,222,Hombre,
513,60,222,Mujer,
502,66,222,Hombre,
502,68,222,Hombre,
504,9,221,Hombre,
504,19,221,Hombre,
503,8,220,Hombre,
503,28,220,Mujer,
511,49,220,Mujer,
506,41,219,Hombre,
513,57,219,Mujer,
510,2,218,Mujer,
503,21,218,Mujer,
510,22,218,Mujer,
513,60,218,Hombre,
512,18,217,Hombre,
503,19,217,Hombre,
503,25,217,Hombre,
503,27,217,Mujer,
504,7,216,Mujer,
504,14,215,Mujer,
504,21,215,Hombre,
505,50,215,Mujer,
507,47,214,Mujer,
509,49,214,Hombre,
511,52,214,Hombre,
502,61,214,Mujer,
503,24,213,Hombre,
506,49,213,Hombre,
503,20,212,Mujer,
505,45,212,Mujer,
511,46,212,Mujer,
511,52,212,Mujer,
510,4,211,Hombre,
514,16,211,Hombre,
512,20,211,Hombre,
505,41,211,Hombre,
505,43,211,Hombre,
504,8,210,Mujer,
504,14,210,Hombre,
510,19,210,Mujer,
505,44,210,Hombre,
504,28,209,Hombre,
504,28,209,Mujer,
507,41,209,Hombre,
505,48,209,Mujer,
513,51,209,Hombre,
509,56,209,Mujer,
501,74,209,Mujer,
504,26,208,Hombre,
506,50,208,Mujer,
501,71,208,Hombre,
503,25,207,Mujer,
506,46,207,Hombre,
506,52,207,Mujer,
513,58,207,Hombre,
501,73,207,Hombre,
512,18,206,Mujer,
513,59,206,Hombre,
502,70,206,Mujer,
510,7,205,Mujer,
503,19,205,Mujer,
514,22,205,Mujer,
513,56,205,Hombre,
503,9,204,Mujer,
504,19,204,Mujer,
506,47,204,Hombre,
511,49,204,Hombre,
510,1,203,Mujer,
510,6,203,Mujer,
510,18,203,Mujer,
504,24,203,Mujer,
504,27,203,Mujer,
507,41,203,Mujer,
506,52,203,Hombre,
510,4,202,Mujer,
514,12,202,Hombre,
504,25,202,Hombre,
507,48,201,Mujer,
513,65,201,Mujer,
502,66,201,Mujer,
512,22,200,Mujer,
505,47,199,Hombre,
506,58,199,Mujer,
510,7,198,Hombre,
503,11,198,Hombre,
510,16,198,Hombre,
514,18,198,Mujer,
510,23,198,Mujer,
511,53,198,Hombre,
510,5,197,Hombre,
508,7,197,Hombre,
509,55,197,Hombre,
506,57,197,Mujer,
504,30,196,Mujer,
505,48,196,Hombre,
506,53,196,Mujer,
509,57,196,Mujer,
514,19,195,Mujer,
505,41,195,Mujer,
502,70,195,Hombre,
510,24,194,Hombre,
503,26,194,Mujer,
507,45,194,Mujer,
507,50,194,Hombre,
511,53,194,Mujer,
506,60,194,Hombre,
508,10,193,Hombre,
510,18,193,Hombre,
510,21,193,Mujer,
503,26,193,Hombre,
506,54,193,Mujer,
510,5,192,Mujer,
510,9,192,Hombre,
510,15,192,Hombre,
514,17,192,Mujer,
510,19,192,Hombre,
503,27,192,Hombre,
505,47,192,Mujer,
511,58,192,Mujer,
502,61,192,Hombre,
513,63,192,Mujer,
512,4,191,Hombre,
510,10,191,Hombre,
510,20,191,Hombre,
510,20,191,Mujer,
504,27,191,Hombre,
503,29,191,Hombre,
506,49,191,Mujer,
507,52,191,Mujer,
510,2,190,Hombre,
512,6,190,Mujer,
514,17,190,Hombre,
514,1,189,Hombre,
512,5,189,Mujer,
512,17,189,Hombre,
514,19,189,Hombre,
509,60,189,Hombre,
501,75,189,Mujer,
512,1,188,Hombre,
510,8,188,Hombre,
510,14,188,Hombre,
504,30,188,Hombre,
505,50,188,Hombre,
501,74,188,Hombre,
514,2,187,Hombre,
514,6,187,Hombre,
514,18,187,Hombre,
514,20,187,Hombre,
510,24,187,Mujer,
506,55,187,Mujer,
510,3,186,Mujer,
510,8,186,Mujer,
512,20,186,Mujer,
512,22,186,Hombre,
509,54,186,Hombre,
513,62,186,Mujer,
514,20,185,Mujer,
512,21,185,Hombre,
503,29,185,Mujer,
505,44,185,Mujer,
509,60,185,Mujer,
514,2,183,Mujer,
514,6,183,Mujer,
512,12,183,Mujer,
510,25,183,Mujer,
504,32,183,Hombre,
505,46,183,Mujer,
511,46,183,Hombre,
509,57,183,Hombre,
512,3,182,Hombre,
514,3,182,Mujer,
514,5,182,Mujer,
514,7,182,Hombre,
508,17,181,Hombre,
512,17,181,Mujer,
514,22,181,Hombre,
505,45,181,Hombre,
507,46,181,Mujer,
513,64,181,Hombre,
510,0,180,Hombre,
508,2,180,Mujer,
511,55,180,Hombre,
501,78,180,Mujer,
508,18,179,Mujer,
503,28,179,Hombre,
503,30,179,Mujer,
507,44,179,Hombre,
