MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,PCP13||Comunidad Lingüística
801,8,21,Mujer,
801,8,2,Mujer,Achi
801,8,852,Mujer,K'iche'
801,8,1,Mujer,Mam
801,8,2,Mujer,Q'anjob'al
801,9,36,Hombre,
801,9,3,Hombre,Akateka
801,9,871,Hombre,K'iche'
801,9,1,Hombre,Q'anjob'al
801,9,2,Hombre,Tektiteka
801,9,25,Mujer,
801,9,3,Mujer,Achi
801,9,1,Mujer,Kaqchiquel
801,9,808,Mujer,K'iche'
801,9,1,Mujer,Mam
801,9,4,Mujer,Q'anjob'al
801,9,1,Mujer,Tektiteka
801,10,15,Hombre,
801,10,2,Hombre,Achi
801,10,2,Hombre,Akateka
801,10,1,Hombre,Chalchiteka
801,10,928,Hombre,K'iche'
801,10,2,Hombre,Mam
801,10,4,Hombre,Q'anjob'al
801,10,5,Hombre,Tektiteka
801,10,24,Mujer,
801,10,3,Mujer,Achi
801,10,1,Mujer,Jakalteko/Popti'
801,10,1,Mujer,Kaqchiquel
801,10,922,Mujer,K'iche'
801,10,3,Mujer,Q'anjob'al
801,10,1,Mujer,Tektiteka
801,11,24,Hombre,
801,11,2,Hombre,Akateka
801,11,887,Hombre,K'iche'
801,11,1,Hombre,Q'anjob'al
801,11,3,Hombre,Tektiteka
801,11,29,Mujer,
801,11,2,Mujer,Achi
801,11,853,Mujer,K'iche'
801,11,1,Mujer,Q'anjob'al
801,11,2,Mujer,Tektiteka
801,12,33,Hombre,
801,12,5,Hombre,Achi
801,12,1,Hombre,Akateka
801,12,1010,Hombre,K'iche'
801,12,1,Hombre,Mam
801,12,4,Hombre,Q'anjob'al
801,12,1,Hombre,Sakapulteka
801,12,4,Hombre,Tektiteka
801,12,25,Mujer,
801,12,4,Mujer,Achi
801,12,2,Mujer,Akateka
801,12,1,Mujer,Awakateka
801,12,1,Mujer,Kaqchiquel
801,12,1041,Mujer,K'iche'
801,12,6,Mujer,Q'anjob'al
801,12,2,Mujer,Tektiteka
801,13,29,Hombre,
801,13,3,Hombre,Achi
801,13,1,Hombre,Akateka
801,13,2,Hombre,Kaqchiquel
801,13,1095,Hombre,K'iche'
801,13,2,Hombre,Q'anjob'al
801,13,3,Hombre,Tektiteka
801,13,23,Mujer,
801,13,3,Mujer,Achi
801,13,2,Mujer,Akateka
801,13,886,Mujer,K'iche'
801,13,1,Mujer,Q'anjob'al
801,13,2,Mujer,Sakapulteka
801,13,1,Mujer,Tektiteka
801,14,26,Hombre,
801,14,2,Hombre,Achi
801,14,1,Hombre,Akateka
801,14,1,Hombre,Awakateka
801,14,1,Hombre,Kaqchiquel
801,14,1020,Hombre,K'iche'
801,14,7,Hombre,Q'anjob'al
801,14,1,Hombre,Sakapulteka
801,14,1,Hombre,Tz'utujil
801,14,30,Mujer,
801,14,1,Mujer,Achi
801,14,1079,Mujer,K'iche'
801,14,1,Mujer,Mam
801,14,1,Mujer,Poqomam
801,14,1,Mujer,Q'anjob'al
801,14,1,Mujer,Tektiteka
801,15,27,Hombre,
801,15,3,Hombre,Achi
801,15,3,Hombre,Akateka
801,15,1,Hombre,Chalchiteka
801,15,3,Hombre,Kaqchiquel
801,15,1008,Hombre,K'iche'
801,15,1,Hombre,Poqomchi'
801,15,5,Hombre,Q'anjob'al
801,15,1,Hombre,Tektiteka
801,15,1,Hombre,Uspanteka
801,15,41,Mujer,
801,15,5,Mujer,Achi
801,15,1,Mujer,Chalchiteka
801,15,1,Mujer,Kaqchiquel
801,15,1158,Mujer,K'iche'
801,15,1,Mujer,Mam
801,15,3,Mujer,Q'anjob'al
801,15,1,Mujer,Tektiteka
801,16,36,Hombre,
801,16,2,Hombre,Achi
801,16,2,Hombre,Akateka
801,16,994,Hombre,K'iche'
801,16,5,Hombre,Q'anjob'al
801,16,1,Hombre,Sipakapense
801,16,4,Hombre,Tektiteka
801,16,25,Mujer,
801,16,3,Mujer,Achi
801,16,1067,Mujer,K'iche'
801,16,3,Mujer,Q'anjob'al
801,16,2,Mujer,Tektiteka
801,17,40,Hombre,
801,17,3,Hombre,Achi
801,17,1,Hombre,Akateka
801,17,1,Hombre,Kaqchiquel
801,17,1199,Hombre,K'iche'
801,17,2,Hombre,Q'anjob'al
801,17,1,Hombre,Sipakapense
801,17,4,Hombre,Tektiteka
801,17,43,Mujer,
801,17,6,Mujer,Achi
801,17,1,Mujer,Kaqchiquel
801,17,1261,Mujer,K'iche'
801,17,1,Mujer,Mam
801,17,2,Mujer,Q'anjob'al
801,17,1,Mujer,Sakapulteka
801,17,3,Mujer,Tektiteka
801,18,26,Hombre,
801,18,2,Hombre,Achi
801,18,2,Hombre,Akateka
801,18,1,Hombre,Itza'
801,18,1,Hombre,Kaqchiquel
801,18,1168,Hombre,K'iche'
801,18,2,Hombre,Q'anjob'al
801,18,1,Hombre,Sakapulteka
801,18,6,Hombre,Tektiteka
801,18,39,Mujer,
801,18,5,Mujer,Achi
801,18,1,Mujer,Akateka
801,18,1,Mujer,Chalchiteka
801,18,3,Mujer,Kaqchiquel
801,18,1288,Mujer,K'iche'
801,18,1,Mujer,Q'anjob'al
801,18,1,Mujer,Q'eqchi'
801,18,4,Mujer,Tektiteka
801,19,24,Hombre,
801,19,1,Hombre,Achi
801,19,2,Hombre,Kaqchiquel
801,19,933,Hombre,K'iche'
801,19,1,Hombre,Mam
801,19,4,Hombre,Q'anjob'al
801,19,44,Mujer,
801,19,3,Mujer,Achi
801,19,1,Mujer,Chalchiteka
801,19,1,Mujer,Kaqchiquel
801,19,1076,Mujer,K'iche'
801,19,2,Mujer,Mam
801,19,8,Mujer,Q'anjob'al
801,19,2,Mujer,Tektiteka
801,20,33,Hombre,
801,20,2,Hombre,Akateka
801,20,1,Hombre,Chalchiteka
801,20,1,Hombre,Kaqchiquel
801,20,1061,Hombre,K'iche'
801,20,2,Hombre,Mam
801,20,1,Hombre,Q'anjob'al
801,20,1,Hombre,Sipakapense
801,20,6,Hombre,Tektiteka
801,20,1,Hombre,Tz'utujil
801,20,1,Hombre,Uspanteka
801,20,41,Mujer,
801,20,3,Mujer,Achi
801,20,3,Mujer,Kaqchiquel
801,20,1292,Mujer,K'iche'
801,20,1,Mujer,Mam
801,20,4,Mujer,Q'anjob'al
801,20,1,Mujer,Tektiteka
801,21,26,Hombre,
801,21,3,Hombre,Akateka
801,21,2,Hombre,Kaqchiquel
801,21,859,Hombre,K'iche'
801,21,2,Hombre,Tektiteka
801,21,23,Mujer,
801,21,1,Mujer,Achi
801,21,1,Mujer,Akateka
801,21,5,Mujer,Kaqchiquel
801,21,1008,Mujer,K'iche'
801,21,1,Mujer,Mam
801,21,1,Mujer,Tektiteka
801,22,34,Hombre,
801,22,4,Hombre,Achi
801,22,5,Hombre,Akateka
801,22,1,Hombre,Chalchiteka
801,22,4,Hombre,Kaqchiquel
801,22,1036,Hombre,K'iche'
801,22,1,Hombre,Mam
801,22,2,Hombre,Q'anjob'al
801,22,3,Hombre,Tektiteka
801,22,1,Hombre,Uspanteka
801,22,24,Mujer,
801,22,3,Mujer,Achi
801,22,6,Mujer,Kaqchiquel
801,22,1264,Mujer,K'iche'
801,22,1,Mujer,Mam
801,22,1,Mujer,Poqomam
801,22,5,Mujer,Q'anjob'al
801,22,1,Mujer,Q'eqchi'
801,22,1,Mujer,Tektiteka
801,22,2,Mujer,Uspanteka
801,23,37,Hombre,
801,23,3,Hombre,Achi
801,23,2,Hombre,Akateka
801,23,1,Hombre,Kaqchiquel
801,23,996,Hombre,K'iche'
801,23,28,Mujer,
801,23,3,Mujer,Achi
801,23,2,Mujer,Kaqchiquel
801,23,1131,Mujer,K'iche'
801,23,2,Mujer,Mam
801,23,6,Mujer,Q'anjob'al
801,23,4,Mujer,Tektiteka
801,23,1,Mujer,Tz'utujil
801,24,35,Hombre,
801,24,1,Hombre,Achi
801,24,1,Hombre,Ch'orti'
801,24,1,Hombre,Kaqchiquel
801,24,939,Hombre,K'iche'
801,24,7,Hombre,Mam
801,24,3,Hombre,Q'anjob'al
801,24,5,Hombre,Tektiteka
801,24,1,Hombre,Uspanteka
801,24,36,Mujer,
801,24,6,Mujer,Achi
801,24,1,Mujer,Akateka
801,24,2,Mujer,Kaqchiquel
801,24,1119,Mujer,K'iche'
801,24,3,Mujer,Mam
801,24,2,Mujer,Q'anjob'al
801,25,31,Hombre,
801,25,4,Hombre,Achi
801,25,2,Hombre,Akateka
801,25,4,Hombre,Kaqchiquel
801,25,983,Hombre,K'iche'
801,25,1,Hombre,Mam
801,25,1,Hombre,Poqomchi'
801,25,3,Hombre,Q'anjob'al
801,25,1,Hombre,Tektiteka
801,25,1,Hombre,Tz'utujil
801,25,1,Hombre,Uspanteka
801,25,32,Mujer,
801,25,4,Mujer,Achi
801,25,2,Mujer,Kaqchiquel
801,25,1270,Mujer,K'iche'
801,25,2,Mujer,Mam
801,25,1,Mujer,Mopan
801,25,1,Mujer,Poqomam
801,25,3,Mujer,Q'anjob'al
801,25,3,Mujer,Tektiteka
801,26,22,Hombre,
801,26,3,Hombre,Achi
801,26,1,Hombre,Kaqchiquel
801,26,743,Hombre,K'iche'
801,26,1,Hombre,Mam
801,26,3,Hombre,Q'anjob'al
801,26,4,Hombre,Tektiteka
801,26,36,Mujer,
801,26,9,Mujer,Achi
801,26,2,Mujer,Kaqchiquel
801,26,987,Mujer,K'iche'
801,26,3,Mujer,Mam
801,26,1,Mujer,Poqomam
801,26,5,Mujer,Q'anjob'al
801,26,2,Mujer,Tektiteka
801,27,20,Hombre,
801,27,1,Hombre,Achi
801,27,3,Hombre,Akateka
801,27,1,Hombre,Kaqchiquel
801,27,788,Hombre,K'iche'
801,27,2,Hombre,Mam
801,27,3,Hombre,Q'anjob'al
801,27,2,Hombre,Tektiteka
801,27,36,Mujer,
801,27,3,Mujer,Achi
801,27,1,Mujer,Ch'orti'
801,27,2,Mujer,Kaqchiquel
801,27,979,Mujer,K'iche'
801,27,2,Mujer,Q'anjob'al
801,27,1,Mujer,Tektiteka
801,28,21,Hombre,
801,28,2,Hombre,Achi
801,28,1,Hombre,Akateka
801,28,6,Hombre,Kaqchiquel
801,28,843,Hombre,K'iche'
801,28,1,Hombre,Mam
801,28,1,Hombre,Poqomchi'
801,28,1,Hombre,Q'anjob'al
801,28,25,Mujer,
801,28,7,Mujer,Achi
801,28,2,Mujer,Kaqchiquel
801,28,1087,Mujer,K'iche'
801,28,1,Mujer,Poqomam
801,28,1,Mujer,Q'anjob'al
801,28,2,Mujer,Sakapulteka
801,28,2,Mujer,Tektiteka
801,29,19,Hombre,
801,29,1,Hombre,Akateka
801,29,2,Hombre,Kaqchiquel
801,29,526,Hombre,K'iche'
801,29,1,Hombre,Tektiteka
801,29,1,Hombre,Tz'utujil
801,29,1,Hombre,Uspanteka
801,29,26,Mujer,
801,29,7,Mujer,Achi
801,29,773,Mujer,K'iche'
801,29,1,Mujer,Mam
801,29,2,Mujer,Q'anjob'al
801,29,2,Mujer,Tektiteka
801,30,27,Hombre,
801,30,2,Hombre,Achi
801,30,2,Hombre,Akateka
801,30,2,Hombre,Kaqchiquel
801,30,811,Hombre,K'iche'
801,30,1,Hombre,Mam
801,30,2,Hombre,Q'anjob'al
801,30,4,Hombre,Tektiteka
801,30,24,Mujer,
801,30,1,Mujer,Achi
801,30,1,Mujer,Kaqchiquel
801,30,1124,Mujer,K'iche'
801,30,1,Mujer,Mam
801,30,2,Mujer,Q'anjob'al
801,30,5,Mujer,Tektiteka
801,30,1,Mujer,Tz'utujil
801,31,16,Hombre,
801,31,2,Hombre,Akateka
801,31,1,Hombre,Kaqchiquel
801,31,405,Hombre,K'iche'
801,31,1,Hombre,Mam
801,31,2,Hombre,Q'anjob'al
801,31,2,Hombre,Tektiteka
801,31,18,Mujer,
801,31,2,Mujer,Achi
801,31,1,Mujer,Kaqchiquel
801,31,610,Mujer,K'iche'
801,31,3,Mujer,Mam
801,31,1,Mujer,Q'anjob'al
801,31,3,Mujer,Tektiteka
801,32,20,Hombre,
801,32,1,Hombre,Akateka
801,32,598,Hombre,K'iche'
801,32,1,Hombre,Q'eqchi'
801,32,1,Hombre,Sakapulteka
801,32,1,Hombre,Tektiteka
801,32,38,Mujer,
801,32,5,Mujer,Achi
801,32,1,Mujer,Kaqchiquel
801,32,784,Mujer,K'iche'
801,32,2,Mujer,Q'anjob'al
801,32,1,Mujer,Tektiteka
801,32,1,Mujer,Tz'utujil
801,33,13,Hombre,
801,33,524,Hombre,K'iche'
801,33,1,Hombre,Mam
801,33,4,Hombre,Tektiteka
801,33,20,Mujer,
801,33,1,Mujer,Achi
801,33,1,Mujer,Akateka
801,33,1,Mujer,Kaqchiquel
801,33,748,Mujer,K'iche'
801,33,1,Mujer,Mam
801,33,1,Mujer,Q'anjob'al
801,33,3,Mujer,Tektiteka
801,33,1,Mujer,Uspanteka
801,34,22,Hombre,
801,34,477,Hombre,K'iche'
801,34,25,Mujer,
801,34,1,Mujer,Achi
801,34,2,Mujer,Kaqchiquel
801,34,689,Mujer,K'iche'
801,34,2,Mujer,Mam
801,35,29,Hombre,
801,35,1,Hombre,Akateka
801,35,3,Hombre,Kaqchiquel
801,35,611,Hombre,K'iche'
801,35,1,Hombre,Mam
801,35,1,Hombre,Poqomchi'
801,35,2,Hombre,Q'anjob'al
801,35,2,Hombre,Q'eqchi'
801,35,32,Mujer,
801,35,4,Mujer,Achi
801,35,1,Mujer,Akateka
801,35,4,Mujer,Kaqchiquel
801,35,862,Mujer,K'iche'
801,35,5,Mujer,Q'anjob'al
801,35,1,Mujer,Sakapulteka
801,35,3,Mujer,Tektiteka
801,36,22,Hombre,
801,36,3,Hombre,Achi
801,36,1,Hombre,Kaqchiquel
801,36,429,Hombre,K'iche'
801,36,1,Hombre,Q'anjob'al
801,36,1,Hombre,Q'eqchi'
801,36,2,Hombre,Tektiteka
801,36,2,Hombre,Tz'utujil
801,36,31,Mujer,
801,36,2,Mujer,Achi
801,36,1,Mujer,Awakateka
801,36,1,Mujer,Jakalteko/Popti'
801,36,640,Mujer,K'iche'
801,36,2,Mujer,Mam
801,36,3,Mujer,Q'anjob'al
801,36,1,Mujer,Q'eqchi'
801,36,3,Mujer,Tektiteka
801,37,17,Hombre,
801,37,2,Hombre,Achi
801,37,1,Hombre,Akateka
801,37,1,Hombre,Kaqchiquel
801,37,440,Hombre,K'iche'
801,37,1,Hombre,Q'anjob'al
801,37,24,Mujer,
801,37,2,Mujer,Achi
801,37,3,Mujer,Kaqchiquel
801,37,632,Mujer,K'iche'
801,37,1,Mujer,Mam
801,38,17,Hombre,
801,38,2,Hombre,Achi
801,38,1,Hombre,Akateka
801,38,1,Hombre,Ixil
801,38,502,Hombre,K'iche'
801,38,1,Hombre,Q'anjob'al
801,38,1,Hombre,Sipakapense
801,38,24,Mujer,
801,38,1,Mujer,Achi
801,38,1,Mujer,Akateka
801,38,3,Mujer,Kaqchiquel
801,38,785,Mujer,K'iche'
801,38,2,Mujer,Mam
801,38,1,Mujer,Poqomam
801,38,1,Mujer,Q'anjob'al
801,38,2,Mujer,Tektiteka
801,38,1,Mujer,Uspanteka
801,39,15,Hombre,
801,39,2,Hombre,Achi
801,39,1,Hombre,Akateka
801,39,1,Hombre,Awakateka
801,39,1,Hombre,Ixil
801,39,1,Hombre,Kaqchiquel
801,39,458,Hombre,K'iche'
801,39,3,Hombre,Mam
801,39,1,Hombre,Q'anjob'al
801,39,1,Hombre,Q'eqchi'
801,39,24,Mujer,
801,39,1,Mujer,Achi
801,39,2,Mujer,Akateka
801,39,1,Mujer,Kaqchiquel
801,39,626,Mujer,K'iche'
801,39,1,Mujer,Mam
801,39,1,Mujer,Q'anjob'al
801,40,24,Hombre,
801,40,1,Hombre,Akateka
801,40,4,Hombre,Kaqchiquel
801,40,654,Hombre,K'iche'
801,40,2,Hombre,Mam
801,40,3,Hombre,Q'anjob'al
801,40,2,Hombre,Tektiteka
801,40,33,Mujer,
801,40,8,Mujer,Achi
801,40,1,Mujer,Chalchiteka
801,40,2,Mujer,Kaqchiquel
801,40,880,Mujer,K'iche'
801,40,1,Mujer,Mam
801,40,5,Mujer,Q'anjob'al
801,40,4,Mujer,Tektiteka
801,41,12,Hombre,
801,41,1,Hombre,Achi
801,41,3,Hombre,Akateka
801,41,2,Hombre,Kaqchiquel
801,41,310,Hombre,K'iche'
801,41,2,Hombre,Tz'utujil
801,41,18,Mujer,
801,41,2,Mujer,Achi
801,41,454,Mujer,K'iche'
801,41,1,Mujer,Q'anjob'al
801,41,1,Mujer,Tektiteka
801,42,10,Hombre,
801,42,1,Hombre,Achi
801,42,1,Hombre,Akateka
801,42,4,Hombre,Kaqchiquel
801,42,464,Hombre,K'iche'
801,42,1,Hombre,Q'anjob'al
801,42,2,Hombre,Q'eqchi'
801,42,1,Hombre,Uspanteka
801,42,18,Mujer,
801,42,2,Mujer,Achi
801,42,1,Mujer,Chalchiteka
801,42,2,Mujer,Kaqchiquel
801,42,685,Mujer,K'iche'
801,42,1,Mujer,Q'anjob'al
801,42,1,Mujer,Uspanteka
801,43,15,Hombre,
801,43,2,Hombre,Achi
801,43,380,Hombre,K'iche'
801,43,1,Hombre,Poqomam
801,43,1,Hombre,Q'anjob'al
801,43,1,Hombre,Tektiteka
801,43,34,Mujer,
801,43,1,Mujer,Kaqchiquel
801,43,566,Mujer,K'iche'
801,43,1,Mujer,Q'anjob'al
801,44,11,Hombre,
801,44,1,Hombre,Kaqchiquel
801,44,347,Hombre,K'iche'
801,44,17,Mujer,
801,44,1,Mujer,Achi
801,44,432,Mujer,K'iche'
801,44,3,Mujer,Tektiteka
801,45,18,Hombre,
801,45,2,Hombre,Achi
801,45,531,Hombre,K'iche'
801,45,1,Hombre,Q'anjob'al
801,45,1,Hombre,Tektiteka
801,45,24,Mujer,
801,45,2,Mujer,Achi
801,45,1,Mujer,Kaqchiquel
801,45,669,Mujer,K'iche'
801,45,1,Mujer,Mam
801,45,1,Mujer,Q'anjob'al
801,45,5,Mujer,Tektiteka
801,46,10,Hombre,
801,46,1,Hombre,Akateka
801,46,338,Hombre,K'iche'
801,46,2,Hombre,Mam
801,46,1,Hombre,Sakapulteka
801,46,3,Hombre,Tektiteka
801,46,17,Mujer,
801,46,483,Mujer,K'iche'
801,46,1,Mujer,Poqomam
801,46,1,Mujer,Tektiteka
801,47,5,Hombre,
801,47,1,Hombre,Akateka
801,47,373,Hombre,K'iche'
801,47,1,Hombre,Tektiteka
801,47,18,Mujer,
801,47,2,Mujer,Achi
801,47,1,Mujer,Kaqchiquel
801,47,482,Mujer,K'iche'
801,47,1,Mujer,Mam
801,47,1,Mujer,Q'anjob'al
801,47,1,Mujer,Sakapulteka
801,47,1,Mujer,Sipakapense
801,47,1,Mujer,Tektiteka
801,48,14,Hombre,
801,48,452,Hombre,K'iche'
801,48,1,Hombre,Q'anjob'al
801,48,2,Hombre,Tektiteka
801,48,23,Mujer,
801,48,7,Mujer,Achi
801,48,3,Mujer,Kaqchiquel
801,48,582,Mujer,K'iche'
801,48,1,Mujer,Q'anjob'al
801,48,1,Mujer,Tektiteka
801,49,13,Hombre,
801,49,1,Hombre,Achi
801,49,386,Hombre,K'iche'
801,49,1,Hombre,Mam
801,49,15,Mujer,
801,49,1,Mujer,Achi
801,49,1,Mujer,Kaqchiquel
801,49,500,Mujer,K'iche'
801,49,1,Mujer,Q'anjob'al
801,50,19,Hombre,
801,50,1,Hombre,Akateka
801,50,2,Hombre,Kaqchiquel
801,50,615,Hombre,K'iche'
801,50,1,Hombre,Mam
801,50,2,Hombre,Q'anjob'al
801,50,1,Hombre,Tektiteka
801,50,13,Mujer,
801,50,3,Mujer,Achi
801,50,708,Mujer,K'iche'
801,50,3,Mujer,Q'anjob'al
801,51,5,Hombre,
801,51,1,Hombre,Akateka
801,51,278,Hombre,K'iche'
801,51,2,Hombre,Tektiteka
801,51,11,Mujer,
801,51,1,Mujer,Kaqchiquel
801,51,338,Mujer,K'iche'
801,52,14,Hombre,
801,52,2,Hombre,Achi
801,52,1,Hombre,Akateka
801,52,1,Hombre,Kaqchiquel
801,52,442,Hombre,K'iche'
801,52,1,Hombre,Q'anjob'al
801,52,1,Hombre,Sipakapense
801,52,2,Hombre,Tektiteka
801,52,14,Mujer,
801,52,1,Mujer,Achi
801,52,503,Mujer,K'iche'
801,52,1,Mujer,Q'anjob'al
801,52,3,Mujer,Tektiteka
801,53,17,Hombre,
801,53,1,Hombre,Achi
801,53,322,Hombre,K'iche'
801,53,2,Hombre,Tektiteka
801,53,15,Mujer,
801,53,452,Mujer,K'iche'
801,53,1,Mujer,Mopan
801,53,1,Mujer,Q'anjob'al
801,53,1,Mujer,Tektiteka
801,54,14,Hombre,
801,54,334,Hombre,K'iche'
801,54,3,Hombre,Tektiteka
801,54,22,Mujer,
801,54,431,Mujer,K'iche'
801,55,8,Hombre,
801,55,1,Hombre,Kaqchiquel
801,55,393,Hombre,K'iche'
801,55,2,Hombre,Q'anjob'al
801,55,2,Hombre,Tektiteka
801,55,18,Mujer,
801,55,2,Mujer,Achi
801,55,1,Mujer,Kaqchiquel
801,55,518,Mujer,K'iche'
801,55,2,Mujer,Q'anjob'al
801,55,1,Mujer,Tektiteka
801,56,13,Hombre,
801,56,2,Hombre,Akateka
801,56,282,Hombre,K'iche'
801,56,1,Hombre,Q'anjob'al
801,56,17,Mujer,
801,56,1,Mujer,Kaqchiquel
801,56,378,Mujer,K'iche'
801,56,1,Mujer,Mam
801,56,2,Mujer,Q'anjob'al
801,56,1,Mujer,Tektiteka
801,57,8,Hombre,
801,57,1,Hombre,Kaqchiquel
801,57,297,Hombre,K'iche'
801,57,1,Hombre,Mam
801,57,1,Hombre,Poqomam
801,57,17,Mujer,
801,57,1,Mujer,Kaqchiquel
801,57,371,Mujer,K'iche'
801,58,7,Hombre,
801,58,1,Hombre,Achi
801,58,1,Hombre,Kaqchiquel
801,58,316,Hombre,K'iche'
801,58,1,Hombre,Mam
801,58,3,Hombre,Tektiteka
801,58,21,Mujer,
801,58,3,Mujer,Kaqchiquel
801,58,412,Mujer,K'iche'
801,59,8,Hombre,
801,59,280,Hombre,K'iche'
801,59,2,Hombre,Tektiteka
801,59,9,Mujer,
801,59,2,Mujer,Achi
801,59,1,Mujer,Kaqchiquel
801,59,364,Mujer,K'iche'
801,59,2,Mujer,Tektiteka
801,60,8,Hombre,
801,60,1,Hombre,Akateka
801,60,2,Hombre,Kaqchiquel
801,60,457,Hombre,K'iche'
801,60,1,Hombre,Poqomam
801,60,1,Hombre,Q'anjob'al
801,60,1,Hombre,Sakapulteka
801,60,1,Hombre,Uspanteka
801,60,15,Mujer,
801,60,1,Mujer,Akateka
801,60,514,Mujer,K'iche'
801,60,1,Mujer,Q'anjob'al
801,60,3,Mujer,Tektiteka
801,61,11,Hombre,
801,61,177,Hombre,K'iche'
801,61,3,Hombre,Q'anjob'al
801,61,11,Mujer,
801,61,2,Mujer,Achi
801,61,1,Mujer,Kaqchiquel
801,61,258,Mujer,K'iche'
801,62,9,Hombre,
801,62,1,Hombre,Achi
801,62,247,Hombre,K'iche'
801,62,2,Hombre,Mam
801,62,1,Hombre,Q'anjob'al
801,62,10,Mujer,
801,62,1,Mujer,Kaqchiquel
801,62,290,Mujer,K'iche'
801,62,1,Mujer,Q'anjob'al
801,62,1,Mujer,Tektiteka
801,63,9,Hombre,
801,63,269,Hombre,K'iche'
801,63,1,Hombre,Tektiteka
801,63,1,Hombre,Tz'utujil
801,63,9,Mujer,
801,63,2,Mujer,Achi
801,63,338,Mujer,K'iche'
801,63,1,Mujer,Tektiteka
801,64,6,Hombre,
801,64,1,Hombre,Achi
801,64,1,Hombre,Akateka
801,64,254,Hombre,K'iche'
801,64,1,Hombre,Poqomam
