MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,"PCP14||Utiliza ropa maya, garífuna, afrodescendiente o xinka"
1001,24,630,Hombre,
801,7,629,Mujer,Sí
801,4,628,Mujer,Sí
805,4,628,Mujer,No
803,20,626,Mujer,Sí
1001,21,625,Mujer,
801,34,625,Mujer,Sí
1901,15,623,Mujer,
801,8,622,Mujer,Sí
1901,5,621,Hombre,
1901,3,619,Mujer,
1904,18,618,Hombre,
801,45,617,Mujer,Sí
801,11,616,Mujer,Sí
806,0,615,Hombre,No
1001,28,615,Mujer,
1001,9,613,Mujer,
1901,3,611,Hombre,
1901,6,609,Mujer,
1001,11,609,Mujer,
803,17,607,Mujer,Sí
1001,30,606,Mujer,
805,3,605,Mujer,Sí
1901,7,605,Hombre,
1901,20,605,Hombre,
1901,22,604,Mujer,
1001,26,601,Mujer,
801,36,600,Mujer,Sí
1901,22,599,Hombre,
803,23,599,Mujer,Sí
1904,17,597,Hombre,
801,9,596,Mujer,Sí
806,11,596,Hombre,No
806,16,595,Hombre,No
1901,23,595,Mujer,
1001,28,593,Hombre,
801,3,591,Mujer,Sí
1901,4,591,Hombre,
801,37,591,Mujer,Sí
1001,27,585,Mujer,
801,40,584,Hombre,No
1901,23,583,Hombre,
801,39,583,Mujer,Sí
1901,16,582,Hombre,
803,22,582,Mujer,Sí
1901,6,581,Hombre,
1901,8,581,Hombre,
806,17,581,Mujer,Sí
1904,18,581,Mujer,
805,38,581,Mujer,Sí
803,24,579,Mujer,Sí
1901,25,579,Mujer,
801,2,578,Mujer,Sí
1901,2,578,Hombre,
803,25,578,Mujer,Sí
805,32,578,Mujer,Sí
805,33,578,Mujer,Sí
1901,1,575,Hombre,
1001,21,575,Hombre,
1901,7,574,Mujer,
1901,12,573,Hombre,
1901,4,570,Mujer,
1904,17,570,Mujer,
1013,5,569,Hombre,No
1001,30,569,Hombre,
1901,2,567,Mujer,
806,7,566,Mujer,Sí
1001,38,566,Mujer,
1901,10,561,Hombre,
1901,5,559,Mujer,
1901,8,559,Mujer,
1901,25,559,Hombre,
1901,21,558,Mujer,
1001,27,558,Hombre,
1901,19,557,Mujer,
806,12,556,Mujer,Sí
805,40,556,Hombre,No
1901,14,554,Mujer,
803,16,554,Mujer,Sí
805,29,553,Mujer,Sí
1901,14,551,Hombre,
1001,35,550,Mujer,
1901,11,549,Hombre,
806,9,547,Mujer,Sí
1901,13,547,Mujer,
1901,24,546,Hombre,
801,31,546,Mujer,Sí
801,48,546,Mujer,Sí
803,14,545,Mujer,Sí
803,30,545,Mujer,Sí
806,10,544,Mujer,Sí
803,18,543,Hombre,No
1013,17,542,Hombre,No
1901,19,542,Hombre,
1901,24,542,Mujer,
1901,21,541,Hombre,
1013,7,540,Hombre,No
1901,28,539,Mujer,
1904,3,537,Hombre,
1904,5,537,Mujer,
1904,4,536,Hombre,
1001,29,536,Mujer,
803,15,535,Mujer,Sí
806,16,534,Mujer,Sí
1901,9,533,Hombre,
1904,16,533,Mujer,
806,14,532,Mujer,Sí
1901,28,531,Hombre,
805,5,530,Mujer,No
1904,3,529,Mujer,
806,20,529,Mujer,Sí
1001,40,528,Mujer,
806,8,527,Mujer,Sí
1901,9,526,Mujer,
1901,12,526,Mujer,
1901,1,525,Mujer,
1901,10,525,Mujer,
801,50,525,Hombre,No
1013,6,524,Hombre,No
1901,11,524,Mujer,
803,19,524,Mujer,Sí
1001,26,524,Hombre,
801,35,524,Hombre,No
803,13,523,Mujer,Sí
801,32,523,Hombre,No
803,12,522,Mujer,Sí
806,13,522,Mujer,Sí
801,43,522,Mujer,Sí
805,50,522,Mujer,Sí
806,11,521,Mujer,Sí
1901,26,520,Mujer,
1904,15,519,Mujer,
1901,0,518,Hombre,
1013,10,518,Hombre,No
1013,12,518,Hombre,No
805,35,517,Hombre,No
1001,35,517,Hombre,
805,36,517,Mujer,Sí
806,15,516,Mujer,Sí
1904,15,516,Hombre,
806,19,516,Mujer,Sí
1904,5,515,Hombre,
1013,13,514,Hombre,No
1013,16,514,Hombre,No
1001,38,514,Hombre,
803,26,513,Mujer,Sí
1013,11,512,Hombre,No
1001,34,512,Mujer,
1013,6,510,Mujer,No
1904,10,510,Hombre,
1904,12,509,Hombre,
1013,9,508,Hombre,No
806,6,506,Mujer,Sí
1013,18,506,Hombre,No
1013,3,505,Hombre,No
803,20,505,Hombre,No
803,28,505,Mujer,Sí
1013,4,504,Hombre,No
1013,7,504,Mujer,No
1904,10,504,Mujer,
1904,14,504,Mujer,
806,20,503,Hombre,No
1013,15,502,Hombre,No
1901,30,502,Mujer,
1904,6,501,Hombre,
1904,16,501,Hombre,
803,17,501,Hombre,No
806,19,501,Hombre,No
1901,0,500,Mujer,
805,38,500,Hombre,No
805,2,499,Mujer,Sí
1001,29,499,Hombre,
806,22,498,Mujer,Sí
1013,3,496,Mujer,No
801,0,495,Mujer,No
1001,32,494,Mujer,
1904,4,493,Mujer,
801,55,493,Mujer,Sí
803,10,492,Mujer,Sí
1904,22,492,Hombre,
1901,27,492,Mujer,
803,12,491,Hombre,No
1013,14,490,Hombre,No
805,48,490,Mujer,Sí
1001,33,489,Mujer,
1013,8,488,Hombre,No
806,22,488,Hombre,No
1013,5,487,Mujer,No
1013,20,487,Hombre,No
801,60,486,Mujer,Sí
1904,14,485,Hombre,
803,16,484,Hombre,No
803,21,484,Mujer,Sí
1013,2,483,Hombre,No
1001,37,483,Mujer,
1904,7,482,Mujer,
803,15,482,Hombre,No
1901,32,482,Mujer,
1904,7,481,Hombre,
805,32,481,Hombre,No
1013,1,480,Hombre,No
1013,4,480,Mujer,No
1013,11,480,Mujer,No
1901,27,480,Hombre,
1904,8,479,Mujer,
1904,20,479,Hombre,
805,45,479,Mujer,Sí
1904,1,478,Hombre,
1014,3,478,Hombre,
1904,6,478,Mujer,
1014,18,478,Hombre,
806,4,477,Mujer,Sí
1001,42,477,Mujer,
803,22,476,Hombre,No
1904,23,476,Hombre,
803,6,475,Mujer,Sí
1006,17,475,Hombre,
1904,20,473,Mujer,
1901,26,473,Hombre,
806,23,472,Mujer,Sí
805,37,472,Mujer,Sí
801,49,472,Mujer,Sí
1013,10,471,Mujer,No
801,52,471,Mujer,Sí
1901,29,470,Mujer,
1014,2,469,Hombre,
806,5,469,Mujer,Sí
1014,6,469,Hombre,
1001,32,468,Hombre,
805,34,468,Mujer,Sí
1013,2,467,Mujer,No
1904,9,467,Hombre,
803,2,466,Hombre,No
1904,2,466,Hombre,
1001,40,466,Hombre,
1904,13,464,Mujer,
803,8,463,Mujer,Sí
1904,24,463,Mujer,
803,1,462,Hombre,No
1909,3,462,Hombre,
1904,9,461,Mujer,
803,5,460,Mujer,Sí
803,27,460,Mujer,Sí
801,47,460,Mujer,Sí
1904,8,459,Hombre,
1014,0,458,Hombre,
1904,23,458,Mujer,
1901,33,457,Mujer,
1013,1,455,Mujer,No
805,6,455,Mujer,No
1013,14,455,Mujer,No
1904,13,454,Hombre,
801,45,454,Hombre,No
1909,3,453,Mujer,
1001,36,453,Mujer,
1901,35,452,Mujer,
801,1,451,Mujer,Sí
1013,13,451,Mujer,No
803,4,450,Hombre,No
1909,5,450,Mujer,
1904,19,450,Mujer,
1904,22,450,Mujer,
1001,33,450,Hombre,
1909,5,449,Hombre,
801,29,449,Hombre,No
1013,12,448,Mujer,No
801,33,448,Hombre,No
1909,1,447,Hombre,
1013,22,447,Hombre,No
1904,1,446,Mujer,
1909,2,446,Mujer,
1006,6,446,Mujer,
1013,9,446,Mujer,No
1904,2,445,Mujer,
803,6,445,Hombre,No
1904,11,445,Mujer,
1909,17,445,Hombre,
805,42,445,Mujer,Sí
1909,4,444,Hombre,
1904,11,443,Hombre,
1014,12,443,Hombre,
805,29,443,Hombre,No
1010,2,442,Hombre,No
806,24,442,Hombre,No
1904,25,442,Mujer,
801,46,442,Mujer,Sí
803,3,441,Hombre,No
805,7,441,Mujer,No
1014,8,441,Hombre,
803,10,441,Hombre,No
1014,12,441,Mujer,
1901,30,441,Hombre,
1909,0,440,Hombre,
1010,1,440,Hombre,No
1901,40,440,Mujer,
805,50,440,Hombre,No
1006,4,439,Hombre,
1909,4,439,Mujer,
1014,5,439,Hombre,
805,33,439,Hombre,No
1909,1,438,Mujer,
1909,14,437,Hombre,
1909,9,436,Hombre,
1013,8,434,Mujer,No
1013,0,432,Hombre,No
806,21,432,Mujer,Sí
1014,5,431,Mujer,
1909,18,431,Hombre,
803,25,431,Hombre,No
1006,2,430,Mujer,
1001,31,430,Mujer,
803,5,429,Hombre,No
1909,15,429,Mujer,
1901,42,429,Mujer,
1909,6,428,Mujer,
803,13,428,Hombre,No
1010,16,428,Hombre,No
1904,19,428,Hombre,
806,21,427,Hombre,No
806,24,427,Mujer,Sí
1006,3,426,Hombre,
1014,4,425,Mujer,
1013,15,425,Mujer,No
1909,6,424,Hombre,
1001,36,424,Hombre,
801,38,424,Hombre,No
805,39,424,Mujer,Sí
1014,4,423,Hombre,
1014,6,423,Mujer,
1904,12,423,Mujer,
1014,22,423,Hombre,
806,25,423,Mujer,Sí
1014,1,422,Hombre,
1014,2,422,Mujer,
1001,34,422,Hombre,
1014,13,421,Hombre,
803,14,421,Hombre,No
1909,17,421,Mujer,
806,23,421,Hombre,No
803,4,420,Mujer,Sí
1010,5,420,Hombre,No
803,11,420,Mujer,Sí
1013,19,420,Hombre,No
803,23,420,Hombre,No
1001,37,420,Hombre,
1001,39,420,Mujer,
1014,7,419,Mujer,
1010,13,419,Hombre,No
1909,13,419,Hombre,
801,53,418,Mujer,Sí
1013,0,417,Mujer,No
1909,15,417,Hombre,
1014,17,417,Hombre,
1014,16,416,Hombre,
803,19,416,Hombre,No
805,36,416,Hombre,No
1014,18,415,Mujer,
806,0,414,Mujer,No
806,3,414,Mujer,Sí
1010,3,414,Hombre,No
1014,8,414,Mujer,
1909,11,414,Mujer,
1014,13,414,Mujer,
1006,17,414,Mujer,
1901,37,414,Mujer,
1014,3,413,Mujer,
1014,10,413,Mujer,
1013,17,413,Mujer,No
806,25,413,Hombre,No
1901,36,413,Mujer,
1909,0,412,Mujer,
803,7,412,Hombre,No
1909,12,412,Hombre,
1006,5,411,Mujer,
1909,7,411,Mujer,
1010,17,411,Hombre,No
1904,21,410,Hombre,
806,2,409,Mujer,Sí
1014,11,409,Hombre,
1904,21,409,Mujer,
801,41,409,Mujer,Sí
1010,9,408,Hombre,No
1909,10,408,Hombre,
805,34,408,Hombre,No
801,54,408,Mujer,Sí
1006,6,407,Hombre,
1014,7,407,Hombre,
805,8,407,Mujer,No
1006,15,407,Mujer,
1014,15,407,Mujer,
804,20,406,Mujer,Sí
1006,2,405,Hombre,
1014,22,405,Mujer,
801,44,405,Mujer,Sí
1006,5,404,Hombre,
1006,18,404,Mujer,
1909,19,404,Hombre,
1904,25,404,Hombre,
1013,18,403,Mujer,No
806,27,403,Mujer,Sí
1001,42,403,Hombre,
1014,10,402,Hombre,
804,18,402,Mujer,Sí
1014,1,401,Mujer,
803,7,401,Mujer,Sí
1006,12,401,Hombre,
1006,15,401,Hombre,
1909,2,400,Hombre,
1010,4,400,Mujer,No
1909,12,400,Mujer,
1014,16,400,Mujer,
1013,23,400,Hombre,No
1901,31,400,Mujer,
1010,4,399,Hombre,No
803,8,399,Hombre,No
1909,10,399,Mujer,
801,42,399,Hombre,No
1909,11,398,Hombre,
1001,45,398,Mujer,
1904,0,397,Mujer,
1006,7,397,Hombre,
801,34,397,Hombre,No
1006,0,396,Hombre,
1014,0,396,Mujer,
1010,15,396,Hombre,No
1909,16,396,Mujer,
803,2,395,Mujer,Sí
1014,19,395,Hombre,
801,39,395,Hombre,No
801,60,395,Hombre,No
805,1,394,Mujer,Sí
1909,7,394,Hombre,
803,9,394,Mujer,Sí
1010,10,394,Hombre,No
1014,14,394,Mujer,
1010,1,393,Mujer,No
1909,8,393,Mujer,
1006,13,393,Mujer,
1006,14,392,Hombre,
1006,18,392,Hombre,
1010,0,391,Hombre,No
1006,1,390,Mujer,
1010,18,390,Mujer,No
805,31,390,Mujer,Sí
1901,34,390,Mujer,
1901,38,390,Hombre,
801,58,390,Mujer,Sí
1006,4,389,Mujer,
1909,9,389,Mujer,
1010,18,389,Hombre,No
801,52,389,Hombre,No
1010,5,388,Hombre,
1901,38,388,Mujer,
801,48,388,Hombre,No
1010,7,387,Hombre,No
1014,11,387,Mujer,
1014,14,387,Hombre,
1904,24,387,Hombre,
801,37,387,Hombre,No
1904,0,386,Hombre,
1014,9,386,Hombre,
1901,39,386,Mujer,
1010,6,385,Hombre,No
803,11,385,Hombre,No
1909,18,385,Mujer,
1010,12,384,Hombre,No
1006,19,383,Mujer,
803,35,383,Mujer,Sí
801,1,382,Mujer,No
1006,3,382,Mujer,
805,45,382,Hombre,No
1909,14,381,Mujer,
1014,20,381,Mujer,
1014,23,380,Mujer,
1901,32,380,Hombre,
1006,0,379,Mujer,
1006,12,379,Mujer,
1006,16,379,Mujer,
1904,30,379,Hombre,
1001,31,379,Hombre,
801,36,379,Hombre,No
1010,6,378,Mujer,No
803,24,378,Hombre,No
803,40,378,Mujer,Sí
805,55,378,Mujer,Sí
1014,15,377,Hombre,
1001,39,377,Hombre,
805,10,376,Mujer,No
1010,14,376,Hombre,No
1909,16,376,Hombre,
1901,33,376,Hombre,
806,26,375,Mujer,Sí
803,3,374,Mujer,Sí
1010,8,374,Hombre,No
1006,13,374,Hombre,
1010,13,374,Mujer,No
1006,14,374,Mujer,
1006,19,374,Hombre,
1010,22,374,Hombre,No
1901,29,374,Hombre,
1006,8,373,Mujer,
1010,11,373,Hombre,No
1006,20,373,Mujer,
806,28,373,Mujer,Sí
803,9,372,Hombre,No
1014,17,372,Mujer,
1013,19,372,Mujer,No
1006,1,371,Hombre,
1020,4,371,Hombre,
1014,25,371,Hombre,
1901,40,371,Hombre,
1002,4,370,Hombre,
1010,5,370,Mujer,No
1013,16,370,Mujer,No
1909,19,370,Mujer,
805,31,370,Hombre,No
1909,8,369,Hombre,
802,17,367,Hombre,No
1909,20,367,Mujer,
1014,24,367,Mujer,
1020,0,366,Hombre,
1010,3,366,Mujer,No
1006,8,366,Hombre,
1006,16,366,Hombre,
802,18,366,Hombre,No
1010,19,366,Hombre,No
1904,28,366,Mujer,
1006,7,365,Mujer,
803,21,365,Hombre,No
1001,50,365,Mujer,
806,30,364,Mujer,Sí
805,43,364,Mujer,Sí
805,60,364,Mujer,Sí
1010,15,363,Mujer,No
1010,2,362,Mujer,No
1014,9,362,Mujer,
805,42,362,Hombre,No
1014,20,361,Hombre,
1909,13,360,Mujer,
804,17,360,Mujer,Sí
1014,19,360,Mujer,
1904,27,360,Mujer,
1010,7,359,Mujer,No
1904,26,359,Mujer,
806,1,358,Mujer,Sí
1013,21,358,Hombre,No
1014,23,358,Hombre,
803,32,358,Mujer,Sí
1006,9,357,Mujer,
1901,37,356,Hombre,
1006,22,355,Mujer,
801,31,355,Hombre,No
803,33,355,Mujer,Sí
803,38,355,Mujer,Sí
1001,43,355,Mujer,
1002,4,354,Mujer,
1010,20,354,Hombre,No
801,65,354,Mujer,Sí
1010,11,353,Mujer,No
1006,10,352,Mujer,
805,11,352,Mujer,No
804,18,352,Hombre,No
1006,23,352,Hombre,
1901,34,352,Hombre,
803,0,351,Hombre,No
1014,21,351,Hombre,
1014,21,351,Mujer,
805,52,351,Mujer,Sí
801,56,351,Mujer,Sí
806,1,350,Mujer,No
1020,6,350,Hombre,
805,47,350,Mujer,Sí
1010,0,349,Mujer,No
804,22,349,Mujer,Sí
1904,28,349,Hombre,
1901,35,349,Hombre,
1901,45,349,Mujer,
801,57,349,Mujer,Sí
806,2,348,Mujer,No
1909,22,348,Hombre,
1001,41,348,Mujer,
805,46,348,Mujer,Sí
1015,5,347,Hombre,
1010,8,347,Mujer,No
805,49,347,Mujer,Sí
1010,4,346,Hombre,
806,30,346,Hombre,No
805,39,346,Hombre,No
1013,22,343,Mujer,No
1010,12,342,Mujer,No
1006,22,342,Hombre,
1904,30,342,Mujer,
805,43,341,Hombre,No
1002,2,340,Hombre,
1020,4,340,Mujer,
1010,14,340,Mujer,No
1002,17,340,Hombre,
1904,27,340,Hombre,
1901,31,340,Hombre,
805,48,340,Hombre,No
1010,6,339,Mujer,
1010,9,339,Mujer,No
1010,10,339,Hombre,
1909,22,339,Mujer,
805,37,339,Hombre,No
1901,41,339,Mujer,
1010,4,338,Mujer,
1010,7,338,Mujer,
1909,20,338,Hombre,
1006,11,337,Mujer,
803,50,337,Mujer,Sí
1015,2,336,Hombre,
1020,2,336,Hombre,
1002,8,336,Mujer,
1006,10,336,Hombre,
1010,11,336,Hombre,
1002,17,336,Mujer,
1010,23,336,Hombre,No
804,25,336,Mujer,Sí
1901,50,336,Mujer,
1020,1,335,Mujer,
1010,12,335,Hombre,
802,22,335,Hombre,No
801,49,335,Hombre,No
1006,11,334,Hombre,
1010,15,334,Hombre,
1010,17,334,Mujer,No
1020,17,334,Hombre,
803,26,334,Hombre,No
1014,27,334,Mujer,
806,35,334,Mujer,Sí
801,43,334,Hombre,No
1002,3,333,Mujer,
804,15,333,Mujer,Sí
1013,20,333,Mujer,No
801,59,333,Mujer,Sí
1020,0,332,Mujer,
807,6,332,Hombre,No
1010,6,332,Hombre,
1002,18,332,Mujer,
801,2,331,Mujer,No
1002,3,331,Hombre,
1002,7,330,Hombre,
1006,20,330,Hombre,
1001,48,330,Mujer,
807,2,329,Hombre,No
1006,23,329,Mujer,
803,28,329,Hombre,No
1001,44,329,Mujer,
1020,2,328,Mujer,
1020,3,328,Mujer,
1006,24,328,Mujer,
1904,26,328,Hombre,
1901,39,328,Hombre,
1010,13,327,Hombre,
1013,21,327,Mujer,No
806,27,327,Hombre,No
1010,2,326,Hombre,
1010,14,326,Hombre,
802,18,326,Mujer,Sí
1904,32,326,Mujer,
1901,36,326,Hombre,
801,47,326,Hombre,No
1013,0,325,Hombre,
1020,6,325,Mujer,
1006,9,325,Hombre,
1015,10,325,Hombre,
1015,12,325,Hombre,
804,17,325,Hombre,No
1002,23,325,Mujer,
1010,2,324,Mujer,
802,16,324,Hombre,No
806,28,324,Hombre,No
1014,28,324,Mujer,
805,41,324,Mujer,Sí
1901,50,324,Hombre,
1002,6,323,Mujer,
1904,33,323,Mujer,
1010,19,322,Mujer,No
1014,25,322,Mujer,
806,26,322,Hombre,No
1010,3,321,Mujer,
1010,7,321,Hombre,
1010,16,321,Mujer,No
804,23,321,Mujer,Sí
1014,24,321,Hombre,
801,63,321,Mujer,Sí
1013,0,320,Mujer,
1015,4,320,Mujer,
1010,18,320,Hombre,
1010,21,320,Hombre,No
1904,38,320,Mujer,
801,55,320,Hombre,No
1010,1,319,Mujer,
1002,18,319,Hombre,
1013,24,319,Hombre,No
801,0,318,Mujer,Sí
807,0,318,Hombre,No
1002,0,318,Hombre,
1020,13,318,Hombre,
1002,22,318,Mujer,
1015,3,317,Hombre,
1002,5,317,Hombre,
1015,17,317,Hombre,
1002,22,317,Hombre,
1901,42,317,Hombre,
1001,52,317,Mujer,
1010,8,316,Hombre,
1020,12,316,Hombre,
1010,1,315,Hombre,
1010,3,315,Hombre,
807,4,315,Hombre,No
1010,13,315,Mujer,
1014,28,315,Hombre,
1904,29,315,Mujer,
803,30,315,Hombre,No
1015,1,314,Mujer,
1020,3,314,Hombre,
1020,7,314,Hombre,
805,9,314,Mujer,No
806,29,314,Mujer,Sí
806,33,314,Mujer,Sí
1901,46,314,Mujer,
801,51,314,Mujer,Sí
802,2,313,Hombre,No
1020,12,313,Mujer,
1020,17,313,Mujer,
1901,43,313,Mujer,
1901,44,313,Mujer,
1001,50,313,Hombre,
805,52,313,Hombre,No
1002,2,312,Mujer,
802,15,312,Hombre,No
1020,16,312,Hombre,
802,20,312,Hombre,No
1006,21,312,Mujer,
1014,26,312,Hombre,
1015,4,311,Hombre,
1020,5,311,Hombre,
1015,6,311,Mujer,
804,15,311,Hombre,No
1901,47,311,Mujer,
807,1,310,Hombre,No
803,34,310,Mujer,Sí
1901,48,310,Mujer,
1015,0,309,Hombre,
1015,5,309,Mujer,
1010,24,309,Hombre,No
1904,40,309,Hombre,
1010,0,308,Hombre,
1015,0,308,Mujer,
1013,1,308,Mujer,
1002,5,308,Mujer,
1002,7,308,Mujer,
805,14,308,Mujer,No
804,16,308,Hombre,No
1010,17,308,Hombre,
803,29,308,Mujer,Sí
1904,35,308,Mujer,
1901,43,308,Hombre,
1015,7,307,Mujer,
1002,12,307,Hombre,
804,14,307,Mujer,Sí
804,16,307,Mujer,Sí
1013,23,307,Mujer,No
1006,25,307,Hombre,
803,45,307,Mujer,Sí
805,55,307,Hombre,No
1002,0,306,Mujer,
806,3,306,Mujer,No
1013,4,306,Mujer,
802,6,306,Hombre,No
1010,15,306,Mujer,
1002,19,306,Hombre,
1010,22,306,Mujer,
802,23,306,Hombre,No
1001,43,306,Hombre,
1001,47,306,Mujer,
1010,5,305,Mujer,
1015,8,305,Hombre,
1010,17,305,Mujer,
1010,25,305,Hombre,No
1901,52,305,Mujer,
1010,10,304,Mujer,No
805,12,304,Mujer,No
1015,13,304,Hombre,
1015,19,304,Hombre,
805,44,304,Mujer,Sí
1015,2,303,Mujer,
1015,6,303,Hombre,
1020,15,303,Mujer,
1909,21,303,Hombre,
806,29,303,Hombre,No
1001,41,303,Hombre,
1001,45,303,Hombre,
1013,3,302,Hombre,
802,14,302,Hombre,No
1015,18,302,Hombre,
1006,28,302,Mujer,
1020,7,301,Mujer,
1002,9,301,Hombre,
807,13,301,Hombre,No
1010,19,301,Mujer,
1010,22,301,Hombre,
1904,40,301,Mujer,
1010,0,300,Mujer,
1020,18,300,Mujer,
802,22,300,Mujer,Sí
1013,25,300,Hombre,No
806,40,300,Mujer,Sí
1001,46,300,Mujer,
805,53,300,Mujer,Sí
1002,12,299,Mujer,
804,20,299,Hombre,No
805,54,299,Mujer,Sí
805,60,299,Hombre,No
1002,1,298,Mujer,
1020,8,298,Hombre,
802,13,298,Hombre,No
1006,21,298,Hombre,
802,4,297,Hombre,No
1013,10,297,Hombre,
1015,11,297,Hombre,
1010,16,297,Hombre,
802,25,297,Hombre,No
801,54,297,Hombre,No
1013,2,296,Hombre,
1010,10,296,Mujer,
1010,19,296,Hombre,
801,44,296,Hombre,No
805,65,296,Mujer,Sí
