MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,"PCP14||Utiliza ropa maya, garífuna, afrodescendiente o xinka"
1412,18,686,Hombre,No
1401,12,685,Hombre,No
1415,1,684,Hombre,No
1420,23,684,Hombre,No
1406,33,684,Hombre,No
1415,0,683,Hombre,No
1401,15,683,Mujer,Sí
1413,6,682,Hombre,No
1412,11,682,Mujer,Sí
1406,42,681,Mujer,Sí
1406,6,680,Mujer,No
1415,12,680,Hombre,No
1401,10,677,Mujer,Sí
1413,10,677,Hombre,No
1420,10,677,Mujer,No
1401,17,675,Hombre,No
1101,35,675,Mujer,
1401,14,674,Mujer,Sí
1401,6,673,Hombre,No
1416,17,673,Mujer,Sí
1412,24,670,Mujer,Sí
1416,10,669,Mujer,Sí
1406,44,669,Mujer,Sí
1101,40,668,Mujer,
1406,41,667,Mujer,Sí
1401,8,665,Hombre,No
1413,5,664,Hombre,No
1413,8,664,Hombre,No
1413,14,664,Hombre,No
1101,32,664,Mujer,
1413,1,661,Hombre,No
1413,9,661,Mujer,Sí
1406,39,661,Hombre,No
1413,3,660,Hombre,No
1413,11,660,Hombre,No
1412,0,658,Mujer,No
1420,25,658,Hombre,No
1413,4,656,Mujer,Sí
1415,17,654,Hombre,No
1401,10,653,Hombre,No
1415,11,652,Hombre,No
1401,4,649,Hombre,No
1413,5,648,Mujer,Sí
1401,16,644,Hombre,No
1415,6,639,Mujer,Sí
1401,16,639,Mujer,Sí
1415,15,636,Hombre,No
1406,31,636,Hombre,No
1416,18,635,Mujer,Sí
1413,0,634,Hombre,No
1401,22,633,Mujer,Sí
1413,26,633,Mujer,Sí
1416,8,632,Mujer,Sí
1413,11,632,Mujer,Sí
1415,18,632,Mujer,Sí
1415,18,630,Hombre,No
1406,45,630,Hombre,No
1415,13,629,Hombre,No
1415,14,627,Mujer,Sí
1401,13,625,Mujer,Sí
1415,17,624,Mujer,Sí
1401,20,624,Mujer,Sí
1413,28,624,Mujer,Sí
1101,32,624,Hombre,
1401,8,622,Mujer,Sí
1415,12,622,Mujer,Sí
1413,9,621,Hombre,No
1406,43,621,Mujer,Sí
1415,16,618,Mujer,Sí
1401,3,616,Hombre,No
1415,14,616,Hombre,No
1401,5,615,Hombre,No
1415,15,615,Mujer,Sí
1406,37,615,Hombre,No
1415,16,614,Hombre,No
1406,42,614,Hombre,No
1406,48,614,Mujer,Sí
1401,13,613,Hombre,No
1101,37,613,Mujer,
1101,38,613,Hombre,
1101,34,612,Mujer,
1406,36,612,Hombre,No
1406,7,610,Mujer,No
1401,14,609,Hombre,No
1412,22,607,Hombre,No
1101,40,607,Hombre,
1406,46,607,Mujer,Sí
1415,13,604,Mujer,Sí
1401,9,603,Hombre,No
1101,35,603,Hombre,
1406,3,598,Mujer,Sí
1415,7,598,Mujer,Sí
1401,7,597,Hombre,No
1416,14,597,Mujer,Sí
1412,26,595,Mujer,Sí
1415,5,594,Mujer,Sí
1416,12,593,Mujer,Sí
1401,11,592,Hombre,No
1401,12,589,Mujer,Sí
1413,30,589,Mujer,Sí
1406,50,589,Mujer,Sí
1416,5,588,Mujer,Sí
1406,8,587,Mujer,No
1420,11,587,Mujer,No
1401,25,587,Mujer,Sí
1415,9,586,Mujer,Sí
1406,47,586,Mujer,Sí
1416,7,584,Mujer,Sí
1413,22,582,Hombre,No
1401,20,579,Hombre,No
1413,27,579,Mujer,Sí
1101,29,577,Hombre,
1416,15,576,Mujer,Sí
1413,3,573,Mujer,Sí
1401,23,573,Mujer,Sí
1405,18,572,Mujer,Sí
1415,8,571,Mujer,Sí
1415,11,571,Mujer,Sí
1412,1,570,Mujer,No
1401,2,568,Hombre,No
1401,7,568,Mujer,Sí
1401,19,568,Mujer,Sí
1416,20,568,Mujer,Sí
1416,16,567,Mujer,Sí
1412,19,564,Hombre,No
1412,20,564,Hombre,No
1413,2,563,Mujer,Sí
1416,13,563,Mujer,Sí
1413,20,563,Hombre,No
1416,6,562,Mujer,Sí
1415,10,560,Mujer,Sí
1420,18,559,Mujer,Sí
1401,6,558,Mujer,Sí
1405,17,555,Mujer,Sí
1416,9,554,Mujer,Sí
1405,16,553,Mujer,Sí
1101,34,553,Hombre,
1412,2,552,Mujer,Sí
1412,23,552,Hombre,No
1101,36,552,Mujer,
1401,1,550,Hombre,No
1416,0,549,Hombre,No
1401,9,549,Mujer,Sí
1420,28,549,Hombre,No
1401,22,547,Hombre,No
1401,4,545,Mujer,Sí
1101,33,545,Hombre,
1101,42,544,Mujer,
1401,5,543,Mujer,Sí
1405,10,541,Mujer,Sí
1415,20,539,Mujer,Sí
1410,4,536,Mujer,Sí
1410,6,536,Hombre,No
1410,7,536,Hombre,No
1406,41,534,Hombre,No
1420,27,532,Hombre,No
1405,0,531,Hombre,No
1401,11,531,Mujer,Sí
1405,1,530,Hombre,No
1420,12,530,Mujer,No
1416,4,529,Mujer,Sí
1405,2,528,Hombre,No
1416,3,528,Mujer,Sí
1415,20,527,Hombre,No
1412,27,527,Mujer,Sí
1101,36,524,Hombre,
1416,11,523,Mujer,Sí
1410,5,522,Hombre,No
1420,17,522,Mujer,Sí
1101,31,522,Mujer,
1405,19,521,Mujer,Sí
1413,19,520,Hombre,No
1405,7,518,Hombre,No
1401,3,517,Mujer,Sí
1108,18,517,Mujer,
1401,24,517,Mujer,Sí
1415,0,516,Mujer,No
1412,21,516,Hombre,No
1420,13,515,Mujer,No
1416,23,515,Mujer,Sí
1413,25,515,Hombre,No
1412,1,514,Mujer,Sí
1108,18,514,Hombre,
1406,43,514,Hombre,No
1410,8,513,Hombre,No
1420,30,513,Hombre,No
1410,2,512,Hombre,No
1405,7,512,Mujer,Sí
1415,19,512,Mujer,Sí
1413,23,511,Hombre,No
1413,29,511,Mujer,Sí
1106,4,510,Hombre,
1101,37,510,Hombre,
1106,6,509,Mujer,
1420,26,509,Hombre,No
1401,19,508,Hombre,No
1406,50,508,Hombre,No
1106,3,506,Hombre,
1106,18,506,Hombre,
1406,47,506,Hombre,No
1406,48,506,Hombre,No
1406,9,505,Mujer,No
1416,19,505,Mujer,Sí
1412,28,505,Mujer,Sí
1405,3,504,Hombre,No
1106,2,503,Hombre,
1420,16,503,Mujer,Sí
1401,23,503,Hombre,No
1101,31,502,Hombre,
1405,8,501,Mujer,Sí
1405,20,501,Mujer,Sí
1405,6,500,Hombre,No
1106,5,499,Mujer,
1413,24,499,Hombre,No
1101,45,499,Mujer,
1415,23,498,Mujer,Sí
1415,22,497,Mujer,Sí
1416,22,497,Mujer,Sí
1406,44,497,Hombre,No
1405,4,496,Hombre,No
1106,0,495,Mujer,
1106,5,494,Hombre,
1108,10,494,Hombre,
1101,39,494,Mujer,
1108,4,493,Hombre,
1405,8,492,Hombre,No
1405,13,492,Hombre,No
1415,19,492,Hombre,No
1410,11,491,Mujer,Sí
1405,15,491,Hombre,No
1410,1,490,Hombre,No
1412,2,490,Mujer,No
1405,16,488,Hombre,No
1406,49,488,Mujer,Sí
1106,2,487,Mujer,
1401,25,487,Hombre,No
1405,12,486,Hombre,No
1412,24,486,Hombre,No
1106,0,485,Hombre,
1106,4,483,Mujer,
1405,5,483,Hombre,No
1415,4,482,Mujer,Sí
1405,17,482,Hombre,No
1108,7,481,Hombre,
1108,7,481,Mujer,
1405,11,480,Mujer,Sí
1405,12,480,Mujer,Sí
1420,14,480,Mujer,Sí
1420,23,480,Mujer,Sí
1420,29,480,Hombre,No
1416,4,479,Hombre,No
1106,6,479,Hombre,
1410,15,479,Mujer,Sí
1108,16,479,Hombre,
1106,17,479,Hombre,
1416,6,478,Hombre,No
1416,7,478,Hombre,No
1410,17,478,Mujer,Sí
1405,18,478,Hombre,No
1410,6,477,Mujer,Sí
1401,21,477,Mujer,Sí
1420,21,477,Mujer,Sí
1106,10,476,Hombre,
1420,15,475,Mujer,Sí
1410,4,474,Hombre,No
1410,8,474,Mujer,Sí
1401,0,473,Hombre,No
1416,25,473,Mujer,Sí
1410,3,472,Hombre,No
1106,3,471,Mujer,
1106,7,471,Hombre,
1410,10,471,Hombre,No
1405,13,471,Mujer,Sí
1108,13,470,Hombre,
1108,19,470,Hombre,
1416,5,468,Hombre,No
1416,10,468,Hombre,No
1405,6,467,Mujer,Sí
1413,21,467,Hombre,No
1401,24,467,Hombre,No
1412,25,467,Hombre,No
1108,2,466,Hombre,
1108,17,466,Hombre,
1101,44,466,Mujer,
1420,17,465,Mujer,No
1416,8,464,Hombre,No
1406,10,464,Mujer,No
1405,15,464,Mujer,Sí
1108,3,462,Hombre,
1410,5,462,Mujer,Sí
1108,17,462,Mujer,
1415,22,462,Hombre,No
1401,2,461,Mujer,Sí
1416,2,461,Mujer,Sí
1410,12,461,Mujer,Sí
1101,43,461,Mujer,
1410,13,460,Mujer,Sí
1106,1,458,Hombre,
1106,7,456,Mujer,
1108,14,456,Mujer,
1108,22,456,Mujer,
1413,40,456,Mujer,Sí
1106,8,455,Mujer,
1416,9,455,Hombre,No
1416,17,455,Hombre,No
1415,23,455,Hombre,No
1415,24,455,Mujer,Sí
1108,6,454,Mujer,
1406,55,454,Mujer,Sí
1108,14,453,Hombre,
1420,15,453,Mujer,No
1106,17,453,Mujer,
1401,27,453,Mujer,Sí
1416,1,452,Hombre,No
1405,4,452,Mujer,Sí
1405,9,452,Hombre,No
1108,5,451,Mujer,
1410,12,451,Hombre,No
1420,14,451,Mujer,No
1416,21,451,Mujer,Sí
1405,22,451,Mujer,Sí
1410,7,450,Mujer,Sí
1410,16,450,Mujer,Sí
1420,16,450,Mujer,No
1416,24,450,Mujer,Sí
1108,4,447,Mujer,
1412,29,447,Mujer,Sí
1405,9,446,Mujer,Sí
1101,42,446,Hombre,
1106,1,445,Mujer,
1106,8,445,Hombre,
1108,8,445,Mujer,
1405,14,445,Mujer,Sí
1108,2,444,Mujer,
1420,32,444,Hombre,No
1108,5,443,Hombre,
1405,10,443,Hombre,No
1410,17,443,Hombre,No
1411,7,442,Hombre,No
1413,35,442,Mujer,Sí
1108,9,441,Mujer,
1106,12,441,Hombre,
1108,12,441,Mujer,
1420,13,441,Mujer,Sí
1101,50,441,Mujer,
1416,3,440,Hombre,No
1405,5,440,Mujer,Sí
1401,28,440,Mujer,Sí
1415,3,439,Mujer,Sí
1108,8,439,Hombre,
1410,11,439,Hombre,No
1415,25,439,Hombre,No
1108,0,438,Hombre,
1412,3,438,Mujer,No
1410,9,438,Hombre,No
1410,14,438,Mujer,Sí
1108,0,437,Mujer,
1108,10,437,Mujer,
1108,15,437,Hombre,
1108,20,437,Mujer,
1108,22,437,Hombre,
1406,46,437,Hombre,No
1410,0,436,Hombre,No
1108,6,436,Hombre,
1405,14,436,Hombre,No
1401,1,435,Mujer,Sí
1415,21,434,Mujer,Sí
1412,30,434,Mujer,Sí
1416,12,433,Hombre,No
1108,13,433,Mujer,
1410,15,433,Hombre,No
1410,18,433,Mujer,Sí
1416,2,432,Hombre,No
1410,10,432,Mujer,Sí
1416,15,432,Hombre,No
1108,19,432,Mujer,
1405,23,432,Mujer,Sí
1108,20,431,Hombre,
1401,30,431,Mujer,Sí
1108,3,429,Mujer,
1415,21,429,Hombre,No
1412,31,429,Mujer,Sí
1406,51,429,Mujer,Sí
1406,52,429,Mujer,Sí
1108,1,428,Hombre,
1420,22,428,Mujer,Sí
1420,24,428,Mujer,Sí
1413,38,428,Mujer,Sí
1412,40,428,Mujer,Sí
1108,9,427,Hombre,
1406,11,427,Mujer,No
1106,14,427,Hombre,
1416,28,427,Mujer,Sí
1412,33,427,Mujer,Sí
1108,11,426,Hombre,
1412,34,426,Mujer,Sí
1411,12,425,Hombre,No
1106,18,425,Mujer,
1401,21,425,Hombre,No
1101,48,425,Mujer,
1419,6,424,Mujer,Sí
1413,27,423,Hombre,No
1106,15,422,Hombre,
1420,20,422,Mujer,Sí
1415,24,422,Hombre,No
1415,26,422,Mujer,Sí
1420,31,422,Hombre,No
1416,26,421,Mujer,Sí
1101,39,421,Hombre,
1415,2,420,Mujer,Sí
1410,18,420,Hombre,No
1415,1,419,Mujer,No
1411,5,419,Hombre,No
1108,12,419,Hombre,
1106,13,419,Hombre,
1108,16,419,Mujer,
1410,9,418,Mujer,Sí
1108,11,418,Mujer,
1401,28,418,Hombre,No
1413,34,418,Mujer,Sí
1106,13,417,Mujer,
1416,16,417,Hombre,No
1413,30,417,Hombre,No
1410,20,416,Mujer,Sí
1412,35,416,Mujer,Sí
1101,41,416,Mujer,
1404,18,415,Mujer,Sí
1413,1,414,Mujer,Sí
1420,12,414,Mujer,Sí
1106,20,414,Mujer,
1405,21,414,Mujer,Sí
1415,25,414,Mujer,Sí
1411,10,412,Mujer,Sí
1106,22,412,Hombre,
1405,11,411,Hombre,No
1106,19,411,Hombre,
1101,47,411,Mujer,
1410,3,410,Mujer,Sí
1106,16,410,Mujer,
1416,18,410,Hombre,No
1420,33,410,Hombre,No
1416,1,409,Mujer,Sí
1411,8,408,Hombre,No
1404,10,408,Hombre,No
1108,15,408,Mujer,
1401,26,408,Mujer,Sí
1101,50,408,Hombre,
1405,2,406,Mujer,Sí
1106,9,406,Hombre,
1106,9,406,Mujer,
1106,14,406,Mujer,
1406,2,405,Mujer,Sí
1420,18,405,Mujer,No
1419,9,404,Mujer,Sí
1410,14,404,Hombre,No
1416,14,404,Hombre,No
1405,24,404,Mujer,Sí
1420,38,404,Hombre,No
1411,6,402,Hombre,No
1106,10,402,Mujer,
1106,22,402,Mujer,
1106,23,402,Hombre,
1405,3,401,Mujer,Sí
1409,4,401,Hombre,No
1419,8,401,Mujer,Sí
1406,13,401,Mujer,No
1401,29,401,Mujer,Sí
1412,4,400,Mujer,No
1411,9,400,Hombre,No
1404,17,400,Mujer,Sí
1106,19,400,Mujer,
1412,37,400,Mujer,Sí
1411,10,399,Hombre,No
1404,16,399,Mujer,Sí
1420,25,399,Mujer,Sí
1410,13,398,Hombre,No
1412,26,398,Hombre,No
1101,43,398,Hombre,
1408,0,397,Hombre,No
1402,7,397,Hombre,No
1406,12,397,Mujer,No
1412,38,397,Mujer,Sí
1108,23,396,Mujer,
1401,35,396,Mujer,Sí
1410,16,395,Hombre,No
1413,28,395,Hombre,No
1409,10,394,Hombre,No
1412,28,394,Hombre,No
1402,6,393,Hombre,No
1106,20,393,Hombre,
1411,1,392,Hombre,No
1107,3,392,Mujer,
1106,12,392,Mujer,
1420,28,392,Mujer,Sí
1419,14,391,Mujer,Sí
1411,18,391,Hombre,No
1106,24,391,Hombre,
1401,27,391,Hombre,No
1413,33,391,Mujer,Sí
1401,38,391,Mujer,Sí
1401,40,391,Mujer,Sí
1416,11,390,Hombre,No
1404,15,390,Mujer,Sí
1412,27,390,Hombre,No
1106,11,389,Hombre,
1411,18,389,Mujer,Sí
1420,19,389,Mujer,Sí
1406,58,389,Mujer,Sí
1420,3,388,Hombre,
1107,4,388,Hombre,
1410,19,388,Mujer,Sí
1404,20,388,Mujer,Sí
1416,30,388,Mujer,Sí
1101,45,388,Hombre,
1406,53,388,Mujer,Sí
1415,2,387,Mujer,No
1411,17,387,Hombre,No
1108,23,387,Hombre,
1411,11,386,Hombre,No
1410,23,386,Mujer,Sí
1420,4,385,Hombre,
1409,12,385,Hombre,No
1101,52,385,Mujer,
1412,0,384,Mujer,Sí
1404,6,384,Hombre,No
1402,17,384,Hombre,No
1405,19,384,Hombre,No
1412,41,384,Mujer,Sí
1404,3,383,Hombre,No
1419,5,383,Mujer,Sí
1106,15,383,Mujer,
1412,32,383,Mujer,Sí
1411,0,382,Hombre,No
1419,7,382,Mujer,Sí
1411,17,381,Mujer,Sí
1406,49,381,Hombre,No
1406,54,381,Mujer,Sí
1410,22,380,Mujer,Sí
1108,24,380,Mujer,
1420,32,380,Mujer,Sí
1402,13,379,Hombre,No
1404,4,378,Hombre,No
1416,13,378,Hombre,No
1411,15,378,Hombre,No
1401,30,378,Hombre,No
1401,33,378,Mujer,Sí
1107,6,377,Hombre,
1101,46,377,Mujer,
1106,11,376,Mujer,
1411,13,376,Hombre,No
1404,14,376,Hombre,No
1415,26,376,Hombre,No
1420,5,375,Hombre,
1411,14,375,Hombre,No
1404,17,375,Hombre,No
1420,26,375,Mujer,Sí
1419,3,374,Mujer,Sí
1404,8,374,Hombre,No
1411,9,374,Mujer,Sí
1402,18,374,Hombre,No
1415,27,374,Mujer,Sí
1412,36,374,Mujer,Sí
1410,1,373,Mujer,Sí
1411,3,373,Hombre,No
1404,5,373,Hombre,No
1404,7,373,Hombre,No
1419,13,373,Mujer,Sí
1413,32,373,Mujer,Sí
1406,56,373,Mujer,Sí
1108,1,372,Mujer,
1404,1,372,Hombre,No
1107,7,372,Hombre,
1419,12,372,Mujer,Sí
1404,14,372,Mujer,Sí
1411,15,372,Mujer,Sí
1420,1,371,Hombre,
1420,2,371,Mujer,
1402,4,371,Hombre,No
1419,17,371,Mujer,Sí
1106,21,371,Mujer,
1408,1,370,Hombre,No
1108,21,370,Hombre,
1413,31,370,Mujer,Sí
1406,60,370,Mujer,Sí
1419,10,369,Mujer,Sí
1416,27,369,Mujer,Sí
1101,44,369,Hombre,
1402,18,368,Mujer,Sí
1420,27,368,Mujer,Sí
1411,8,367,Mujer,Sí
1413,26,367,Hombre,No
1401,32,367,Mujer,Sí
1413,37,367,Mujer,Sí
1101,41,367,Hombre,
1413,0,366,Mujer,No
1411,4,366,Hombre,No
1420,7,366,Mujer,
1106,16,366,Hombre,
1419,11,365,Mujer,Sí
1406,52,365,Hombre,No
1107,5,364,Mujer,
1409,5,364,Hombre,No
1411,7,364,Mujer,Sí
1402,12,364,Hombre,No
1420,21,364,Mujer,No
1107,2,363,Mujer,
1420,6,363,Mujer,
1409,8,363,Hombre,No
1411,16,363,Hombre,No
1106,23,363,Mujer,
1415,28,363,Mujer,Sí
1107,1,362,Hombre,
1402,15,362,Hombre,No
1404,18,362,Hombre,No
1405,22,362,Hombre,No
1108,25,362,Mujer,
1412,45,362,Mujer,Sí
1409,1,361,Hombre,No
1404,10,361,Mujer,Sí
1106,25,361,Mujer,
1402,0,360,Hombre,No
1419,2,360,Hombre,No
1409,6,360,Hombre,No
1404,12,360,Hombre,No
1404,16,360,Hombre,No
1405,20,360,Hombre,No
1409,0,359,Hombre,No
1420,3,359,Mujer,
1420,5,359,Mujer,
1419,15,359,Mujer,Sí
1107,17,359,Hombre,
1410,24,359,Mujer,Sí
1413,45,359,Mujer,Sí
1420,4,358,Mujer,
1409,14,358,Mujer,Sí
1419,16,358,Mujer,Sí
1106,21,358,Hombre,
1405,23,358,Hombre,No
1420,35,358,Hombre,No
1420,40,358,Hombre,No
1408,2,357,Hombre,No
1107,9,357,Hombre,
1411,12,357,Mujer,Sí
1106,24,357,Mujer,
1101,55,357,Mujer,
1420,1,356,Mujer,
1404,8,356,Mujer,Sí
1420,10,356,Mujer,Sí
1419,18,356,Mujer,Sí
1405,26,356,Mujer,Sí
1412,42,356,Mujer,Sí
1101,48,356,Hombre,
1410,2,354,Mujer,Sí
1408,3,354,Hombre,No
1404,13,354,Mujer,Sí
1411,13,354,Mujer,Sí
1412,39,354,Mujer,Sí
1411,2,353,Hombre,No
1107,5,353,Hombre,
1408,6,353,Hombre,No
1409,15,353,Mujer,Sí
1409,17,353,Mujer,Sí
1405,25,353,Mujer,Sí
1415,27,353,Hombre,No
1419,4,351,Mujer,Sí
1402,5,351,Hombre,No
1409,7,351,Mujer,Sí
1411,14,351,Mujer,Sí
1101,54,351,Mujer,
1402,1,350,Hombre,No
1107,3,350,Hombre,
1420,8,350,Hombre,
1409,18,350,Hombre,No
1404,2,349,Hombre,No
1420,2,349,Hombre,
1409,3,349,Hombre,No
1404,5,349,Mujer,Sí
1420,7,349,Hombre,
1420,11,349,Mujer,Sí
1420,37,349,Hombre,No
1401,38,349,Hombre,No
1420,0,348,Hombre,
1409,2,347,Hombre,No
1404,22,347,Mujer,Sí
1405,28,347,Mujer,Sí
1420,33,347,Mujer,Sí
1404,6,346,Mujer,Sí
1411,16,346,Mujer,Sí
1108,21,346,Mujer,
1416,22,346,Hombre,No
1109,14,345,Hombre,
1405,27,345,Mujer,Sí
1404,0,344,Hombre,No
1107,2,344,Hombre,
1411,11,344,Mujer,Sí
