Id_Dep,Id_Mun,Departamento,Municipio,Comunidad Linguística,Pobl. ComLinguistica
2,207,El Progreso,Sansare,Kaqchikel,42
2,207,El Progreso,Sansare,K'iche',252
2,207,El Progreso,Sansare,Mam,26
2,207,El Progreso,Sansare,Mopan,0
2,207,El Progreso,Sansare,Poqomam,1
2,207,El Progreso,Sansare,Poqomchi',42
2,207,El Progreso,Sansare,Q'anjob'al,36
2,207,El Progreso,Sansare,Q'eqchi',42
2,207,El Progreso,Sansare,Sakapulteka,0
2,207,El Progreso,Sansare,Sipakapense,0
2,207,El Progreso,Sansare,Tektiteka,0
2,207,El Progreso,Sansare,Tz'utujil,10
2,207,El Progreso,Sansare,Uspanteka,0
2,208,El Progreso,San Antonio La Paz,Achi,38
2,208,El Progreso,San Antonio La Paz,Akateka,2
2,208,El Progreso,San Antonio La Paz,Awakateka,0
2,208,El Progreso,San Antonio La Paz,Chalchiteka,76
2,208,El Progreso,San Antonio La Paz,Ch'orti',0
2,208,El Progreso,San Antonio La Paz,Chuj,0
2,208,El Progreso,San Antonio La Paz,Itza',0
2,208,El Progreso,San Antonio La Paz,Ixil,14
2,208,El Progreso,San Antonio La Paz,Jakalteko /Popti',0
2,208,El Progreso,San Antonio La Paz,Kaqchikel,76
2,208,El Progreso,San Antonio La Paz,K'iche',63
2,208,El Progreso,San Antonio La Paz,Mam,4
2,208,El Progreso,San Antonio La Paz,Mopan,0
2,208,El Progreso,San Antonio La Paz,Poqomam,8
2,208,El Progreso,San Antonio La Paz,Poqomchi',14
2,208,El Progreso,San Antonio La Paz,Q'anjob'al,3
2,208,El Progreso,San Antonio La Paz,Q'eqchi',111
2,208,El Progreso,San Antonio La Paz,Sakapulteka,0
2,208,El Progreso,San Antonio La Paz,Sipakapense,10
2,208,El Progreso,San Antonio La Paz,Tektiteka,0
2,208,El Progreso,San Antonio La Paz,Tz'utujil,0
2,208,El Progreso,San Antonio La Paz,Uspanteka,9
3,301,Sacatepéquez,Antigua Guatemala,Achi,510
3,301,Sacatepéquez,Antigua Guatemala,Akateka,73
3,301,Sacatepéquez,Antigua Guatemala,Awakateka,1
3,301,Sacatepéquez,Antigua Guatemala,Chalchiteka,196
3,301,Sacatepéquez,Antigua Guatemala,Ch'orti',0
3,301,Sacatepéquez,Antigua Guatemala,Chuj,9
3,301,Sacatepéquez,Antigua Guatemala,Itza',6
3,301,Sacatepéquez,Antigua Guatemala,Ixil,87
3,301,Sacatepéquez,Antigua Guatemala,Jakalteko /Popti',2
3,301,Sacatepéquez,Antigua Guatemala,Kaqchikel,3439
3,301,Sacatepéquez,Antigua Guatemala,K'iche',489
3,301,Sacatepéquez,Antigua Guatemala,Mam,111
3,301,Sacatepéquez,Antigua Guatemala,Mopan,2
3,301,Sacatepéquez,Antigua Guatemala,Poqomam,4
3,301,Sacatepéquez,Antigua Guatemala,Poqomchi',7
3,301,Sacatepéquez,Antigua Guatemala,Q'anjob'al,23
3,301,Sacatepéquez,Antigua Guatemala,Q'eqchi',101
3,301,Sacatepéquez,Antigua Guatemala,Sakapulteka,2
3,301,Sacatepéquez,Antigua Guatemala,Sipakapense,1
3,301,Sacatepéquez,Antigua Guatemala,Tektiteka,0
3,301,Sacatepéquez,Antigua Guatemala,Tz'utujil,75
3,301,Sacatepéquez,Antigua Guatemala,Uspanteka,1
3,302,Sacatepéquez,Jocotenango,Achi,11
3,302,Sacatepéquez,Jocotenango,Akateka,14
3,302,Sacatepéquez,Jocotenango,Awakateka,2
3,302,Sacatepéquez,Jocotenango,Chalchiteka,45
3,302,Sacatepéquez,Jocotenango,Ch'orti',12
3,302,Sacatepéquez,Jocotenango,Chuj,2
3,302,Sacatepéquez,Jocotenango,Itza',2
3,302,Sacatepéquez,Jocotenango,Ixil,40
3,302,Sacatepéquez,Jocotenango,Jakalteko /Popti',1
3,302,Sacatepéquez,Jocotenango,Kaqchikel,715
3,302,Sacatepéquez,Jocotenango,K'iche',669
3,302,Sacatepéquez,Jocotenango,Mam,39
3,302,Sacatepéquez,Jocotenango,Mopan,0
3,302,Sacatepéquez,Jocotenango,Poqomam,0
3,302,Sacatepéquez,Jocotenango,Poqomchi',6
3,302,Sacatepéquez,Jocotenango,Q'anjob'al,41
3,302,Sacatepéquez,Jocotenango,Q'eqchi',26
3,302,Sacatepéquez,Jocotenango,Sakapulteka,0
3,302,Sacatepéquez,Jocotenango,Sipakapense,0
3,302,Sacatepéquez,Jocotenango,Tektiteka,0
3,302,Sacatepéquez,Jocotenango,Tz'utujil,6
3,302,Sacatepéquez,Jocotenango,Uspanteka,0
3,303,Sacatepéquez,Pastores,Achi,7
3,303,Sacatepéquez,Pastores,Akateka,2
3,303,Sacatepéquez,Pastores,Awakateka,0
3,303,Sacatepéquez,Pastores,Chalchiteka,33
3,303,Sacatepéquez,Pastores,Ch'orti',0
3,303,Sacatepéquez,Pastores,Chuj,0
3,303,Sacatepéquez,Pastores,Itza',0
3,303,Sacatepéquez,Pastores,Ixil,15
3,303,Sacatepéquez,Pastores,Jakalteko /Popti',0
3,303,Sacatepéquez,Pastores,Kaqchikel,1054
3,303,Sacatepéquez,Pastores,K'iche',191
3,303,Sacatepéquez,Pastores,Mam,8
3,303,Sacatepéquez,Pastores,Mopan,1
3,303,Sacatepéquez,Pastores,Poqomam,0
3,303,Sacatepéquez,Pastores,Poqomchi',1
3,303,Sacatepéquez,Pastores,Q'anjob'al,14
3,303,Sacatepéquez,Pastores,Q'eqchi',9
3,303,Sacatepéquez,Pastores,Sakapulteka,0
3,303,Sacatepéquez,Pastores,Sipakapense,0
3,303,Sacatepéquez,Pastores,Tektiteka,0
3,303,Sacatepéquez,Pastores,Tz'utujil,2
3,303,Sacatepéquez,Pastores,Uspanteka,0
3,304,Sacatepéquez,Sumpango,Achi,137
3,304,Sacatepéquez,Sumpango,Akateka,39
3,304,Sacatepéquez,Sumpango,Awakateka,1
3,304,Sacatepéquez,Sumpango,Chalchiteka,11
3,304,Sacatepéquez,Sumpango,Ch'orti',5
3,304,Sacatepéquez,Sumpango,Chuj,1
3,304,Sacatepéquez,Sumpango,Itza',0
3,304,Sacatepéquez,Sumpango,Ixil,3
3,304,Sacatepéquez,Sumpango,Jakalteko /Popti',8
3,304,Sacatepéquez,Sumpango,Kaqchikel,32950
3,304,Sacatepéquez,Sumpango,K'iche',310
3,304,Sacatepéquez,Sumpango,Mam,56
3,304,Sacatepéquez,Sumpango,Mopan,3
3,304,Sacatepéquez,Sumpango,Poqomam,22
3,304,Sacatepéquez,Sumpango,Poqomchi',6
3,304,Sacatepéquez,Sumpango,Q'anjob'al,9
3,304,Sacatepéquez,Sumpango,Q'eqchi',33
3,304,Sacatepéquez,Sumpango,Sakapulteka,0
3,304,Sacatepéquez,Sumpango,Sipakapense,6
3,304,Sacatepéquez,Sumpango,Tektiteka,0
3,304,Sacatepéquez,Sumpango,Tz'utujil,19
3,304,Sacatepéquez,Sumpango,Uspanteka,12
3,305,Sacatepéquez,Santo Domingo Xenacoj,Achi,64
3,305,Sacatepéquez,Santo Domingo Xenacoj,Akateka,5
3,305,Sacatepéquez,Santo Domingo Xenacoj,Awakateka,2
3,305,Sacatepéquez,Santo Domingo Xenacoj,Chalchiteka,28
3,305,Sacatepéquez,Santo Domingo Xenacoj,Ch'orti',0
3,305,Sacatepéquez,Santo Domingo Xenacoj,Chuj,0
3,305,Sacatepéquez,Santo Domingo Xenacoj,Itza',0
3,305,Sacatepéquez,Santo Domingo Xenacoj,Ixil,14
3,305,Sacatepéquez,Santo Domingo Xenacoj,Jakalteko /Popti',0
3,305,Sacatepéquez,Santo Domingo Xenacoj,Kaqchikel,10354
3,305,Sacatepéquez,Santo Domingo Xenacoj,K'iche',251
3,305,Sacatepéquez,Santo Domingo Xenacoj,Mam,68
3,305,Sacatepéquez,Santo Domingo Xenacoj,Mopan,0
3,305,Sacatepéquez,Santo Domingo Xenacoj,Poqomam,3
3,305,Sacatepéquez,Santo Domingo Xenacoj,Poqomchi',1
3,305,Sacatepéquez,Santo Domingo Xenacoj,Q'anjob'al,11
3,305,Sacatepéquez,Santo Domingo Xenacoj,Q'eqchi',23
3,305,Sacatepéquez,Santo Domingo Xenacoj,Sakapulteka,14
3,305,Sacatepéquez,Santo Domingo Xenacoj,Sipakapense,1
3,305,Sacatepéquez,Santo Domingo Xenacoj,Tektiteka,0
3,305,Sacatepéquez,Santo Domingo Xenacoj,Tz'utujil,10
3,305,Sacatepéquez,Santo Domingo Xenacoj,Uspanteka,0
3,306,Sacatepéquez,Santiago Sacatepéquez,Achi,99
3,306,Sacatepéquez,Santiago Sacatepéquez,Akateka,28
3,306,Sacatepéquez,Santiago Sacatepéquez,Awakateka,19
3,306,Sacatepéquez,Santiago Sacatepéquez,Chalchiteka,20
3,306,Sacatepéquez,Santiago Sacatepéquez,Ch'orti',4
3,306,Sacatepéquez,Santiago Sacatepéquez,Chuj,1
3,306,Sacatepéquez,Santiago Sacatepéquez,Itza',0
3,306,Sacatepéquez,Santiago Sacatepéquez,Ixil,88
