MUNICIPIO,PCP7,Recuento de PCP1,PCP6||Sexo,PCP23_A||Lee-Escribe Idioma 1,PCP23_B||Lee-Escribe Idioma 2,PCP23_C||Lee-Escribe Idioma 3
101,7,1,Hombre,Achí,,
101,7,1,Hombre,Español,Achí,
101,7,1,Hombre,Español,Inglés,Achí
101,7,1,Hombre,Español,K'iche',
101,7,1,Hombre,Español,Q'eqchi',
101,7,1,Hombre,Español,Tektiteka,
101,7,1,Hombre,Inglés,Otro idioma,
101,7,1,Hombre,Kaqchiquel,Español,
101,7,1,Hombre,K'iche',,
101,7,1,Hombre,K'iche',Español,
101,7,1,Hombre,Mam,Español,
101,7,1,Hombre,Poqomchi',,
101,7,1,Hombre,Q'anjob'al,,
101,7,1,Hombre,Q'eqchi',Español,
101,7,1,Hombre,Tz'utujil,Español,
102,7,1,Hombre,Achí,,
102,7,1,Hombre,Achí,Español,
102,7,1,Hombre,Akateko,,
102,7,1,Hombre,Akateko,Chalchiteko,
102,7,1,Hombre,Español,Akateko,
102,7,1,Hombre,Español,Awakateko,
102,7,1,Hombre,Español,Chalchiteko,
102,7,1,Hombre,Inglés,Español,
102,7,1,Hombre,Otro idioma,Español,Inglés
103,7,1,Hombre,Español,Inglés,Otro idioma
103,7,1,Hombre,Q'eqchi',,
105,7,1,Hombre,Achí,,
105,7,1,Hombre,Akateko,,
105,7,1,Hombre,Akateko,Chalchiteko,
106,7,1,Hombre,Akateko,,
106,7,1,Hombre,Español,Inglés,
106,7,1,Hombre,Español,Inglés,K'iche'
106,7,1,Hombre,Español,Inglés,Otro idioma
106,7,1,Hombre,Kaqchiquel,Inglés,
106,7,1,Hombre,Mam,Español,
106,7,1,Hombre,Señas,,
106,7,1,Hombre,Tektiteka,,
107,7,1,Hombre,Español,Awakateko,
107,7,1,Hombre,Español,K'iche',
107,7,1,Hombre,Señas,,
108,7,1,Hombre,Chalchiteko,,
108,7,1,Hombre,Español,Ixil,
108,7,1,Hombre,Español,Kaqchiquel,Inglés
108,7,1,Hombre,Español,K'iche',
108,7,1,Hombre,Español,Otro idioma,
108,7,1,Hombre,Español,Poqomam,
108,7,1,Hombre,Español,Q'anjob'al,
108,7,1,Hombre,Español,Tz'utujil,
108,7,1,Hombre,Inglés,Español,Kaqchiquel
108,7,1,Hombre,Inglés,Otro idioma,
108,7,1,Hombre,Kaqchiquel,Español,
108,7,1,Hombre,Q'eqchi',Español,
108,7,1,Hombre,Señas,,
109,7,1,Hombre,Español,Kaqchiquel,Inglés
109,7,1,Hombre,Kaqchiquel,,
109,7,1,Hombre,Señas,,
110,7,1,Hombre,Achí,Español,
110,7,1,Hombre,Español,Achí,
110,7,1,Hombre,Español,Inglés,Kaqchiquel
110,7,1,Hombre,Tektiteka,,
110,7,1,Hombre,Uspanteka,,
111,7,1,Hombre,Akateko,,
111,7,1,Hombre,Inglés,Español,
112,7,1,Hombre,Kaqchiquel,Español,
113,7,1,Hombre,Achí,Español,
113,7,1,Hombre,Akateko,,
113,7,1,Hombre,Akateko,Español,
113,7,1,Hombre,Español,Achí,
113,7,1,Hombre,Inglés,,
114,7,1,Hombre,Español,Akateko,
114,7,1,Hombre,Español,Señas,
114,7,1,Hombre,Tz'utujil,,
115,7,1,Hombre,Chalchiteko,,
115,7,1,Hombre,Español,Chalchiteko,
115,7,1,Hombre,Español,Ixil,
115,7,1,Hombre,Mam,,
115,7,1,Hombre,Mam,Español,
115,7,1,Hombre,Otro idioma,,
115,7,1,Hombre,Q'eqchi',Español,
115,7,1,Hombre,Tektiteka,,
115,7,1,Hombre,Xinka,,
116,7,1,Hombre,Achí,,
116,7,1,Hombre,Chalchiteko,Akateko,
116,7,1,Hombre,Español,Inglés,
116,7,1,Hombre,Inglés,Español,
116,7,1,Hombre,Otro idioma,,
117,7,1,Hombre,Achí,Español,
117,7,1,Hombre,Akateko,,
117,7,1,Hombre,Akateko,Chalchiteko,
117,7,1,Hombre,Chalchiteko,,
117,7,1,Hombre,Español,Inglés,Achí
117,7,1,Hombre,Español,Kaqchiquel,
117,7,1,Hombre,Español,Kaqchiquel,Inglés
117,7,1,Hombre,Inglés,,
117,7,1,Hombre,Kaqchiquel,Español,
117,7,1,Hombre,K'iche',,
117,7,1,Hombre,Tz'utujil,,
101,8,1,Hombre,Chalchiteko,,
101,8,1,Hombre,Español,Achí,
101,8,1,Hombre,Español,Achí,Akateko
101,8,1,Hombre,Español,Inglés,Akateko
101,8,1,Hombre,Español,Inglés,Q'eqchi'
101,8,1,Hombre,Español,Kaqchiquel,Inglés
101,8,1,Hombre,Español,Poqomam,
101,8,1,Hombre,Inglés,Otro idioma,Español
101,8,1,Hombre,Ixil,,
101,8,1,Hombre,Kaqchiquel,,
101,8,1,Hombre,K'iche',,
101,8,1,Hombre,K'iche',Español,
101,8,1,Hombre,K'iche',Español,Inglés
101,8,1,Hombre,Mam,,
101,8,1,Hombre,Otro idioma,Español,Inglés
101,8,1,Hombre,Otro idioma,Inglés,Español
101,8,1,Hombre,Q'eqchi',,
101,8,1,Hombre,Tektiteka,Achí,
102,8,1,Hombre,Chalchiteko,,
102,8,1,Hombre,Español,Akateko,
102,8,1,Hombre,Español,K'iche',
102,8,1,Hombre,Otro idioma,,
102,8,1,Hombre,Xinka,,
103,8,1,Hombre,Español,Akateko,
103,8,1,Hombre,Español,Inglés,Otro idioma
103,8,1,Hombre,Inglés,Señas,
103,8,1,Hombre,Poqomchi',,
103,8,1,Hombre,Q'eqchi',,
105,8,1,Hombre,Achí,Español,
105,8,1,Hombre,Español,Akateko,
105,8,1,Hombre,Español,Inglés,
106,8,1,Hombre,Achí,,
106,8,1,Hombre,Achí,Español,
106,8,1,Hombre,Chalchiteko,,
106,8,1,Hombre,Español,Akateko,
106,8,1,Hombre,Español,Inglés,Poqomam
106,8,1,Hombre,Español,Poqomam,
106,8,1,Hombre,Inglés,Español,
106,8,1,Hombre,Kaqchiquel,Uspanteka,
106,8,1,Hombre,Q'eqchi',Español,
106,8,1,Hombre,Xinka,,
107,8,1,Hombre,Achí,,
108,8,1,Hombre,Español,Inglés,Akateko
108,8,1,Hombre,Español,Inglés,K'iche'
108,8,1,Hombre,Español,Inglés,Q'eqchi'
108,8,1,Hombre,Español,Kaqchiquel,Inglés
108,8,1,Hombre,Español,Kaqchiquel,Poqomam
108,8,1,Hombre,Español,Poqomam,Achí
108,8,1,Hombre,Español,Q'eqchi',
108,8,1,Hombre,Inglés,,
108,8,1,Hombre,Inglés,Español,Achí
108,8,1,Hombre,Inglés,Kaqchiquel,
108,8,1,Hombre,K'iche',,
108,8,1,Hombre,Otro idioma,,
108,8,1,Hombre,Poqomam,Inglés,Español
108,8,1,Hombre,Poqomchi',,
108,8,1,Hombre,Q'eqchi',,
108,8,1,Hombre,Q'eqchi',Español,
108,8,1,Hombre,Tektiteka,,
108,8,1,Hombre,Uspanteka,,
109,8,1,Hombre,Achí,,
109,8,1,Hombre,Español,Akateko,
110,8,1,Hombre,Achí,Español,
110,8,1,Hombre,Español,Tz'utujil,Inglés
110,8,1,Hombre,Kaqchiquel,Español,
110,8,1,Hombre,Otro idioma,,
111,8,1,Hombre,Español,Inglés,
111,8,1,Hombre,Español,Kaqchiquel,Inglés
111,8,1,Hombre,Otro idioma,Akateko,
112,8,1,Hombre,Español,Kaqchiquel,
113,8,1,Hombre,Español,Achí,
113,8,1,Hombre,Español,Inglés,Otro idioma
113,8,1,Hombre,Español,Mam,
113,8,1,Hombre,Español,Otro idioma,Inglés
113,8,1,Hombre,Español,Q'eqchi',
113,8,1,Hombre,Inglés,,
113,8,1,Hombre,Inglés,Otro idioma,
113,8,1,Hombre,K'iche',Español,
114,8,1,Hombre,Español,Akateko,
114,8,1,Hombre,Tz'utujil,,
114,8,1,Hombre,Xinka,,
115,8,1,Hombre,Akateko,Español,
115,8,1,Hombre,Chalchiteko,,
115,8,1,Hombre,Español,Otro idioma,
115,8,1,Hombre,Español,Sakapulteka,
115,8,1,Hombre,Español,Señas,
115,8,1,Hombre,Inglés,,
115,8,1,Hombre,Kaqchiquel,,
115,8,1,Hombre,Kaqchiquel,Español,
115,8,1,Hombre,Kaqchiquel,Inglés,
115,8,1,Hombre,K'iche',Español,
115,8,1,Hombre,Tektiteka,,
115,8,1,Hombre,Xinka,,
116,8,1,Hombre,Achí,,
116,8,1,Hombre,Achí,Español,
116,8,1,Hombre,Akateko,,
116,8,1,Hombre,Español,Achí,
116,8,1,Hombre,Español,Otro idioma,
116,8,1,Hombre,K'iche',,
116,8,1,Hombre,K'iche',Poqomam,Español
116,8,1,Hombre,Otro idioma,Inglés,Español
116,8,1,Hombre,Xinka,,
117,8,1,Hombre,Achí,,
117,8,1,Hombre,Achí,Español,Inglés
117,8,1,Hombre,Español,Awakateko,
117,8,1,Hombre,Español,K'iche',
117,8,1,Hombre,Inglés,Español,
117,8,1,Hombre,Kaqchiquel,,
117,8,1,Hombre,K'iche',,
101,9,1,Hombre,Chalchiteko,,
101,9,1,Hombre,Español,Inglés,Tz'utujil
101,9,1,Hombre,Español,Tz'utujil,
101,9,1,Hombre,Inglés,Español,Otro idioma
101,9,1,Hombre,Inglés,Tz'utujil,Akateko
101,9,1,Hombre,Mam,,
101,9,1,Hombre,Otro idioma,Inglés,
101,9,1,Hombre,Poqomchi',,
101,9,1,Hombre,Poqomchi',Español,
101,9,1,Hombre,Q'eqchi',Español,
101,9,1,Hombre,Tektiteka,,
101,9,1,Hombre,Tz'utujil,,
101,9,1,Hombre,Xinka,,
102,9,1,Hombre,Español,Inglés,Achí
102,9,1,Hombre,Español,Otro idioma,Inglés
102,9,1,Hombre,Inglés,,
102,9,1,Hombre,Kaqchiquel,Español,
103,9,1,Hombre,Achí,,
103,9,1,Hombre,Chalchiteko,,
103,9,1,Hombre,Español,Inglés,Akateko
103,9,1,Hombre,Español,Inglés,Garífuna
103,9,1,Hombre,Español,Inglés,Kaqchiquel
103,9,1,Hombre,Español,K'iche',
103,9,1,Hombre,Kaqchiquel,,
103,9,1,Hombre,Kaqchiquel,Español,
103,9,1,Hombre,Tz'utujil,,
104,9,1,Hombre,Achí,Español,
104,9,1,Hombre,Akateko,,
104,9,1,Hombre,Inglés,,
105,9,1,Hombre,Achí,,
105,9,1,Hombre,Español,Inglés,
105,9,1,Hombre,Garífuna,,
106,9,1,Hombre,Español,Inglés,Poqomam
106,9,1,Hombre,Español,Inglés,Q'eqchi'
106,9,1,Hombre,Español,K'iche',
106,9,1,Hombre,K'iche',Español,
106,9,1,Hombre,Mam,Español,
106,9,1,Hombre,Poqomam,Español,
107,9,1,Hombre,Achí,Español,
107,9,1,Hombre,Español,Inglés,
107,9,1,Hombre,Español,Inglés,Kaqchiquel
107,9,1,Hombre,Español,Kaqchiquel,
107,9,1,Hombre,Kaqchiquel,,
107,9,1,Hombre,Kaqchiquel,Español,
108,9,1,Hombre,Español,Inglés,Achí
108,9,1,Hombre,Español,Kaqchiquel,Achí
108,9,1,Hombre,Español,Kaqchiquel,Inglés
108,9,1,Hombre,Español,Otro idioma,Achí
108,9,1,Hombre,Español,Poqomam,
108,9,1,Hombre,Español,Tektiteka,Kaqchiquel
108,9,1,Hombre,Inglés,Español,Kaqchiquel
108,9,1,Hombre,Ixil,,
108,9,1,Hombre,Kaqchiquel,Español,
108,9,1,Hombre,K'iche',Español,
108,9,1,Hombre,Mam,Español,
108,9,1,Hombre,Otro idioma,,
108,9,1,Hombre,Otro idioma,Español,
108,9,1,Hombre,Poqomchi',,
108,9,1,Hombre,Tektiteka,,
108,9,1,Hombre,Uspanteka,,
108,9,1,Hombre,Xinka,,
109,9,1,Hombre,Akateko,,
109,9,1,Hombre,Español,Awakateko,
109,9,1,Hombre,Español,Chalchiteko,
109,9,1,Hombre,Español,Kaqchiquel,
110,9,1,Hombre,Achí,Español,
110,9,1,Hombre,Akateko,Español,
110,9,1,Hombre,Español,Awakateko,
110,9,1,Hombre,Español,Kaqchiquel,Inglés
110,9,1,Hombre,Mam,,
110,9,1,Hombre,Tz'utujil,,
110,9,1,Hombre,Uspanteka,,
111,9,1,Hombre,Achí,Español,
111,9,1,Hombre,Español,Kaqchiquel,
111,9,1,Hombre,Inglés,Español,
112,9,1,Hombre,Español,Kaqchiquel,
113,9,1,Hombre,Achí,Español,
113,9,1,Hombre,Chalchiteko,,
113,9,1,Hombre,Español,Achí,
113,9,1,Hombre,Español,Akateko,
113,9,1,Hombre,Español,Inglés,Otro idioma
113,9,1,Hombre,Inglés,,
113,9,1,Hombre,Inglés,Español,
113,9,1,Hombre,K'iche',Español,
113,9,1,Hombre,Otro idioma,Akateko,
113,9,1,Hombre,Uspanteka,,
114,9,1,Hombre,Achí,,
114,9,1,Hombre,Español,Inglés,Poqomam
114,9,1,Hombre,Español,K'iche',
114,9,1,Hombre,Inglés,,
114,9,1,Hombre,Xinka,,
115,9,1,Hombre,Achí,,
115,9,1,Hombre,Español,Achí,
115,9,1,Hombre,Español,Awakateko,
115,9,1,Hombre,Español,Inglés,Otro idioma
115,9,1,Hombre,Español,Poqomam,Mam
115,9,1,Hombre,Inglés,Kaqchiquel,
115,9,1,Hombre,Tz'utujil,,
115,9,1,Hombre,Uspanteka,,
116,9,1,Hombre,Achí,,
116,9,1,Hombre,Akateko,,
116,9,1,Hombre,Chalchiteko,,
116,9,1,Hombre,Español,Achí,
116,9,1,Hombre,Español,Akateko,Otro idioma
116,9,1,Hombre,Español,Kaqchiquel,
116,9,1,Hombre,Español,Q'eqchi',
116,9,1,Hombre,Inglés,Español,
116,9,1,Hombre,K'iche',Español,
116,9,1,Hombre,Señas,,
117,9,1,Hombre,Español,Achí,
117,9,1,Hombre,Español,Q'eqchi',
117,9,1,Hombre,Inglés,,
117,9,1,Hombre,K'iche',Español,
101,10,1,Hombre,Achí,,
101,10,1,Hombre,Achí,Akateko,
101,10,1,Hombre,Español,Awakateko,
101,10,1,Hombre,Español,Chuj,
101,10,1,Hombre,Español,Inglés,Akateko
101,10,1,Hombre,Español,Inglés,K'iche'
101,10,1,Hombre,Español,Inglés,Tz'utujil
101,10,1,Hombre,Español,Kaqchiquel,Otro idioma
101,10,1,Hombre,Español,Mam,
101,10,1,Hombre,Español,Señas,
101,10,1,Hombre,Garífuna,Achí,
101,10,1,Hombre,Inglés,Español,Otro idioma
101,10,1,Hombre,Inglés,Otro idioma,
101,10,1,Hombre,Kaqchiquel,Español,K'iche'
101,10,1,Hombre,K'iche',,
101,10,1,Hombre,Mam,,
101,10,1,Hombre,Mam,Español,
101,10,1,Hombre,Otro idioma,Español,Inglés
101,10,1,Hombre,Otro idioma,Inglés,Xinka
101,10,1,Hombre,Poqomchi',,
101,10,1,Hombre,Q'eqchi',,
101,10,1,Hombre,Tz'utujil,,
102,10,1,Hombre,Español,Kaqchiquel,
102,10,1,Hombre,Español,Otro idioma,
102,10,1,Hombre,K'iche',Español,
102,10,1,Hombre,Otro idioma,Español,
102,10,1,Hombre,Uspanteka,,
103,10,1,Hombre,Achí,K'iche',
103,10,1,Hombre,Akateko,,
103,10,1,Hombre,Español,Akateko,
103,10,1,Hombre,Español,Awakateko,
103,10,1,Hombre,Español,Inglés,Kaqchiquel
103,10,1,Hombre,Español,Inglés,Otro idioma
103,10,1,Hombre,Español,Q'eqchi',
103,10,1,Hombre,Garífuna,,
103,10,1,Hombre,Inglés,Q'anjob'al,
103,10,1,Hombre,Kaqchiquel,Español,
103,10,1,Hombre,K'iche',,
103,10,1,Hombre,Otro idioma,,
103,10,1,Hombre,Q'eqchi',,
104,10,1,Hombre,,,
105,10,1,Hombre,Español,Achí,
105,10,1,Hombre,Español,Awakateko,
105,10,1,Hombre,Español,Q'eqchi',
106,10,1,Hombre,Akateko,,
106,10,1,Hombre,Akateko,Español,
106,10,1,Hombre,Español,Inglés,Kaqchiquel
106,10,1,Hombre,Español,K'iche',
106,10,1,Hombre,Español,Poqomam,
106,10,1,Hombre,Inglés,,
106,10,1,Hombre,Poqomam,,
106,10,1,Hombre,Q'eqchi',Español,
106,10,1,Hombre,Señas,,
106,10,1,Hombre,Uspanteka,,
107,10,1,Hombre,Español,Poqomchi',
107,10,1,Hombre,Kaqchiquel,,
107,10,1,Hombre,K'iche',Español,
108,10,1,Hombre,Chalchiteko,,
108,10,1,Hombre,Chalchiteko,Inglés,Kaqchiquel
108,10,1,Hombre,Español,Akateko,Kaqchiquel
108,10,1,Hombre,Español,Inglés,Akateko
108,10,1,Hombre,Español,Inglés,Poqomam
108,10,1,Hombre,Español,Otro idioma,Inglés
108,10,1,Hombre,Español,Señas,
108,10,1,Hombre,Inglés,Kaqchiquel,
108,10,1,Hombre,Ixil,Español,
108,10,1,Hombre,K'iche',Español,
108,10,1,Hombre,Mam,Español,
108,10,1,Hombre,Otro idioma,Inglés,Español
108,10,1,Hombre,Q'eqchi',Español,
108,10,1,Hombre,Señas,,
108,10,1,Hombre,Tektiteka,,
108,10,1,Hombre,Xinka,,
109,10,1,Hombre,Achí,Español,
109,10,1,Hombre,Español,Kaqchiquel,
110,10,1,Hombre,Achí,Español,
110,10,1,Hombre,Español,Kaqchiquel,Inglés
110,10,1,Hombre,Español,K'iche',
110,10,1,Hombre,Español,Mam,
110,10,1,Hombre,Español,Poqomchi',Inglés
110,10,1,Hombre,Garífuna,,
110,10,1,Hombre,Otro idioma,,
112,10,1,Hombre,Kaqchiquel,,
112,10,1,Hombre,Kaqchiquel,Español,
113,10,1,Hombre,Akateko,,
113,10,1,Hombre,Español,Achí,
113,10,1,Hombre,Español,Akateko,
113,10,1,Hombre,Español,K'iche',
113,10,1,Hombre,Español,Otro idioma,Inglés
113,10,1,Hombre,Inglés,,
113,10,1,Hombre,Inglés,Otro idioma,
113,10,1,Hombre,Otro idioma,,
114,10,1,Hombre,Achí,,
114,10,1,Hombre,Achí,Español,
114,10,1,Hombre,Chalchiteko,,
114,10,1,Hombre,Español,Kaqchiquel,
114,10,1,Hombre,Inglés,Español,
114,10,1,Hombre,Poqomam,Español,
115,10,1,Hombre,Español,Inglés,Achí
115,10,1,Hombre,Español,Kaqchiquel,Inglés
115,10,1,Hombre,Español,Otro idioma,
115,10,1,Hombre,Español,Otro idioma,Q'anjob'al
115,10,1,Hombre,Español,Q'eqchi',
115,10,1,Hombre,K'iche',Español,
115,10,1,Hombre,Otro idioma,,
115,10,1,Hombre,Otro idioma,Español,
115,10,1,Hombre,Poqomchi',,
115,10,1,Hombre,Tektiteka,,
115,10,1,Hombre,Xinka,,
116,10,1,Hombre,Chalchiteko,,
116,10,1,Hombre,Español,Kaqchiquel,
116,10,1,Hombre,K'iche',,
116,10,1,Hombre,Tz'utujil,,
116,10,1,Hombre,Uspanteka,,
117,10,1,Hombre,Achí,Q'eqchi',
117,10,1,Hombre,Chalchiteko,,
117,10,1,Hombre,Inglés,Español,
117,10,1,Hombre,K'iche',,
117,10,1,Hombre,K'iche',Español,
117,10,1,Hombre,Tz'utujil,,
117,10,1,Hombre,Uspanteka,,
101,11,1,Hombre,Achí,,
101,11,1,Hombre,Akateko,Inglés,
101,11,1,Hombre,Chalchiteko,Inglés,
101,11,1,Hombre,Español,K'iche',Inglés
101,11,1,Hombre,Español,Poqomchi',
101,11,1,Hombre,Español,Q'anjob'al,
101,11,1,Hombre,Garífuna,,
101,11,1,Hombre,Inglés,Español,Achí
101,11,1,Hombre,Inglés,Español,Otro idioma
101,11,1,Hombre,Inglés,Otro idioma,Español
101,11,1,Hombre,Kaqchiquel,,
101,11,1,Hombre,K'iche',,
101,11,1,Hombre,K'iche',Español,
101,11,1,Hombre,Mam,,
101,11,1,Hombre,Otro idioma,Español,
101,11,1,Hombre,Otro idioma,Inglés,
101,11,1,Hombre,Otro idioma,K'iche',Inglés
101,11,1,Hombre,Poqomam,Español,
101,11,1,Hombre,Q'eqchi',Español,
101,11,1,Hombre,Tz'utujil,,
101,11,1,Hombre,Uspanteka,,
101,11,1,Hombre,Xinka,,
102,11,1,Hombre,Achí,Español,
102,11,1,Hombre,Kaqchiquel,Español,
102,11,1,Hombre,K'iche',Español,
102,11,1,Hombre,Tz'utujil,,
102,11,1,Hombre,Xinka,,
103,11,1,Hombre,Achí,,
103,11,1,Hombre,Achí,Español,
103,11,1,Hombre,Chalchiteko,,
103,11,1,Hombre,Español,Akateko,
103,11,1,Hombre,Español,Otro idioma,
103,11,1,Hombre,Inglés,,
103,11,1,Hombre,K'iche',Español,
103,11,1,Hombre,Señas,,
103,11,1,Hombre,Tektiteka,,
103,11,1,Hombre,Xinka,Español,
104,11,1,Hombre,,,
104,11,1,Hombre,Achí,,
104,11,1,Hombre,Kaqchiquel,Español,
105,11,1,Hombre,Akateko,,
105,11,1,Hombre,Español,Awakateko,
105,11,1,Hombre,Tektiteka,,
106,11,1,Hombre,Achí,,
106,11,1,Hombre,Akateko,,
106,11,1,Hombre,Español,Akateko,
106,11,1,Hombre,Español,Inglés,Kaqchiquel
106,11,1,Hombre,Español,Kaqchiquel,
106,11,1,Hombre,Español,Kaqchiquel,Poqomam
106,11,1,Hombre,Español,Mam,
106,11,1,Hombre,Español,Poqomam,
106,11,1,Hombre,Inglés,Kaqchiquel,
106,11,1,Hombre,Mam,Español,
107,11,1,Hombre,Español,Inglés,Kaqchiquel
107,11,1,Hombre,Español,Kaqchiquel,
107,11,1,Hombre,Inglés,Kaqchiquel,Español
107,11,1,Hombre,Kaqchiquel,,
107,11,1,Hombre,Poqomchi',Kaqchiquel,
108,11,1,Hombre,Achí,Español,
108,11,1,Hombre,Achí,Ixil,
108,11,1,Hombre,Akateko,,
108,11,1,Hombre,Chalchiteko,Español,
108,11,1,Hombre,Español,Achí,
108,11,1,Hombre,Español,Ixil,
108,11,1,Hombre,Español,Kaqchiquel,Otro idioma
108,11,1,Hombre,Español,K'iche',Achí
108,11,1,Hombre,Español,K'iche',Inglés
108,11,1,Hombre,Español,Tektiteka,
108,11,1,Hombre,Español,Uspanteka,
108,11,1,Hombre,Inglés,Otro idioma,
108,11,1,Hombre,Ixil,,
108,11,1,Hombre,Kaqchiquel,,
108,11,1,Hombre,Kaqchiquel,Español,Inglés
108,11,1,Hombre,Otro idioma,Inglés,
108,11,1,Hombre,Poqomam,Español,
108,11,1,Hombre,Q'eqchi',Español,
108,11,1,Hombre,Señas,,
108,11,1,Hombre,Tektiteka,,
108,11,1,Hombre,Tz'utujil,,
108,11,1,Hombre,Xinka,,
109,11,1,Hombre,Achí,Español,
109,11,1,Hombre,Chalchiteko,,
109,11,1,Hombre,Español,Akateko,
109,11,1,Hombre,Kaqchiquel,Español,
109,11,1,Hombre,Mam,,
110,11,1,Hombre,Achí,,
110,11,1,Hombre,Inglés,Español,
110,11,1,Hombre,Kaqchiquel,Akateko,
110,11,1,Hombre,Mam,Español,
111,11,1,Hombre,Español,Akateko,
111,11,1,Hombre,Kaqchiquel,,
111,11,1,Hombre,Kaqchiquel,Español,
112,11,1,Hombre,Español,Kaqchiquel,
112,11,1,Hombre,Kaqchiquel,,
